<tdmsfile>

<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 97-kaist_corpus_97_social_pos_ac.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_social97_ac.txt </filename>
<title> 한국어 관계구문의 통사와 의미구조 </title>
<author> 신효필 </author>
<date> 1994 </date>
<publisher>서울대학교  </publisher>
<kdc>TD715.8  </kdc>
<ddc>TD495.75 </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>

논제명	논제/ncn+명/ncn
흔적이론	흔적/ncn+이론/ncn
(	(/sl
Trace	Trace/f
Principle	Principle/f
){{	)/sr+{/sl+{/sl
이	이/mmd
흔적	흔적/ncn
이론	이론/ncn
(	(/sl
Trace	Trace/f
Theory	Theory/f
)	)/sr
과	과/jcj
관련한	관련/ncpa+하/xsv+ㄴ/etm
여러	여러/mma
가지	가지/nbu
원리	원리/ncn
및	및/maj
개념에	개념/ncn+에/jca
대해서는	대하/pvg+어서/ecs+는/jxc
5	5/nno
.	./sf
2	2/nno
.	./sf
무경계	무/xp+경계/ncn
의존구문	의존/ncn+구문/ncn
(	(/sl
unbounded	unbounded/f
dependency	dependency/f
construction	construction/f
)	)/sr
에서	에서/jca
자세히	자세/ncn+히/xsa
논의된다	논의/ncpa+되/xsv+ㄴ다/ef
.	./sf
}}	}/sr+}/sr
에	에/jca
의해	의하/pvg+어/ecs
주제화나	주제/ncn+화/xsn+나/jcj
관계화	관계/ncn+화/xsn
등의	등/ncn+의/jcm
구문에서	구문/ncn+에서/jca
이동한	이동/ncpa+하/xsv+ㄴ/etm
흔적과	흔적/ncn+과/jcj
그	그/mmd
선행사와의	선행사/ncn+와/jct+의/jcm
구조공유를	구조/ncn+공유/ncn+를/jco
표시한다	표시/ncpa+하/xsv+ㄴ다/ef
.	./sf
그러나	그러나/maj
흔적을	흔적/ncn+을/jco
인정하는	인정/ncpa+하/xsv+는/etm
입장은	입장/ncn+은/jxc
Pollard	Pollard/f
and	and/f
Sag	Sag/f
(	(/sl
1994	1994/nno
)	)/sr
9	9/nno
장에서	장/nbu+에서/jca
다시	다시/mag
흔적을	흔적/ncn+을/jco
인정	인정/ncn
하지	하/pvg+지/ecx
않는	않/px+는/etm
입장으로	입장/ncn+으로/jca
바뀌게	바뀌/pvg+게/ecx
되고	되/px+고/ecc
보충어	보충/ncn+어/xsn
추출	추출/ncn
규칙을	규칙/ncn+을/jco
이용해	이용/ncpa+하/xsv+어/ecs
맏딸인	맏딸/ncn+이/jp+ㄴ/etm
동사의	동사/ncn+의/jcm
SLASH	SLASH/f
자질의	자질/ncn+의/jcm
값으로	값/ncn+으로/jca
빈자리	비/paa+ㄴ/etm+자리/ncn
성분을	성분/ncn+을/jco
표시하게	표시/ncpa+하/xsv+게/ecx
된다	되/px+ㄴ다/ef
.	./sf
따라서	따라서/maj
위의	위/ncn+의/jcm
충어	충어/ncn
-	-/sd
머리어	머리/ncn+어/xsn
규칙은	규칙/ncn+은/jxc
다음과	다음/ncn+과/jcj
같이	같/paa+이/xsa
바뀌게	바뀌/pvg+게/ecx
된다	되/px+ㄴ다/ef
.	./sf
(	(/sl
35	35/nno
)	)/sr
X	X/f
"	"/sr
--	-->/sd
Y	Y/f
"	"/sr
[	[/sl
LOCAL	LOCAL/f
[	[/sl
1	1/nnc
]],	]/sr+]/sr+,/sp
V	V/f
"[	"/sl+[/sl
SLASH	SLASH/f
{...[	{/sl+.../se+[/sl
1	1/nnc
],...}]{{	]/sr+,/sp+.../se+}/sr+]/sr+{/sl+{/sl
이	이/mmd
개정된	개정/ncpa+되/xsv+ㄴ/etm
규칙은	규칙/ncn+은/jxc
TO	TO/f
-	-/sd
BIND	BIND/f
|	|/sy
SLASH	SLASH/f
도	도/jxc
제거해버린	제거/ncpa+하/xsv+어/ecx+버리/px+ㄴ/etm
규칙이다	규칙/ncn+이/jp+다/ef
.	./sf
본	본/mma
논의에서는	논의/ncn+에서/jca+는/jxc
기본적으로	기본/ncn+적/xsn+으로/jca
보충어추출	보충/ncn+어/xsn+추출/ncn
규칙에	규칙/ncn+에/jca
의해	의하/pvg+어/ecs
하위범주화	하위/ncn+범주/ncn+화/xsn
항목에	항목/ncn+에/jca
추출된	추출/ncpa+되/xsv+ㄴ/etm
어떤	어떤/mmd
성분이	성분/ncn+이/jcs
명시되지	명시/ncpa+되/xsv+지/ecx
않는	않/px+는/etm
개정된	개정/ncpa+되/xsv+ㄴ/etm
방법을	방법/ncn+을/jco
채택하지만	채택/ncpa+하/xsv+지만/ecs
TO	TO/f
-	-/sd
BIND	BIND/f
|	|/sy
SLASH	SLASH/f
를	를/jxc
설정하여	설정/ncpa+하/xsv+어/ecs
관계구문을	관계/ncn+구문/ncn+을/jco
기술하는	기술/ncpa+하/xsv+는/etm
방법을	방법/ncn+을/jco
택한다	택하/pvg+ㄴ다/ef
.	./sf
이에	이/npd+에/jca
대한	대하/pvg+ㄴ/etm
자세한	자세/ncps+하/xsm+ㄴ/etm
논의는	논의/ncn+는/jxc
5	5/nno
장	장/nbu
참조	참조/ncn
.	./sf
}}	}/sr+}/sr
FILLER	FILLER/f
HEAD	HEAD/f
이러한	이러하/pad+ㄴ/etm
어휘	어휘/ncn
규칙은	규칙/ncn+은/jxc
한국어에서	한국어/nq+에서/jca
많이	많이/mag
나타나는	나타나/pvg+는/etm
(	(/sl
특히	특히/mag
담화나	담화/ncn+나/jcj
문맥과	문맥/ncn+과/jcj
관련하여	관련/ncpa+하/xsv+어/ecs
많이	많이/mag
나타나는	나타나/pvg+는/etm
)	)/sr
생략현상을	생략/ncn+현상/ncn+을/jco
기술하는데	기술/ncpa+하/xsv+는데/ecs
사용할	사용/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
(	(/sl
36	36/nno
)	)/sr
a	a/f
.	./sf
저는	저/npp+는/jxc
어제	어제/ncn
먹었습니다	먹/pvg+었/ep+습니다/ef
.	./sf
b	b/f
.	./sf
AVM	AVM/f
PHON	PHON/f
저는	저/npp+는/jxc
어제	어제/ncn
먹었습니다	먹/pvg+었/ep+습니다/ef
.	./sf
SYNSEM	SYNSEM/f
LOC	LOC/f
CAT	CAT/f
HEAD	HEAD/f
SUBCAT	SUBCAT/f
11449   <       </sl
>	>/sr
NLOC	NLOC/f
INH	INH/f
SLASH	SLASH/f
{	{/sl
}	}/sr
DTR	DTR/f
H	H/f
-	-/sd
DTR	DTR/f
PHON	PHON/f
먹었습니다	먹/pvg+었/ep+습니다/ef
SYNSEM	SYNSEM/f
LOC	LOC/f
CAT	CAT/f
HEAD	HEAD/f
POS	POS/f
V	V/f
[	[/sl
VFORM	VFORM/f
11470   <       </sl
FIN	FIN/f
>	>/sr+]/sr
SUBCAT	SUBCAT/f
11474   <       </sl
>	>/sr
NLOC	NLOC/f
INH	INH/f
SLASH	SLASH/f
{	{/sl
}	}/sr
C1	C1/f
-	-/sd
DTR	DTR/f
PHON	PHON/f
저는	저/npp+는/jxc
SYNSEM	SYNSEM/f
LOC	LOC/f
CAT	CAT/f
HEAD	HEAD/f
SUBCAT	SUBCAT/f
11491   <       </sl
>	>/sr
A	A/f
-	-/sd
DTR	DTR/f
PHON	PHON/f
어제	어제/ncn
SYNSEM	SYNSEM/f
LOC	LOC/f
CAT	CAT/f
HEAD	HEAD/f
POS	POS/f
ADV	ADV/f
SUBCAT	SUBCAT/f
11505   <       </sl
>	>/sr
위의	위/ncn+의/jcm
예에서	예/ncn+에서/jca
문장의	문장/ncn+의/jcm
머리어	머리/ncn+어/xsn
'	'/sl
먹었습니다	먹/pvg+었/ep+습니다/ef
'	'/sr
는	는/jxc
SUBCAT	SUBCAT/f
으로	으로/jca
의	의/jcm
'	'/sl
저는	저/npp+는/jxc
'	'/sr
만을	만/jxc+을/jco
보충어로	보충/ncn+어/xsn+로/jca
취하고	취하/pvg+고/ecs
빠져	빠지/pvg+어/ecx
있는	있/px+는/etm
목적어는	목적어/ncn+는/jxc
보충어	보충/ncn+어/xsn
추출규칙에	추출/ncn+규칙/ncn+에/jca
의해	의하/pvg+어/ecs
INHER	INHER/f
|	|/sy
SLASH	SLASH/f
값으로	값/ncn+으로/jca
취하게	취하/pvg+게/ecx
된다	되/px+ㄴ다/ef
.{{	./sf+{/sl+{/sl
수정된	수정/ncpa+되/xsv+ㄴ/etm
HPSG	HPSG/f
에서는	에서/jca+는/jxc
주어도	주어/ncn+도/jxc
보충어에서	보충/ncn+어/xsn+에서/jca
분리시켜	분리/ncpa+시키/xsv+어/ecs
따로	따로/mag
기술하기	기술/ncpa+하/xsv+기/etn
때문에	때문/nbn+에/jca
실제로	실제로/mag
하위범주화	하위/ncn+범주/ncn+화/xsn
리스트는	리스트/ncn+는/jxc
위와	위/ncn+와/jct
같이	같/paa+이/xsa
나타나지	나타나/pvg+지/ecx
않을	않/px+을/etm
것이나	것/nbn+이나/jcj
예를	예/ncn+를/jco
들기	들/pvg+기/etn
위해	위하/pvg+어/ecs
여기서는	여기/npd+서/jca+는/jxc
이전의	이전/ncn+의/jcm
방식대로	방식/ncn+대로/jca
표시했다	표시/ncpa+하/xsv+었/ep+다/ef
.	./sf
한편	한편/maj
주어도	주어/ncn+도/jxc
보충어에서	보충/ncn+어/xsn+에서/jca
분리하기	분리/ncpa+하/xsv+기/etn
때문에	때문/nbn+에/jca
위의	위/ncn+의/jcm
보충어	보충/ncn+어/xsn
추출	추출/ncn
규칙	규칙/ncn
외에	외/ncn+에/jca
주어	주어/ncn
추출	추출/ncn
규칙과	규칙/ncn+과/jct
첨어	첨어/ncn
추출	추출/ncn
규칙도	규칙/ncn+도/jxc
있다	있/paa+다/ef
.	./sf
만일	만일/mag
위의	위/ncn+의/jcm
예처럼	예/ncn+처럼/jca
목적어가	목적어/ncn+가/jcs
생략된	생략/ncpa+되/xsv+ㄴ/etm
구조가	구조/ncn+가/jcs
아니라	아니/paa+라/ecs
주어가	주어/ncn+가/jcs
생략된	생략/ncpa+되/xsv+ㄴ/etm
구조가	구조/ncn+가/jcs
나타난다면	나타나/pvg+ㄴ다면/ecs
주어	주어/ncn
추출	추출/ncn
규칙이	규칙/ncn+이/jcs
적용	적용/ncn
되어야	되/pvg+어야/ecx
한다	하/px+ㄴ다/ef
.	./sf
}}	}/sr+}/sr
이	이/mmd
값은	값/ncn+은/jxc
수정된	수정/ncpa+되/xsv+ㄴ/etm
이론으로	이론/ncn+으로/jca
흔적을	흔적/ncn+을/jco
설정하지	설정/ncpa+하/xsv+지/ecx
않고	않/px+고/ecs
결속될	결속/ncpa+되/xsv+ㄹ/etm
필요도	필요/ncn+도/jxc
없으니	없/paa+으니/ecs
위의	위/ncn+의/jcm
자질	자질/ncn
구조에서처럼	구조/ncn+에서/jca+처럼/jca
나타나지	나타나/pvg+지/ecx
않는	않/px+는/etm
목적어는	목적어/ncn+는/jxc
그	그/mmd
값을	값/ncn+을/jco
찾아	찾/pvg+아/ecs
결속	결속/ncn
(	(/sl
To	To/f
-	-/sd
Bind	Bind/f
)	)/sr
시키지	시키/xsv+지/ecx
않고	않/px+고/ecs
그냥	그냥/mag
두는	두/pvg+는/etm
구조를	구조/ncn+를/jco
설정하게	설정/ncpa+하/xsv+게/ecx
된다	되/px+ㄴ다/ef
.	./sf
따라서	따라서/maj
한국어에서	한국어/nq+에서/jca
많이	많이/mag
나타나는	나타나/pvg+는/etm
주어나	주어/ncn+나/jcj
목적어가	목적어/ncn+가/jcs
생략되어	생략/ncpa+되/xsv+어/ecx
있는	있/px+는/etm
문은	문/ncn+은/jxc
INHER	INHER/f
|	|/sy
SLASH	SLASH/f
값이	값/ncn+이/jcs
충족되지	충족/ncpa+되/xsv+지/ecx
않는	않/px+는/etm
구조라고	구조/ncn+라고/ecs
할	하/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
이	이/mmd
충족되지	충족/ncpa+되/xsv+지/ecx
않은	않/px+은/etm
요소는	요소/ncn+는/jxc
하위범주화	하위/ncn+범주/ncn+화/xsn
리스트에	리스트/ncn+에/jca
나타나지	나타나/pvg+지/ecx
않기	않/px+기/etn
때문에	때문/nbn+에/jca
결합가의	결합/ncn+가/xsn+의/jcm
문제를	문제/ncn+를/jco
일으키지도	일으키/pvg+지/ecx+도/jxc
않고	않/px+고/ecs
지배의	지배/ncn+의/jcm
문제도	문제/ncn+도/jxc
일으키지	일으키/pvg+지/ecx
않는다	않/px+는다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
분석은	분석/ncn+은/jxc
SLASH	SLASH/f
자질을	자질/ncn+을/jco
사용하여	사용/ncpa+하/xsv+어/ecs
문맥상에서	문맥/ncn+상/xsn+에서/jca
나타나는	나타나/pvg+는/etm
생략에	생략/ncn+에/jca
의한	의하/pvg+ㄴ/etm
공백과	공백/ncn+과/jcj
관계구성에	관계/ncn+구성/ncn+에/jca
의해	의하/pvg+어/ecs
나타나는	나타나/pvg+는/etm
공백을	공백/ncn+을/jco
일관되게	일관/ncpa+되/xsv+게/ecs
체계적으로	체계/ncn+적/xsn+으로/jca
잘	잘/mag
기술할	기술/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
장점이	장점/ncn+이/jcs
있다	있/paa+다/ef
.{{	./sf+{/sl+{/sl
그러나	그러나/maj
3	3/nno
장에서	장/nbu+에서/jca
기술되듯이	기술/ncpa+되/xsv+듯이/ecs
그	그/mmd
핵심명사와	핵심/ncn+명사/ncn+와/jcj
관계절의	관계/ncn+절/ncn+의/jcm
빈자리를	비/paa+ㄴ/etm+자리/ncn+를/jco
공지표하여	공지표/ncn+하/xsv+어/ecs
설명이	설명/ncn+이/jcs
필요로	필요/ncn+로/jca
할	하/pvg+ㄹ/etm
때는	때/ncn+는/jxc
전통적인	전통/ncn+적/xsn+이/jp+ㄴ/etm
ei	ei/f
,	,/sp
ej	ej/f
대신	대신/ncn
SLASH	SLASH/f
로	로/jca
표시하기로	표시/ncpa+하/xsv+기/etn+로/jca
한다	하/pvg+ㄴ다/ef
.	./sf
즉	즉/maj
비록	비록/mag
공지시관점에서	공지시/ncn+관점/ncn+에서/jca
설명을	설명/ncn+을/jco
하기	하/pvg+기/etn
위해서	위하/pvg+어서/ecs
공백을	공백/ncn+을/jco
기술할	기술/ncpa+하/xsv+ㄹ/etm
필요가	필요/ncn+가/jcs
있지만	있/paa+지만/ecs
흔적을	흔적/ncn+을/jco
연상시키는	연상/ncpa+시키/xsv+는/etm
ei	ei/f
,	,/sp
ej	ej/f
대신	대신/ncn
추출된	추출/ncpa+되/xsv+ㄴ/etm
보충어라는	보충/ncn+어/xsn+라/ef+는/etm
것을	것/nbn+을/jco
명시하기	명시/ncpa+하/xsv+기/etn
위해	위하/pvg+어/ecs
SLASH	SLASH/f
를	를/jco
사용한다	사용/ncpa+하/xsv+ㄴ다/ef
.	./sf
그러나	그러나/maj
5	5/nno
장에서의	장/nbu+에서/jca+의/jcm
기술에	기술/ncn+에/jca
있어서는	있/paa+어서/ecs+는/jxc
그	그/mmd
자질구조나	자질/ncn+구조/ncn+나/jcj
수형도에서는	수형/ncn+도/xsn+에서/jca+는/jxc
이	이/mmd
공백성분이	공백/ncn+성분/ncn+이/jcs
나타나지	나타나/pvg+지/ecx
않는다	않/px+는다/ef
.	./sf
}}	}/sr+}/sr
한편	한편/ncn
,	,/sp
관계절	관계/ncn+절/ncn
내에	내/ncn+에/jca
공백이	공백/ncn+이/jcs
없는	없/paa+는/etm
,	,/sp
즉	즉/maj
전통적으로	전통/ncn+적/xsn+으로/jca
보문이나	보문/ncn+이나/jcj
동격절	동격/ncn+절/ncn
등으로	등/nbn+으로/jca
불리어져	불리/pvg+어/ecx+지/px+어/ecx
온	오/px+ㄴ/etm
구성에는	구성/ncn+에/jca+는/jxc
SLASH	SLASH/f
자질이	자질/ncn+이/jcs
나타나지	나타나/pvg+지/ecx
않는다	않/px+는다/ef
.	./sf
따라서	따라서/maj
그	그/mmd
핵심명사와	핵심/ncn+명사/ncn+와/jcj
결속될	결속/ncpa+되/xsv+ㄹ/etm
필요도	필요/ncn+도/jxc
없고	없/paa+고/ecs
공지시될	공지시/ncpa+되/xsv+ㄹ/etm
필요도	필요/ncn+도/jxc
없다	없/paa+다/ef
.	./sf
이는	이/npd+는/jxc
단순히	단순/ncn+히/xsa
명사가	명사/ncn+가/jcs
그	그/mmd
수식구로	수식/ncn+구/ncn+로/jca
관형절을	관형/ncn+절/ncn+을/jco
취하는	취하/pvg+는/etm
두	두/nnc
-	-/sd
첨구조	첨구조/ncn
(	(/sl
Head	Head/f
-	-/sd
Adjunct	Adjunct/f
Structure	Structure/f
)	)/sr
를	를/jco
구성할	구성/ncn+하/xsv+ㄹ/etm
뿐이다	뿐/nbn+이/jp+다/ef
.	./sf
이에	이/npd+에/jca
대해서는	대하/pvg+어서/ecs+는/jxc
5	5/nno
장에서	장/nbu+에서/jca
자세히	자세히/mag
논의하도록	논의/ncpa+하/xsv+도록/ecx
한다	하/px+ㄴ다/ef
.	./sf
2	2/nno
.	./sf
2	2/nno
.	./sf
3	3/nno
.	./sf
관계	관계/ncn
/	//sp
관형사형	관형사/ncn+형/xsn
어미	어미/ncn
한국어의	한국어/nq+의/jcm
관계구성이	관계/ncn+구성/ncn+이/jcs
영어의	영어/ncn+의/jcm
관계구성과	관계/ncn+구성/ncn+과/jct
크게	크/paa+게/ecs
차이가	차이/ncn+가/jcs
나는	나/pvg+는/jxc
점	점/ncn
중의	중/ncn+의/jcm
하나는	하나/nnc+는/jxc
영어와	영어/ncn+와/jct
달리	달리/mag
명시적인	명시/ncn+적/xsn+이/jp+ㄴ/etm
관계대명사	관계/ncn+대명사/ncn
(	(/sl
relative	relative/f
pronoun	pronoun/f
)	)/sr
가	가/jcs
나타나지	나타나/pvg+지/ecx
않는다는	않/px+는다/ef+는/etm
점이다	점/ncn+이/jp+다/ef
.	./sf
이런	이런/mmd
형식적인	형식/ncn+적/xsn+이/jp+ㄴ/etm
관계대명사는	관계/ncn+대명사/ncn+는/jxc
없지만	없/paa+지만/ecs
대신	대신/ncpa
관계절을	관계/ncn+절/ncn+을/jco
그	그/mmd
핵심명사와	핵심/ncn+명사/ncn+와/jcj
연결시켜	연결/ncpa+시키/xsv+어/ecx
주는	주/px+는/etm
소위	소위/ncn
관계사	관계사/ncn
(	(/sl
relativizer	relativizer/f
){{	)/sr+{/sl+{/sl
이	이/mmd
관계사	관계사/ncn
(	(/sl
relativizer	relativizer/f
)	)/sr
라는	라/ef+는/etm
명칭은	명칭/ncn+은/jxc
적절한	적절/ncps+하/xsm+ㄴ/etm
용어가	용어/ncn+가/jcs
아니다	아니/paa+다/ef
.	./sf
이에	이/npd+에/jca
대해서는	대하/pvg+어서/ecs+는/jxc
계속	계속/mag
논의되지만	논의/ncpa+되/xsv+지만/ecs
,	,/sp
관형	관형/ncn
/	//sp
관계사형	관계사/ncn+형/xsn
어미	어미/ncn
,	,/sp
관형절	관형/ncn+절/ncn
형성소	형성소/ncn
(	(/sl
박기덕	박기덕/nq
,	,/sp
1983	1983/nno
)	)/sr
등으로도	등/nbn+으로/jca+도/jxc
불려지고	불리/pvg+어/ecx+지/px+고/ecs
,	,/sp
전통적으로는	전통/ncn+적/xsn+으로/jca+는/jxc
주로	주로/mag
'	'/sl
것	것/nbn
'	'/sr
과	과/jcj
관련하여	관련/ncpa+하/xsv+어/ecx
11909   보문소  보문소
내지	내지/ncn
명사화소로까지	명사화소/ncn+로/jca+까지/jxc
연결되는	연결/ncpa+되/xsv+는/etm
개념이다	개념/ncn+이/jp+다/ef
.	./sf
}}	}/sr+}/sr
가	가/jcs
서술어의	서술어/ncn+의/jcm
활용형으로	활용/ncn+형/xsn+으로/jca
나타난다	나타나/pvg+ㄴ다/ef
.	./sf
이	이/mmd
관계사는	관계사/ncn+는/jxc
용언의	용언/ncn+의/jcm
활용어미로	활용/ncn+어미/ncn+로/jca
나타나기	나타나/pvg+기/etn
때문에	때문/nbn+에/jca
'	'/sl
관계	관계/ncn
/	//sp
관형사형	관형사/ncn+형/xsn
어미	어미/ncn
'	'/sr
로	로/jca
분류되고	분류/ncpa+되/xsv+고/ecs
불려진다	불리/pvg+어/ecx+지/px+ㄴ다/ef
.	./sf
관계사라는	관계사/ncn+라/ef+는/etm
명칭은	명칭/ncn+은/jxc
영어의	영어/ncn+의/jcm
관계대명사가	관계/ncn+대명사/ncn+가/jcs
관계구문을	관계/ncn+구문/ncn+을/jco
특징짓는	특징/ncn+짓/pvg+는/etm
요소가	요소/ncn+가/jcs
되는	되/pvg+는/etm
것과	것/nbn+과/jcj
마찬가지로	마찬가지/ncn+로/jca
,	,/sp
관계구문의	관계/ncn+구문/ncn+의/jcm
생성적	생성/ncn+적/xsn
측면	측면/ncn
및	및/maj
구조적	구조/ncn+적/xsn
측면을	측면/ncn+을/jco
중시한	중시/ncpa+하/xsv+ㄴ/etm
개념이며	개념/ncn+이/jp+며/ecs
관계	관계/ncn
/	//sp
관형사형	관형사/ncn+형/xsn
어미는	어미/ncn+는/jxc
한국어에	한국어/nq+에/jca
다양하게	다양/ncps+하/xsm+게/ecs
나타나는	나타나/pvg+는/etm
어미의	어미/ncn+의/jcm
활용체계	활용/ncn+체계/ncn
내에서	내/ncn+에서/jca
관계절을	관계/ncn+절/ncn+을/jco
형성하는	형성/ncpa+하/xsv+는/etm
한	한/nnc
부류의	부류/ncn+의/jcm
특성을	특성/ncn+을/jco
나타내는	나타내/pvg+는/etm
용어라고	용어/ncn+라/ef+고/ecs
할	하/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
본	본/mma
논의에서는	논의/ncn+에서/jca+는/jxc
이를	이/npd+를/jco
'	'/sl
관형사형	관형사/ncn+형/xsn
어미	어미/ncn
'	'/sr
로	로/jca
총칭적으로	총칭/ncn+적/xsn+으로/jca
분류하며	분류/ncpa+하/xsv+며/ecs
,	,/sp
이	이/mmd
어미의	어미/ncn+의/jcm
분류와	분류/ncn+와/jcj
특징에	특징/ncn+에/jca
대해	대하/pvg+어/ecs
살펴보도록	살피/pvg+어/ecx+보/px+도록/ecx
한다	하/px+ㄴ다/ef
.	./sf
2	2/nno
.	./sf
2	2/nno
.	./sf
3	3/nno
.	./sf
1	1/nno
.	./sf
제한된	제한/ncpa+되/xsv+ㄴ/etm
어미분류	어미/ncn+분류/ncn
관계절	관계/ncn+절/ncn
내의	내/ncn+의/jcm
용언의	용언/ncn+의/jcm
활용어미에	활용/ncn+어미/ncn+에/jca
의해	의하/pvg+어/ecs
관계절이	관계/ncn+절/ncn+이/jcs
형성되는	형성/ncpa+되/xsv+는/etm
한국어	한국어/nq
관계구성에서	관계/ncn+구성/ncn+에서/jca
그	그/mmd
활용어미의	활용/ncn+어미/ncn+의/jcm
분류와	분류/ncn+와/jcj
기능에	기능/ncn+에/jca
관한	관하/pvg+ㄴ/etm
설명에는	설명/ncn+에/jca+는/jxc
여러	여러/mma
차이가	차이/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
우선	우선/mag
그	그/mmd
어미의	어미/ncn+의/jcm
종류에	종류/ncn+에/jca
있	종류/ncn+에/jxc
어서	어서/mag
'	'/sr
는	는/etm
/	//sp
ㄴ	ㄴ/etm
(	(/sl
은	은/etm
)/	)/sr
을	을/etm
'	'/sr
을	을/jco
관계	관계/ncn
/	//sp
관형어미로	관형/ncn+어미/ncn+로/jca
분석하는	분석/ncpa+하/xsv+는/etm
입장과	입장/ncn+과/jcj
'	'/sl
ㄴ	ㄴ/etm
(	(/sl
은	은/etm
)/	)/sr
을	을/jco
'	'/sr
만을	만/jxc+을/jco
관형어미로	관형/ncn+어미/ncn+로/jca
분석하는	분석/ncpa+하/xsv+는/etm
입장이	입장/ncn+이/jcs
있다	있/paa+다/ef
.{{	./sf+{/sl+{/sl
이	이/mmd
외에	외/ncn+에/jca
'	'/sl
던	던/etm
(	(/sl
더	더/ep
+	+/sy
ㄴ	ㄴ/etm
)'	)/sr+'/sr
도	도/jxc
같이	같/paa+이/xsa
분류되어야	분류/ncpa+되/xsv+어야/ecx
하나	하/px+나/ecs
여기서는	여기/npd+서/jca+는/etm
'	'/sl
는	는/etm
/	//sp
은	은/etm
/	//sp
을	을/etm
'	'/sr
세	세/nnc
가지를	가지/nbu+를/jco
주로	주로/mag
논의의	논의/ncn+의/jcm
대상으로	대상/ncn+으로/jca
한다	하/pvg+ㄴ다/ef
.	./sf
}}	}/sr+}/sr
이익섭	이익섭/nq
임홍빈	임홍빈/nq
(	(/sl
1983	1983/nno
)	)/sr
에서는	에서/jca+는/jxc
위와	위/ncn+와/jxc
두	두/nnc
가지	가지/nbu
견해가	견해/ncn+가/jca
장마다	장/nbu+마다/jxc
달리	달리/mag
나타나는	나타나/pvg+는/etm
혼용된	혼용/ncpa+되/xsv+ㄴ/etm
입장이다	입장/ncn+이/jp+다/ef
.	./sf
우선	우선/mag
이익섭	이익섭/nq
임홍빈	임홍빈/nq
(	(/sl
1983	1983/nno
)	)/sr
은	은/jxc
동사의	동사/ncn+의/jcm
시제를	시제/ncn+를/jco
논하면서	논하/pvg+면서/ecs
,	,/sp
관형절을	관형/ncn+절/ncn+을/jco
만드는	만들/pvg+는/etm
어미는	어미/ncn+는/jxc
한편으로는	한편/ncn+으로/jca+는/jxc
문장을	문장/ncn+을/jco
관형절로	관형/ncn+절/ncn+로/jca
바꾸고	바꾸/pvg+고/ecx
다른	다르/paa+ㄴ/etm
한편으로는	한편/ncn+으로/jca+는/jxc
그	그/mmd
절의	절/ncn+의/jcm
시제를	시제/ncn+를/jco
나타내	나타내/pvg+어/ecx
주는	주/px+는/etm
역할을	역할/ncn+을/jco
하는	하/pvg+는/etm
것으로	것/nbn+으로/jca
설명한다	설명/ncpa+하/xsv+ㄴ다/ef
.	./sf
따라서	따라서/maj
'	'/sl
는	는/etm
'	'/sr
을	을/jco
현재	현재/ncn
시제의	시제/ncn+의/jcm
관형절	관형/ncn+절/ncn
어미로	어미/ncn+로/jca
,	,/sp
'	'/sl
은	은/etm
/	//sy
ㄴ	ㄴ/etm
'	'/sr
을	을/jco
과거시제의	과거/ncn+시제/ncn+의/jcm
관형절	관형/ncn+절/ncn
어미로	어미/ncn+로/jca
,	,/sp
그리고	그리고/maj
'	'/sl
던	던/ep
'	'/sr
을	을/jco
과거미완의	과거/ncn+미완/ncn+의/jcm
시제를	시제/ncn+를/jco
나타내	나타내/pvg+어/ecx
줄	주/px+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
관형절	관형/ncn+절/ncn
어미로	어미/ncn+로/jca
,	,/sp
그리고	그리고/maj
마지막으로	마지막/ncn+으로/jca
'	'/sl
을	을/etm
/	//sy
ㄹ	ㄹ/etm
'	'/sr
의	의/jcm
어미를	어미/ncn+를/jco
시제를	시제/ncn+를/jco
나타내기보다는	나타내/pvg+기/etn+보다/jxc+는/jxc
추측이나	추측/ncn+이나/jcj
의지	의지/ncn
등을	등/nbn+을/jco
나타내	나타내/pvg+어/ecx
주는	주/px+는/etm
기능을	기능/ncn+을/jco
가진	가지/pvg+ㄴ/etm
관형사형	관형사/ncn+형/xsn
어미로	어미/ncn+로/jca
분류하고	분류/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
그러나	그러나/maj
이익섭	이익섭/nq
임홍빈	임홍빈/nq
(	(/sl
1983	1983/nno
)	)/sr
은	은/jxc
다시	다시/mag
뒤에서	뒤/ncn+에서/jca
관형화와	관형사/ncn+화/xsn+와/jcj
명사화를	명사/ncn+화/xsn+를/jco
논하면서	논하/pvg+면서/ecs
,	,/sp
시제를	시제/ncn+를/jco
논할	논하/pvg+ㄹ/etm
