<tdmsfile>
<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0006.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0006.txt </filename>
<title>허공의 몸을 찾아서 </title>
<author>석지명  </author>
<date>1993  </date>
<publisher>불교시대사  </publisher>
<kdc>223  </kdc>
<ddc>294.38  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
법구경은	법구경/nq+은/jxc
신장을	신장/ncn+을/jco
부처님께	부처/ncn+님/xsn+께/jca
데리고가서	데리/pvg+고/ecs+가/pvg+서/ecs
그간의	그간/ncn+의/jcm
사정을	사정/ncn+을/jco
말씀드렸다	말씀/ncpa+드리/pvg+었/ep+다/ef
.	./sf
이야기를	이야기/ncn+를/jco
들으신	듣/pvg+으시/ep+ㄴ/etm
부처님은	부처/ncn+님/xsn+은/jxc
게송을	게송/ncn+을/jco
읊으신다	읊/pvg+으시/ep+ㄴ다/ef
.	./sf
설사	설사/mag
악한	악하/paa+ㄴ/etm
자라	자/nbn+라/jca
하더라도	하/pvg+더라도/ecs
아직	아직/mag
악행의	악행/ncn+의/jcm
과보가	과보/ncn+가/jcs
나타나지	나타나/pvg+지/ecx
않아	않/px+아/ecs
행복을	행복/ncn+을/jco
누리고	누리/pvg+고/ecx
있을	있/px+을/etm
수도	수/nbn+도/jxc
있다	있/paa+다/ef
.	./sf
그러나	그러나/maj
악업의	악업/ncn+의/jcm
결과가	결과/ncn+가/jcs
나타날	나타나/pvg+ㄹ/etm
때	때/ncn
그는	그/npp+는/jxc
엄청난	엄청나/paa+ㄴ/etm
고통을	고통/ncn+을/jco
당하리라	당하/pvg+리라/ef
.	./sf
비록	비록/mag
착한	착하/paa+ㄴ/etm
사람이라	사람/ncn+이라/jca
하더라도	하/pvg+더라도/ecs
아직	아직/mag
선행의	선행/ncn+의/jcm
과보가	과보/ncn+가/jcs
나타나지	나타나/pvg+지/ecx
않아	않/px+아/ecs
고통을	고통/ncn+을/jco
당하고	당하/pvg+고/ecx
있을	있/px+을/etm
수도	수/nbn+도/jxc
있다	있/paa+다/ef
.	./sf
그러나	그러나/maj
선업의	선업/ncn+의/jcm
결과가	결과/ncn+가/jcs
나타날	나타나/pvg+ㄹ/etm
때	때/ncn
그는	그/npp+는/jxc
크나큰	크나크/paa+ㄴ/etm
이익을	이익/ncn+을/jco
즐기리라	즐기/paa+리라/ef
.	./sf
이	이/mmd
말씀을	말씀/ncn+을/jco
듣고	듣/pvg+고/ecc
그	그/mmd
신장은	신장/ncn+은/jxc
큰	크/paa+ㄴ/etm
깨달음을	깨달음/ncn+을/jco
얻었다	얻/pvg+었/ep+다/ef
.	./sf
여기서	여기/npd+서/jca
부처님은	부처/ncn+님/xsn+은/jxc
현실적으로	현실/ncn+적/xsn+으로/jca
나쁜	나쁘/paa+ㄴ/etm
일을	일/ncn+을/jco
하는	하/pvg+는/etm
사람이	사람/ncn+이/jcs
잘	잘/mag
사는	살/pvg+는/etm
수가	수/nbn+가/jcs
있고	있/paa+고/ecc
좋은	좋/paa+은/etm
일을	일/ncn+을/jcs
하는	하/pvg+는/etm
사람이	사람/ncn+이/jcs
잘	잘/mag
못사는	못살/pvg+는/etm
수가	수/nbn+가/jcs
있는	있/paa+는/etm
이유를	이유/ncn+를/jco
설명하고	설명/ncpa+하/xsv+고/ecx
있다	있/paa+다/ef
.	./sf
선행과	선행/ncn+과/jcj
악행의	악행/ncn+의/jcm
과보를	과보/ncn+를/jco
받는	받/pvg+는/etm
시기는	시기/ncn+는/jxc
세	세/nnc
가지로	가지/nbu+로/jca
정해져	정하/pvg+어/ecx+지/px+어/ecx
있다	있/paa+다/ef
.	./sf
금생에	금생/ncn+에/jca
짓고	짓/pvg+고/ecc
금생에	금생/ncn+에/jca
받는	받/pvg+는/etm
과보	과보/ncn
,	,/sp
짓고	짓/pvg+고/ecc
그	그/mmd
다음	다음/ncn
생에	생/ncn+에/jca
받는	받/pvg+는/etm
과보	과보/ncn
,	,/sp
언젠가	언젠가/mag
짓고	짓/pvg+고/ecc
어느	어느/mmd
때	때/ncn
갑자기	갑자기/mag
받는	받/pvg+는/etm
과보이다	과보/ncn+이/jp+다/ef
.	./sf
우리의	우리/npp+의/jcm
현실에서	현실/ncn+에서/jca
나쁜	나쁘/paa+ㄴ/etm
일을	일/ncn+을/jco
많이	많/paa+이/xsa
하는	하/pvg+는/etm
사람이	사람/ncn+이/jcs
행복하게	행복/ncps+하/xsm+게/ecs
살고	살/pvg+고/ecx
있다면	있/px+다면/ecs
그는	그/npp+는/jxc
지금의	지금/ncn+의/jcm
악행에	악행/ncn+에/jca
대한	대하/pvg+ㄴ/etm
과보는	과보/ncn+는/etm
뒷날	뒷날/ncn
받겠지만	받/pvg+겠/ep+지만/ecs
전생	전생/ncn
언젠가의	언젠가/mag+의/jcm
선행공덕으로	선행/ncn+공덕/ncn+으로/jca
지금	지금/ncn
잘	잘/mag
살고	살/pvg+고/ecx
있는	있/px+는/etm
것이	것/nbn+이/jcc
된다	되/pvg+ㄴ다/ef
.	./sf
그러나	그러나/maj
모든	모든/mma
악행은	악행/ncn+은/jxc
바로	바로/mag
과보를	과보/ncn+를/jco
부른다고	부르/pvg+ㄴ다/ef+고/ecs
한다	하/pvg+ㄴ다/ef
.	./sf
나쁜	나쁘/paa+ㄴ/etm
일을	일/ncn+을/jco
하는	하/pvg+는/etm
사람들이	사람/ncn+들/xsn+이/jcs
겉으로는	겉/ncn+으로/ecs+는/jxc
행복한	행복/ncps+하/xsm+ㄴ/etm
것처럼	것/nbn+처럼/jca
보이지만	보이/pvg+지만/ecs
속은	속/ncn+은/jxc
썩어	썩/pvg+어/ecx
있는	있/px+는/etm
경우가	경우/ncn+가/jcs
많다	많/paa+다/ef
.	./sf
외면적	외면/ncn+적/xsn
부유가	부유/ncn+가/jcc
내면적	내면/ncn+적/xsn
행복과	행복/ncn+과/jct
일치하지는	일치/ncpa+하/xsv+지/ecs+는/jxc
않는다	않/px+는다/ef
.	./sf
또	또/maj
똑같은	똑같/paa+은/etm
내면적인	내면/ncn+적/xsn+이/jp+ㄴ/etm
행복이라	행복/ncn+이/jp+라/ecs
하더라도	하/pvg+더라도/ecs
진정한	진정/ncps+하/xsm+ㄴ/etm
행복과	행복/ncn+과/jcj
약물중독의	약물/ncn+중독/ncn+의/jcm
환각상태와는	환각/ncn+상태/ncn+와/jct+는/jxc
그	그/mmd
가치면에서	가치/ncn+면/ncn+에서/jca
큰	크/paa+ㄴ/etm
차이가	차이/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
꼭	꼭/mag
마약에	마약/ncn+에/jca
의한	의하/pvg+ㄴ/etm
환각이	환각/ncn+이/jcc
아니라고	아니/paa+라고/ecs
하더라도	하/pvg+더라도/ecs
인생의	인생/ncn+의/jcm
진정한	진정/ncps+하/xsm+ㄴ/etm
가치와	가치/ncn+와/jct
어긋나는	어긋나/pvg+는/etm
데서	데/nbn+서/jca
행복을	행복/ncn+을/jco
찾았을	찾/pvg+았/ep+을/etm
때	때/ncn
그것은	그것/npd+은/jxc
환각과	환각/ncn+과/jct
다른	다르/paa+ㄴ/etm
바	바/nbn
없다	없/paa+다/ef
.	./sf
아무런	아무렇/pad+ㄴ/etm
가치가	가치/ncn+가/jcs
없다	없/paa+다/ef
.	./sf
어떤	어떤/mmd
이가	이/nbn+가/jcs
"	"/sl
무엇	무엇/npd
때문에	때문/nbn+에/jca
가치를	가치/ncn+를/jco
따질	따지/pvg+ㄹ/etm
필요가	필요/ncn+가/jcs
있느냐	있/paa+느냐/ef
?	?/sf
그냥	그냥/mag
좋기만	좋/paa+기/etn+만/jxc
하면	하/px+면/ecs
되는	되/pvg+는/etm
것이	것/nbn+이/jcc
아니냐	아니/paa+냐/ef
?"	?/sf+"/sr
고	고/jcr
말한다면	말/ncpa+하/xsv+ㄴ다면/ecs
그러한	그러하/pad+ㄴ/etm
회의론자	회의/ncn+론/xsn+자/xsn
,	,/sp
무정부주의자	무/xp+정부/ncn+주의/ncn+자/xsn
,	,/sp
순간적	순간/ncn+적/xsn
쾌락	쾌락/ncn
제일주의자와	제일/ncn+주의/ncn+자/xsn+와/jct
삶의	삶/ncn+의/jcm
진정한	진정/ncps+하/xsm+ㄴ/etm
가치를	가치/ncn+를/jco
논할	논하/pvg+ㄹ/etm
필요가	필요/ncn+가/jcs
없다	없/paa+다/ef
.	./sf
우리는	우리/npp+는/jxc
지금	지금/ncn
참다운	참답/paa+ㄴ/etm
행복	행복/ncn
,	,/sp
하늘이나	하늘/ncn+이나/jcj
땅이나	땅/ncn+이나/jcj
동쪽이나	동쪽/ncn+이나/jcj
서쪽이나	서쪽/ncn+이나/jcj
저승이나	저승/ncn+이나/jcj
이승이나	이승/ncn+이나/jcj
똑같이	똑같/paa+이/xsa
참다운	참답/paa+ㄴ/etm
것으로	것/nbn+으로/jca
인정되는	인정/ncpa+되/xsv+는/etm
행복을	행복/ncn+을/jco
이야기하고	이야기/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
중이다	중/nbn+이/jp+다/ef
.	./sf
현재	현재/ncn
악을	악/ncn+을/jco
짓고	짓/pvg+고/ecx
있는	있/px+는/etm
사람이	사람/ncn+이/jcs
설사	설사/mag
행복하다	행복/ncps+하/xsm+다/ecs
하더라도	하/pvg+더라도/ecs
그는	그/npp+는/jxc
필경에	필경/ncn+에/jca
악의	악/ncn+의/jcm
과보를	과보/ncn+를/jco
받을	받/pvg+을/etm
것이요	것/nbn+이/jp+요/ef
,	,/sp
또	또/maj
악을	악/ncn+을/jco
짓고	짓/pvg+고/ecx
있는	있/px+는/etm
상태에서	상태/ncn+에서/jca
동시에	동시에/mag
행복할	행복/ncps+하/xsm+ㄹ/etm
수는	수/nbn+는/jxc
없다는	없/paa+다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
반면에	반면/ncn+에/jca
지금	지금/ncn
선을	선/ncn+을/jco
베풀고	베풀/pvg+고/ecx
있는	있/px+는/etm
사람이	사람/ncn+이/jcs
불행한	불행/ncps+하/xsm+ㄴ/etm
것처럼	것/nbn+처럼/jca
보일	보이/pvg+ㄹ/etm
수	수/nbn
있지만	있/paa+지만/ecs
필경에	필경/ncn+에/jca
좋은	좋/paa+은/etm
과보를	과보/ncn+를/jco
받을	받/pvg+을/etm
것이요	것/nbn+이/jp+요/ef
,	,/sp
또	또/maj
선을	선/ncn+을/jco
짓는	짓/pvg+는/etm
상태에서는	상태/ncn+에서는/jca
불행할	불행/ncps+하/xsm+ㄹ/etm
수	수/nbn
없다는	없/paa+다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
물질적	물질/ncn+적/xsn
.	./sf
형상적인	형상/ncn+적/xsn+이/jp+ㄴ/etm
면에서는	면/ncn+에서/jca+는/jxc
악과	악/ncn+과/jcj
선의	선/ncn+의/jcm
열매가	열매/ncn+가/jcs
익을	익/pvg+을/etm
시간이	시간/ncn+이/jcs
필요할	필요/ncps+하/xsm+ㄹ/etm
것이고	것/nbn+이/jp+고/ecc
무형적	무형/ncn+적/xsn
.	./sf
심리적인	심리/ncn+적/xsn+이/jp+ㄴ/etm
면에서는	면/ncn+에서/jca+는/jxc
악을	악/ncn+을/jco
짓는	짓/pvg+는/etm
그	그/mmd
자리에서	자리/ncn+에서/jca
그는	그/npp+는/jxc
불행하고	불행/ncps+하/xsm+고/ecc
선을	선/ncn+을/jco
짓는	짓/pvg+는/etm
그	그/mmd
자리에서	자리/ncn+에서/jca
그는	그/npp+는/jxc
행복할	행복/ncps+하/xsm+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
다음	다음/ncn
게송이	게송/ncn+이/jcs
이어진다	잇/pvg+어/ecx+지/px+ㄴ다/ef
.	./sf
이것이	이것/npd+이/jcs
내게	내/npp+게/jca
무슨	무슨/mmd
영향을	영향/ncn+을/jco
미치랴	미치/pvg+랴/ef
하여	하/px+여/ecs
작은	작/paa+은/etm
공덕	공덕/ncn
짓는	짓/pvg+는/etm
것을	것/nbn+을/jco
가벼이	가볍/paa+이/xsa
말라	말/px+라/ef
.	./sf
지혜로운	지혜/ncps+롭/xsm+ㄴ/etm
사람은	사람/ncn+은/jxc
그것을	그것/npd+을/jco
조금씩	조금/mag+씩/xsn
쌓아	쌓/pvg+아/ecs
큰	크/paa+ㄴ/etm
공덕을	공덕/ncn+을/jco
만든다	만들/pvg+ㄴ다/ef
.	./sf
마치	마치/mag
한	한/nnc
방울씩	방울/nbu+씩/xsn
떨어진	떨어지/pvg+ㄴ/etm
물이	물/ncn+이/jcs
큰	크/paa+ㄴ/etm
독을	독/ncn+을/jco
채우듯이	채우/pvg+듯이/ecs
.	./sf
큰	크/paa+ㄴ/etm
일을	일/ncn+을/jco
하려는	하/pvg+려는/ecx
사람은	사람/ncn+은/jxc
작은	작/paa+은/etm
일부터	일/ncn+부터/jca
잘해야	잘/mag+하/pvg+어야/ecs
한다	하/pvg+ㄴ다/ef
.	./sf
큰	크/paa+ㄴ/etm
선을	선/ncn+을/jco
쌓으려는	쌓/pvg+으려는/ecs
사람은	사람/ncn+은/jxc
작은	작/paa+은/etm
선부터	선/ncn+부터/jca
시작해야	시작/ncpa+하/xsv+어야/ecs
한다	하/pvg+ㄴ다/ef
.	./sf
우리	우리/npp
중세는	중세/ncn+는/jxc
신문과	신문/ncn+과/jcj
방송에	방송/ncn+에/jca
날	나/pvg+ㄹ/etm
만한	만하/px+ㄴ/etm
큰	크/paa+ㄴ/etm
선행을	선행/ncn+을/jco
꿈꾸면서도	꿈/ncn+꾸/pvg+면서/ecs+도/jxc
실제	실제/ncn
생활에서는	생활/ncn+에서/jca+는/jxc
선행과	선행/ncn+과/jcj
거리가	거리/ncn+가/jcs
먼	멀/paa+ㄴ/etm
생활을	생활/ncn+을/jco
하는	하/pvg+는/etm
사람들이	사람/ncn+들/xsn+이/jcs
많다	많/paa+다/ef
.	./sf
그러나	그러나/maj
작은	작/paa+은/etm
물방울이	물방울/ncn+이/jcs
모여서	모이/pvg+어서/ecs
큰	크/paa+ㄴ/etm
물을	물/ncn+을/jco
만들	만들/pvg+ㄹ/etm
듯	듯/nbn
,	,/sp
작은	작/paa+은/etm
물방울이	물방울/ncn+이/jcs
끊임없이	끊임/ncn+없/paa+이/xsa
바위를	바위/ncn+를/jco
치면	치/pvg+면/ecs
바위에는	바위/ncn+에는/jca
구멍이	구멍/ncn+이/jcs
뚫린다	뚫리/pvg+ㄴ다/ef
.	./sf
작은	작/paa+은/etm
선행이	선행/ncn+이/jcs
모여서	모이/pvg+어서/ecs
큰	크/paa+ㄴ/etm
선행을	선행/ncn+을/jco
만들고	만들/pvg+고/ecc
작은	작/paa+은/etm
선행이	선행/ncn+이/jcs
지속되면	지속/ncpa+되/xsv+면/ecs
필경에는	필경/ncn+에는/jca
인간이	인간/ncn+이/jcs
상상할	상상/ncpa+하/xsv+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
큰	크/paa+ㄴ/etm
일을	일/ncn+을/jco
이루게	이루/pvg+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
게송을	게송/ncn+을/jco
하나만	하나/nnc+만/jxc
더	더/mag
들어	듣/pvg+어/ecx
보자	보/px+자/ef
.	./sf
손에	손/ncn+에/jca
상처가	상처/ncn+가/jcs
없으면	없/paa+으면/ecs
독약을	독약/ncn+을/jco
다룰	다루/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
독약은	독약/ncn+은/jxc
상처	상처/ncn
없는	없/paa+는/etm
사람에게	사람/ncn+에게/jca
해를	해/ncn+를/jco
끼치지	끼치/pvg+지/ecx
못하기	못하/px+기/etn
때문에	때문/nbn+에/jca
그와	그/npp+와/jct
같이	같이/mag
나쁜	나쁘/paa+ㄴ/etm
행위를	행위/ncn+를/jco
하려는	하/pvg+려는/etm
생각이	생각/ncn+이/jcs
없는	없/paa+는/etm
사람에게	사람/ncn+에게/jca
악행이	악행/ncn+이/jcs
붙을	붙/pvg+을/etm
수	수/nbn
없다	없/paa+다/ef
.	./sf
의미심장한	의미심장/ncps+하/xsm+ㄴ/etm
비유의	비유/ncn+의/jcm
법문이다	법문/ncn+이/jp+다/etm
.	./sf
두	두/nnc
사람이	사람/ncn+이/jcs
똑같이	똑같/paa+이/xsa
독약을	독약/ncn+을/jco
다룰	다루/pvg+ㄹ/etm
경우에도	경우/ncn+에도/jca
상처	상처/ncn
없는	없/paa+는/etm
사람은	사람/ncn+은/jxc
아무렇지	아무렇/pad+지/ecx
않고	않/px+고/ecc
상처가	상처/ncn+가/jcs
있는	있/paa+는/etm
사람은	사람/ncn+은/jxc
상처를	상처/ncn+를/jco
통해서	통하/pvg+어서/ecs
독기를	독기/ncn+를/jco
받게	받/pvg+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
마음에	마음/ncn+에/jca
악을	악/ncn+을/jco
품지	품/pvg+지/ecx
않은	않/px+은/etm
사람은	사람/ncn+은/jxc
돈을	돈/ncn+을/jco
만지더라도	만지/pvg+더라도/ecs
돈독이	돈독/ncn+이/jcs
묻지	묻/pvg+지/ecx
않는다	않/px+는다/ef
.	./sf
그러나	그러나/maj
악을	악/ncn+을/jco
품은	품/pvg+은/etm
사람이	사람/ncn+이/jcs
돈을	돈/ncn+을/jco
만지게	만지/pvg+게/ecs
되면	되/pvg+면/ecs
돈독이	돈독/ncn+이/jcs
오르고	오르/pvg+고/ecc
일을	일/ncn+을/jco
저지르게	저지르/pvg+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
사람도	사람/ncn+도/jxc
버리고	버리/pvg+고/ecc
돈도	돈/ncn+도/jxc
버린다	버리/pvg+ㄴ다/ef
.	./sf
이	이/mmd
고해의	고해/ncn+의/jcm
세계에	세계/ncn+에/jca
있는	있/paa+는/etm
한	한/nnc
가지	가지/nbu
한	한/nnc
가지들이	가지/nbu+들/xsn+이/jcs
상처를	상처/ncn+를/jco
가지고	가지/pvg+고/ecx
있는	있/px+는/etm
이에게는	이/nbn+에게/jca+는/jxc
일종의	일종/ncn+의/jcm
독이	독/ncn+이/jcc
될	되/pvg+ㄹ/etm
수도	수/nbn+도/jxc
있다	있/paa+다/ef
.	./sf
상처	상처/ncn
없는	없/paa+는/etm
사람이	사람/ncn+이/jcc
되어야	되/pvg+어야/ecs
한다	하/pvg+ㄴ다/ef
.	./sf
아니면	아니/paa+면/ecs
손에	손/ncn+에/jca
고무장갑이라도	고무/ncn+장갑/ncn+이/jp+라도/ecs
끼고	끼/pvg+고/ecx
다녀야	다니/pvg+어야/ecs
한다	하/pvg+ㄴ다/ef
.	./sf
세상의	세상/ncn+의/jcm
독이	독/ncn+이/jcs
몸에	몸/ncn+에/jca
스며들지	스며들/pvg+지/ecx
않도록	않/px+도록/ecs
말이다	말/ncn+이/jp+다/ef
.	./sf
그래서	그래서/maj
좌선문	좌선문/ncn
(	(/sl
坐禪文	坐禪文/ncn
)	)/sr
은	은/jxc
'	'/sl
역심경계에	역심경계/ncn+에/jca
살되	살/pvg+되/ecs
욕심을	욕심/ncn+을/jco
초월하고	초월/ncpa+하/xsv+고/ecc
티끌경계에	티끌/ncn+경계/ncn+에/jca
살되	살/pvg+되/ecs
티끌세상을	티끌/ncn+세상/ncn+을/jco
초월하라	초월/ncpa+하/xsv+라/ef
.'	./sf+'/sr
고	고/jcr
가르치고	가르치/pvg+고/ecx
있다	있/paa+다/ef
.	./sf
5	5/nno
.	./sf
뱀의	뱀/ncn+의/jcm
허물과	허물/ncn+과/jcj
무소의	무소/ncn+의/jcm
뿔	뿔/ncn
(	(/sl
숫타나파타	숫타나파타/nq
1	1/nno
)	)/sr
1	1/nno
)	)/sr
댐을	댐/ncn+을/jco
막아서	막/pvg+아서/ecs
물을	물/ncn+을/jco
고이게	고이/pvg+게/ecx
하는	하/px+는/etm
식의	식/ncn+의/jcm
사랑이	사랑/ncn+이/jcc
아니라	아니/paa+라/ecs
,	,/sp
물을	물/ncn+을/jco
퍼내면	푸/pvg+어/ecs+내/pvg+면/ecs
퍼낼수록	푸/pvg+어/ecx+내/px+ㄹ수록/ecs
더욱	더욱/mag
힘차게	힘/ncn+차/pvg+게/ecs
솟아오르는	솟/pvg+아/ecs+오르/pvg+는/etm
지하수	지하수/ncn
같은	같/paa+은/etm
사랑은	사랑/ncn+은/jxc
...	.../se
숫타나파타	숫타나파타/nq
의	의/jcm
뜻은	뜻/ncn+은/jxc
'	'/sl
경들의	경/ncn+들/xsn+의/jcm
모음	모음/ncn
'	'/sr
즉	즉/maj
'	'/sl
경집	경집/ncn
(	(/sl
經集	經集/ncn
)'	)/sr+'/sl
이다	이/jp+다/ef
.	./sf
숫타나파타	숫타나파타/nq
는	는/jxc
1,000	1,000/ncn
여개의	여/xsn+개/nbu+의/jcm
게송이	게송/ncn+이/jcs
5	5/nnc
품	품/ncn
70	70/nnc
경으로	경/ncn+으로/jca
되어	되/pvg+어/ecx
있다	있/paa+다/ef
.	./sf
숫타나파타	숫타나파타/nq
전체가	전체/ncn+가/jcs
한문으로	한문/nq+으로/jca
번역되지는	번역/ncpa+되/xsv+지는/ecs
않았고	않/px+았/ep+고/ecc
오직	오직/mag
제4	제/xp+4/nno
품만	품/ncn+만/jxc
의족경	의족경/nq
(	(/sl
義足經	義足經/nq
)	)/sr
이라는	이/jp+라/ef+는/etm
이름으로	이름/ncn+으로/jca
한역되었다	한역/ncpa+되/xsv+었/ep+다/ef
.	./sf
불석의족경	불석의족경/nq
은	은/jxc
2	2/nnc
권으로	권/nbu+으로/jca
되어	되/pvg+어/ecx
있다	있/paa+다/ef
.	./sf
인도	인도/nq
재가불자인	재가불자/ncn+이/jp+ㄴ/etm
지겸이	지겸/nq+이/jcs
중국에	중국/nq+에/jca
와서	오/pvg+아서/ecs
기원후	기원후/ncn
223	223/nno
년과	년/nbu+과/jcj
225	225/nno
년	년/nbu
사이에	사이/ncn+에/jca
번역했다	번역/ncpa+하/xsv+었/ep+다/ef
.	./sf
팔리어본은	팔리어/nq+본/xsn+은/jxc
팔리대장경	팔리대장경/nq
속에	속/ncn+에/jca
있거니와	있/paa+거니와/ecs
이	이/mmd
의족경	의족경/nq
의	의/jcm
직접적인	직접/ncn+적/xsn+이/jp+ㄴ/etm
범어	범어/nq
원본은	원본/ncn+은/jxc
현재	현재/ncn
발견되지	발견/ncpa+되/xsv+지/ecx
않고	않/px+고/ecx
있다	있/paa+다/ef
.	./sf
단지	단지/mag
한역본과	한역/ncn+본/xsn+과/jct
일치하지	일치/ncpa+하/xsm+지/ecx
않는	않/px+는/etm
범어본	범어/nq+본/xsn
숫타나파타	숫타나파타/nq
의	의/jcm
파편이	파편/ncn+이/jcs
나타났는데	나타나/pvg+았/ep+는데/ecs
많은	많/paa+은/etm
불경과	불경/ncn+과/jcj
논장에서	논장/ncn+에서/jca
이	이/mmd
숫타나파타	숫타나파타/nq
가	가/jcs
중국어로	중국어/nq+로/jca
음역된	음역/ncpa+되/xsv+ㄴ/etm
범어	범어/nq
이름으로	이름/ncn+으로/jca
인용되고	인용/ncpa+되/xsv+고/ecx
있다	있/paa+다/ef
.	./sf
숫타나파타	숫타나파타/nq
도	도/jxc
한글을	한글/nq+을/jco
비롯해서	비롯하/pvg+어서/ecs
영어	영어/nq
.	./sf
독어	독어/nq
.	./sf
일어	일어/nq
등의	등/nbn+의/jcm
현대어로	현대/ncn+어/xsn+로/jca
수차례	수/nnc+차례/nbu
번역되었다	번역/ncpa+되/xsv+었/ep+다/ef
.	./sf
한글로	한글/nq+로/jca
번역한	번역/ncpa+하/xsv+ㄴ/etm
것과	것/nbn+과/jcj
법정스님이	법정스님/nq+이/jcs
번역한	번역/ncpa+하/xsv+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
숫타나파타	숫타나파타/nq
는	는/jxc
부처님의	부처/ncn+님/xsn+의/jcm
직접적인	직접/ncn+적/xsn+이/jp+ㄴ/etm
가르침을	가르침/ncn+을/jco
간결하고	간결/ncps+하/xsm+고/ecc
소박하게	소박/ncps+하/xsm+게/ecs
담고	담/pvg+고/ecx
있다	있/paa+다/ef
.	./sf
부처님의	부처/ncn+님/xsn+의/jcm
입김과	입김/ncn+과/jcj
숨결이	숨결/ncn+이/jcs
풍겨	풍기/pvg+어/ecx
오는	오/px+는/etm
듯한	듯하/px+ㄴ/etm
원음으로	원음/ncn+으로/jca
담겨야	담기/pvg+어야/ecs
한다	하/pvg+ㄴ다/ef
.	./sf
여기에는	여기/npd+에는/jca
아무런	아무렇/pad+ㄴ/etm
현학적인	현학/ncn+적/xsn+이/jp+ㄴ/etm
교리가	교리/ncn+가/jcs
없다	없/paa+다/ef
.	./sf
해탈의	해탈/ncn+의/jcm
피안을	피안/ncn+을/jco
행해	행하/pvg+어/ecx
구도자가	구도/ncn+자/xsn+가/jcs
가야할	가/pvg+야/ecs+하/px+ㄹ/etm
길에	길/ncn+에/jca
대해서	대하/pvg+어서/ecs
간단	간단/ncn
명료하게	명료/ncps+하/xsn+게/ecs
설해져	설/ncpa+하/xsv+어/ecx+지/px+어/ecx
있다	있/paa+다/ef
.	./sf
여기에서는	여기/npd+에서/jca+는/jxc
부처님이	부처/ncn+님/xsn+이/jcs
멀리	멀리/mag
있는	있/paa+는/etm
분으로	분/nbn+으로/jca
느껴지지	느끼/pvg+어/ecx+지/px+지/ecx
않는다	않/px+는다/ef
.	./sf
숫타나파타	숫타나파타/nq
의	의/jcm
말씀들은	말씀/ncn+들/xsn+은/jxc
인간이	인간/ncn+이/jcs
봉착하는	봉착/ncpa+하/xsv+는/etm
문제들을	문제/ncn+들/xsn+을/jco
통달한	통달/ncpa+하/xsv+ㄴ/etm
선생님이	선생/ncn+님/xsn+이/jcs
제자들에게	제자/ncn+들/xsn+에게/jca
말해	말/ncpa+하/xsv+어/ecx
주는	주/px+는/etm
것처럼	것/nbn+처럼/jca
가깝게	가깝/paa+게/ecs
느껴진다	느끼/pvg+어/ecx+지/px+ㄴ다/ef
.	./sf
인생의	인생/ncn+의/jcm
고뇌로부터	고뇌/ncn+로부터/jca
해탈하는	해탈/ncpa+하/xsv+는/etm
방법과	방법/ncn+과/jcj
초탈한	초탈/ncpa+하/xsv+ㄴ/etm
사람의	사람/ncn+의/jcm
생활	생활/ncn
등에	등/nbn+에/jca
대해서	대하/pvg+어서/ecs
간결하게	간결/ncps+하/xsm+게/ecs
기록되어	기록/ncpa+되/xsv+어/ecx
있다	있/paa+다/ef
.	./sf
숫타나파타	숫타나파타/nq
는	는/jxc
가장	가장/mag
오래	오래/mag
된	되/pvg+ㄴ/etm
불경	불경/ncn
중의	중/nbn+의/jcm
하나로	하나/nnc+로/jca
근본불교	근본/ncn+불교/ncn
사상을	사상/ncn+을/jco
이해하는	이해/ncpa+하/xsv+는/etm
데	데/nbn
꼭	꼭/mag
필요한	필요/ncps+하/xsm+ㄴ/etm
경전이다	경전/ncn+이/jp+다/ef
.	./sf
이	이/mmd
경이	경/ncn+이/jcs
처음부터	처음/ncn+부터/jxc
지금과	지금/ncn+과/jct
같은	같/paa+은/etm
형태로	형태/ncn+로/jca
모아져	모으/pvg+아/ecx+지/px+어/ecx
있지는	있/px+지/ef+는/etm
않았고	않/pvg+았/ep+고/ecc
각	각/mma
품의	품/ncn+의/jcm
경들이	경/ncn+들/xsn+이/jcs
따로	따로/mag
떠돌아	떠돌/pvg+아/ecx
다니다가	다니/pvg+다가/ecs
뒷날	뒷날/ncn
모아졌기	모으/pvg+아/ecx+지/px+었/ep+기/etn
때문에	때문/nbn+에/jca
