<tdmsfile>
 96-kaist_corpus_96_explanation_pos_mh2-0188.txt 
 kaist_corpus_96_explanation_pos_mh2-0188.txt 

최준식  
1993  
민족사  
151.7  
181.11  
  
  
  

한국에도	한국/nq+에/jca+도/jxc
.	./sf
끝으로	끝/ncn+으로/jca
이	이/mmd
책의	책/ncn+의/jcm
주인공들의	주인/ncn+공/xsn+들/xsn+의/jcm
사상이	사상/ncn+이/jcs
조금이라도	조금/ncn+이라도/jxc
세상에	세상/ncn+에/jca
널리	널리/mag
퍼질	퍼지/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
기회가	기회/ncn+가/jcc
되었으면	되/pvg+었/ep+으면/ecs
하는	하/pvg+는/etm
바람으로	바람/ncn+으로/jca
장황한	장황/ncps+하/xsm+ㄴ/etm
서론을	서론/ncn+을/jco
끝맺는다	끝맺/pvg+는다/ef
.	./sf
단기	단기/ncn
4326	4326/nnc
년	년/nbu
남한산	남한산/nq
기슭에서	기슭/ncn+에서/jca
저자	저자/ncn
合掌	合掌/ncn
개벽시대를	개벽/ncn+시대/ncn+를/jco
여는	열/pvg+는/etm
사람들	사람/ncn+들/xsn
1	1/nnc
.	./sf
수운	수운/nq
최제우	최제우/nq
(	(/sl
水雲	水雲/nq
崔濟愚	崔濟愚/nq
)	)/sr
:	:/sp
1824	1824/nnc
-	-/sd
1864	1864/nnc
수운은	수운/nq+은/jxc
경북	경북/nq
월성군에서	월성군/nq+에서/jca
아버지	아버지/ncn
최옥과	최옥/nq+과/jcj
어머니	어머니/ncn
한씨	한/ncn+씨/xsn
사이에서	사이/ncn+에서/jca
외아들로	외아들/ncn+로/jca
태어났다	태어나/pvg+았/ep+다/ef
.	./sf
어려서부터	어리/paa+어서/ecs+부터/jxc
세상을	세상/ncn+을/jco
보는	보/pvg+는/etm
눈이	눈/ncn+이/jcs
남달랐는데	남다르/paa+았/ep+는데/ecs
,	,/sp
어머니를	어머니/ncn+를/jco
일찍	일찍/mag
여의고	여의/pvg+고/ecc
,	,/sp
할아버지처럼	할아버지/ncn+처럼/jca
나이	나이/ncn
차가	차/ncn+가/jcs
나는	나/pvg+는/etm
아버지와	아버지/ncn+와/jct
함께	함께/mag
생활했기	생활/ncpa+하/xsv+었/ep+기/etn
때문인지	때문/nbn+이/jp+ㄴ지/ecs
유달리	유달리/mag
감수성이	감수/ncn+성/xsn+이/jcs
예민했다	예민/ncps+하/xsm+었/ep+다/ef
.	./sf
수운은	수운/nq+은/jxc
아버지의	아버지/ncn+의/jcm
명에	명/ncn+에/jca
의해	의하/pvg+어/ecs
울산	울산/nq
출신의	출신/ncn+의/jcm
박씨와	박/ncn+씨/xsn+와/jct
혼약을	혼약/ncn+을/jco
하였다	하/pvg+었/ep+다/ef
.	./sf
21	21/nnc
세가	세/nbu+가/jcc
되던	되/pvg+던/etm
해에는	해/ncn+에/jca+는/jxc
,	,/sp
세상에	세상/ncn+에/jca
나가	나가/pvg+아/ecs
여기저기를	여기저기/mag+를/jco
떠돌아다니며	떠돌/pvg+아/ecx+다니/px+며/ecc
장사와	장사/ncn+와/jcj
의술	의술/ncn
,	,/sp
점술	점술/nnc
등을	등/nbn+을/jco
하기도	하/pvg+기/etn+도/jxc
하고	하/pvg+고/ecc
,	,/sp
서당에서	서당/ncn+에서/jca
글을	글/ncn+을/jco
가르치기도	가르치/pvg+기/etn+도/jxc
했다	하/pvg+었/ep+다/ef
.	./sf
그는	그/npp+는/jxc
이때	이때/ncn
집안의	집안/ncn+의/jcm
노비를	노비/ncn+를/jco
해방시키고	해방/ncpa+시키/xsv+고/ecc
,	,/sp
나중에는	나중/ncn+에/jca+는/jxc
이들	이/npp+들/xsn
중	중/ncn
두	두/nnc
사람을	사람/ncn+을/jco
딸과	딸/ncn+과/jcj
며느리로	며느리/ncn+로/jca
삼는	삼/pvg+는/etm
등	등/nbn
신분차별	신분/ncn+차별/ncn
폐지와	폐지/ncn+와/jcj
평등	평등/ncn
정신을	정신/ncn+을/jco
몸소	몸소/mag
실천하였다	실천/ncpa+하/xsv+었/ep+다/ef
.	./sf
수운은	수운/nq+은/jxc
세상을	세상/ncn+을/jco
두루	두루/mag
다니면서	다니/pvg+면서/ecc
세상이	세상/ncn+이/jcs
어지러운	어지럽/paa+ㄴ/etm
것은	것/nbn+은/jxc
사람들이	사람/ncn+들/xsn+이/jcs
천명을	천명/ncn+을/jco
따르지	따르/pvg+지/ecx
않기	않/px+기/etn
때문이라고	때문/nbn+이/jp+라/ef+고/ecs
결론을	결론/ncn+을/jco
내렸다	내리/pvg+었/ep+다/ef
.	./sf
그래서	그래서/maj
천명에	천명/ncn+에/jca
대한	대하/pvg+ㄴ/etm
수도를	수도/ncn+를/jco
하기	하/pvg+기/etn
위해	위하/pvg+어/ecs
,	,/sp
1856	1856/nnc
년과	년/nbu+과/jcj
1857	1857/nnc
년	년/nbu
두	두/nnc
차례에	차례/ncn+에/jca
걸쳐	걸치/pvg+어/ecx
경남	경남/nq
양산에	양산/nq+에/jca
있는	있/paa+는/etm
천성산	천성산/nq
(	(/sl
千聖山	千聖山/nq
)에	)/sr+에/jca
들어가	들/pvg+어/ecx+가/px+아/ecs
49	49/nnc
일간	일/nbu+간/xsn
집중적	집중/ncn+적/xsn
명상에	명상/ncn+에/jca
잠겼다	잠기/pvg+었/ep+다/ef
.	./sf
1859	1859/nnc
년에는	년/nbu+에/jca+는/jxc
자신의	자신/ncn+의/jcm
이름을	이름/ncn+을/jco
제선에서	제선/nq+에서/jca
제우로	제우/nq+로/jca
바꾸었는데	바꾸/pvg+었/ep+는데/ecs
,	,/sp
이는	이/npd+는/jxc
어리석은	어리석/paa+은/etm
백성들을	백성/ncn+들/xsn+을/jco
구한다는	구하/pvg+ㄴ다/ef+는/etm
뜻으로	뜻/ncn+으로/jca
한층	한층/mag
종교적이며	종교/ncn+적/xsn+이/jp+며/ecc
구세주적인	구세/ncn+주/xsn+적/xsn+이/jp+ㄴ/etm
모습으로	모습/ncn+으로/jca
변한	변하/pvg+ㄴ/etm
것을	것/nbn+을/jco
의미한다	의미/ncpa+하/xsv+ㄴ다/ef
.	./sf
그의	그/npp+의/jcm
나이	나이/ncn
37	37/nnc
세가	세/nbu+가/jcc
되던	되/pvg+던/etm
1860	1860/nnc
년	년/nbu
4	4/nnc
월	월/nbu
,	,/sp
이후의	이후/ncn+의/jcm
동학	동학/nq
운동을	운동/ncn+을/jco
가능케	가능케/mag
했던	하/pvg+었/ep+던/etm
가장	가장/mag
중요한	중요/ncps+하/xsm+ㄴ/etm
종교적인	종교/ncn+적/xsn+이/jp+ㄴ/etm
체험을	체험/ncn+을/jco
하게	하/pvg+게/ecx
된다	되/px+ㄴ다/ef
.	./sf
그는	그/npp+는/jxc
이때	이때/ncn
"	"/sl
나의	나/npp+의/jcm
영부를	영부/ncn+를/jco
받아	받/pvg+아/ecs
질병에서	질병/ncn+에서/jca
사람들을	사람/ncn+들/xsn+을/jco
구제하고	구제/ncpa+하/xsv+고/ecc
,	,/sp
나의	나/npp+의/jcm
주문을	주문/ncn+을/jco
받아	받/pvg+아/ecs
사람들을	사람/ncn+들/xsn+을/jco
교화하라	교화/ncpa+하/xsv+라/ef
"	"/sr
는	는/jxc
한울님의	한울님/nq+의/jcm
말씀을	말씀/ncn+을/jco
들었다고	듣/pvg+었/ep+다/ef+고/ecs
한다	하/px+ㄴ다/ef
.	./sf
천도교에서는	천도교/nq+에서/jca+는/jxc
이	이/mmd
체험이	체험/ncn+이/jcs
있는	있/paa+는/etm
,	,/sp
1860	1860/nnc
년	년/nbu
4	4/nnc
월	월/nbu
5	5/nnc
일을	일/nbu+을/jco
포덕	포덕/ncn
(	(/sl
布德	布德/ncn
)	)/sr
원년으로	원년/ncn+으로/jca
정하고	정하/pvg+고/ecx
있다	있/px+다/ef
.	./sf
그러나	그러나/maj
수운은	수운/nq+은/jxc
그	그/mmd
후	후/ncn
바로	바로/mag
포교에	포교/ncn+에/jca
들어가지	들/pvg+어/ecx+가/px+지/ecx
않고	않/px+고/ecc
,	,/sp
1	1/nnc
년이	년/nbu+이/jcs
지난	지나/pvg+ㄴ/etm
뒤에야	뒤/ncn+에/jca+야/jxc
포교를	포교/ncn+를/jco
시작했는데	시작/ncpa+하/xsv+었/ep+는데/ecs
,	,/sp
수운의	수운/nq+의/jcm
뜻에	뜻/ncn+에/jca
따르는	따르/pvg+는/etm
사람이	사람/ncn+이/jcs
늘자	늘/pvg+자/ecs
관헌에서는	관헌/ncn+에서/jca+는/jxc
서학이라며	서학/ncn+이/jp+라/ef+며/ecc
그를	그/npp+를/jco
탄압하기	탄압/ncpa+하/xsv+기/etn
시작했다	시작/ncpa+하/xsv+었/ep+다/ef
.	./sf
수운은	수운/nq+은/jxc
이	이/mmd
기간에	기간/ncn+에/jca
"	"/sl
그리스도교를	그리스도/nq+교/xsn+를/jco
서학이라고	서학/ncn+이/jp+라고/jcr
한다면	하/pvg+ㄴ다/ef+면/ecs
나의	나/npp+의/jcm
가르침은	가르치/pvg+ㅁ/etn+은/jxc
천도이며	천도/ncn+이/jp+며/ecc
,	,/sp
학으로	학/ncn+으로/jca
말하자면	말하자면/mag
동학이다	동학/nq+이/jp+다/ef
"	"/sr
라는	라/jcr+는/jxc
글을	글/ncn+을/jco
썼다	쓰/pvg+었/ep+다/ef
.	./sf
1862	1862/nnc
년	년/nbu
9	9/nnc
월에는	월/nbu+에/jca+는/jxc
관에	관/ncn+에/jca
체포되었다가	체포/ncpa+되/xsv+었/ep+다가/ecs
제자들의	제자/ncn+들/xsn+의/jcm
탄원으로	탄원/ncn+으로/jca
곧	곧/maj
풀려났다	풀리/pvg+어/ecx+나/px+았/ep+다/ef
.	./sf
그	그/mmd
후	후/ncn
오히려	오히려/mag
동학을	동학/nq+을/jco
믿는	믿/pvg+는/etm
신도들이	신도/ncn+들/xsn+이/jcs
더	더/mag
늘어났으며	늘/pvg+어/ecx+나/px+았/ep+으며/ecs
,	,/sp
수운은	수운/nq+은/jxc
신도들을	신도/ncn+들/xsn+을/jco
관리하기	관리/ncpa+하/xsv+기/etn
위해	위하/pvg+어/ecs
접주제	접주/ncn+제/xsn
(	(/sl
接主制	接主制/ncn
)	)/sr
라는	라/jcr+는/jxc
교회	교회/ncn
체제를	체제/ncn+를/jco
확립하였다	확립/ncpa+하/xsv+었/ep+다/ef
.	./sf
접이란	접/ncn+이/jp+란/jxc
도를	도/ncn+를/jco
전해	전하/pvg+어/ecx
준	주/px+ㄴ/etm
사람과	사람/ncn+과/jct
수도인의	수도/ncn+인/xsn+의/jcm
인맥을	인맥/ncn+을/jco
30	30/nnc
호	호/nbu
내지	내지/mag
50	50/nnc
호	호/nbu
단위로	단위/ncn+로/jca
조직한	조직/ncpa+하/xsv+ㄴ/etm
신앙공동체이다	신앙/ncn+공동/ncn+체/xsn+이/jp+다/ef
.	./sf
동학은	동학/nq+은/jxc
이때부터	이때/ncn+부터/jxc
2	2/nnc
년	년/nbu
동안	동안/ncn
그	그/mmd
세가	세/ncn+가/jcs
꾸준히	꾸준히/mag
신장되었다	신장/ncpa+되/xsv+었/ep+다/ef
.	./sf
그러나	그러나/maj
그에	그/npd+에/jca
비례해서	비례/ncpa+하/xsv+어서/ecs
관의	관/ncn+의/jcm
탄압도	탄압/ncn+도/jxc
심해졌다	심하/paa+어/ecx+지/px+었/ep+다/ef
.	./sf
어느	어느/mmd
날	날/ncn
수운은	수운/nq+은/jxc
자신의	자신/ncn+의/jcm
운명을	운명/ncn+을/jco
예견한	예견/ncpa+하/xsv+ㄴ/etm
듯	듯/nbn
동학의	동학/nq+의/jcm
모든	모든/mmd
일을	일/ncn+을/jco
해월에게	해월/nq+에게/jca
맡기고	맡기/pvg+고/ecc
,	,/sp
1864	1864/nnc
년	년/nbu
1	1/nnc
월에	월/ncn+에/jca
체포	체포/ncn
,	,/sp
대구감영으로	대구/nq+감영/ncn+으로/jca
압송되었다	압송/ncpa+되/xsv+었/ep+다/ef
.	./sf
결국	결국/mag
포교를	포교/ncn+를/jco
시작한지	시작/ncpa+하/xsv+ㄴ지/ecs
2	2/nnc
년	년/nbu
반	반/ncn
만에	만/nbn+에/jca
좌도난정이란	좌도/ncn+난정/ncn+이/jp+란/jxc
이단죄로	이단/ncn+죄/ncn+로/jca
몰려	몰리/pvg+어/ecs
목이	목/ncn+이/jcs
잘리는	잘리/pvg+는/etm
형을	형/ncn+을/jco
받았다	받/pvg+았/ep+다/ef
.	./sf
당시	당시/ncn
그의	그/npp+의/jcm
나이	나이/ncn
41	41/nnc
세였다	세/nbu+이/jp+었/ep+다/ef
.	./sf
2	2/nnc
.	./sf
해월	해월/nq
최시형	최시형/nq
(	(/sl
海月	海月/nq
崔時亨	崔時亨/nq
)	)/sr
:	:/sp
1827	1827/nnc
-	-/sd
1898	1898/nnc
해월	해월/nq
최시형은	최시형/ncn+은/jxc
동학의	동학/nq+의/jcm
2	2/nnc
대	대/nbu
교주로서	교주/ncn+로서/jca
,	,/sp
실질적으로	실질/ncn+적/xsn+으로/jca
동학을	동학/nq+을/jco
정착시키는	정착/ncpa+시키/xsv+는/etm
데	데/nbn
기여하였다	기여/ncpa+하/xsv+었/ep+다/ef
.	./sf
수운	수운/nq
최제우보다	최제우/nq+보다/jca
세	세/nnc
살	살/nbu
아래인	아래/ncn+이/jp+ㄴ/etm
그는	그/npp+는/jxc
경주에서	경주/nq+에서/jca
태어났는데	태어나/pvg+았/ep+는데/ecs
,	,/sp
어려서	어리/paa+어서/ecs
부모님을	부모/ncn+님/xsn+을/jco
잃어	잃/pvg+어/ecx
불우한	불우/ncps+하/xsm+ㄴ/etm
어린	어리/paa+ㄴ/etm
시절을	시절/ncn+을/jco
보냈다	보내/pvg+았/ep+다/ef
.	./sf
최시형은	최시형/nq+은/jxc
35	35/nnc
세에	세/nbu+에/jca
동학에	동학/nq+에/jca
입도하였다	입도/ncpa+하/xsv+었/ep+다/ef
.	./sf
그리고	그리고/maj
정진을	정진/ncn+을/jco
거듭하여	거듭하/pvg+어/ecx
입도한	입도/ncpa+하/xsv+ㄴ/etm
지	지/nbn
2	2/nnc
년	년/nbu
만에	만/nbn+에/jca
수운의	수운/nq+의/jcm
후계자로	후계/ncn+자/xsn+로/jca
뽑혔다	뽑히/pvg+었/ep+다/ef
.	./sf
수운이	수운/nq+이/jcs
처형되자	처형/ncpa+되/xsv+자/ecs
그	그/mmd
역시	역시/mag
지명	지명/ncn
수배되었다	수배/ncpa+되/xsv+었/ep+다/ef
.	./sf
1871	1871/nnc
년	년/nbu
,	,/sp
수운의	수운/nq+의/jcm
무죄를	무죄/ncn+를/jco
밝히기	밝히/pvg+기/etn
위해	위하/pvg+어/ecx
이필재라는	이필재/nq+라/jcr+는/etm
사람이	사람/ncn+이/jcs
시위를	시위/ncn+를/jco
일으킨	일으키/pvg+ㄴ/etm
후에는	후/ncn+에/jca+는/jxc
더욱	더욱/mag
위험한	위험/ncps+하/xsm+ㄴ/etm
처지가	처지/ncn+가/jcc
되었다	되/pvg+었/ep+다/ef
.	./sf
해월은	해월/nq+은/jxc
단양의	단양/nq+의/jcm
농가에서	농가/ncn+에서/jca
,	,/sp
영월과	영월/nq+과/jcj
소백산의	소백산/nq+의/jcm
암굴에서	암굴/ncn+에서/jca
선교에	선교/ncn+에/jca
힘썼다	힘쓰/pvg+었/ep+다/ef
.	./sf
인제에	인제/nq+에/jca
경전	경전/ncn
간행소를	간행/ncn+소/xsn+를/jco
설치하여	설치/ncpa+하/xsv+어/ecx
목판	목판/ncn
동경대전을	동경대전/nq+을/jco
출판하고	출판/ncpa+하/xsv+고/ecc
,	,/sp
단양에	단양/nq+에/jca
있는	있/paa+는/etm
경전	경전/ncn
개간소에서	개간/ncn+소/xsn+에서/jca
용담유사를	용담유사/nq+를/jco
간행했던	간행/ncpa+하/xsv+었/ep+던/etm
것도	것/nbn+도/jxc
바로	바로/mag
이	이/mmd
무렵이다	무렵/nbn+이/jp+다/ef
.	./sf
동학	동학/nq
지도부는	지도/ncn+부/xsn+는/jxc
끊임없는	끊임/ncn+없/paa+는/etm
포교의	포교/ncn+의/jcm
결과	결과/ncn
동학의	동학/nq+의/jcm
세가	세/ncn+가/jcs
신장되자	신장/ncpa+되/xsv+자/ecc
,	,/sp
신앙의	신앙/ncn+의/jcm
자유를	자유/ncn+를/jco
얻기	얻/pvg+기/etn
위한	위하/pvg+ㄴ/etm
투쟁에	투쟁/ncn+에/jca
나섰다	나서/pvg+었/ep+다/ef
.	./sf
1892	1892/nnc
년부터	년/nbu+부터/jxc
시작된	시작/ncpa+되/xsv+ㄴ/etm
교조신원운동이	교조/ncn+신원/ncn+운동/ncn+이/jcs
그것으로	그것/npd+으로/jca
,	,/sp
수운의	수운/nq+의/jcm
무고함을	무고/ncps+하/xsm+ㅁ/etn+을/jco
알리며	알리/pvg+며/ecc
탄압을	탄압/ncn+을/jco
금지하라는	금지/ncpa+하/xsv+라/ef+는/etm
내용의	내용/ncn+의/jcm
탄원서를	탄원/ncn+서/xsn+를/jco
내었다	내/pvg+었/ep+다/ef
.	./sf
또	또/maj
이듬해에는	이듬해/ncn+에/jca+는/jxc
교도들이	교도/ncn+들/xsn+이/jcs
광화문에	광화문/nq+에/jca
엎드려	엎드리/pvg+어/ecx
상소하기도	상소/ncpa+하/xsv+기/etn+도/jxc
했다	하/pvg+었/ep+다/ef
.	./sf
3	3/nnc
월에는	월/nbu+에/jca+는/jxc
보은에서	보은/nq+에서/jca
대규모의	대/xp+규모/ncn+의/jcm
탄원	탄원/ncn
집회를	집회/ncn+를/jco
열었는데	열/pvg+었/ep+는데/ecs
,	,/sp
정부에서는	정부/ncn+에서/jca+는/jxc
집회를	집회/ncn+를/jco
해산시킬	해산/ncpa+시키/xsv+ㄹ/etm
목적으로	목적/ncn+으로/jca
탄원을	탄원/ncn+을/jco
들어주는	들어주/pvg+는/etm
척하다가	척하/paa+다가/ecs
다시	다시/mag
강경책으로	강경/ncn+책/xsn+으로/jca
맞섰다	맞서/pvg+었/ep+다/ef
.	./sf
이에	이/npd+에/jca
격분한	격분/ncn+하/xsv+ㄴ/etm
동학교도들이	동학/nq+교/xsn+도/xsn+들/xsn+이/jcs
강경파의	강경/ncn+파/xsn+의/jcm
주도	주도/ncn
아래	아래/ncn
무장	무장/ncn
봉기를	봉기/ncn+를/jco
하였고	하/pvg+었/ep+고/ecc
,	,/sp
이것이	이것/npd+이/jcs
곧	곧/maj
동학	동학/nq
혁명의	혁명/ncn+의/jcm
시작이다	시작/ncn+이/jp+다/ef
.	./sf
해월은	해월/nq+은/jxc
처음에는	처음/ncn+에/jca+는/jxc
전봉준	전봉준/nq
등이	등/nbn+이/jcs
주도한	주도/ncpa+하/xsv+ㄴ/etm
무력	무력/ncn
투쟁에	투쟁/ncn+에/jca
찬성하지	찬성/ncpa+하/xsv+지/ecx
않았으나	않/px+았/ep+으나/ecs
,	,/sp
무장	무장/mag
투쟁이	투쟁/ncn+이/jcs
효과를	효과/ncn+를/jco
거두어	거두/pvg+어/ecx
점차	점차/mag
승리해	승리/ncpa+하/xsv+어/ecx
가고	가/px+고/ecc
,	,/sp
신도들의	신도/ncn+들/xsn+의/jcm
건의도	건의/ncn+도/jxc
있고	있/paa+고/ecx
해서	하/px+어서/ecs
충청도	충청도/nq
청산에서	청산/nq+에서/jca
신도들을	신도/ncn+들/xsn+을/jco
모으는	모으/pvg+는/etm
집회를	집회/ncn+를/jco
가졌다	가지/pvg+었/ep+다/ef
.	./sf
그러나	그러나/maj
1894	1894/nnc
년	년/nbu
12	12/nnc
월	월/nbu
,	,/sp
일본군의	일본/nq+군/xsn+의/jcm
개입으로	개입/ncn+으로/jca
혁명이	혁명/ncn+이/jcs
저지되면서	저지/ncpa+되/xsv+면서/ecc
다시	다시/mag
지하로	지하/ncn+로/jca
잠적해	잠적/ncpa+하/xsv+어/ecx
포교하게	포교/ncpa+하/xsv+게/ecx
된다	되/px+ㄴ다/ef
.	./sf
그리고	그리고/maj
해월은	해월/nq+은/jxc
자신의	자신/ncn+의/jcm
운명을	운명/ncn+을/jco
예견이라도	예견/ncn+이/jp+라도/jxc
한	하/pvg+ㄴ/etm
듯	듯/nbn
,	,/sp
1896	1896/nnc
년에	년/nbu+에/jca
의암	의암/nq
손병희에게	손병희/nq+에게/jca
직무를	직무/ncn+를/jco
대행시키고	대행/ncpa+시키/xsv+고/ecc
,	,/sp
2	2/nnc
년	년/nbu
뒤인	뒤/ncn+이/jp+ㄴ/etm
1898	1898/nnc
년	년/nbu
5	5/nnc
월에	월/nbu+에/jca
체포되어	체포/ncpa+되/xsv+어/ecx
7	7/nnc
월에	월/nbu+에/jca
교수형을	교수/ncn+형/ncn+을/jco
당했다	당하/pvg+었/ep+다/ef
.	./sf
이는	이/npd+는/jxc
해월이	해월/nq+이/jcs
동학에	동학/nq+에/jca
투신한	투신/ncpa+하/xsv+ㄴ/etm
지	지/nbn
37	37/nnc
년만의	년/nbu+만/jxc+의/jcm
일로	일/ncn+로/jca
,	,/sp
당시	당시/ncn
그의	그/npp+의/jcm
나이	나이/ncn
72	72/nnc
세였다	세/nbu+이/jp+었/ep+다/ef
.	./sf
3	3/nnc
.	./sf
증산	증산/nq
강일순	강일순/nq
(	(/sl
甑山	甑山/nq
姜一淳	姜一淳/nq
)	)/sr
:	:/sp
1871	1871/nnc
-	-/sd
1909	1909/nnc
동학의	동학/nq+의/jcm
거두	거두/ncn
수운을	수운/nq+을/jco
낳은	낳/pvg+은/etm
땅에	땅/ncn+에/jca
대각을	대각/ncn+을/jco
얻은	얻/pvg+은/etm
이가	이/npp+가/jcs
또	또/maj
하나	하나/nnc
나타났는데	나타나/pvg+았/ep+는데/ecs
,	,/sp
그가	그/npp+가/jcs
곧	곧/maj
증산	증산/nq
강일순이다	강일순/nq+이/jp+다/ef
.	./sf
그는	그/npp+는/jxc
전라도	전라도/nq
고부에서	고부/nq+에서/jca
대대로	대대로/mag
농사를	농사/ncn+를/jco
지어	짓/pvg+어/ecx
온	오/px+ㄴ/etm
집안에서	집안/ncn+에서/jca
태어났다	태어나/pvg+았/ep+다/ef
.	./sf
어릴	어리/paa+ㄹ/etm
때부터	때/ncn+부터/jxc
온후한	온후/ncps+하/xsm+ㄴ/etm
성품과	성품/ncn+과/jcj
총명함으로	총명/ncps+하/xsm+ㅁ/etn+으로/jca
주위	주위/ncn
사람들을	사람/ncn+들/xsn+을/jco
놀라게	놀라/pvg+게/ecx
했던	하/px+었/ep+던/etm
증산은	중산/nq+은/jxc
,	,/sp
천자문을	천자/ncn+문/xsn+을/jco
배울	배우/pvg+ㄹ/etm
때	때/ncn
천	천/ncn
(	(/sl
天	天/ncn
)과	)/sr+과/jcj
지	지/ncn
(	(/sl
地	地/ncn
)	)/sr
만을	만/nbn+을/jco
따라	따르/pvg+아/ecs
읽고는	읽/pvg+고/ecx+는/jxc
더	더/mag
이상	이상/ncn
읽지	읽/pvg+지/ecx
않았다고	않/px+았/ep+다/ef+고/ecs
한다	하/px+ㄴ다/ef
.	./sf
그리고	그리고/maj
그	그/mmd
까닭을	까닭/ncn+을/jco
묻는	묻/pvg+는/etm
말에	말/ncn+에/jca
,	,/sp
'	'/sl
천	천/ncn
'	'/sr
자에서	자/ncn+에서/jca
하늘의	하늘/ncn+의/jcm
이치를	이치/ncn+를/jco
알고	알/pvg+고/ecc
,	,/sp
'	'/sl
지	지/ncn
'	'/sr
자에서	자/ncn+에서/jca
땅의	땅/ncn+의/jcm
이치를	이치/ncn+를/jco
알았는데	알/pvg+았/ep+는데/ecs
무엇을	무엇/npd+을/jco
더	더/mag
공부할	공부/ncpa+하/xsv+ㄹ/etm
필요가	필요/ncn+가/jcs
있겠느냐고	있/paa+겠/ep+느냐/ef+고/ecs
답했다고	답하/pvg+었/ep+다/ef+고/ecs
한다	하/px+ㄴ다/ef
.	./sf
증산은	증산/nq+은/jxc
21	21/nnc
세에	세/nbu+에/jca
결혼하고	결혼/ncpa+하/xsv+고/ecc
,	,/sp
처가에서	처가/ncn+에서/jca
훈장	훈장/ncn
노릇을	노릇/ncn+을/jco
했다	하/pvg+었/ep+다/ef
.	./sf
그때	그때/ncn
유	유/nq
불	불/nq
선	선/nq
등	등/nbn
제자	제자/ncn
(	(/sl
諸子	諸子/ncn
)	)/sr
류의	류/xsn+의/jcm
서책이나	서책/ncn+이나/jcj
음양참위	음양/ncn+참위/ncn
등에	등/nbn+에/jca
관한	관하/pvg+ㄴ/etm
책을	책/ncn+을/jco
접하고	접하/pvg+고/ecc
,	,/sp
당시의	당시/ncn+의/jcm
혼란한	혼란/ncps+하/xsm+ㄴ/etm
세상을	세상/ncn+을/jco
구할	구하/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
길은	길/ncn+은/jxc
기성	기성/ncn
종교나	종교/ncn+나/jcj
인간의	인간/ncn+의/jcm
능력으로는	능력/ncn+으로/jca+는/jxc
불가능하고	불/xp+가능/ncps+하/xsm+고/ecc
,	,/sp
오직	오직/mag
신명	신명/ncn
(	(/sl
神明	神明/ncn
)의	)/sr+의/jcm
힘으로만이	힘/ncn+으로/jca+만/jxc+이/jcs
가능하다고	가능/ncps+하/xsm+다/ef+고/ecs
믿게	믿/pvg+게/ecx
되었다	되/px+었/ep+다/ef
.	./sf
증산은	중산/nq+은/jxc
그	그/mmd
뒤	뒤/ncn
몇	몇/mmd
년	년/nbu
동안	동안/ncn
도통공부	도통/ncn+공부/ncn
(	(/sl
道通工夫	道通/ncn+工夫/ncn
)에	)/sr+에/jca
몰두하였다	몰두/ncpa+하/xsv+었/ep+다/ef
.	./sf
27	27/nnc
세에는	세/nbu+에/jca+는/jxc
세상을	세상/ncn+을/jco
경험하고	경험/ncpa+하/xsv+고/ecc
견문을	견문/ncn+을/jco
넓히기	넓히/pvg+기/etn
위해	위하/pvg+어/ecs
약	약/mma
3	3/nnc
년간	년/nbu+간/xsn
전국을	전국/ncn+을/jco
주유하기도	주유/ncpa+하/xsv+기/etn+도/jxc
했다	하/pvg+었/ep+다/ef
.	./sf
1901	1901/nnc
년	년/nbu
7	7/nnc
월	월/nbu
,	,/sp
증산은	중산/nq+은/jxc
도통	도통/ncn
공부에	공부/ncn+에/jca
전력하기	전력하/pvg+기/etn
위해	위하/pvg+어/ecx
입산	입산/ncn
수도를	수도/ncn+를/jco
결심하고	결심/ncpa+하/xsv+고/ecc
,	,/sp
전주	전주/nq
모악산에	모악산/nq+에/jca
있는	있/paa+는/etm
대원사로	대원사/nq+로/jca
들어갔다	들/pvg+어/ecx+가/px+았/ep+다/ef
.	./sf
알려진	알리/pvg+어/ecx+지/px+ㄴ/etm
바에	바/nbn+에/jca
의하면	의하/pvg+면/ecs
,	,/sp
들어간	들/pvg+어/ecx+가/px+ㄴ/etm
지	지/nbn
9	9/nnc
일	일/nbu
만에	만/nbn+에/jca
도를	도/ncn+를/jco
이루었다고	이루/pvg+었/ep+다/ef+고/ecs
한다	하/px+ㄴ다/ef
.	./sf
증산에게	중산/nq+에게/jca
제자가	제자/ncn+가/jcs
생긴	생기/pvg+ㄴ/etm
것은	것/nbn+은/jxc
그	그/mmd
다음	다음/ncn
해의	해/ncn+의/jcm
일이다	일/ncn+이/jp+다/ef
.	./sf
동학교도였던	동학/nq+교도/ncn+이/jp+었/ep+던/etm
김형렬이	김형렬/nq+이/jcs
바로	바로/mag
첫	첫/mmd
