<tdmsfile>
<tdmsfile>
kbs1.hwp
여러분	여러분/npp
게임시작전에	게임/ncn+시작/ncn+전/ncn+에/jca
반드시	반드시/mag
준비운동을	준비/ncn+운동/ncn+을/jco
하라는	하/pvg+라/ef+는/etm
것이	것/nbn+이/jcs
전문의들의	전문의/ncn+들/xsn+의/jcm
충고입니다.	충고/ncn+이/jp+ㅂ니다/ef+./sf
도쿄	도쿄/nq
김청원	김청원/nq
특파원의	특파/ncn+원/xsn+의/jcm
보도입니다.	보도/ncn+이/jp+ㅂ니다/ef+./sf
지난	지나/pvg+ㄴ/etm
한해	한/nnc+해/ncn
동안	동안/ncn
도쿄에서	도쿄/nq+에서/jca
골프를	골프/ncn+를/jco
치다	치/pvg+다/ecs
돌연히	돌연/ncn+히/xsa
사망한	사망/ncpa+하/xsv+ㄴ/etm
사람은	사람/ncn+은/jxc
160명이	160/nnc+명/nbu+이/jcs
넘습니다.	넘/pvg+습니다/ef+./sf
수영이나	수영/ncn+이나/jcj
조깅중에	조깅/ncn+중/nbn+에/jca
숨진	숨/ncn+지/pvg+ㄴ/etm
사람보다	사람/ncn+보다/jca
훨씬	훨씬/mag
많습니다.	많/paa+습니다/ef+./sf
심장박동수가	심장/ncn+박동/ncn+수/ncn+가/jcs
급격히	급격/ncn+히/xsa
늘어	늘/pvg+어/ecx
나면서	나/px+면서/ecs
일어나는	일어나/pvg+는/etm
심장발작	심장/ncn+발작/ncn
때문입니다.	때문/nbn+이/jp+ㅂ니다/ef+./sf
구력	구력/ncn
20년의	20/nnc+년/nbu+의/jcm
55살인	55/nnc+살/nbu+이/jp+ㄴ/etm
한	한/nnc
남성의	남성/ncn+의/jcm
게임시작전	게임/ncn+시작/ncn+전/ncn
심장	심장/ncn
박동	박동/ncn
수를	수/ncn+를/jco
재봤습니다.	재/pvg+어/ecx+보/px+았/ep+습니다/ef+./sf
1분에	1/nnc+분/nbu+에/jca
67회,	67/nnc+회/nbu+,/sp
정상치입니다.	정상/ncn+치/xsn+이/jp+ㅂ니다/ef+./sf
그러나	그러나/maj
공앞에	공/ncn+앞/ncn+에/jca
서는	서/pvg+는/etm
순간부터	순간/ncn+부터/jxc
박동수가	박동/ncn+수/ncn+가/jcs
급격히	급격/ncn+히/xsa
증가합니다.	증가/ncpa+하/xsv+ㅂ니다/ef+./sf
102회,	102/nnc+회/nbu+,/sp
평상시의	평상/ncn+시/nbn+의/jcm
1.5배로	1.5/nnc+배/nbu+로/jca
뛰어올랐습니다.	뛰/pvg+어/ecs+오르/pvg+았/ep+습니다/ef+./sf
이번에는	이/mmd+번/nbn+에/jca+는/jxc
젊은	젊/paa+은/etm
여성입니다.	여성/ncn+이/jp+ㅂ니다/ef+./sf
무려	무려/mag
133	133/nnc
회까지	회/nbu+까지/jxc
치솟았습니다.	치솟/pvg+았/ep+습니다/ef+./sf
"할	"/sl+하/pvg+ㄹ/etm
수	수/nbn
없어요.	없/paa+어/ef+요/jxf+./sf
너무	너무/mag
긴장이	긴장/ncn+이/jcc
돼요.	되/pvg+어/ef+요/jxf+./sf
"	"/sr
이같은	이/npd+같/paa+은/etm
심장박동의	심장/ncn+박동/ncn+의/jcm
급격한	급격/ncps+하/xsm+ㄴ/etm
증가는	증가/ncn+는/jxc
특히	특히/mag
게임이	게임/ncn+이/jcs
막	막/mag
시작된	시작/ncpa+되/xsv+ㄴ/etm
1.2번	1/nno+./sp+2/nno+번/nbu
홀의	홀/ncn+의/jcm
티샷때	티샷/ncn+때/ncn
극에	극/ncn+에/jca
달했습니다.	달하/pvg+었/ep+습니다/ef+./sf
운동시작전에	운동/ncn+시작/ncn+전/ncn+에/jca
체온을	체온/ncn+을/jco
조금	조금/mag
높여	높이/pvg+어/ecs
심장	심장/ncn
박동수	박동/ncn+수/ncn
올리는	올리/pvg+는/etm
준비운동해야.	준비/ncn+운동/ncpa+하/xsv+어야/ecs+./sf
심장부근의	심장/ncn+부근/ncn+의/jcm
근육을	근육/ncn+을/jco
압박했다가	압박/ncpa+하/xsv+었/ep+다가/ecs
풀어주는	풀/pvg+어/ecx+주/px+는/etm
등	등/nbn
게임전	게임/ncn+전/ncn
10분	10/nnc+분/nbu
정도	정도/ncn
가벼운	가볍/paa+ㄴ/etm
준비운동을	준비/ncn+운동/ncn+을/jco
해서	하/pvg+어서/ecs
맥박수를	맥박/ncn+수/ncn+를/jco
다소	다소/mag
올려놓을	올리/pvg+어/ecx+놓/px+을/etm
것을	것/nbn+을/jco
권유합니다.	권유/ncpa+하/xsv+ㅂ니다/ef+./sf
또	또/maj
공이	공/ncn+이/jcs
커브에	커브/ncn+에/jca
1미터	1/nnc+미터/nbu
이내	이내/ncn
접근했을	접근/ncpa+하/xsv+었/ep+을/etm
때	때/ncn
한타로	한/nnc+타/nbu+로/jca
인정해	인정/ncpa+하/xsv+어/ecs
퍼팅을	퍼팅/ncn+을/jco
끝내도록	끝/ncn+내/pvg+도록/ecs
서로	서로/mag
양해하는	양해/ncpa+하/xsv+는/etm
것도	것/nbn+도/jxc
지혜로운	지혜/ncps+롭/xsm+ㄴ/etm
방법입니다.	방법/ncn+이/jp+ㅂ니다/ef+./sf
여기에	여기/npd+에/jca
맥주같은	맥주/ncn+같/paa+은/etm
술을	술/ncn+을/jco
삼가는	삼가/pvg+는/etm
것도	것/nbn+도/jxc
심장에	심장/ncn+에/jca
부담을	부담/ncn+을/jco
줄이는	줄이/pvg+는/etm
일입니다.	일/ncn+이/jp+ㅂ니다/ef+./sf
도쿄에서	도쿄/nq+에서/jca
KBS	KBS/f
뉴스,	뉴스/ncn+,/sp
김청원입니다.	김청원/nq+이/jp+ㅂ니다/ef+./sf
어문계	어문/ncn+계/xsn
경쟁치열	경쟁/ncn+치열/ncn
98년도	98/nno+년도/nbu
서울대학	서울대학/nq
입시에서	입시/ncn+에서/jca
일반계	일반/ncn+계/xsn
고등학교	고등/ncn+학교/ncn
출신	출신/ncn
학생들은	학생/ncn+들/xsn+은/jxc
되도록이면은	되도록/mag+이/jp+면/ecs+은/jxc
어문계	어문/ncn+계/xsn
학과지원을	학과/ncn+지원/ncn+을/jco
피하는	피하/pvg+는/etm
게	거/nbn+이/jcs
좋겠다는	좋/paa+겠/ep+다/ef+는/etm
그런	그런/mmd
분석이	분석/ncn+이/jcs
나왔습니다.	나오/pvg+았/ep+습니다/ef+./sf
비교내신제가	비교/ncn+내신/ncn+제/xsn+가/jcs
이번이	이/mmd+번/nbn+이/jcs
마지막이기	마지막/ncn+이/jp+기/etn
때문에	때문/nbn+에/jca
외국어고등학교	외국/ncn+어/xsn+고등/ncn+학교/ncn
출신들이	출신/ncn+들/xsn+이/jcs
이	이/mmd
비교내신을	비교/ncn+내신/ncn+을/jco
적용	적용/ncn
받는	받/pvg+는/etm
어문계열	어문/ncn+계열/ncn
학과에	학과/ncn+에/jca
대거	대거/mag
몰려서	몰리/pvg+어서/ecs
치열한	치열/ncps+하/xsm+ㄴ/etm
경쟁을	경쟁/ncn+을/jco
벌일	벌이/pvg+ㄹ/etm
것으로	것/nbn+으로/jca
예상되기	예상/ncpa+되/xsv+기/etn
때문입니다.	때문/nbn+이/jp+ㅂ니다/ef+./sf
보도에	보도/ncn+에/jca
김형덕	김형덕/nq
기자입니다.	기자/ncn+이/jp+ㅂ니다/ef+./sf
올	올/ncn
들어	들/pvg+어/ecs
치른	치르/pvg+ㄴ/etm
4차례의	4/nnc+차례/nbu+의/jcm
수능	수능/ncn
모의고사에서	모의/ncn+고사/ncn+에서/jca
3백점	3백/nnc+점/nbu
이상의	이상/ncn+의/jcm
인문계	인문/ncn+계/xsn
고득점자	고/xp+득점/ncn+자/xsn
가운데	가운데/ncn
외국어고등학생이	외국/ncn+어/xsn+고등/ncn+학생/ncn+이/jcs
25%나	25/nnc+%/su+나/jxc
됩니다.	되/pvg+ㅂ니다/ef+./sf
지난해보다	지나/pvg+ㄴ/etm+해/ncn+보다/jca
6%p나	6/nnc+%/su+나/jxc
늘어	늘/pvg+어/ecs
올	올/mma
입시에서	입시/ncn+에서/jca
외고생의	외고/ncn+생/xsn+의/jcm
강세를	강세/ncn+를/jco
예상할	예상/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있습니다.	있/paa+습니다/ef+./sf
지난	지나/pvg+ㄴ/etm
입시에서	입시/ncn+에서/jca
서울대	서울대/nq
어문계열	어문/ncn+계열/ncn
합격생	합격/ncn+생/xsn
가운데	가운데/ncn
외고생의	외고/ncn+생/xsn+의/jcm
비율은	비율/ncn+은/jxc
80%,	80/nnc+%/su+,/sp
이번	이/mmd+번/nbn
입시에서는	입시/ncn+에서/jca+는/jxc
그	그/mmd
비율이	비율/ncn+이/jcs
90%까지	90/nnc+%/su+까지/jxc
올라간다는	오르/pvg+아/ecs+가/pvg+ㄴ다/ef+는/etm
전망입니다.	전망/ncn+이/jp+ㅂ니다/ef+./sf
서울대는	서울대/nq+는/jxc
올해	올해/ncn
마지막은	마지막/ncn+은/jxc
더욱	더욱/mag
치열하리란	치열/ncps+하/xsm+리라/ef+ㄴ/etm
예상입니다.	예상/ncn+이/jp+ㅂ니다/ef+./sf
학생부	학생/ncn+부/xsn
성적이	성적/ncn+이/jcs
6%안에는	6/nnc+%/su+안/ncn+에/jca+는/jxc
들어야	들/pvg+어야/ecs
되고	되/pvg+고/ecc
전학과	전/mma+학과/ncn
평균점보다는	평균/ncn+점/xsn+보다/jca+는/jxc
높아야	높/paa+아야/ecs
안정권이라고	안정/ncn+권/xsn+이/jp+라/ef+고/jcr
할	하/pvg+ㄹ/etm
수	수/nbn
있습니다.	있/paa+습니다/ef+./sf
따라서	따라서/maj
일반계	일반/ncn+계/xsn
고교	고교/ncn
출신자가	출신/ncn+자/xsn+가/jcs
서울대	서울대/nq
어문계열에	어문/ncn+계열/ncn+에/jca
지원하는	지원/ncpa+하/xsv+는/etm
것은	것/nbn+은/jxc
올해는	올해/ncn+는/jxc
특히	특히/mag
위험하다고	위험/ncps+하/xsm+다/ef+고/jcr
할	하/pvg+ㄹ/etm
수	수/nbn
있겠습니다.	있/paa+겠/ep+습니다/ef+./sf
내신성적에	내신/ncn+성적/ncn+에/jca
부담을	부담/ncn+을/jco
갖는	갖/pvg+는/etm
외고출신	외고/ncn+출신/ncn
고득점자들이	고/xp+득점/ncn+자/xsn+들/xsn+이/jcs
어문계열로	어문/ncn+계열/ncn+로/jca
몰리면서	몰리/pvg+면서/ecs
비어문계열의	비/xp+어문/ncn+계열/ncn+의/jcm
이른바	이른바/maj
인기학과는	인기/ncn+학과/ncn+는/jxc
고득점자	고/xp+득점/ncn+자/xsn
공동화현상이	공동/ncn+화/xsn+현상/ncn+이/jcs
생길	생기/pvg+ㄹ/etm
수	수/nbn
있다고	있/paa+다/ef+고/jcr
입시	입시/ncn
전문가들은	전문/ncn+가/xsn+들/xsn+은/jxc
전망합니다.	전망/ncpa+하/xsv+ㅂ니다/ef+./sf
지난해처럼	지나/pvg+ㄴ/etm해/ncn+처럼/jca
서울대	서울대/nq
영문학과의	영문/ncn+학과/ncn+의/jcm
합격선이	합격/ncn+선/ncn+이/jcs
법대보다	법대/ncn+보다/jca
높아진다는	높/pvg+아/ecx+지/px+ㄴ다/ef+는/etm
분석도	분석/ncn+도/jxc
나오고	나오/pvg+고/ecx
있습니다.	있/px+습니다/ef+./sf
반면에	반면/ncn+에/jca
자연계열에	자연/ncn+계열/ncn+에/jca
지원할	지원/ncpa+하/xsv+ㄹ/etm
과학고	과학고/ncn
학생들은	학생/ncn+들/xsn+은/jxc
지난해와	지나/pvg+ㄴ/etm+해/ncn+와/jct
거의	거의/mag
비슷한	비슷/ncps+하/xsm+ㄴ/etm
추세를	추세/ncn+를/jco
보이는데다	보이/pvg+는데다/ecs
지원폭도	지원/ncn+폭/ncn+도/jxc
넓어서	넓/paa+어서/ecs
큰	크/paa+ㄴ/etm
변수로는	변수/ncn+로/jca+는/jxc
작용하지	작용/ncpa+하/xsv+지/ecx
않을	않/px+을/etm
전망입니다.	전망/ncn+이/jp+ㅂ니다/ef+./sf
KBS	KBS/f
뉴스,	뉴스/ncn+,/sp
김형덕입니다.	김형덕/nq+이/jp+ㅂ니다/ef+./sf
이갈이	이갈이/ncn
해롭다	해롭/paa+다/ef
힘을	힘/ncn+을/jco
내야	내/pvg+어야/ecs
할	하/pvg+ㄹ/etm
때	때/ncn
습관적으로	습관/ncn+적/xsn+으로/jca
이를	이/ncn+를/jco
악물거나	악물/pvg+거나/ecc
잠버릇으로	잠/ncn+버릇/ncn+으로/jca
이를	이/ncn+를/jco
심하게	심하/paa+게/ecs
가는	갈/pvg+는/etm
사람들이	사람/ncn+들/xsn+이/jcs
있습니다.	있/paa+습니다/ef+./sf
주로	주로/mag
정신적인	정신/ncn+적/xsn+이/jp+ㄴ/etm
스트레스가	스트레스/ncn+가/jcs
원인인데	원인/ncn+이/jp+ㄴ데/ecs
이런	이런/mmd
습관이	습관/ncn+이/jcs
장기간	장기간/ncn
지속될	지속/ncpa+되/xsv+ㄹ/etm
경우	경우/ncn
이	이/ncn
표면이	표면/ncn+이/jcs
닳아서	닳/pvg+아서/ecs
이가	이/ncn+가/jcs
시리고	시리/pvg+고/ecc
잇몸이	잇몸/ncn+이/jcs
상하게	상하/pvg+게/ecs
된다고	되/pvg+ㄴ다/ef+고/jcr
합니다.	하/pvg+ㅂ니다/ef+./sf
이영진	이영진/nq
기자가	기자/ncn+가/jcs
취재했습니다.	취재/ncpa+하/xsv+었/ep+습니다/ef+./sf
테니스	테니스/ncn
선수인	선수/ncn+이/jp+ㄴ/etm
김모씨,	김/nq+모/ncn+씨/xsn+,/sp
힘들	힘/ncn+들/pvg+ㄹ/etm
때마다	때/ncn+마다/jxc
이를	이/ncn+를/jco
악물고	악물/pvg+고/ecs
뛰다보니	뛰/pvg+다/ecx+보/px+니/ecs
이표면이	이/ncn+표면/ncn+이/jcs
다	다/mag
닳아버렸습니다.	닳/pvg+아/ecx+버리/px+었/ep+습니다/ef+./sf
잠잘때	잠/ncn+자/pvg+ㄹ/etm
때	때/ncn
이	이/ncn
가는	갈/pvg+는/etm
습관이	습관/ncn+이/jcs
있는	있/paa+는/etm
이모씨도	이/nq+모/ncn+씨/xsn+도/jxc
법랑질이	법랑질/ncn+이/jcs
다	다/mag
닳아	닳/pvg+아/ecs
치아속	치아/ncn+속/ncn
상아질까지	상아질/ncn+까지/jxc
밖으로	밖/ncn+으로/jca
드러나	드러나/pvg+아/ecx
있습니다.	있/px+습니다/ef+./sf
"피곤하다보니까	"/sl+피곤/ncps+하/xsm+다/ecs+보/px+니까/ecs
자기도	자기/npp+도/jxc
모르게	모르/pvg+게/ecs
가는	갈/pvg+는/etm
것	것/nbn
같고,	같/paa+고/ecc+,/sp
치아가	치아/ncn+가/jcs
좀	좀/mag
많이	많/paa+이/xsa
시리고	시리/pvg+고/ecc
찬물에	찬물/ncn+에/jca
닿을	닿/pvg+을/etm
때	때/ncn
많이	많/paa+이/xsa
시리고...	시리/paa+고/ecc+.../se
"	"/sr
전문의들은	전문의/ncn+들/xsn+은/jxc
정신적인	정신/ncn+적/xsn+이/jp+ㄴ/etm
스트레스가	스트레스/ncn+가/jcs
가장	가장/mag
큰	크/paa+ㄴ/etm
원인이라고	원인/ncn+이/jp+라/ef+고/jcr
진단합니다.	진단/ncpa+하/xsv+ㅂ니다/ef+./sf
이를	이/ncn+를/jco
간다는	갈/pvg+ㄴ다/ef+는/etm
소리를	소리/ncn+를/jco
들은	듣/pvg+은/etm
분들중에	분/nbn+들/xsn+중/nbn+에/jca
아침에	아침/ncn+에/jca
일어났을	일어나/pvg+았/ep+을/etm
때	때/ncn
턱이	턱/ncn+이/jcs
좀	좀/mag
뻐근하다든지	뻐근/ncps+하/xsm+다/ef+든지/ecc
아니면	아니/paa+면/ecs
치아가	치아/ncn+가/jcs
띵	띵/mag
하면서	하/pvg+면서/ecs
얼얼하다든지	얼얼/ncps+하/xsm+다/ef+든지/ecc
귀앞의	귀/ncn+앞/ncn+의/jcm
턱관절이	턱/ncn+관절/ncn+이/jcs
불편감을	불편/ncn+감/xsn+을/jco
느끼는	느끼/pvg+는/etm
사람들이라면은	사람/ncn+들/xsn+이/jp+라/ef+면/ecs+은/jxc
한번쯤	한번/ncn+쯤/xsn
병원에서...	병원/ncn+에서/jca+.../se
이를	이/ncn+를/jco
악물	악물/pvg+ㄹ/etm
때	때/ncn
턱근육이	턱/ncn+근육/ncn+이/jcs
얼마나	얼마나/mag
큰	크/paa+ㄴ/etm
힘을	힘/ncn+을/jco
내는지를	내/pvg+는지/ecs+를/jco
측정해	측정/ncpa+하/xsv+어/ecx
보겠습니다.	보/px+겠/ep+습니다/ef+./sf
이를	이/ncn+를/jco
악물	악물/pvg+ㄹ/etm
때는	때/ncn+는/jxc
평소보다	평소/ncn+보다/jca
수십배의	수십/nnc+배/nbu+의/jcm
압력이	압력/ncn+이/jcs
생기고	생기/pvg+고/ecc
음식을	음식/ncn+을/jco
씹을	씹/pvg+을/etm
때보다도	때/ncn+보다/jca+도/jxc
이와	이/ncn+와/jcj
잇몸에	잇몸/ncn+에/jca
몇배	몇/mma+배/nbu
더	더/mag
압박을	압박/ncn+을/jco
가합니다.	가하/pvg+ㅂ니다/ef+./sf
치아의	치아/ncn+의/jcm
겉껍질을	겉/ncn+껍질/ncn+을/jco
싸고	싸/pvg+고/ecx
있는	있/px+는/etm
법랑질이	법랑질/ncn+이/jcs
마모돼서	마모/ncpa+되/xsv+어서/ecs
질긴	질기/paa+ㄴ/etm
음식을	음식/ncn+을/jco
씹을	씹/pvg+을/etm
때	때/ncn
정상적인	정상/ncn+적/xsn+이/jp+ㄴ/etm
힘을	힘/ncn+을/jco
가하지	가하/pvg+지/ecx
못함으로써	못하/px+ㅁ/etn+으로써/jca
정상적인	정상/ncn+적/xsn+이/jp+ㄴ/etm
식사가	식사/ncn+가/jcs
불가능하게	불/xp+가능/ncps+하/xsm+게/ecs
되고...	되/pvg+고/ecc+.../se
특히	특히/mag
스트레스	스트레스/ncn
해소방법이	해소/ncn+방법/ncn+이/jcs
마땅치	마땅/ncps+하/xsm+지/ecx
않은	않/px+은/etm
젊은	젊/paa+은/etm
여성들에게는	여성/ncn+들/xsn+에게/jca+는/jxc
턱관절의	턱/ncn+관절/ncn+의/jcm
이상여하는	이상/ncn+여하/ncn+는/jxc
이른바	이른바/maj
턱디스크로까지	턱/ncn+디스크/ncn+로/jca+까지/jxc
악화되는	악화/ncpa+되/xsv+는/etm
수가	수/nbn+가/jcs
많습니다.	많/paa+습니다/ef+./sf
전문가들은	전문/ncn+가/xsn+들/xsn+은/jxc
과도하게	과도/ncps+하/xsm+게/ecs
이를	이/ncn+를/jco
악물지	악물/pvg+지/ecx
않도록	않/px+도록/ecs
주의하고	주의/ncpa+하/xsv+고/ecc
가능한	가능/ncps+하/xsm+ㄴ/etm
한	한/nbn
과로와	과로/ncn+와/jcj
스트레스를	스트레스/ncn+를/jco
피해야	피하/pvg+어야/ecs
하며,	하/px+며/ecc+,/sp
잠잘때	잠/ncn+자/pvg+ㄹ/etm
때	때/ncn
이를	이/ncn+를/jco
심하게	심하/pvg+게/ecs
가는	갈/pvg+는/etm
사람은	사람/ncn+은/jxc
아크릴로	아크릴/ncn+로/jca
만든	만들/pvg+ㄴ/etm
구강내	구강/ncn+내/nbn
장치를	장치/ncn+를/jco
이용하면	이용/ncpa+하/xsv+면/ecs
치아의	치아/ncn+의/jcm
마모와	마모/ncn+와/jcj
잇몸이	잇몸/ncn+이/jcs
상하는	상하/pvg+는/etm
것을	것/nbn+을/jco
막을	막/pvg+을/etm
수	수/nbn
있다고	있/paa+다/ef+고/jcr
권합니다.	권하/pvg+ㅂ니다/ef+./sf
KBS	KBS/f
뉴스,	뉴스/ncn+,/sp
이영진입니다.	이영진/nq+이/jp+ㅂ니다/ef+./sf
간추린	간추리/pvg+ㄴ/etm
소식1	소식/ncn+1/nno
"김정일	"/sl+김정일/nq
당총비서	당/ncn+총비서/ncn
지명절차	지명/ncn+절차/ncn
진행중"	진행/ncn+중/nbn+"/sr
유엔총회	nq[유엔/nq+총회/ncn]nq
북한측	북한/nq+측/nbn
수석대표로	수석/ncn+대표/ncn+로/jca
참석한	참석/ncpa+하/xsv+ㄴ/etm
최수헌	최수헌/nq
외교부	외교부/nq
부부장은	부부장/ncn+은/jxc
공석중인	공석/ncn+중/nbn+이/jp+ㄴ/etm
노동당	노동당/nq
총비서에	총비서/ncn+에/jca
김정일을	김정일/nq+을/jco
추대하기	추대/ncpa+하/xsv+기/etn
위한	위하/pvg+ㄴ/etm
지명절차가	지명/ncn+절차/ncn+가/jcs
진행되고	진행/ncpa+되/xsv+고/ecx
있다고	있/px+다/ef+고/jcr
밝혔습니다.	밝히/pvg+었/ep+습니다/ef+./sf
오스트리아	오스트리아/nq
빈에서	빈/nq+에서/jca
열리고	열리/pvg+고/ecx
있는	있/px+는/etm
국제원자력기구	국제원자력기구/nq
제41차	제/xp+41/nno+차/nbu
총회는	총회/ncn+는/jxc
오늘	오늘/mag
북한이	북한/nq+이/jcs
과거	과거/ncn
핵활동	핵/ncn+활동/ncn
규명에	규명/ncn+에/jca
필요한	필요/ncps+하/xsm+ㄴ/etm
관련자료를	관련/ncn+자료/ncn+를/jco
보존할	보존/ncpa+하/xsv+ㄹ/etm
것을	것/nbn+을/jco
촉구하는	촉구/ncpa+하/xsv+는/etm
내용의	내용/ncn+의/jcm
대북한결의를	대/xp+북한/nq+결의/ncn+를/jco
회원국들의	회원/ncn+국/xsn+들/xsn+의/jcm
압도적인	압도/ncn+적/xsn+이/jp+ㄴ/etm
지지로	지지/ncn+로/jca
채택했습니다.	채택/ncpa+하/xsv+었/ep+습니다/ef+./sf
'북괴'	'/sl+북괴/nq+'/sr
등	등/nbn
냉전용어	냉전/ncn+용어/ncn
법령에서	법령/ncn+에서/jca
삭제	삭제/ncn
통일원의	통일원/nq+의/jcm
한	한/nnc
당국자는	당국/ncn+자/xsn+는/jxc
현재	현재/mag
2북5도에	2북/nq+5/nnc+도/ncn+에/jca
관한	관하/pvg+ㄴ/etm
특별	특별/ncn
조치법	조치/ncn+법/ncn
등에서	등/nbn+에서/jca
시대	시대/ncn
변화에	변화/ncn+에/jca
맞지	맞/pvg+지/ecx
않은	않/px+은/etm
북한	북한/nq
괴뢰집단,	괴뢰/ncn+집단/ncn+,/sp
수복지구	수복/ncn+지구/ncn
등	등/nbn
냉전시대의	냉전/ncn+시대/ncn+의/jcm
용어들이	용어/ncn+들/xsn+이/jcs
아직	아직/mag
정비되지	정비/ncpa+되/xsv+지/ecx
않고	않/px+고/ecx
있어서	있/px+어서/ecs
법무부	법무부/nq
등	등/nbn
관련부처와의	관련/ncn+부처/ncn+와/jct+의/jcm
협의를	협의/ncn+를/jco
거쳐	거치/pvg+어/ecs
삭제를	삭제/ncn+를/jco
추진할	추진/ncpa+하/xsv+ㄹ/etm
예정이라고	예정/ncn+이/jp+라/ef+고/jcr
말했습니다.	말/ncpa+하/xsv+었/ep+습니다/ef+./sf
잡상인	잡상/ncn+인/xsn
극성	극성/ncn
고속도로	고속/ncn+도로/ncn
휴게소마다	휴게/ncn+소/xsn+마다/jxc
잡상인들의	잡상/ncn+인/xsn+들/xsn+의/jcm
영업이	영업/ncn+이/jcs
극성을	극성/ncn+을/jco
부리고	부리/pvg+고/ecx
있습니다.	있/px+습니다/ef+./sf
이들은	이/npp+들/xsn+은/jxc
철거를	철거/ncn+를/jco
요구하는	요구/ncpa+하/xsv+는/etm
휴게소측에	휴게/ncn+소/xsn+측/nbn+에/jca
대해서	대하/pvg+어서/ecs
협박까지	협박/ncn+까지/jxc
일삼고	일삼/pvg+고/ecx
있어서	있/px+어서/ecs
자칫	자칫/mag
물리적	물리/ncn+적/xsn
충돌까지	충돌/ncn+까지/jxc
일어날	일어나/pvg+ㄹ/etm
가능성도	가능/ncn+성/xsn+도/jxc
있습니다.	있/paa+습니다/ef+./sf
사정이	사정/ncn+이/jcs
이런	이런/mmd
데도	데/nbn+도/jxc
경찰은	경찰/ncn+은/jxc
근거가	근거/ncn+가/jcs
없기	없/paa+기/etn
때문에	때문/nbn+에/jca
잡상인들을	잡상/ncn+인/xsn+들/xsn+을/jco
단속할	단속/ncpa+하/xsv+ㄹ/etm
수가	수/nbn+가/jcs
없다는	없/paa+다/ef+는/etm
입장입니다.	입장/ncn+이/jp+ㅂ니다/ef+./sf
복창현	복창현/nq
기자가	기자/ncn+가/jcs
취재했습니다.	취재/ncpa+하/xsv+었/ep+습니다/ef+./sf
고속버스	고속/ncn+버스/ncn
전용	전용/ncn
주차장이	주차/ncn+장/xsn+이/jcs
아예	아예/mag
잡상인들의	잡상/ncn+인/xsn+들/xsn+의/jcm
영업장소로	영업/ncn+장소/ncn+로/jca
바뀌어	바뀌/pvg+어/ecx
버렸습니다.	버리/px+었/ep+습니다/ef+./sf
휴게소측은	휴게/ncn+소/xsn+측/nbn+은/jxc
두달전부터	두/nnc+달/nbu+전/ncn+부터/jxc
주차장	주차/ncn+장/xsn
한쪽에	한쪽/ncn+에/jca
시멘트	시멘트/ncn
구조물까지	구조/ncn+물/xsn+까지/jxc
설치해놓고	설치/ncpa+하/xsv+어/ecx+놓/px+고/ecs
잡상인들을	잡상/ncn+인/xsn+들/xsn+을/jco
막고	막/pvg+고/ecx
있습니다.	있/px+습니다/ef+./sf
그렇지만	그렇지만/maj
보시는	보/pvg+시/ep+는/etm
것처럼	것/nbn+처럼/jca
잡상인	잡상/ncn+인/xsn
영업금지	영업/ncn+금지/ncn
팻말옆에서	팻말/ncn+옆/ncn+에서/jca
잡상인들의	잡상/ncn+인/xsn+들/xsn+의/jcm
영업은	영업/ncn+은/jxc
버젓이	버젓/ncn+이/xsa
이루어지고	이루/pvg+어/ecx+지/px+고/ecx
있습니다.	있/px+습니다/ef+./sf
차를	차/ncn+를/jco
빼달라는데,	빼/pvg+어/ecx+달/px+라/ef+는데/ecs+,/sp
그럼	그럼/ii
나더러	나/npp+더러/jca
도둑질하란	도둑/ncn+질/xsn+하/xsv+리/ef+ㄴ/etm
소리밖에...	소리/ncn+밖에/jxc+.../se
잡상인	잡상/ncn+인/xsn
없는	없/paa+는/etm
데가	데/nbn+가/jcs
어딨어요.	어디/npd+있/paa+어/ef+요/jxf+./sf
휴게소장을	휴게/ncn+소/xsn+장/xsn+을/jco
몇년이나	몇/mma+년/nbu+이나/jxc
해먹으라고	하/pvg+어/ecx+먹/px+으라/ef+고/jcr
