<tdmsfile>
<tdmsfile>
지금	지금/mag
지금	지금/mag
수요일	수요일/ncn
오전	오전/ncn
1시간과	1/nnc+시간/nbu+과/jcj
매일	매일/mag
점심시간	점심/ncn+시간/ncn
30	30/nnc
분을	분/nbu+을/jco
이용,	이용/ncn+,/sp
자기	자기/npp
학급소개,	학급/ncn+소개/ncn+,/sp
학교특별실	학교/ncn+특별/ncn+실/xsn
취재,	취재/ncn+,/sp
교내행사	교내/ncn+행사/ncn
등을	등/nbn+을/jco
취재해	취재/ncpa+하/xsv+어/ecs
기사를	기사/ncn+를/jco
쓰고	쓰/pvg+고/ecs
편집한	편집/ncpa+하/xsv+ㄴ/etm
다음,	다음/ncn+,/sp
이를	이/npd+를/jco
인터넷신문으로	인터넷/ncn+신문/ncn+으로/jca
바꾸는	바꾸/pvg+는/etm
작업을	작업/ncn+을/jco
배우고	배우/pvg+고/ecx
있다.	있/px+다/ef+./sf
"금성	"/sl+금성/nq
어린이기자는	어린이/ncn+기자/ncn+는/jxc
겸손합니다.	겸손/ncps+하/xsm+ㅂ니다/ef+./sf
정직합니다.	정직/ncps+하/xsm+ㅂ니다/ef+./sf
모범이	모범/ncn+이/jcc
됩니다."	되/pvg+ㅂ니다/ef+./sf+"/sr
모임은	모임/ncn+은/jxc
항상	항상/mag
편집장의	편집/ncn+장/xsn+의/jcm
선창으로	선창/ncn+으로/jca
'기자강령'을	'/sl+기자/ncn+강령/ncn+'/sr+을/jco
외치는	외치/pvg+는/etm
것으로	것/nbn+으로/jca
시작한다.	시작/ncpa+하/xsv+ㄴ다/ef+./sf
윤교사는	윤/nq+교사/ncn+는/jxc
"스스로	"/sl+스스로/mag
모은	모으/pvg+ㄴ/etm
자료가	자료/ncn+가/jcs
인터넷에	인터넷/ncn+에/jca
오른다는	오르/pvg+ㄴ다/ef+는/etm
사실에	사실/ncn+에/jca
어린이들이	어린이/ncn+들/xsn+이/jcs
흥미와	흥미/ncn+와/jcj
자부심을	자부/ncn+심/xsn+을/jco
갖는	갖/pvg+는/etm
것같다"며	것/nbn+같/paa+다/ef+"/sr+며/ecs
"인터넷의	"/sl+인터넷/ncn+의/jcm
한글정보는	한글/nq+정보/ncn+는/jxc
이런	이런/mmd
작은	작/paa+은/etm
노력으로	노력/ncn+으로/jca
축적되는	축적/ncpa+되/xsv+는/etm
것"이라고	것/nbn+"/sr+이/jp+라고/jcr
말했다.	말/ncpa+하/xsv+었/ep+다/ef+./sf
'반DJ	'/sl+반/xp+DJ/f
벽'못넘어	벽/ncn+'/sr+못/mag+넘/pvg+어/ecs
지지도	지지/ncn+도/xsn
주춤...	주춤/ncn+.../se
자민련	자민련/nq
일부이탈	일부/ncn+이탈/ncn
역풍조짐도.	역풍/ncn+조짐/ncn+도/jxc+./sp
DJT(김대중-김종필-박태준)진영에	DJT/f+(/sl+김대중/nq+-/sd+김종필/nq+-/sd+박태준
비상이	비상/ncn+이/jcs
걸렸다.	걸리/pvg+었/ep+다/ef+./sf
대구-경북	대구/nq+-/sd+경북/nq
지역	지역/ncn
탓이다.	탓/ncn+이/jp+다/ef+./sf
사진설명:국민회의	사진/ncn+설명/ncn+:/sp+국민회의/nq
김대중총재가	김대중/nq+총재/ncn+가/jcs
11일	11/nno+일/nbu
오후	오후/ncn
서울	서울/nq
한	한/nnc
호텔에서	호텔/ncn+에서/jca
개신교	개신/ncn+교/xsn
총회장단과	총/xp+회장/ncn+단/xsn+과/jct
간담회를	간담/ncn+회/xsn+를/jco
갖기에	갖/pvg+기/etn+에/jca
앞서	앞/ncn+서/pvg+어/ecs
참석자들과	참석/ncn+자/xsn+들/xsn+과/jct
악수를	악수/ncn+를/jco
나누고	나누/pvg+고/ecx
있다.	있/px+다/ef+./sf
<김진평기자>                  </sl+김진평/nq+기자/ncn+>/sr
김대중	김대중/nq
국민회의	국민회의/nq
총재측은	총재/ncn+측/xsn+은/jxc
김대중,	김대중/nq+,/sp
김종필,	김종필/nq+,/sp
박태준	박태준/nq
3인간의	3/nnc+인간/ncn+의/jcm
DJT	DJT/f
연대이후,	연대/ncn+이후/ncn+,/sp
호남-충청-TK	호남/nq+-/sd+충청/nq+-/sd+TK/f
지역연합론,	지역/ncn+연합/ncn+론/xsn+,/sp
공동집권론	공동/ncn+집권/ncn+론/xsn
등으로	등/nbn+으로/jca
대구-경북	대구/nq+-/sd+경북/nq
지역을	지역/ncn+을/jco
파고들려	파/pvg+고/ecs+들/pvg+려/ecs
했다.	하/px+었/ep+다/ef+./sf
그러나	그러나/maj
3자	3/nnc+자/xsn
연대가	연대/ncn+가/jcs
가시화됐는데도	가시/ncn+화/xsn+되/xsv+었/ep+는데도/ecs
이	이/mmd
지역에서의	지역/ncn+에서/jca+의/jcm
지지도가	지지/ncn+도/xsn+가/jcs
주춤하고	주춤/ncpa+하/xsv+고/ecx
있는데다,	있/px+는데다/ecs+,/sp
자민련	자민련/nq
일부	일부/ncn
TK의원들이	TK/f+의원/ncn+들/xsn+이/jcs
이탈	이탈/ncn
움직임을	움직임/ncn+을/jco
보이는	보이/pvg+는/etm
등	등/nbn
거꾸로	거꾸로/mag
역풍	역풍/ncn
조짐마저	조짐/ncn+마저/jxc
나타나고	나타나/pvg+고/ecx
있다.	있/px+다/ef+./sf
특히	특히/mag
신한국당	신한국당/nq
이회창	이회창/nq
총재가	총재/ncn+가/jcs
최근	최근/ncn
대구-경북에서	대구/nq+-/sd+경북/nq+에서/jca
지지도가	지지/ncn+도/xsn+가/jcs
급상승하면서	급상승/ncpa+하/xsv+면서/ecs
이런	이런/mmd
현상이	현상/ncn+이/jcs
심화되자,	심화/ncpa+되/xsv+자/ecs+,/sp
DJT에	DJT/f+에/jca
적신호가	적신호/ncn+가/jcs
켜진	켜지/pvg+ㄴ/etm
것이	것/nbn+이/jcc
아닌가	아니/paa+ㄴ가/ef
긴장하고	긴장/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
실제로	실제로/mag
자민련	자민련/nq
대구	대구/nq
경북	경북/nq
출신	출신/ncn
의원	의원/ncn
9명중	9/nnc+명/nbu+중/nbn
일부는	일부/ncn+는/jxc
최근	최근/ncn
크게	크/paa+게/ecs
흔들리는	흔들리/pvg+는/etm
모습들이다.	모습/ncn+들/xsn+이/jp+다/ef+./sf
이의익	이의익/nq
의원은	의원/ncn+은/jxc
12일	12/nno+일/nbu
탈당해	탈당/ncpa+하/xsv+어/ecs
13일	13/nno+일/nbu
신한국당에	신한국당/nq+에/jca
입당할	입당/ncpa+하/xsv+ㄹ/etm
것으로	것/nbn+으로/jca
알려졌다.	알리/pvg+어/ecx+지/px+었/ep+다/ef+./sf
내년	내년/ncn
지방선거에서	지방/ncn+선거/ncn+에서/jca
대구시장에	대구/nq+시장/ncn+에/jca
도전할	도전/ncpa+하/xsv+ㄹ/etm
예정인	예정/ncn+이/jp+ㄴ/etm
이의원은	이/nq+의원/ncn+은/jxc
이번	이/mmd+번/nbn
대선에서	대선/ncn+에서/jca
김대중	김대중/nq
총재	총재/ncn
선거운동을	선거/ncn+운동/ncn+을/jco
하면	하/pvg+면/ecs
할수록	하/pvg+ㄹ수록/ecs
손해라는	손해/ncn+라/ef+는/etm
생각에서	생각/ncn+에서/jca
고심해왔다는게	고심/ncpa+하/xsv+어/ecx+오/px+았/ep+다/ef+는/etm+거
주변사람들의	주변/ncn+사람/ncn+들/xsn+의/jcm
전언이다.	전언/ncn+이/jp+다/ef+./sf
그는	그/npp+는/jxc
신한국당	신한국당/nq
입당을	입당/ncn+을/jco
놓고	놓/pvg+고/ecs
신한국당	신한국당/nq
김윤환	김윤환/nq
선대위원장과	선대/ncn+위원/ncn+장/xsn+과/jct
협의해온	협의/ncpa+하/xsv+어/ecx+오/px+ㄴ/etm
것으로	것/nbn+으로/jca
알려졌다.	알리/pvg+어/ecx+지/px+었/ep+다/ef+./sf
이밖에	이/npd+밖에/jxc
자민련에서는	자민련/nq+에서/jca+는/jxc
김종학,	김종학/nq+,/sp
박종근	박종근/nq
의원	의원/ncn
탈당설도	탈당/ncn+설/xsn+도/jxc
나돌고	나/pvg+아/ecs+돌/pvg+고/ecx
있다.	있/px+다/ef+./sf
김의원은	김/nq+의원/ncn+은/jxc
11일	11/nno+일/nbu
기자들에게	기자/ncn+들/xsn+에게/jca
"지역정서와	"/sl+지역/ncn+정서/ncn+와/jcj
김종필	김종필/nq
총재와의	총재/ncn+와/jct+의/jcm
의리	의리/ncn
사이에서	사이/ncn+에서/jca
심각하게	심각/ncps+하/xsm+게/ecs
고민하고	고민/ncpa+하/xsv+고/ecx
있다"면서	있/px+다/ef+"/sr+면서/ecs
"12일	"/sl+12/nno+일/nbu
지역구에	지역/ncn+구/ncn+에/jca
내려가	내리/pvg+어/ecs+가/pvg+아/ecs
지역구민들과	지역/ncn+구민/ncn+들/xsn+과/jct
상의해	상의/ncpa+하/xsv+어/ecs
거취를	거취/ncn+를/jco
결정하겠다"고	결정/ncpa+하/xsv+겠/ep+다/ef+"/sr+고/jcr
말했다.	말/ncpa+하/xsv+었/ep+다/ef+./sf
반면	반면/ncn
박의원은	박/nq+의원/ncn+은/jxc
이날	이/mmd+날/ncn
보도자료를	보도/ncn+자료/ncn+를/jco
통해	통하/pvg+어/ecs
"거취에	"/sl+거취/ncn+에/jca
대해	대하/pvg+어/ecs
어떤	어떤/mmd
결정을	결정/ncn+을/jco
한	하/pvg+ㄴ/etm
바가	바/nbn+가/jcs
없다"고	없/paa+다/ef+"/sr+고/jcr
탈당설을	탈당/ncn+설/xsn+을/jco
일단	일단/mag
부인하고	부인/ncpa+하/xsv+고/ecs
"거취를	"/sl+거취/ncn+를/jco
놓고	놓/pvg+고/ecs
어떤	어떤/mmd
신한국당	신한국당/nq
인사와	인사/ncn+와/jct
협의한	협의/ncpa+하/xsv+ㄴ/etm
적도	적/nbn+도/jxc
없다"고	없/paa+다/ef+"/sr+고/jcr
말했다.	말/ncpa+하/xsv+었/ep+다/ef+./sf
또	또/maj
최근	최근/ncn
DJT연대를	DJT/f+연대/ncn+를/jco
'장수만세	'/sl+장수/ncn+만세/ncn
무대'로	무대/ncn+'/sr+로/jca
비판,	비판/ncn+,/sp
당기위에	당기위/nq+에/jca
회부된	회부/ncpa+되/xsv+ㄴ/etm
박철언	박철언/nq
부총재	부총재/ncn
역시	역시/mag
거취가	거취/ncn+가/jcs
관심이다.	관심/ncn+이/jp+다/ef+./sf
그는	그/npp+는/jxc
"지역	"/sl+지역/ncn
주민을	주민/ncn+을/jco
설득시킬수	설득/ncpa+시키/xsv+ㄹ/etm+수/nbn
있는	있/paa+는/etm
구체적인	구체/ncn+적/xsn+이/jp+ㄴ/etm
방안이	방안/ncn+이/jcs
있어야	있/paa+어야/ecs
한다"며	하/px+ㄴ다/ef+"/sr+며/ecs
여전히	여전/ncn+히/xsa
현재의	현재/ncn+의/jcm
DJT	DJT/f
연대에	연대/ncn+에/jca
비판적이나	비판/ncn+적/xsn+이/jp+나/ecs
탈당까지	탈당/ncn+까지/jxc
결행할	결행/ncpa+하/xsv+ㄹ/etm
지	지/nbn
여부는	여부/ncn+는/jxc
아직	아직/mag
미지수이다.	미지/ncn+수/ncn+이/jp+다/ef+./sf
이들과는	이/npd+들/xsn+과/jct+는/jxc
달리,	다르/paa+이/xsa+,/sp
김복동	김복동/nq
수석	수석/ncn
부총재,	부총재/ncn+,/sp
박구일	박구일/nq
의원,	의원/ncn+,/sp
이정무	이정무/nq
원내	원내/ncn
총무와	총무/ncn+와/jcj
안택수	안택수/nq
대변인	대변/ncn+인/xsn
등도	등/nbn+도/jxc
지역	지역/ncn
정서문제로	정서/ncn+문제/ncn+로/jca
고심해왔으나	고심/ncpa+하/xsv+어/ecx+오/px+았/ep+으나/ecs
김종필	김종필/nq
총재와의	총재/ncn+와/jct+의/jcm
의리를	의리/ncn+를/jco
지키겠다는	지키/pvg+겠/ep+다/ef+는/etm
쪽으로	쪽/nbn+으로/jca
심경을	심경/ncn+을/jco
정리한	정리/ncpa+하/xsv+ㄴ/etm
것으로	것/nbn+으로/jca
알려졌다.	알리/pvg+어/ecx+지/px+었/ep+다/ef+./sf
김종필	김종필/nq
총재와	총재/ncn+와/jcj
박준규	박준규/nq
최고고문	최고/ncn+고문/ncn
등	등/nbn
자민련	자민련/nq
지도부도	지도/ncn+부/xsn+도/jxc
탈당설이	탈당/ncn+설/xsn+이/jcs
나도는	나/pvg+아/ecs+돌/pvg+는/etm
의원들을	의원/ncn+들/xsn+을/jco
만나	만나/pvg+아/ecs
설득하는	설득/ncpa+하/xsv+는/etm
등	등/nbn
파문을	파문/ncn+을/jco
최소화하기	최소/ncn+화/xsn+하/xsv+기/etn
위해	위하/pvg+어/ecs
부심하고	부심/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
국민회의	국민회의/nq
관계자들	관계/ncn+자/xsn+들/xsn
역시	역시/mag
겉으로는	겉/ncn+으로/jca+는/jxc
대세에는	대세/ncn+에/jca+는/jxc
지장이	지장/ncn+이/jcs
없다고	없/paa+다/ef+고/jcr
말한다.	말/ncpa+하/xsv+ㄴ다/ef+./sf
박지원	박지원/nq
총재특보는	총재/ncn+특보/ncn+는/jxc
"자민련	"/sl+자민련/nq
TK출신	TK/f+출신/ncn
일부	일부/ncn
의원들이	의원/ncn+들/xsn+이/jcs
DJP에	DJP/f+에/jca
반발하고	반발/ncpa+하/xsv+고/ecc
이탈하리라는	이탈/ncpa+하/xsv+리/ep+라/ef+는/etm
것은	것/nbn+은/jxc
전부터	전/ncn+부터/jxc
예견돼	예견/ncpa+되/xsv+어/ecx
온	오/px+ㄴ/etm
일"이라며	일/ncn+"/sr+이/jp+라며/ecs
"몇	"/sl+몇/mma
명이	명/nbu+이/jcs
떨어져	떨어지/pvg+어/ecs
나간다고	나가/pvg+ㄴ다고/ecs
해도	하/px+어도/ecs
대세에는	대세/ncn+에/jca+는/jxc
지장이	지장/ncn+이/jcs
없을	없/paa+을/etm
것"이라고	것/nbn+"/sr+이/jp+라고/jcr
말했다.	말/ncpa+하/xsv+었/ep+다/ef+./sf
그러나	그러나/maj
DJP후보	DJP/f+후보/ncn
단일화에	단일/ncn+화/xsn+에/jca
박태준의원이	박태준/nq+의원/ncn+이/jcs
합류했음에도	합류/ncpa+하/xsv+었/ep+음/etn+에/jca+도/jxc
불구하고	불구/ncpa+하/xsv+고/ecs
지역내	지역/ncn+내/nbn
반DJ정서가	반/xp+DJ/f+정서/ncn+가/jcs
여전히	여전/ncn+히/xsa
씻겨지지	씻기/pvg+어/ecx+지/px+지/ecx
않고	않/px+고/ecx
있음은	있/px+음/etn+은/jxc
각종	각종/ncn
여론조사에서	여론/ncn+조사/ncn+에서/jca
드러나고	드러나/pvg+고/ecx
있다.	있/paa+다/ef+./sf
국민회의	국민회의/nq
관계자들은	관계/ncn+자/xsn+들/xsn+은/jxc
최근	최근/ncn
김대중총재가	김대중/nq+총재/ncn+가/jcs
대구를	대구/nq+를/jco
방문했을	방문/ncpa+하/xsv+었/ep+을/etm
때	때/ncn
이미	이미/mag
그런	그런/mmd
흐름을	흐름/ncn+을/jco
감지하고	감지/ncpa+하/xsv+고/ecs
내부적으로	내부/ncn+적/xsn+으로/jca
대책을	대책/ncn+을/jco
논의한	논의/ncpa+하/xsv+ㄴ/etm
것으로	것/nbn+으로/jca
알려졌다.	알리/pvg+어/ecx+지/px+었/ep+다/ef+./sf
국민회의	국민회의/nq
관계자들은	관계/ncn+자/xsn+들/xsn+은/jxc
앞으로	앞/ncn+으로/jca
DJT연대를	DJT/f+연대/ncn+를/jco
과시할	과시/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
대세몰이에	대세/ncn+몰이/ncn+에/jca
나서면	나서/pvg+면/ecs
이런	이런/mmd
현상들을	현상/ncn+들/xsn+을/jco
어느정도	어느/mma+정도/ncn
극복할	극복/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있을	있/paa+을/etm
것이라고	것/nbn+이/jp+라/ef+고/jcr
말했다.	말/ncpa+하/xsv+었/ep+다/ef+./sf
세사람이	세/nnc+사람/ncn+이/jcs
함께	함께/mag
손잡고	손/ncn+잡/pvg+고/ecs
각	각/mma
지역을	지역/ncn+을/jco
돌면서	돌/pvg+면서/ecs
유권자들을	유권/ncn+자/xsn+들/xsn+을/jco
설득해	설득/ncpa+하/xsv+어/ecx
나가면	나가/px+면/ecs
안정감을	안정/ncn+감/xsn+을/jco
심어줄	심/pvg+어/ecx+주/px+ㄹ/etm
수있을	수/nbn+있/paa+을/etm
것이란	것/nbn+이/jp+라/ef+ㄴ/etm
기대이다.	기대/ncn+이/jp+다/ef+./sf
김영삼	김영삼/nq
대통령은	대통령/ncn+은/jxc
24-25일	24/nno+-/sd+25/nno+일/nbu
이틀간,	이틀/nnc+간/xsn+,/sp
그의	그/npp+의/jcm
임기중	임기/ncn+중/nbn
다섯번째이자	다섯/nno+번째/nbu+이/jp+자/ecc
마지막으로	마지막/ncn+으로/jca
APEC	APEC/f
정상회의에	정상/ncn+회의/ncn+에/jca
참석한다.	참석/ncpa+하/xsv+ㄴ다/ef+./sf
캐나다	캐나다/nq
밴쿠버에서	밴쿠버/nq+에서/jca
열리는	열리/pvg+는/etm
이번	이/mmd+번/nbn
연례회의의	연례/ncn+회의/ncn+의/jcm
핵심	핵심/ncn
의제는	의제/ncn+는/jxc
'역내	'/sl+역내/ncn
사회간접자본시설	사회/ncn+간접/ncn+자본/ncn+시설/ncn
개발	개발/ncn
협력'이고,	협력/ncn+'/sr+이/jp+고/ecc+,/sp
그	그/mmd
주된	주/ncn+되/pvg+ㄴ/etm
내용은	내용/ncn+은/jxc
각국의	각국/ncn+의/jcm
사회간접자본시설에	사회/ncn+간접/ncn+자본/ncn+시설/ncn+건설/ncn+에/jca
회원국	회원/ncn+국/xsn
민간기업들이	민간/ncn+기업/ncn+들/xsn+이/jcs
활발히	활발/ncn+히/xsa
참여할	참여/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있도록	있/paa+도록/ecs
각국	각국/ncn
정부가	정부/ncn+가/jcs
회원국들에	회원/ncn+국/xsn+들/xsn+에/jca
대해	대하/pvg+어/ecs
관련	관련/ncn
정보를	정보/ncn+를/jco
공개하고	공개/ncpa+하/xsv+고/ecc
장벽을	장벽/ncn+을/jco
없애는	없애/pvg+는/etm
등	등/nbn
민-관	민/ncn+-/sd+관/ncn
및	및/maj
국가간	국가/ncn+간/nbn
동반자관계를	동반/ncn+자/xsn+관계/ncn+를/jco
증진해	증진/ncpa+하/xsv+어/ecx
나가자는	나가/px+자/ef+는/etm
것이다.	것/nbn+이/jp+다/ef+./sf
APEC의	APEC/f+의/jcm
아시아쪽	아시아/nq+쪽/nbn
개도국	개도/ncn+국/xsn
회원국들은	회원/ncn+국/xsn+들/xsn+은/jxc
앞으로	앞/ncn+으로/jca
10년간	10/nnc+년/nbu+간/xsn
사회간접자본	사회/ncn+간접/ncn+자본/ncn
시설에	시설/ncn+에/jca
1조5천억달러라는	1조/nnc+5천억/nnc+달러/nbu+라/ef+는/etm
막대한	막대/ncps+하/xsm+ㄴ/etm
투자를	투자/ncn+를/jco
할	하/pvg+ㄹ/etm
필요가	필요/ncn+가/jcs
있는	있/paa+는/etm
것으로	것/nbn+으로/jca
추산되고	추산/ncpa+되/xsv+고/ecx
있어,	있/px+어/ecs+,/sp
우리나라로서도	우리/npp+나라/ncn+로서/jca+도/jxc
이	이/mmd
엄청난	엄청나/paa+ㄴ/etm
시장에	시장/ncn+에/jca
관심이	관심/ncn+이/jcs
없을	없/paa+을/etm
수	수/nbn
없다.	없/paa+다/ef+./sf
이	이/mmd
문제	문제/ncn
외에	외/nbn+에/jca
이번	이/mmd+번/nbn
회의에서는	회의/ncn+에서/jca+는/jxc
최근	최근/ncn
동남아와	동남아/nq+와/jcj
한국까지	한국/nq+까지/jxc
금융-외환	금융/ncn+-/sd+외환/ncn
시장이	시장/ncn+이/jcs
흔들리고	흔들리/pvg+고/ecx
있는	있/px+는/etm
현실과	현실/ncn+과/jct
관련,	관련/ncn+,/sp
국제금융시장	국제/ncn+금융/ncn+시장/ncn
안정을	안정/ncn+을/jco
위한	위하/pvg+ㄴ/etm
협력	협력/ncn
방안도	방안/ncn+도/jxc
긴급	긴급/ncn
현안으로	현안/ncn+으로/jca
논의될	논의/ncpa+되/xsv+ㄹ/etm
것으로	것/nbn+으로/jca
보인다.	보이/pvg+ㄴ다/ef+./sf
물론	물론/mag
APEC	APEC/f
정상회의는	정상/ncn+회의/ncn+는/jxc
그	그/mmd
자체뿐만	자체/ncn+뿐/jxc+만/jxc
아니라	아니/paa+라/ecs
다각적인	다각/ncn+적/xsn+이/jp+ㄴ/etm
양자회담의	양자/ncn+회담/ncn+의/jcm
무대가	무대/ncn+가/jcs
되기도	되/pvg+기/etn+도/jxc
한다.	하/px+ㄴ다/ef+./sf
아직	아직/mag
구체적	구체/ncn+적/xsn
일정은	일정/ncn+은/jxc
확정되지	확정/ncpa+되/xsv+지/ecx
않았지만,	않/px+았/ep+지만/ecs+,/sp
김	김/nq
대통령은	대통령/ncn+은/jxc
이번에	이/mmd+번/nbn+에/jca
미국	미국/nq
클린턴	클린턴/nq
대통령을	대통령/ncn+을/jco
비롯,	비롯/ncn+,/sp
일본의	일본/nq+의/jcm
하시모토	nq[하시모토/nq
류타로	류타로/nq]nq
총리,	총리/ncn+,/sp
중국의	중국/nq+의/jcm
장쩌민(강택민)	장쩌민/nq+(/sl+강택민/nq+)/sr
국가주석	국가/ncn+주석/ncn
등	등/nbn
주요국	주요/ncn+국/xsn
정상들과도	정상/ncn+들/xsn+과/jct+도/jxc
개별	개별/ncn
회담을	회담/ncn+을/jco
가질	가지/pvg+ㄹ/etm
방침이다.	방침/ncn+이/jp+다/ef+./sf
김	김/nq
대통령으로서는	대통령/ncn+으로서/jca+는/jxc
이번에	이/mmd+번/nbn+에/jca
이들	이/npd+들/xsn
정상들과	정상/ncn+들/xsn+과/jct
임기중	임기/ncn+중/nbn
마지막	마지막/ncn
회담을	회담/ncn+을/jco
갖게	갖/pvg+게/ecs
되는	되/pvg+는/etm
셈이다.	셈/nbn+이/jp+다/ef+./sf
따라서	따라서/maj
당면한	당면/ncpa+하/xsv+ㄴ/etm
4자회담	4/nnc+자/xsn+회담/ncn
등	등/nbn
상호	상호/ncn
공동관심사를	공동/ncn+관심/ncn+사/xsn+를/jco
논의하는	논의/ncpa+하/xsv+는/etm
것외에도,	것/nbn+외/nbn+에/jca+도/jxc+,/sp
그간의	그/mmd+간/nbn+의/jcm
개인적	개인/ncn+적/xsn
친분	친분/ncn
관계를	관계/ncn+를/jco
회고하는	회고/ncpa+하/xsv+는/etm
일종의	일종/ncn+의/jcm
작별인사	작별/ncn+인사/ncn
자리가	자리/ncn+가/jcc
될것으로	되/pvg+ㄹ/etm+것/nbn+으로/jca
보인다.	보이/pvg+ㄴ다/ef+./sf
특히	특히/mag
한-미	한/nq+-/sd+미/nq
정상회담에서는	정상/ncn+회담/ncn+에서/jca+는/jxc
한국에서의	한국/nq+에서/jca+의/jcm
대통령선거	대통령/ncn+선거/ncn
및	및/maj
정권	정권/ncn
교체기를	교체/ncn+기/xsn+를/jco
맞아	맞/pvg+아/ecs
한반도	한반도/nq
안정이	안정/ncn+이/jcs
확고히	확고/ncn+히/xsa
유지될	유지/ncpa+되/xsv+ㄹ/etm
수	수/nbn
있도록	있/paa+도록/ecs
한-미	한/nq+-/sd+미/nq
안보동맹	안보/ncn+동맹/ncn
관계를	관계/ncn+를/jco
재확인하는	재/xp+확인/ncpa+하/xsv+는/etm
내용이	내용/ncn+이/jcs
핵심	핵심/ncn
의제로	의제/ncn+로/jca
다뤄질	다루/pvg+어/ecx+지/px+ㄹ/etm
전망이다.	전망/ncn+이/jp+다/ef+./sf
국민회의와	국민회의/nq+와/jcj
자민련은	자민련/nq+은/jxc
11일	11/nno+일/nbu
국회	국회/ncn
재경위에서	재경위/ncn+에서/jca
심의중인	심의/ncn+중/nbn+이/jp+ㄴ/etm
13개	13/nnc+개/nbu
금융개혁	금융/ncn+개혁/ncn
관련법안중	관련/ncn+법안/ncn+중/nbn
예금자보호법	예금/ncn+자/xsn+보호/ncn+법/ncn
개정안	개정/ncn+안/ncn
등	등/nbn
11개	11/nnc+개/nbu
법안은	법안/ncn+은/jxc
이번	이/mmd+번/nbn
회기중	회기/ncn+중/nbn
처리하되	처리/ncpa+하/xsv+되/ecs+,/sp
중앙은행법	중앙/ncn+은행/ncn+법/ncn
개정안과	개정/ncn+안/ncn+과/jcj
금융감독기구설치법	금융/ncn+감독/ncn+기구/ncn+설치/ncn+법/ncn
등	등/nbn
2개	2/nnc+개/nbu
법안은	법안/ncn+은/jxc
중장기	중장기/ncn
과제로	과제/ncn+로/jca
넘기기로	넘기/pvg+기/etn+로/jca
했다.	하/px+었/ep+다/ef+./sf
관련기사	관련/ncn+기사/ncn
금융감독기구	금융/ncn+감독/ncn+기구/ncn
통합,	통합/ncn+,/sp
차기정권	차기/ncn+정권/ncn
과제로	과제/ncn+로/jca
양당의	양/mma+당/ncn+의/jcm
김원길,	김원길/nq+,/sp
이태섭	이태섭/nq
정책위의장은	정책위/ncn+의장/ncn+은/jxc
이날	이/mmd+날/ncn
"정부는	"/sl+정부/ncn+는/jxc
금융안정대책	금융/ncn+안정/ncn+대책/ncn
시행을	시행/ncn+을/jco
볼모로	볼모/ncn+로/jca
한국은행으로부터	한국은행/nq+으로/jca+부터/jxc
은행감독원을	은행/ncn+감독/ncn+원/xsn+을/jco
분리해	분리/ncpa+하/xsv+어/ecs
내	내/pvg+어/ecs
감독기구를	감독/ncn+기구/ncn+를/jco
통합하려	통합/ncpa+하/xsv+려/ecs
하고	하/px+고/ecx
있으나,	있/px+으나/ecs+,/sp
한국은행법	한국은행/nq+법/ncn
개정과	개정/ncn+과/jcj
금융감독체제	금융/ncn+감독/ncn+체제/ncn
개편문제는	개편/ncn+문제/ncn+는/jxc
심도있는	심도/ncn+있/paa+는/etm
논의를	논의/ncn+를/jco
