<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0146.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0146.txt </filename>
<title>정보화사회와 글로벌도시  </title>
<author>원제무, 박용훈 공저  </author>
<date> 1993 </date>
<publisher>박영사  </publisher>
<kdc>331.541  </kdc>
<ddc> 303.483 </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
국제환경	국제/ncn+환경/ncn
인구규모의	인구/ncn+규모/ncn+의/jcm
확대와	확대/ncn+와/jct
새로운	새롭/paa+ㄴ/etm
인구동태의	인구/ncn+동태/ncn+의/jcm
발생이라는	발생/ncn+이/jp+라/ef+는/etm
변화를	변화/ncn+를/jco
초래한다	초래/ncpa+하/xsv+ㄴ다/ef
.	./sf
즉	즉/mag
단순히	단순/ncn+히/xsa
두	두/nnc
개의	개/nbu+의/jcm
국가가	국가/ncn+가/jcs
하나의	하나/ncn+의/jcm
국가로	국가/ncn+로/jca
통합된다는	통합/ncpa+되/xsv+ㄴ다/ef+는/etm
것	것/nbn
이상의	이상/ncn+의/jcm
경제적	경제/ncn+적/xsn
사회적	사회/ncn+적/xsn
문화적	문화/ncn+적/xsn
통합과정이	통합/ncn+과정/ncn+이/jcs
상당기간에	상당/ncn+기간/ncn+에/jca
걸쳐	걸치/pvg+어/ecx
이루어지게	이루/pvg+어/ecx+지/px+게/ecs
되고	되/pvg+고/ecs
,	,/sp
이에	이/npd+에/jca
따라	따르/pvg+아/ecs
인구문제도	인구/ncn+문제/ncn+도/jxc
복잡한	복잡/ncps+하/xsm+ㄴ/etm
양상을	양상/ncn+을/jco
띠게	띠/pvg+게/ecs
되는	되/pvg+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
지금까지	지금/ncn+까지/jxc
북한지역의	북한/nq+지역/ncn+의/jcm
인구에	인구/ncn+에/jca
대한	대하/pvg+ㄴ/etm
정보는	정보/ncn+는/jxc
충분히	충분/ncn+히/xsa
제공되지	제공/ncpa+되/xsv+지/ecx
않고	않/px+고/ecx
있다	있/px+다/ef
.	./sf
알려진	알리/pvg+어/ecx+지/px+ㄴ/etm
대로라면	대로/jca+라면/ecs
북한은	북한/nq+은/jcs
가족계획을	가족/ncn+계획/ncn+을/jco
제도화하거나	제도/ncn+화/xsn+하/xsv+거나/ecc
강제화하지	강제/ncn+화/xsn+하/xsv+지/ecx
않기	않/px+기/etn
때문에	때문/nbn+에/jca
북한의	북한/nq+의/jcm
출산율은	출산/ncn+율/xsn+은/jxc
정책적	정책/ncn+적/xsn
요인보다는	요인/ncn+보다/jca+는/jxc
사회	사회/ncn
경제	경제/ncn
및	및/maj
문화적	문화/ncn+적/xsn
여건에	여건/ncn+에/jca
의해서	의하/pvg+어서/ecs
결정된다고	결정/ncpa+되/xsv+ㄴ다고/ecs
한다	하/px+ㄴ다/ef
.	./sf
또한	또한/maj
노동력이	노동/ncn+력/xsn+이/jcs
부족한	부족/ncps+하/xsv+ㄴ/etm
상태이기	상태/ncn+이/jp+기/etn
때문에	때문/nbn+에/jca
출산억제책을	출산/ncn+억제/ncn+책/xsn+을/jco
강력히	강력/ncn+히/xsa
추진하지는	추진/ncpa+하/xsv+지는/ecx
않고	않/px+고/ecx
있으나	있/px+으나/ecs
현실적으로	현실/ncn+적/xsn+으로/jca
여성노동력을	여성/ncn+노동/ncn+력/xsn+을/jco
확대하고	확대/ncpa+하/xsv+고/ecc
여성의	여성/ncn+의/jcm
사회진출을	사회/ncn+진출/ncn+을/jco
필요로	필요/ncn+로/jca
하는	하/pvg+는/etm
상태이기	상태/ncn+이/jp+기/etn
때문에	때문/nbn+에/jca
출산율이	출산/ncn+율/xsn+이/jcs
감소하고	감소/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
실정이라고	실정/ncn+이/jp+라고/jcr
한다	하/px+ㄴ다/ef
.	./sf
최근	최근/ncn
UN	UN/f
에서	에서/jca
추계한	추계/ncpa+하/xsv+ㄴ/etm
세계인구자료에	세계/ncn+인구/ncn+자료/ncn+에/jca
의하면	의하/pvg+면/ecs
북한은	북한/nq+은/jxc
남한에	남한/nq+에/jca
비해	비하/pvg+어/ecx
0	0/nnc
-	-/sd
14	14/nnc
세	세/nbu
인구비가	인구/ncn+비/ncn+가/jcs
높고	높/paa+고/ecc
65	65/nnc
세	세/nbu
이상	이상/ncn
노인	노인/ncn
인구비가	인구/ncn+비/ncn+가/jcs
낮은	낮/paa+은/etm
것으로	것/nbn+으로/jca
나타났다	나타나/pvg+았/ep+다/ef
.	./sf
그리고	그리고/maj
연도별	연도/ncn+별/xsn
인구구조	인구/ncn+구조/ncn
변화는	변화/ncn+는/jxc
소년인구비가	소년/ncn+인구/ncn+비/ncn+가/jcs
감소하고	감소/ncpa+하/xsv+고/ecc
노년인구비가	노년/ncn+인구/ncn+비/ncn+가/jcs
증가하고	증가/ncpa+하/xsv+고/ecx
있어서	있/px+어서/ecs
남한의	남한/nq+의/jcm
인구구조와	인구/ncn+구조/ncn+와/jct
비슷한	비슷/ncps+하/xsm+ㄴ/etm
추이를	추이/ncn+를/jco
보이고	보이/pvg+고/ecx
있다	있/px+다/ef
.	./sf
21세기위원회에서는	21세기위원회/nq+에서/jca+는/jxc
장래의	장래/ncn+의/jcm
남북한인구를	남북한/nq+인구/ncn+를/jco
개별적으로	개별/ncn+적/xsn+으로/jca
추계하여	추계/ncpa+하/xsv+어/ecx
장래	장래/ncn
통일한국의	통일/ncn+한국/nq+의/jcm
인구는	인구/ncn+는/jxc
7,250	7,250/nnc
만	만/nnc
명이고	명/nbu+이/jp+고/ecc
,	,/sp
2020	2020/nno
년에는	년/nbu+에/jca+는/jxc
8,310	8,310/nnc
만	만/nnc
명이	명/nbu+이/jcc
될	되/pvg+ㄹ/etm
것으로	것/nbn+으로/jca
전망하고	전망/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
그러나	그러나/maj
통일	통일/ncn
후의	후/ncn+의/jcm
인구문제는	인구/ncn+문제/ncn+는/jxc
남북한	남북한/nq
전체의	전체/ncn+의/jcm
인구규모보다	인구/ncn+규모/ncn+보다/jca
인구의	인구/ncn+의/jcm
사회적	사회/ncn+적/xsn
이동에	이동/ncn+에/jca
따른	따르/pvg+ㄴ/etm
인구집중현상이	인구/ncn+집중/ncn+현상/ncn+이/jcs
더	더/mag
큰	크/paa+ㄴ/etm
문제로	문제/ncn+로/jca
부상할	부상/ncpa+하/xsv+ㄹ/etm
것으로	것/nbn+으로/jca
보인다	보이/pvg+ㄴ다/ef
.	./sf
통일	통일/ncn
시점에서	시점/ncn+에서/jca
3	3/nnc
천만	천/nnc+만/nnc
명	명/nbu
내외에	내외/ncn+에/jca
이를	이르/pvg+ㄹ/etm
것으로	것/nbn+으로/jca
예상되는	예상/ncpa+되/xsv+는/etm
북한지역	북한/nq+지역/ncn
인구가	인구/ncn+가/jcs
이동을	이동/ncn+을/jco
시작하면	시작/ncpa+하/xsv+면/ecs
서울을	서울/nq+을/jco
비롯한	비롯/ncpa+하/xsv+ㄴ/etm
대도시지역은	대도시/ncn+지역/ncn+은/jxc
인구과밀로	인구/ncn+과밀/ncn+로/jca
인한	인하/pvg+ㄴ/etm
심각한	심각/ncps+하/xsm+ㄴ/etm
위기를	위기/ncn+를/jco
맞게	맞/pvg+게/ecs
될	되/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
뿐만아니라	뿐/nbn+만/jxc+아니/paa+라/ecs
남쪽지역으로	남쪽/ncn+지역/ncn+으로/jca
이주한	이주/ncpa+하/xsv+ㄴ/etm
북쪽주민들은	북쪽/ncn+주민/ncn+들/xsn+은/jcs
대개	대개/mag
도시의	도시/ncn+의/jcm
3	3/nnc
D	D/f
업종에	업종/ncn+에/jca
종사하게	종사/ncpa+하/xsv+게/ecs
될	되/pvg+ㄹ/etm
것이므로	것/nbn+이/jp+므로/ecs
도시	도시/ncn
내에	내/ncn+에/jca
거주지를	거주/ncn+지/xsn+를/jco
확보하지	확보/ncpa+하/xsv+지/ecx
못하고	못하/px+고/ecc
도시의	도시/ncn+의/jcm
외곽지역에	외곽/ncn+지역/ncn+에/jca
집단거주지를	집단/ncn+거주/ncn+지/xsn+를/jco
형성함으로써	형성/ncpa+하/xsv+ㅁ/etn+으로써/jca
새로운	새롭/paa+ㄴ/etm
정주패턴이	정주/ncn+패턴/ncn+이/jcs
생겨날	생기/pvg+어/ecs+나/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
우리는	우리/npp+는/jxc
이러한	이러하/pad+ㄴ/etm
예를	예/ncn+를/jco
통일독일에서	통일/ncn+독일/nq+에서/jca
찾아	찾/pvg+아/ecs
볼	보/pvg+ㄹ/etm
수	수/nbn
있다	있/px+다/ef
.	./sf
통일독일이	통일/ncn+독일/ncn+이/jcs
단순히	단순/ncn+히/xsa
서독과	서독/nq+과/jcj
동독의	동독/nq+의/jcm
인구가	인구/ncn+가/jcs
합쳐진	합치/pvg+어/ecx+지/px+ㄴ/etm
것이	것/nbn+이/jcc
아니라	아니/paa+라/ecs
통일의	통일/ncn+의/jcm
후유증으로	후유/ncn+증/xsn+으로/jca
발생하는	발생/ncpa+하/xsv+는/etm
사회문제와	사회/ncn+문제/ncn+와/jct
함께	함께/mag
제	제/xp
3	3/nno
의	의/jcm
인구문제를	인구/ncn+문제/ncn+를/jco
야기시켰다는	야기/ncpa+시키/xsv+었/ep+다/ef+는/etm
점을	점/ncn+을/jco
우리는	우리/npp+는/jxc
명심해야	명심/ncpa+하/xsv+어야/ecx
한다	하/px+ㄴ다/ef
.	./sf
제	제/xp
3	3/nno
의	의/jcm
주거형태	주거/ncn+형태/ncn
"	"/sr
움직이는	움직이/pvg+는/etm
주택	주택/ncn
"	"/sl
근로시간의	근로/ncn+시간/ncn+의/jcm
감소는	감소/ncn+는/jxc
직장생활	직장/ncn+생활/ncn
이	이/mmd
외의	외/ncn+의/jcm
사회활동과	사회/ncn+활동/ncn+과/jcj
레저활동의	레저/ncn+활동/ncn+의/jcm
증가를	증가/ncn+를/jco
초래하여	초래/ncpa+하/xsv+어/ecx
사람들의	사람/ncn+들/xsn+의/jcm
이동수요를	이동/ncn+수요/ncn+를/jco
증대시키고	증대/ncpa+시키/xsv+고/ecx
있다	있/px+다/ef
.	./sf
지금까지	지금/ncn+까지/jxc
사람들은	사람/ncn+들/xsn+은/jxc
고정된	고정/ncpa+되/xsv+ㄴ/etm
정주관념을	정주/ncn+관념/ncn+을/jco
갖고	갖/pvg+고/ecx
한	한/nnc
곳에	곳/ncn+에/jca
머무는	머물/pvg+는/etm
주거생활을	주거/ncn+생활/ncn+을/jco
선호해	선호/ncpa+하/xsv+어/ecx
왔는데	오/px+았/ep+는데/ecs
이것은	이것/npd+은/jcs
정형성	정형/ncn+성/xsn
,	,/sp
영속성	영속/ncn+성/xsn
,	,/sp
고정성으로	고정/ncn+성/xsn+으로/jca
대변되는	대변/ncpa+되/xsv+는/etm
주택의	주택/ncn+의/jcm
관념과	관념/ncn+과/jcj
상통하는	상통/ncpa+하/xsv+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그	그/mmd
동안	동안/ncn
주택에	주택/ncn+에/jca
대한	대하/pvg+ㄴ/etm
고정된	고정/ncpa+되/xsv+ㄴ/etm
관념은	관념/ncn+은/jxc
사람들의	사람/ncn+들/xsn+의/jcm
활동을	활동/ncn+을/jco
제한해	제한/ncpa+하/xsv+어/ecx
왔는데	오/px+았/ep+는데/ecs
도시의	도시/ncn+의/jcm
환경과	환경/ncn+과/jcj
생활여건이	생활/ncn+여건/ncn+이/jcs
점차	점차/mag
변화됨에	변화/ncpa+되/xsv+ㅁ/etn+에/jca
따라	따르/pvg+아/ecs
사람들은	사람/ncn+들/xsn+은/jcs
이러한	이러하/pad+ㄴ/etm
한계를	한계/ncn+를/jco
극복하려고	극복/ncpa+하/xsv+려고/ecs
노력해	노력/ncpa+하/xsv+어/ecx
왔다	오/px+았/ep+다/ef
.	./sf
고정된	고정/ncpa+되/xsv+ㄴ/etm
관념에서	관념/ncn+에서/jca
벗어나려는	벗어나/pvg+려는/etm
노력은	노력/ncn+은/jxc
세컨드하우스	세컨드하우스/ncn
,	,/sp
주말주택	주말/ncn+주택/ncn
,	,/sp
콘도	콘도/ncn
등과	등/nbn+과/jct
같은	같/paa+은/etm
형태의	형태/ncn+의/jcm
주거	주거/ncn
공간을	공간/ncn+을/jco
발전시키는	발전/ncpa+시키/xsv+는/etm
데	데/nbn
기여해	기여/ncpa+하/xsv+어/ecx
왔다	오/px+았/ep+다/ef
.	./sf
그러나	그러나/maj
앞으로는	앞/ncn+으로/jca+는/jxc
교외에	교외/ncn+에/jca
여분으로	여분/ncn+으로/jca
주택을	주택/ncn+을/jco
확보하거나	확보/ncpa+하/xsv+거나/ecc
도심지에서	도심/ncn+지/xsn+에서/jca
일시적인	일시/ncn+적/xsn+이/jp+ㄴ/etm
거주서비스를	거주/ncn+서비스/ncn+를/jco
제공받는	제공/ncpa+받/xsv+는/etm
것이	것/nbn+이/jcs
경제적인	경제/ncn+적/xsn+이/jp+ㄴ/etm
측면이나	측면/ncn+이나/jcj
공간상의	공간/ncn+상/xsn+의/jcm
문제를	문제/ncn+를/jco
극복한다는	극복/ncpa+하/xsv+ㄴ다/ef+는/etm
측면에서	측면/ncn+에서/jca
큰	크/paa+ㄴ/etm
도움이	도움/ncn+이/jcc
되지	되/pvg+지/ecx
않는다는	않/px+는/ep+다/ef+는/etm
점을	점/ncn+을/jco
인식하게	인식/ncpa+하/xsv+게/ecs
되면서	되/pvg+면서/ecs
제	제/xp
3	3/nno
의	의/jcm
주거형태를	주거/ncn+형태/ncn+를/jco
찾게	찾/pvg+게/ecs
될	되/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
제	제/xp
3	3/nno
의	의/jcm
주거형태	주거/ncn+형태/ncn
,	,/sp
이것은	이것/npd+은/jcs
경제적이며	경제/ncn+적/xsn+이/jp+며/ecc
장소문제에	장소/ncn+문제/ncn+에/jca
영향을	영향/ncn+을/jco
받지않으며	받/pvg+지/ecx+않/px+으며/ecs
이동성과	이동/ncn+성/xsn+과/jcj
변화가	변화/ncn+가/jcs
강조되는	강조/ncpa+되/xsv+는/etm
미래의	미래/ncn+의/jcm
생활패턴에	생활/ncn+패턴/ncn+에/jca
적합한	적합/ncps+하/xsm+ㄴ/etm
것	것/nbn
이어야	이/jp+어야/ecx
한다	하/px+ㄴ다/ef
.	./sf
제	제/xp
3	3/nno
의	의/jcm
주택은	주택/ncn+은/jxc
사무실	사무/ncn+실/xsn
옆의	옆/ncn+의/jcm
주차장에도	주차/ncn+장/xsn+에도/jca
있고	있/paa+고/ecc
,	,/sp
광릉의	광릉/nq+의/jcm
산림욕장에도	산림욕/ncn+장/xsn+에도/jca
있고	있/paa+고/ecc
,	,/sp
안동	안동/nq
지사에도	지사/ncn+에도/jca
있으며	있/paa+으며/ecs
,	,/sp
영종도	영종도/nq
신공항	신/xp+공항/ncn
,	,/sp
거제도	거제도/nq
해금강	해금강/nq
,	,/sp
금강산의	금강산/nq+의/jcm
야영장	야영/ncn+장/xsn
,	,/sp
그리고	그리고/maj
대동강의	대동강/nq+의/jcm
모래사장에도	모래사장/ncn+에도/jca
있는	있/paa+는/etm
집	집/ncn
,	,/sp
바로	바로/mag
움직이는	움직이/pvg+는/etm
주택	주택/ncn
(	(/sl
Moving	Moving/f
House	House/f
)	)/sr
인	이/jp+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
미국과	미국/nq+과/jcj
유럽에서	유럽/nq+에서/jca
레저용으로	레저/ncn+용/xsn+으로/jca
보급되기	보급/ncpa+되/xsv+기/etn
시작한	시작/ncpa+하/xsv+ㄴ/etm
이	이/mmd
이동식	이동/ncn+식/xsn
주택은	주택/ncn+은/jcs
이제	이제/mag
주거용으로도	주거/ncn+용/xsn+으로/jca+도/jxc
본격적으로	본격/ncn+적/xsn+으로/jca
이용될	이용/ncpa+되/xsv+ㄹ/etm
전망이다	전망/ncn+이/jp+다/ef
.	./sf
그	그/mmd
동안	동안/ncn
이동용	이동/ncn+용/xsn
생활공간을	생활/ncn+공간/ncn+을/jco
연구해온	연구/ncpa+하/xsv+어/ecx+오/px+ㄴ/etm
미국의	미국/nq+의/jcm
한	한/nnc
트레일러서비스회사가	트레일러/ncn+서비스/ncn+회사/ncn+가/jcs
구상한	구상/ncpa+하/xsv+ㄴ/etm
이동식	이동/ncn+식/xsn
주택은	주택/ncn+은/jcs
바퀴가	바퀴/ncn+가/jcs
달린	달리/pvg+ㄴ/etm
특수컨테이너를	특수/ncn+컨테이너/ncn+를/jco
트레일러에	트레일러/ncn+에/jca
연결시킨	연결/ncpa+시키/xsv+ㄴ/etm
것인데	것/nbn+이/jp+ㄴ데/ecs
거주공간으로	거주/ncn+공간/ncn+으로/jca
사용되는	사용/ncpa+되/xsv+는/etm
컨테이너는	컨테이너/ncn+는/jxc
12	12/nnc
평의	평/nbu+의/jcm
생활공간이	생활/ncn+공간/ncn+이/jcs
확보되어	확보/ncpa+되/xsv+어/ecx
있다	있/px+다/ef
.	./sf
주거용	주거/ncn+용/xsn
컨테이너는	컨테이너/ncn+는/jcs
4	4/nnc
인	인/ncn
가족이	가족/ncn+이/jcs
생활할	생활/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있게	있/paa+게/ecx
꾸며져	꾸미/pvg+어/ecx+지/px+어/ecx
있는데	있/px+는데/ecs
가족의	가족/ncn+의/jcm
취향에	취향/ncn+에/jca
따라	따르/pvg+아/ecs
선택할	선택/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있도록	있/paa+도록/ecs
8	8/nnc
개의	개/nbu+의/jcm
타입이	타입/ncn+이/jcs
준비되어	준비/ncpa+되/xsv+어/ecx
있다	있/px+다/ef
.	./sf
일반적인	일반/ncn+적/xsn+이/jp+ㄴ/etm
내부의	내부/ncn+의/jcm
배치형태를	배치/ncn+형태/ncn+를/jco
보면	보/pvg+면/ecs
컨테이너를	컨테이너/ncn+를/jco
크게	크/paa+게/ecx
3	3/nnc
등분하여	등분/ncpa+하/xsv+어/ecx
맨	맨/mmd
앞의	앞/ncn+의/jcm
공간은	공간/ncn+은/jxc
침실	침실/ncn
겸	겸/ncn
안방기능을	안방/ncn+기능/ncn+을/jco
하는	하/pvg+는/etm
곳으로서	곳/ncn+으로서/jca
조립식	조립/ncn+식/xsn
침대와	침대/ncn+와/jcj
간이	간이/ncn
화장실이	화장/ncn+실/xsn+이/jcs
준비되어	준비/ncpa+되/xsv+어/ecx
있다	있/px+다/ef
.	./sf
컨테이너의	컨테이너/ncn+의/jcm
중간부는	중간/ncn+부/xsn+는/jcs
거실겸	거실/ncn+겸/nbn
식당으로	식당/ncn+으로/jca
사용되는데	사용/ncpa+되/xsv+는데/ecs
식탁은	식탁/ncn+은/jxc
벽에	벽/ncn+에/jca
부착되어	부착/ncpa+되/xsv+어/ecx
있어서	있/paa+어서/ecs
사용하지	사용/ncpa+하/xsv+지/ecx
않을	않/px+을/etm
때는	때/ncn+는/jxc
접어	접/pvg+어/ecs
놓게	놓/pvg+게/ecs
되어	되/pvg+어/ecx
있으며	있/px+으며/ecs
싱크대가	싱크/ncn+대/xsn+가/jcs
반대편에	반대/ncn+편/nbn+에/jca
부착되어	부착/ncpa+되/xsv+어/ecx
있다	있/paa+다/ef
.	./sf
맨	맨/mmd
뒤의	뒤/ncn+의/jcm
공간은	공간/ncn+은/jxc
자녀들을	자녀/ncn+들/xsn+을/jco
위한	위하/pvg+ㄴ/etm
공간과	공간/ncn+과/jcj
다용도실로	다용도/ncn+실/xsn+로/jca
구성되어	구성/ncpa+되/xsv+어/ecx
있는데	있/px+는데/ecs
조립식	조립/ncn+식/xsn
2	2/nnc
층	층/nbu
침대와	침대/ncn+와/jcj
책상이	책상/ncn+이/jcs
마련되어	마련/ncpa+되/xsv+어/ecx
있다	있/px+다/ef
.	./sf
이동식	이동/ncn+식/xsn
주택은	주택/ncn+은/jcs
어느	어느/mmd
곳에서나	곳/ncn+에서/jca+나/jxc
머무를	머무르/pvg+ㄹ/etm
수	수/nbn
있으나	있/paa+으나/ecs
도시지역의	도시/ncn+지역/ncn+의/jcm
주정차	주정/ncn+차/ncn
금지구역에서는	금지/ncn+구역/ncn+에서/jca+는/jxc
일반	일반/ncn
자동차와	자동/ncn+차/ncn+와/jct
동일한	동일/ncpa+하/xsv+ㄴ/etm
법규의	법규/ncn+의/jcm
적용을	적용/ncn+을/jco
받으므로	받/pvg+으므로/ecs
일부지역에서는	일부/ncn+지역/ncn+에서/jca+는/jxc
장소의	장소/ncn+의/jcm
제약을	제약/ncn+을/jco
받게	받/pvg+게/ecs
되며	되/pvg+며/ecs
,	,/sp
취사나	취사/ncn+나/jcj
취침을	취침/ncn+을/jco
위해서는	위하/pvg+어서/ecs+는/jxc
물	물/ncn
,	,/sp
전기	전기/ncn
,	,/sp
가스	가스/ncn
,	,/sp
전화	전화/ncn
등의	등/nbn+의/jcm
서비스가	서비스/ncn+가/jcs
가능한	가능/ncpa+하/xsv+ㄴ/etm
전용공간으로	전용/ncn+공간/ncn+으로/jca
이동해야	이동/ncpa+하/xsv+어야/ecx
한다	하/px+ㄴ다/ef
.	./sf
이동식	이동/ncn+식/xsn
주거형태를	주거/ncn+형태/ncn+를/jco
선호하는	선호/ncpa+하/xsv+는/etm
사람은	사람/ncn+은/jxc
대개	대개/mag
경제적인	경제/ncn+적/xsn+이/jp+ㄴ/etm
여유가	여유/ncn+가/jcs
충분치	충분/ncpa+하/xsv+지/ecx
않은	않/px+은/etm
젊은	젊/paa+은/etm
사람들이며	사람/ncn+들/xsn+이/jp+며/ecc
,	,/sp
이중에서도	이/npd+중/ncn+에서/jca+도/jxc
특히	특히/mag
사업상	사업/ncn+상/xsn
지역간	지역/ncn+간/xsn
이동이	이동/ncn+이/jcs
잦거나	잦/pvg+거나/ecc
레저나	레저/ncn+나/jcj
취미활동에	취미/ncn+활동/ncn+에/jca
비중을	비중/ncn+을/jco
크게	크/paa+게/ecs
두는	두/pvg+는/etm
사람들이다	사람/ncn+들/xsn+이/jp+다/ef
.	./sf
경우에	경우/ncn+에/jca
따라서는	따르/pvg+아서/ecs+는/jxc
황혼기의	황혼/ncn+기/xsn+의/jcm
노부부가	노부부/ncn+가/jcs
유랑생활을	유랑/ncn+생활/ncn+을/jco
즐기기	즐기/pvg+기/etn
위해	위하/pvg+어/ecx
선택하기도	선택/ncpa+하/xsv+기/etn+도/jxc
한다	하/pvg+ㄴ다/ef
.	./sf
그러나	그러나/maj
이동식	이동/ncn+식/xsn
주택은	주택/ncn+은/jcs
안정적인	안정/ncn+적/xsn+이/jp+ㄴ/etm
생활을	생활/ncn+을/jco
할	하/pvg+ㄹ/etm
수	수/nbn
없고	없/paa+고/ecc
자녀들의	자녀/ncn+들/xsn+의/jcm
교육문제	교육/ncn+문제/ncn
때문에	때문/nbn+에/jca
장기적인	장기/ncn+적/xsn+이/jp+ㄴ/etm
거주가	거주/ncn+가/jcs
불가능한	불/xp+가능/ncpa+하/xsv+ㄴ/etm
단점을	단점/ncn+을/jco
갖고	갖/pvg+고/ecx
있다	있/px+다/ef
.	./sf
지능을	지능/ncn+을/jco
갖춘	갖추/pvg+ㄴ/etm
전자주택	전자/ncn+주택/ncn
주택의	주택/ncn+의/jcm
위치가	위치/ncn+가/jcs
교외이든	교외/ncn+이/jp+든/ecc
아니면	아니/paa+면/ecs
도심이든	도심/ncn+이/jp+든/ecc
간에	간/nbn+에/jca
미래의	미래/ncn+의/jcm
주택은	주택/ncn+은/jxc
자택근무가	자택/ncn+근무/ncn+가/jcs
가능하도록	가능/ncpa+하/xsv+도록/ecs
정보통신시설이	정보/ncn+통신/ncn+시설/ncn+이/jcs
설치될	설치/ncpa+되/xsv+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
인공지능이	인공/ncn+지능/ncn+이/jcs
장착된	장착/ncpa+되/xsv+ㄴ/etm
주택은	주택/ncn+은/jcs
주택의	주택/ncn+의/jcm
청결상태에서	청결/ncn+상태/ncn+에서/jca
방범에	방범/ncn+에/jca
이르는	이르/pvg+는/etm
종합서비스가	종합/ncn+서비스/ncn+가/jcs
제공되는데	제공/ncpa+되/xsv+는데/ecs
주택내부시설의	주택/ncn+내부/ncn+시설/ncn+의/jcm
제어는	제어/ncn+는/jxc
집에서	집/ncn+에서/jca
리모트컨트롤이나	리모트컨트롤/ncn+이나/jcj
음성으로도	음성/ncn+으로/jca+도/jxc
통제가	통제/ncn+가/jcs
가능하며	가능/ncpa+하/xsv+며/ecc
,	,/sp
외출시에는	외출/ncn+시/nbn+에/jca+는/jxc
전화를	전화/ncn+를/jco
이용하여	이용/ncpa+하/xsv+어/ecx
통제할	통제/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
모든	모든/mmd
기능은	기능/ncn+은/jxc
조명과	조명/ncn+과/jcj
온도조절	온도/ncn+조절/ncn
기능이다	기능/ncn+이/jp+다/ef
.	./sf
컨트롤박스에	컨트롤박스/ncn+에/jca
내장된	내장/ncpa+되/xsv+ㄴ/etm
센서는	센서/ncn+는/jxc
주택내부의	주택/ncn+내부/ncn+의/jcm
조도를	조도/ncn+를/jco
감지하여	감지/ncpa+하/xsv+어/ecx
주간과	주간/ncn+과/jcj
야간에	야간/ncn+에/jca
적정한	적정/ncpa+하/xsv+ㄴ/etm
조도를	조도/ncn+를/jco
유지시켜	유지/ncpa+시키/xsv+어/ecx
주는데	주/px+는데/ecs
,	,/sp
외부의	외부/ncn+의/jcm
환경이	환경/ncn+이/jcs
변화함에	변화/ncpa+하/xsv+ㅁ/etn+에/jca
따라	따르/pvg+아/ecs
지붕에	지붕/ncn+에/jca
달린	달리/pvg+ㄴ/etm
천창을	천창/ncn+을/jco
개폐하거나	개폐/ncpa+하/xsv+거나/ecc
유리창의	유리창/ncn+의/jcm
색깔을	색깔/ncn+을/jco
조절하여	조절/ncpa+하/xsv+어/ecx
내부의	내부/ncn+의/jcm
조도를	조도/ncn+를/jco
조절하며	조절/ncpa+하/xsv+며/ecc
,	,/sp
외부의	외부/ncn+의/jcm
빛으로	빛/ncn+으로/jca
내부의	내부/ncn+의/jcm
적정한	적정/ncpa+하/xsv+ㄴ/etm
조도	조도/ncn
유지가	유지/ncn+가/jcs
불가능하면	불/xp+가능/ncpa+하/xsv+면/ecs
자체	자체/ncn
조명시설을	조명/ncn+시설/ncn+을/jco
작동시킨다	작동/ncpa+시키/xsv+ㄴ다/ef
.	./sf
실내기온의	실내/ncn+기온/ncn+의/jcm
조절도	조절/ncn+도/jxc
컨트롤박스의	컨트롤박스/ncn+의/jcm
센서가	센서/ncn+가/jcs
감지하여	감지/ncpa+하/xsv+어/ecx
메인컴퓨터에	메인컴퓨터/ncn+에/jca
전달함으로써	전달/ncpa+하/xsv+ㅁ/etn+으로써/jca
난방장치와	난방/ncn+장치/ncn+와/jcj
냉방장치를	냉방/ncn+장치/ncn+를/jco
작동시키게	작동/ncpa+시키/xsv+게/ecs
