<tdmsfile>
<tdmsfile>
Han2.hwp
전대협과	전대협/nq+과/jcj
독특한	독특/ncps+하/xsm+ㄴ/etm
주장이다.	주장/ncn+이/jp+다/ef+./sf
그렇지만,	그렇지만/maj+,/sp
중국의	중국/nq+의/jcm
산동반도에서	산동반도/nq+에서/jca
양자강	양자강/nq
하류까지를	하류/ncn+까지/jxc+를/jco
백제의	백제/nq+의/jcm
강역으로	강역/ncn+으로/jca
표시하는	표시/ncpa+하/xsv+는/etm
일부	일부/ncn
국수주의	국수/ncn+주의/ncn
사학자의	사학/ncn+자/xsn+의/jcm
요서경략설과는	nq[요서/nq+경략/ncn+설/xsn]nq+과/jct+는/jxc
분명한	분명/ncps+하/xsm+ㄴ/etm
거리를	거리/ncn+를/jco
두고	두/pvg+고/ecx
있다.	있/px+다/ef+./sf
이씨는	이/nq+씨/xsn+는/jxc
꼼꼼한	꼼꼼/ncps+하/xsm+ㄴ/etm
문헌	문헌/ncn
고증과	고증/ncn+과/jcj
고고학	고고/ncn+학/xsn
및	및/maj
민속학의	민속/ncn+학/xsn+의/jcm
성과를	성과/ncn+를/jco
바탕으로	바탕/ncn+으로/jca
`강대국	`/sl+강대/ncn+국/xsn
백제'의	백제/nq+'/sr+의/jcm
새로운	새롭/paa+ㄴ/etm
초상을	초상/ncn+을/jco
그린다.	그리/pvg+ㄴ다/ef+./sf
)해져서	)/sr+해/ncn+지/pvg+어서/ecs
서쪽	서쪽/ncn
연나라	연/nq+나라/ncn
근처로	근처/ncn+로/jca
옮겨졌으나	옮기/pvg+어/ecx+지/px+었/ep+으나/ecs
방비를	방비/ncn+를/jco
하지	하/pvg+지/ecx
않았다.	않/px+았/ep+다/ef+./sf
중국의	중국/nq+의/jcm
두	두/nnc
사서가	사서/ncn+가/jcs
공통적으로	공통/ncn+적/xsn+으로/jca
언급하고	언급/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
백제라는	백제/nq+라/ef+는/jcm
표현은	표현/ncn+은/jxc
송화강까지	송화강/nq+까지/jxc
확대된	확대/ncpa+되/xsv+ㄴ/etm
`만주	`/sl+만주/nq
백제'의	백제/nq+'/sr+의/jcm
존재를	존재/ncn+를/jco
추정케	추정/ncpa+케/ecx
한다.	하/px+ㄴ다/ef+./sf
지은이는	지은이/ncn+는/jxc
부여를	부여/nq+를/jco
서쪽의	서쪽/ncn+의/jcm
전연	전연/nq
근처로	근처/ncn+로/jca
몰아낸	몰/pvg+아/ecx+내/px+ㄴ/etm
`만주	`/sl+만주/nq
백제'와	백제/nq+'/sr+와/jcj
요동지역의	요동/nq+지역/ncn+의/jcm
강자	강자/ncn
전연과의	전연/nq+과/jct+의/jcm
충돌이	충돌/ncn+이/jcs
불가피했을	불가피/ncps+하/xsm+었/ep+을/etm
것이라고	것/nbn+이/jp+라/ef+고/jcr
본다.	보/pvg+ㄴ다/ef+./sf
343년	343/nno+년/nbu
결국	결국/ncn
전연과의	전연/nq+과/jct+의/jcm
전투에서	전투/ncn+에서/jca
결정적	결정/ncn+적/xsn
패배를	패배/ncn+를/jco
당한	당하/pvg+ㄴ/etm
만주	만주/nq
백제는	백제/nq+는/jxc
동아시아	동아시아/nq
역사	역사/ncn
무대에	무대/ncn+에/jca
부각됐고,	부각/ncpa+되/xsv+었/ep+고/ecc+,/sp
역사서에도	역사/ncn+서/xsn+에/jca+도/jxc
만주	만주/nq
백제의	백제/nq+의/jcm
이름이	이름/ncn+이/jcs
채록됐다는	채록/ncpa+되/xsv+었/ep+다/ef+는/etm
것이다.	것/nbn+이/jp+다/ef+./sf
만주	만주/nq
백제는	백제/nq+는/jxc
이	이/mmd
패배	패배/ncn
이후	이후/ncn
만주에서	만주/nq+에서/jca
거점	거점/ncn
확보가	확보/ncn+가/jcs
어렵게	어렵/paa+게/ecs
되자	되/pvg+자/ecs
한반도로	한반도/nq+로/jca
남하했을	남하/ncpa+하/xsv+었/ep+을/etm
것으로	것/nbn+으로/jca
추정한다.	추정/ncpa+하/xsv+ㄴ다/ef+./sf
만주	만주/nq
지역	지역/ncn
백제세력의	백제/nq+세력/ncn+의/jcm
한강유역	한강/nq+유역/ncn
정착은	정착/ncn+은/jxc
고고학적	고고/ncn+학/xsn+적/xsn
자료로	자료/ncn+로/jca
나타난다.	나타나/pvg+ㄴ다/ef+./sf
한강유역의	한강/nq+유역/ncn+의/jcm
백제국과	백제국/nq+과/jct
합치면서	합치/pvg+면서/ecs
상층부로	상층/ncn+부/xsn+로/jca
편입된	편입/ncpa+되/xsv+ㄴ/etm
만주	만주/nq
백제는	백제/nq+는/jxc
서울	서울/nq
석촌동의	석촌동/nq+의/jcm
기단식	기단/ncn+식/xsn
석실적석총에서	석실적석총/nq+에서/jca
나타나듯	나타나/pvg+듯/ecs
이전과는	이전/ncn+과/jct+는/jxc
완전히	완전/ncn+히/xsa
다른	다르/paa+ㄴ/etm
북방계의	북방/ncn+계/xsn+의/jcm
묘제를	묘제/ncn+를/jco
사용한다.	사용/ncpa+하/xsv+ㄴ다/ef+./sf
왕이	왕/ncn+이/jcs
직접	직접/mag
전쟁에	전쟁/ncn+에/jca
참여하는	참여/ncpa+하/xsv+는/etm
것은	것/nbn+은/jxc
농경민족에서	농경/ncn+민족/ncn+에서/jca
볼	보/pvg+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
유목민의	유목/ncn+민/xsn+의/jcm
전투양식이고	전투/ncn+양식/ncn+이/jp+고/ecc
백제	백제/nq
개로왕은	개로왕/nq+은/jxc
실제로	실제로/mag
고구려와의	고구려/nq+와/jct+의/jcm
전투에서	전투/ncn+에서/jca
목숨을	목숨/ncn+을/jco
잃었다.	잃/pvg+었/ep+다/ef+./sf
백제는	백제/nq+는/jxc
이를	이/npd+를/jco
기반으로	기반/ncn+으로/jca
해상항로에	해상/ncn+항로/ncn+에/jca
대한	대하/pvg+ㄴ/etm
고구려의	고구려/nq+의/jcm
방해를	방해/ncn+를/jco
극복하면서	극복/ncpa+하/xsv+면서/ecs
남조와의	남조/nq+와/jct+의/jcm
교역을	교역/ncn+을/jco
활발하게	활발/ncps+하/xsm+게/ecs
진행한다.	진행/ncpa+하/xsv+ㄴ다/ef+./sf
왕족에게	왕족/ncn+에게/jca
일정한	일정/ncps+하/xsm+ㄴ/etm
지역을	지역/ncn+을/jco
분봉하는	분봉/ncpa+하/xsv+는/etm
담로제도에	담로제도/nq+에/jca
대한	대하/pvg+ㄴ/etm
해석도	해석/ncn+도/jxc
한반도의	한반도/nq+의/jcm
틀을	틀/ncn+을/jco
벗어난다.	벗어나/pvg+ㄴ다/ef+./sf
지은이는	지은이/ncn+는/jxc
백제의	백제/nq+의/jcm
왕족인	왕족/ncn+이/jp+ㄴ/etm
흑치상지의	흑치상지/nq+의/jcm
`흑치'가	`/sl+흑치/nq+'/sr+가/jcs
필리핀에	필리핀/nq+에/jca
해당한다는	해당/ncpa+하/xsv+ㄴ다/ef+는/etm
사실이	사실/ncn+이/jcs
60년대	60/nno+년대/nbu
대만학자에	대만/nq+학자/ncn+에/jca
의해	의하/pvg+어/ecs
확인됐다며,	확인/ncpa+되/xsv+었/ep+다/ef+며/ecs+,/sp
백제가	백제/nq+가/jcs
필리핀에까지	필리핀/nq+에/jca+까지/jxc
해상교통의	해상/ncn+교통/ncn+의/jcm
거점을	거점/ncn+을/jco
마련했다고	마련/ncpa+하/xsv+었/ep+다/ef+고/jcr
주장한다.	주장/ncpa+하/xsv+ㄴ다/ef+./sf
그는	그/npp+는/jxc
<자치통감>의   </sl+자치통감/nq+>/sr+의/jcm
백제라는	백제/nq+라/ef+는/etm
표현이	표현/ncn+이/jcs
고구려의	고구려/nq+의/jcm
잘못된	잘못/ncpa+되/xsv+ㄴ/etm
표기라는	표기/ncn+라/ef+는/etm
일제	일제/ncn
식민사학자들과	식민/ncn+사학/ncn+자/xsn+들/xsn+과/jcj
이병도	이병도/nq
등의	등/ncn+의/jcm
주장도,	주장/ncn+도/jxc+,/sp
반대로	반대/ncn+로/jca
이것이	이것/npd+이/jcs
한강유역의	한강/nq+유역/ncn+의/jcm
백제가	백제/nq+가/jcs
해상진출을	해상/ncn+진출/ncn+을/jco
통해	통하/pvg+어/ecs
중국의	중국/nq+의/jcm
요서지방을	요서/nq+지방/ncn+을/jco
경략한	경략/ncpa+하/xsv+ㄴ/etm
증거로	증거/ncn+로/jca
삼은	삼/pvg+은/etm
일부	일부/ncn
민족주의	민족/ncn+주의/ncn
사학자들의	사학/ncn+자/xsn+들/xsn+의/jcm
주장도	주장/ncn+도/jxc
함께	함께/mag
부정한다.	부정/ncpa+하/xsv+ㄴ다/ef+./sf
일시적으로	일시/ncn+적/xsn+으로/jca
요서지방에	요서/nq+지방/ncn+에/jca
백제의	백제/nq+의/jcm
진출이	진출/ncn+이/jcs
있었다	있/paa+었/ep+다/ef
하더라도	하/pvg+더라도/ecs
이는	이/npd+는/jxc
상업적	상업/ncn+적/xsn
교역을	교역/ncn+을/jco
위한	위하/pvg+ㄴ/etm
것이라는	것/nbn+이/jp+라/ef+는/etm
것이다.	것/nbn+이/jp+다/ef+./sf
대신,	대신/ncn+,/sp
베트남과	베트남/nq+과/jct
접경한	접경/ncpa+하/xsv+ㄴ/etm
남중국의	남중국/nq+의/jcm
광서장족자치구의	광서장족자치구/nq+의/jcm
지명에	지명/ncn+에/jca
백제가	백제/nq+가/jcs
남아	남/pvg+아/ecx
있고	있/px+고/ecc
한민족	한민족/nq
고유의	고유/ncn+의/jcm
창작품인	창작/ncn+품/xsn+이/jp+ㄴ/etm
지게와	지게/ncn+와/jcj
강강수월래와	강강수월래/nq+와/jct
비슷한	비슷/ncps+하/xsm+ㄴ/etm
놀이가	놀이/ncn+가/jcs
있는	있/paa+는/etm
것에서,	것/nbn+에서/jca+,/sp
담로가	담로/nq+가/jcs
이	이/mmd
지역에	지역/ncn+에/jca
설치돼	설치/ncpa+되/xsv+어/ecs
상업거점으로서의	상업/ncn+거점/ncn+으로서/jca+의/jcm
구실을	구실/ncn+을/jco
하는	하/pvg+는/etm
등	등/nbn
동아시아	동아시아/nq
전역에	전역/ncn+에/jca
백제가	백제/nq+가/jcs
진출했을	진출/ncpa+하/xsv+었/ep+을/etm
가능성이	가능/ncn+성/xsn+이/jcs
크다는	크/paa+다/ef+는/etm
것이	것/nbn+이/jcs
지은이의	지은이/ncn+의/jcm
주장이다.	주장/ncn+이/jp+다/ef+./sf
그러나	그러나/maj
만주	만주/nq
백제의	백제/nq+의/jcm
규모와	규모/ncn+와/jcj
위상,	위상/ncn+,/sp
기원전	기원/ncn+전/ncn
18년	18/nno+년/nbu
건국된	건국/ncpa+되/xsv+ㄴ/etm
한강	한강/nq
유역의	유역/ncn+의/jcm
백제	백제/nq
형성과정과	형성/ncn+과정/ncn+과/jcj
만주백제의	만주/nq+백제/nq+의/jcm
관계,	관계/ncn+,/sp
고도의	고도/ncn+의/jcm
항해술과	항해/ncn+술/xsn+과/jcj
선박건조기술이	선박/ncn+건조/ncn+기술/ncn+이/jcs
필요한	필요/ncps+하/xsm+ㄴ/etm
인도	인도/nq
뱃길의	뱃길/ncn+의/jcm
고증	고증/ncn
등은	등/nbn+은/jxc
여전히	여전/ncn+히/xsa
의문의	의문/ncn+의/jcm
대상이다.	대상/ncn+이/jp+다/ef+./sf
그럼에도	그러/pvd+ㅁ/etn+에/jca+도/jxc
당과	당/nq+과/jcj
신라에	신라/nq+에/jca
의해	의하/pvg+어/ecs
망한	망하/pvg+ㄴ/etm
뒤	뒤/ncn
우리	우리/npp
역사에서	역사/ncn+에서/jca
제대로	제대로/mag
평가되지	평가/ncpa+되/xsv+지/ecx
못한	못하/px+ㄴ/etm
백제사를	백제/nq+사/xsn+를/jco
풍부한	풍부/ncps+하/xsm+ㄴ/etm
문헌과	문헌/ncn+과/jcj
참신한	참신/ncps+하/xsm+ㄴ/etm
상상력으로	상상/ncn+력/xsn+으로/jca
되살리고자	되살리/pvg+고자/ecs
하는	하/px+는/etm
시도가	시도/ncn+가/jcs
돋보인다.	돋보이/pvg+ㄴ다/ef+./sf
그들이	그/npp+들/xsn+이/jcs
펄펄	펄펄/mag
뛰는	뛰/pvg+는/etm
의도야	의도/ncn+야/jxc
빤한	빤하/paa+ㄴ/etm
것으로	것/nbn+으로/jca
아마	아마/mag
`색깔론'적인	`/sl+색깔/ncn+론/xsn+'/sr+적/xsn+이/jp+ㄴ/etm
선거	선거/ncn
분위기를	분위기/ncn+를/jco
만들어	만들/pvg+어/ecx
보자는	보/px+자/ef+는/etm
것일	것/nbn+이/jp+ㄹ/etm
것이다.	것/nbn+이/jp+다/ef+./sf
그러나	그러나/maj
그들의	그/npp+들/xsn+의/jcm
말대로	말/ncn+대로/jxc
우리나라는	우리/npp+나라/ncn+는/jxc
진정코	진정코/mag
양심수가	양심/ncn+수/xsn+가/jcs
한명도	한/nnc+명/nbu+도/jxc
없는	없/paa+는/etm
민주적인	민주/ncn+적/xsn+이/jp+ㄴ/etm
나라인가.	나라/ncn+이/jp+ㄴ가/ef+./sf
우리의	우리/npp+의/jcm
개념으로는	개념/ncn+으로/jca+는/jxc
매우	매우/mag
유감스러운	유감/ncps+스럽/xsm+ㄴ/etm
일이지만	일/ncn+이/jp+지만/ecs
이	이/mmd
땅에	땅/ncn+에/jca
양심수는	양심/ncn+수/xsn+는/jxc
엄연히	엄연/ncn+히/xsa
존재하고	존재/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
양심수를	양심/ncn+수/xsn+를/jco
엄밀하게	엄밀/ncps+하/xsm+게/ecs
정의하기는	정의/ncpa+하/xsv+기/etn+는/jxc
어려울지도	어렵/paa+ㄹ지/ecs+도/jxc
모른다.	모르/pvg+ㄴ다/ef+./sf
이러한	이러하/pad+ㄴ/etm
개념을	개념/ncn+을/jco
기초로	기초/ncn+로/jca
국제사면위는	국제사면위/nq+는/jxc
우리나라	우리/npp+나라/ncn
양심수를	양심/ncn+수/xsn+를/jco
1백명에서	1백/nnc+명/nbu+에서/jca
1백20명	1백/nnc+20/nnc+명/nbu
사이로	사이/ncn+로/jca
보고	보/pvg+고/ecx
있다.	있/px+다/ef+./sf
그러나	그러나/maj
여기에	여기/npd+에/jca
정치범까지를	정치/ncn+범/xsn+까지/jxc+를/jco
더하여	더하/pvg+여/ecs
양심수로	양심/ncn+수/xsn+로/jca
본다면	보/pvg+ㄴ다면/ecs
그	그/mmd
숫자는	숫자/ncn+는/jxc
훨씬	훨씬/mag
늘어난다.	늘/pvg+어/ecx+나/px+ㄴ다/ef+./sf
민가협	민가협/nq
등이	등/ncn+이/jcs
보는	보/pvg+는/etm
양심수는	양심/ncn+수/xsn+는/jxc
9백80명에	9백/nnc+80/nnc+명/nbu+에/jca
이른다.	이르/pvg+ㄴ다/ef+./sf
남북이	남북/nq+이/jcs
맞대결하는	맞대결/ncpa+하/xsv+는/etm
우리의	우리/npp+의/jcm
상황에서	상황/ncn+에서/jca
넓은	넓/paa+은/etm
의미의	의미/ncn+의/jcm
양심수	양심/ncn+수/xsn
개념을	개념/ncn+을/jco
일반화하기는	일반/ncn+화/xsn+하/xsv+기/etn+는/jxc
어려울지도	어렵/paa+ㄹ지/ecs+도/jxc
모른다.	모르/pvg+ㄴ다/ef+./sf
이를테면	이를테면/maj
북한의	북한/nq+의/jcm
사주를	사주/ncn+를/jco
받거나	받/pvg+거나/ecc
이른바	이른바/maj
`주사파'의	`/sl+주사파/nq+'/sr+의/jcm
범주에	범주/ncn+에/jca
드는	들/pvg+는/etm
사람들을	사람/ncn+들/xsn+을/jco
양심수의	양심/ncn+수/xsn+의/jcm
범주에	범주/ncn+에/jca
둘	두/pvg+ㄹ/etm
수	수/nbn
없을	없/paa+을/etm
것이다.	것/nbn+이/jp+다/ef+./sf
이런	이런/mmd
우리의	우리/npp+의/jcm
절실한	절실/ncps+하/xsm+ㄴ/etm
현실을	현실/ncn+을/jco
감안하더라도,	감안/ncpa+하/xsv+더라도/ecs+,/sp
지금	지금/ncn
감옥에	감옥/ncn+에/jca
갇혀	갇히/pvg+어/ecx
있는	있/px+는/etm
수백명의	수백/nnc+명/nbu+의/jcm
학생과	학생/ncn+과/jcj
노동자는	노동/ncn+자/xsn+는/jxc
엄연한	엄연/ncps+하/xsm+ㄴ/etm
양심수이다.	양심/ncn+수/xsn+이/jp+다/ef+./sf
그들은	그/npp+들/xsn+은/jxc
현실적	현실/ncn+적/xsn
정치상황과	정치/ncn+상황/ncn+과/jcj
자신들의	자신/ncn+들/xsn+의/jcm
정치적	정치/ncn+적/xsn
이상의	이상/ncn+의/jcm
괴리를	괴리/ncn+를/jco
감당하지	감당/ncpa+하/xsv+지/ecx
못하여	못하/px+어/ecs
구금된	구금/ncpa+되/xsv+ㄴ/etm
사람들이라고	사람/ncn+들/xsn+이/jp+라/ef+고/jcr
보면	보/pvg+면/ecs
된다.	되/pvg+ㄴ다/ef+./sf
이를테면	이를테면/maj
그토록	그토록/mag
떠들썩했던	떠들썩/ncps+하/xsm+었/ep+던/etm
한총련의	한총련/nq+의/jcm
경우,	경우/ncn+,/sp
작년에	작년/ncn+에/jca
수천명의	수천/nnc+명/nbu+의/jcm
데모	데모/ncn
학생들을	학생/ncn+들/xsn+을/jco
주사파,	주사파/nq+,/sp
용공주의자라고	용공/ncn+주의/ncn+자/xsn+라/ef+고/jcr
선전했지만,	선전/ncpa+하/xsv+었/ep+지만/ecs+,/sp
현재	현재/ncn
구속되어	구속/ncpa+되/xsv+어/ecx
있는	있/px+는/etm
학생은	학생/ncn+은/jxc
1백20명뿐이다.	1백/nnc+20/nnc+명/nbu+뿐/jxc+이/jp+다/ef+./sf
그	그/mmd
가운데	가운데/ncn
국가보안법이	국가/ncn+보안/ncn+법/ncn+이/jcs
적용된	적용/ncpa+되/xsv+ㄴ/etm
사람은	사람/ncn+은/jxc
30%에도	30/nnc+%/su+에/jca+도/jxc
이르지	이르/pvg+지/ecx
않는다고	않/px+는다/ef+고/jcr
한다.	하/pvg+ㄴ다/ef+./sf
백보양보하여	백/nnc+보/nbu+양보/ncpa+하/xsv+여/ecs
국가보안법	국가/ncn+보안/ncn+법/ncn
적용자를	적용/ncn+자/xsn+를/jco
제쳐두고라도,	제치/pvg+어/ecx+두/px+고/ecs+라도/jxc+,/sp
나머지는	나머지/ncn+는/jxc
통일을	통일/ncn+을/jco
앞당기자는	앞당기/pvg+자/ef+는/etm
순수한	순수/ncps+하/xsm+ㄴ/etm
동기에서	동기/ncn+에서/jca
거리에	거리/ncn+에/jca
나섰다가	나서/pvg+었/ep+다가/ecs
감옥에	감옥/ncn+에/jca
갇힌	갇히/pvg+ㄴ/etm
셈이니,	셈/nbn+이/jp+니/ecs+,/sp
그들이	그/npp+들/xsn+이/jcs
양심수가	양심/ncn+수/xsn+가/jcc
아니고	아니/paa+고/ecs
누가	누/npp+가/jcs
양심수인가.	양심/ncn+수/xsn+이/jp+ㄴ가/ef+./sf
그들이	그/npp+들/xsn+이/jcs
폭력을	폭력/ncn+을/jco
썼다	쓰/pvg+었/ep+다/ef
하나	하/pvg+나/ecs
진압하는	진압/ncpa+하/xsv+는/etm
쪽에서	쪽/nbn+에서/jca
1차	1/nno+차/nbu
폭력을	폭력/ncn+을/jco
사용한	사용/ncpa+하/xsv+ㄴ/etm
것이고	것/nbn+이/jp+고/ecc
그들은	그/npp+들/xsn+은/jxc
오히려	오히려/mag
방어적	방어/ncn+적/xsn
폭력을	폭력/ncn+을/jco
쓴	쓰/pvg+ㄴ/etm
셈이니,	셈/nbn+이/jp+니/ecs+,/sp
이것은	이것/npd+은/jxc
국제사면위에서도	국제사면위/nq+에서/jca+도/jxc
예외로	예외/ncn+로/jca
용인하는	용인/ncpa+하/xsv+는/etm
것이다.	것/nbn+이/jp+다/ef+./sf
분배정의를	분배/ncn+정의/ncn+를/jco
위해	위하/pvg+어/ecs
생존권	생존/ncn+권/xsn
투쟁을	투쟁/ncn+을/jco
벌인	벌이/pvg+ㄴ/etm
수많은	수많/paa+은/etm
노동자들,	노동/ncn+자/xsn+들/xsn+,/sp
그들을	그/npp+들/xsn+을/jco
도운	돕/pvg+ㄴ/etm
인권운동가들,	인권/ncn+운동/ncn+가/xsn+들/xsn+,/sp
통일의	통일/ncn+의/jcm
염원으로	염원/ncn+으로/jca
시위에	시위/ncn+에/jca
나선	나서/pvg+ㄴ/etm
학생들,	학생/ncn+들/xsn+,/sp
독재정권	독재/ncn+정권/ncn
유지의	유지/ncn+의/jcm
희생물로	희생/ncn+물/xsn+로/jca
관제	관제/ncn
공산주의자가	공산/ncn+주의/ncn+자/xsn+가/jcc
되어	되/pvg+어/ecs
감옥에	감옥/ncn+에/jca
갇힌	갇히/pvg+ㄴ/etm
사람들,	사람/ncn+들/xsn+,/sp
도대체	도대체/mag
자신의	자신/ncn+의/jcm
이해관계를	이해/ncn+관계/ncn+를/jco
넘어	넘/pvg+어/ecs
국가와	국가/ncn+와/jcj
사회의	사회/ncn+의/jcm
대의를	대의/ncn+를/jco
위해	위하/pvg+어/ecs
의사표시와	의사/ncn+표시/ncn+와/jcj
행동을	행동/ncn+을/jco
하다	하/pvg+다/ecs
감옥에	감옥/ncn+에/jca
갇혀	갇히/pvg+어/ecx
있는	있/px+는/etm
사람들은	사람/ncn+들/xsn+은/jxc
양심수이다.	양심/ncn+수/xsn+이/jp+다/ef+./sf
자유민주주의는	자유/ncn+민주/ncn+주의/ncn+는/jxc
생각과	생각/ncn+과/jcj
이해관계가	이해/ncn+관계/ncn+가/jcs
다른	다르/paa+ㄴ/etm
사람들이	사람/ncn+들/xsn+이/jcs
화합하여	화합/ncpa+하/xsv+여/ecs
사는	살/pvg+는/etm
체제이다.	체제/ncn+이/jp+다/ef+./sf
정부와	정부/ncn+와/jcj
여당,	여당/ncn+,/sp
일부	일부/ncn
언론은	언론/ncn+은/jxc
자신들의	자신/ncn+들/xsn+의/jcm
잣대로만	잣대/ncn+로/jca+만/jxc
세상을	세상/ncn+을/jco
재는	재/pvg+는/etm
일을	일/ncn+을/jco
이제	이제/mag
그만둘	그만두/pvg+ㄹ/etm
때도	때/ncn+도/jxc
되었다.	되/pvg+었/ep+다/ef+./sf
그들이	그/npp+들/xsn+이/jcs
펄펄	펄펄/mag
뛰는	뛰/pvg+는/etm
의도야	의도/ncn+야/jxc
빤한	빤하/paa+ㄴ/etm
것으로	것/nbn+으로/jca
아마	아마/mag
`색깔론'적인	`/sl+색깔/ncn+론/xsn+'/sr+적/xsn+이/jp+ㄴ/etm
선거	선거/ncn
분위기를	분위기/ncn+를/jco
만들어	만들/pvg+어/ecx
보자는	보/px+자/ef+는/etm
것일	것/nbn+이/jp+ㄹ/etm
것이다.	것/nbn+이/jp+다/ef+./sf
그러나	그러나/maj
그들의	그/npp+들/xsn+의/jcm
말대로	말/ncn+대로/jxc
우리나라는	우리/npp+나라/ncn+는/jxc
진정코	진정코/mag
양심수가	양심/ncn+수/xsn+가/jcs
한명도	한/nnc+명/nbu+도/jxc
없는	없/paa+는/etm
민주적인	민주/ncn+적/xsn+이/jp+ㄴ/etm
나라인가.	나라/ncn+이/jp+ㄴ가/ef+./sf
우리의	우리/npp+의/jcm
개념으로는	개념/ncn+으로/jca+는/jxc
매우	매우/mag
유감스러운	유감/ncps+스럽/xsm+ㄴ/etm
일이지만	일/ncn+이/jp+지만/ecs
이	이/mmd
땅에	땅/ncn+에/jca
양심수는	양심/ncn+수/xsn+는/jxc
엄연히	엄연/ncn+히/xsa
존재하고	존재/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
양심수를	양심/ncn+수/xsn+를/jco
엄밀하게	엄밀/ncps+하/xsm+게/ecs
정의하기는	정의/ncpa+하/xsv+기/etn+는/jxc
어려울지도	어렵/paa+ㄹ지/ecs+도/jxc
모른다.	모르/pvg+ㄴ다/ef+./sf
이러한	이러하/pad+ㄴ/etm
개념을	개념/ncn+을/jco
기초로	기초/ncn+로/jca
국제사면위는	국제사면위/nq+는/jxc
우리나라	우리/npp+나라/ncn
양심수를	양심/ncn+수/xsn+를/jco
1백명에서	1백/nnc+명/nbu+에서/jca
1백20명	1백/nnc+20/nnc+명/nbu
사이로	사이/ncn+로/jca
보고	보/pvg+고/ecx
있다.	있/px+다/ef+./sf
그러나	그러나/maj
여기에	여기/npd+에/jca
정치범까지를	정치/ncn+범/xsn+까지/jxc+를/jco
더하여	더하/pvg+여/ecs
양심수로	양심/ncn+수/xsn+로/jca
본다면	보/pvg+ㄴ다면/ecs
그	그/mmd
숫자는	숫자/ncn+는/jxc
훨씬	훨씬/mag
늘어난다.	늘/pvg+어/ecx+나/px+ㄴ다/ef+./sf
민가협	민가협/nq
등이	등/ncn+이/jcs
보는	보/pvg+는/etm
양심수는	양심/ncn+수/xsn+는/jxc
9백80명에	9백/nnc+80/nnc+명/nbu+에/jca
이른다.	이르/pvg+ㄴ다/ef+./sf
남북이	남북/nq+이/jcs
맞대결하는	맞대결/ncpv+하/xsv+는/etm
우리의	우리/npp+의/jcm
상황에서	상황/ncn+에서/jca
넓은	넓/paa+은/etm
의미의	의미/ncn+의/jcm
양심수	양심/ncn+수/xsn
개념을	개념/ncn+을/jco
일반화하기는	일반/ncn+화/xsn+하/xsv+기/etn+는/jxc
어려울지도	어렵/paa+ㄹ지/ecs+도/jxc
모른다.	모르/pvg+ㄴ다/ef+./sf
이를테면	이를테면/maj
북한의	북한/nq+의/jcm
사주를	사주/ncn+를/jco
받거나	받/pvg+거나/ecc
이른바	이른바/maj
`주사파'의	`/sl+주사파/nq+'/sr+의/jcm
범주에	범주/ncn+에/jca
드는	들/pvg+는/etm
사람들을	사람/ncn+들/xsn+을/jco
양심수의	양심/ncn+수/xsn+의/jcm
범주에	범주/ncn+에/jca
둘	두/pvg+ㄹ/etm
수	수/nbn
없을	없/paa+을/etm
것이다.	것/nbn+이/jp+다/ef+./sf
이런	이런/mmd
우리의	우리/npp+의/jcm
절실한	절실/ncps+하/xsm+ㄴ/etm
현실을	현실/ncn+을/jco
감안하더라도,	감안/ncpa+하/xsv+더라도/ecs+,/sp
지금	지금/ncn
감옥에	감옥/ncn+에/jca
갇혀	갇히/pvg+어/ecx
있는	있/px+는/etm
수백명의	수백/nnc+명/nbu+의/jcm
학생과	학생/ncn+과/jcj
노동자는	노동/ncn+자/xsn+는/jxc
엄연한	엄연/ncps+하/xsm+ㄴ/etm
양심수이다.	양심/ncn+수/xsn+이/jp+다/ef+./sf
그들은	그/npp+들/xsn+은/jxc
