<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0300.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0300.txt </filename>
<title>수학과의 만남  </title>
<author>써지 랭 저 ; 송교식 역  </author>
<date>1992  </date>
<publisher>가서원  </publisher>
<kdc>410  </kdc>
<ddc> 510 </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
수학을	수학/ncn+을/jco
의	의/jcm
넓이	넓이/ncn
곱하기	곱하기/ncn
n	n/f
입니다	이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
맞았습니다	맞/pvg+았/ep+습니다/ef
.	./sf
학생의	학생/ncn+의/jcm
이름은	이름/ncn+은/jxc
?	?/sf
학생	학생/ncn
:	:/sp
찰리	찰리/nq
(	(/sl
Charlie	Charlie/f
)	)/sr
입니다	이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
찰리가	찰리/nq+가/jcs
다각형	다각형/mag
안의	안/ncn+의/jcm
넓이가	넓이/ncn+가/jcs
을	을/jco
n	n/f
배한	배하/pvg+ㄴ/etm
것이라고	것/nbn+이/jp+라/ef+고/jcr
옳게	옳/paa+게/ecs
말했습니다	말/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
n	n/f
곱하기	곱하기/ncn
을	을/jco
이런	이런/mmd
식으로	식/ncn+으로/jca
쓸	쓰/pvg+ㄹ/etm
수	수/nbn
있겠죠	있/paa+겠/ep+지/ef+요/jxf
:	:/sp
정	정/ncn
n	n/f
각형의	각형/ncn+의/jcm
둘레는	둘레/ncn+는/jxc
얼마입니까	얼마/ncn+이/jp+ㅂ니까/ef
?	?/sf
쉐릴	쉐릴/nq
:	:/sp
의	의/jcm
n	n/f
배입니다	배/ncn+이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
맞습니다	맞/pvg+습니다/ef
.	./sf
저기에	저기/npd+에/jca
공식을	공식/ncn+을/jco
쓰겠습니다	쓰/pvg+겠/ep+습니다/ef
:	:/sp
이해하겠습니까	이해/ncpa+하/xsv+겠/ep+습니까/ef
?	?/sf
아돌프	아돌프/nq
.	./sf
이해하겠습니까	이해/ncpa+하/xsv+겠/ep+습니까/ef
?	?/sf
아돌프	아돌프/nq
:	:/sp
예	예/ii
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
정	정/ncn
n	n/f
각형의	각형/ncn+의/jcm
내부	내부/ncn
넓이는	넓이/ncn+는/jxc
입니다	이/jp+ㅂ니다/ef
.	./sf
이것을	이것/npd+을/jco
쓰면	쓰/pvg+면/ecs
다음과	다음/ncn+과/jct
같습니다	같/paa+습니다/ef
.	./sf
n	n/f
이	이/jcs
매우	매우/mag
큰	크/paa+ㄴ/etm
수라고	수/ncn+라/ef+고/jcr
가정해	가정/ncpa+하/xsv+어/ecx
봅시다	보/px+ㅂ시다/ef
.	./sf
다각형의	다각형/ncn+의/jcm
변의	변/ncn+의/jcm
수를	수/ncn+를/jco
늘려가면	늘리/pvg+어/ecx+가/px+면/ecs
더욱	더욱/mag
좋은	좋/paa+은/etm
원의	원/ncn+의/jcm
근사값을	근사/ncn+값/ncn+을/jco
얻게	얻/pvg+게/ecs
됩니다	되/pvg+ㅂ니다/ef
.	./sf
잠시	잠시/mag
후면	후/ncn+면/ecs
,	,/sp
더	더/mag
이상	이상/ncn
그릴	그리/pvg+ㄹ/etm
수	수/nbn
없게	없/paa+게/ecs
됩니다	되/pvg+ㅂ니다/ef
.	./sf
n	n/f
이	이/jcs
매우	매우/mag
커지면	크/paa+어/ecx+지/px+면/ecs
우변의	우변/ncn+의/jcm
값	값/ncn
,	,/sp
은	은/jxc
무엇에	무엇/npd+에/jca
가까워집니까	가깝/paa+어/ecx+지/px+ㅂ니까/ef
?	?/sf
다각형의	다각형/ncn+의/jcm
둘레	둘레/ncn
은	은/jxc
무엇에	무엇/npd+에/jca
가까워집니까	가깝/paa+어/ecx+지/px+ㅂ니까/ef
?	?/sf
찰리	찰리/nq
.	./sf
찰리	찰리/nq
:	:/sp
원주입니다	원주/ncn+이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
그렇습니다	그렇/pad+습니다/ef
.	./sf
또	또/maj
,	,/sp
높이	높이/ncn
은	은/jxc
무엇에	무엇/npd+에/jca
가까워집니까	가깝/paa+어/ecx+지/px+ㅂ니까/ef
?	?/sf
학생	학생/ncn
:	:/sp
반지름입니다	반지름/ncn+이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
매우	매우/mag
훌륭합니다	훌륭/ncps+하/xsm+ㅂ니다/ef
.	./sf
학생의	학생/ncn+의/jcm
이름은	이름/ncn+은/jxc
?	?/sf
학생	학생/ncn
:	:/sp
조	조/nq
(	(/sl
Joe	Joe/f
)	)/sr
입니다	이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
조는	조/nq+는/jxc
n	n/f
이	이/jcs
매우	매우/mag
커질	크/paa+어/ecx+지/px+ㄹ/etm
때	때/ncn
이	이/mmd
원의	원/ncn+의/jcm
반지름에	반지름/ncn+에/jca
가까워진다고	가깝/paa+어/ecx+지/px+ㄴ다/ef+고/jcr
말했습니다	말/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
여러분	여러분/npp
모두	모두/mag
잘	잘/mag
했습니다	하/pvg+었/ep+습니다/ef
.	./sf
잘치	잘치/nq
,	,/sp
조	조/nq
,	,/sp
쉐릴	쉐릴/nq
,	,/sp
써지	써지/nq
,	,/sp
레이첼	레이첼/nq
,	,/sp
(	(/sl
웃음	웃음/ncn
)	)/sr
모든	모든/mag
이름을	이름/ncn+을/jco
한번에	한번/ncn+에/jca
말하려니	말/ncpa+하/xsv+려니/ecs
힘이	힘/ncn+이/jcs
들군요	들/pvg+군/ef+요/jxf
.	./sf
그래서	그래서/maj
은	은/jxc
반지름에	반지름/ncn+에/jca
가까워집니다	가깝/paa+어/ecx+지/px+ㅂ니다/ef
.(	./sf+(/sl
선생님은	선생/ncn+님/xsn+은/jxc
칠판에	칠판/ncn+에/jca
쓰지만	쓰/pvg+지만/ecs
분필이	분필/ncn+이/jcs
다	다/mag
떨어졌다	떨어지/pvg+었/ep+다/ef
.)	./sf+)/sr
한	한/nnc
학생	학생/ncn
:	:/sp
서랍에	서랍/ncn+에/jca
분필이	분필/ncn+이/jcs
더	더/mag
있습니다	있/paa+습니다/ef
.(	./sf+(/sl
웃음	웃음/ncn
)	)/sr
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
좋습니다	좋/paa+습니다/ef
.	./sf
다음	다음/mmd
등식	등식/ncn
의	의/jcm
우변에서	우변/ncn+에서/jca
둘레	둘레/ncn
은	은/jxc
원의	원/ncn+의/jcm
둘레에	둘레/ncn+에/jca
가까워지고	가깝/paa+어/ecx+지/px+고/ecc
,	,/sp
은	은/jxc
반지름에	반지름/ncn+에/jca
가까워집니다	가깝/paa+어/ecx+지/px+ㅂ니다/ef
.	./sf
그러면	그러면/maj
,	,/sp
좌변에	좌변/ncn+에/jca
있는	있/paa+는/etm
다각형	다각형/ncn
내부의	내부/ncn+의/jcm
널이	널/ncn+이/jcs
은	은/jxc
무엇에	무엇/npd+에/jca
가까워집니까	가깝/paa+어/ecx+지/px+ㅂ니까/ef
?	?/sf
새로운	새롭/paa+ㄴ/etm
사람을	사람/ncn+을/jco
지명합시다	지명/ncpa+하/xsv+ㅂ시다/ef
.(	./sf+(/sl
선생님은	선생/ncn+님/xsn+은/jxc
다른	다르/paa+ㄴ/etm
학생을	학생/ncn+을/jco
가리킨다	가리키/pvg+ㄴ다/ef
)	)/sr
그	그/mmd
학생	학생/ncn
:	:/sp
?(	?/sf+(/sl
선생님을	선생/ncn+님/xsn+을/jco
놀란	놀라/pvg+ㄴ/etm
듯	듯/nbn
눈썹을	눈썹/ncn+을/jco
치켜뜬다	치키/pvg+어/ecs+뜨/pvg+ㄴ다/ef
.)	./sf+)/sr
아니고	아니/paa+고/ecs
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
반지름이	반지름/ncn+이/jcs
r	r/f
인	이/jp+ㄴ/etm
원을	원/ncn+을/jco
생각합시다	생각/ncpa+하/xsv+ㅂ시다/ef
.	./sf
반지름이	반지름/ncn+이/jcs
r	r/f
인	이/jp+ㄴ/etm
원의	원/ncn+의/jcm
넓이를	넓이/ncn+를/jco
무엇이라고	무엇/npd+이/jp+라/ef+고/jcr
해왔습니까	하/pvg+어/ecx+오/px+았/ep+습니까/ef
?	?/sf
그	그/mmd
학생	학생/ncn
:	:/sp
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
좋아요	좋/paa+아/ef+요/jxf
.	./sf
좌변은	좌변/ncn+은/jxc
에	에/jca
가까워지고	가깝/paa+어/ecx+지/px+고/ecc
,	,/sp
우변은	우변/ncn+은/jxc
에	에/jca
가까워집니다	가깝/paa+어/ecx+지/px+ㅂ니다/ef
.	./sf
따라서	따라서/maj
,	,/sp
다음을	다음/ncn+을/jco
얻습니다	얻/pvg+습니다/ef
:	:/sp
이제	이제/mag
식을	식/ncn+을/jco
어떻게	어떻/pad+게/ecx
합니까	하/px+ㅂ니까/ef
?	?/sf
찰리	찰리/nq
.	./sf
찰리	찰리/nq
:	:/sp
양변을	양변/ncn+을/jco
r	r/f
로	로/jca
나눕니다	나누/pvg+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
그래요	그렇/pad+어/ef+요/jxf
.	./sf
양변을	양변/ncn+을/jco
r	r/f
로	로/jca
나누어	나누/pvg+어/ecs
다음을	다음/ncn+을/jco
얻습니다	얻/pvg+습니다/ef
.	./sf
그	그/npp
다음은	다음/ncn+은/jxc
어떻게	어떻/pad+게/ecx
합니까	하/px+ㅂ니까/ef
?	?/sf
찰리	찰리/nq
:	:/sp
2	2/nnc
를	를/nbu
곱합니다	곱하/pvg+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
맞습니다	맞/pvg+습니다/ef
.	./sf
2	2/nnc
를	를/nbu
곱하면	곱하/pvg+면/ecs
무엇이	무엇/npd+이/jcc
됩니까	되/pvg+ㅂ니까/ef
?	?/sf
찰리	찰리/nq
:	:/sp
은	은/jxc
c	c/f
와	와/jct
같다	같/paa+다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
예	예/ii
,	,/sp
가	가/jcc
됩니다	되/pvg+ㅂ니다/ef
.	./sf
이것이	이것/npd+이/jcs
여러분이	여러분/npp+이/jcs
증명하고자	증명/ncpa+하/xsv+고자/ecs
한	하/px+ㄴ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.(	./sf+(/sl
학급	학급/ncn
전체가	전체/ncn+가/jcs
웃는다	웃/pvg+는다/ef
.)	./sf+)/sr
아시겠습니까	알/pvg+시/ep+겠/ep+습니까/ef
?	?/sf
우리는	우리/npp+는/jxc
반지름이	반지름/ncn+이/jcs
r	r/f
인	이/jp+ㄴ/etm
원판의	원판/ncn+의/jcm
넓이	넓이/ncn
에서	에서/jca
시작했습니다	시작/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
그리고	그리고/maj
다각형의	다각형/ncn+의/jcm
둘레와	둘레/ncn+와/jcj
넓이를	넓이/ncn+를/jco
계산함으로써	계산/ncpa+하/xsv+ㅁ/etn+으로써/jca
근사값을	근사/ncn+값/ncn+을/jco
사용했습니다	사용/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
n	n/f
을	을/jco
무한에	무한/ncn+에/jca
가까워지게	가깝/paa+어/ecx+지/px+게/ecx
함으로써	하/px+ㅁ/etn+으로써/jca
원판의	원판/ncn+의/jcm
넓이와	넓이/ncn+와/jcj
원의	원/ncn+의/jcm
둘레에	둘레/ncn+에/jca
대한	대하/pvg+ㄴ/etm
근사값을	근사/ncn+값/ncn+을/jco
얻습니다	얻/pvg+습니다/ef
.	./sf
우변은	우변/ncn+은/jxc
에	에/jca
가까워지고	가깝/paa+어/ecx+지/px+고/ecc
,	,/sp
좌변은	좌변/ncn+은/jxc
원판의	원판/ncn+의/jcm
넓이인	넓이/ncn+이/jp+ㄴ/etm
에	에/jca
가까워졌습니다	가깝/paa+어/ecx+지/px+었/ep+습니다/ef
.	./sf
이전에	이전/ncn+에/jca
증명했던	증명/ncpa+하/xsv+었/ep+던/etm
것이지요	것/nbn+이/jp+지/ef+요/jxf
.	./sf
그리고는	그리고/maj+는/jxc
양변을	양변/ncn+을/jco
r	r/f
로	로/jca
나누고	나누/pvg+고/ecc
2	2/nnc
를	를/jco
곱하는	곱하/pvg+는/etm
간단한	간단/ncps+하/xsm+ㄴ/etm
계산을	계산/ncn+을/jco
통해서	통하/pvg+어서/ecs
공식	공식/ncn
를	를/jco
얻었습니다	얻/pvg+었/ep+습니다/ef
.	./sf
이것이	이것/npd+이/jcs
여러분의	여러분/npp+의/jcm
공식입니다	공식/ncn+이/jp+ㅂ니다/ef
.	./sf
이상이	이상/ncn+이/jcs
증명이라는	증명/ncn+이/jp+라/ef+는/etm
것을	것/nbn+을/jco
알겠습니까	알/pvg+겠/ep+습니까/ef
?(	?/sf+(/sl
선생님은	선생/ncn+님/xsn+은/jxc
레이첼을	레이첼/nq+을/jco
가리킨다	가리키/pvg+ㄴ다/ef
.)	./sf+)/sr
레이첼	레이첼/nq
:	:/sp
예	예/ii
.(	./sf+(/sl
자신없는	자신/ncn+없/paa+는/etm
말투	말투/ncn
)	)/sr
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
알겠어요	알/pvg+겠/ep+어/ef+요/jxf
?	?/sf
레이첼	레이첼/nq
:	:/sp
예	예/ii
.(	./sf+(/sl
약간의	약간/ncn+의/jcm
웃음	웃음/ncn
)	)/sr
써지	nq[써지/nq
랭	랭/nq]nq
:"	:/sp+"/sl
예	예/ii
"	"/sr
라고	라고/jcr
하는	하/pvg+는/etm
의미는	의미/ncn+는/jxc
무엇입니까	무엇/npd+이/jp+ㅂ니까/ef
?	?/sf
강요에	강요/ncn+에/jca
의한	의하/pvg+ㄴ/etm
"	"/sl
예	예/ii
"	"/sr
인가요	이/jp+ㄴ가/ef+요/jxf
,	,/sp
아니면	아니/paa+면/ecs
확신에	확신/ncn+에/jca
의한	의하/pvg+ㄴ/etm
"	"/sl
예	예/ii
"	"/sr
인가요	일/pvg+ㄴ가/ef+요/jxf
?	?/sf
양쪽이	양쪽/ncn+이/jcs
조금씩인가요	조금/ncn+씩/xsn+이/jp+ㄴ가/ef+요/jxf
?	?/sf
레이첼	레이첼/nq
:	:/sp
양쪽이	양쪽/ncn+이/jcs
조금씩	조금/ncn+씩/xsn
있습니다	있/paa+습니다/ef
.(	./sf+(/sl
웃음	웃음/ncn
)	)/sr
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
어디에	어디/npd+에/jca
강요가	강요/ncn+가/jcs
있었습니까	있/paa+었/ep+습니까/ef
?	?/sf
레이첼	레이첼/nq
:	:/sp
모르겠습니다	모르/pvg+겠/ep+습니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
모른다고요	모르/pvg+ㄴ다고/ecs+요/jxf
?(	?/sf+(/sl
웃음	웃음/ncn
)	)/sr
좋습니다	좋/paa+습니다/ef
.	./sf
모두	모두/mag
확신으로	확신/ncn+으로/jca
만듭시다	만들/pvg+ㅂ시다/ef
.	./sf
어디서	어디/npd+서/jca
시작했더라	시작/ncpa+하/xsv+었/ep+더라/ef
?	?/sf
학생은	학생/ncn+은/jxc
이	이/mmd
반지름이	반지름/ncn+이/jcs
r	r/f
인	이/jp+ㄴ/etm
원판의	원판/ncn+의/jcm
넓이라는	넓이/ncn+라/ef+는/etm
것을	것/nbn+을/jco
인정하지요	인정/ncpa+하/xsv+지/ef+요/jxf
.	./sf
다음에	다음/ncn+에/jca
어떻게	어떻/pad+게/ecx
했습니까	하/px+었/ep+습니까/ef
?	?/sf
레이첼	레이첼/nq
:	:/sp
원을	원/ncn+을/jco
그리셨습니다	그리/pvg+시/ep+었/ep+습니다/ef
.(	./sf+(/sl
웃음	웃음/ncn
)	)/sr
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
예	예/ii
,	,/sp
원을	원/ncn+을/jco
그렸습니다	그리/pvg+었/ep+습니다/ef
.	./sf
그리고나선	그리/pvg+고/ecs+나서/pvg+ㄴ/etm
어떻게	어떻/pad+게/ecx
했지요	하/px+었/ep+지/ef+요/jxf
?	?/sf
레이첼	레이첼/nq
:	:/sp
삼각형으로	삼각형/ncn+으로/jca
나누었습니다	나누/pvg+었/ep+습니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
맞습니다	맞/pvg+습니다/ef
.	./sf
삼각형으로	삼각형/ncn+으로/jca
원의	원/ncn+의/jcm
내부를	내부/ncn+를/jco
나누었습니다	나누/pvg+었/ep+습니다/ef
.	./sf
원의	원/ncn+의/jcm
내부에	내부/ncn+에/jca
정다각형을	정다각형/ncn+을/jco
그려	그리/pvg+어/ecs
삼각형으로	삼각형/ncn+으로/jca
나누었습니다	나누/pvg+었/ep+습니다/ef
.	./sf
레이첼	레이첼/nq
:	:/sp
예	예/ii
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
그리곤	그리고/maj+ㄴ/jxc
논리를	논리/ncn+를/jco
사용했습니다	사용/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
제	제/npp
말은	말/ncn+은/jxc
,	,/sp
학생은	학생/ncn+은/jxc
삼각형의	삼각형/ncn+의/jcm
넓이를	넓이/ncn+를/jco
인정했다는	인정/ncpa+하/xsv+었/ep+다/ef+는/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
그래서	그래서/maj
n	n/f
개의	개/nbu+의/jcm
변을	변/ncn+을/jco
가진	가지/pvg+ㄴ/etm
정다각형을	정다각형/ncn+을/jco
택했습니다	택하/pvg+었/ep+습니다/ef
.	./sf
4	4/nnc
,	,/sp
5	5/nnc
,	,/sp
6	6/nnc
,	,/sp
7	7/nnc
,	,/sp
8	8/nnc
,	,/sp
9	9/nnc
,	,/sp
10	10/nnc
,	,/sp
일반적으로	일반/ncn+적/xsn+으로/jca
n	n/f
을	을/jco
사용했습니다	사용/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
"	"/sl
n	n/f
"	"/sr
이	이/jcs
당황스럽게	당황/ncps+스럽/xsm+게/ecx
하지	하/px+지/ecx
않았습니까	않/px+았/ep+습니까/ef
?	?/sf
레이첼	레이첼/nq
:	:/sp
당황스럽지	당황/ncps+스럽/xsm+지/ecx
않았습니다	않/px+았/ep+습니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
전혀	전혀/mag
?	?/sf
좋습니다	좋/paa+습니다/ef
.	./sf
그리고	그리고/maj
삼각형의	삼각형/ncn+의/jcm
밑변과	밑변/ncn+과/jcj
높이에	높이/ncn+에/jca
이름을	이름/ncn+을/jco
붙였습니다	붙이/pvg+었/ep+습니다/ef
.	./sf
밑변을	밑변/ncn+을/jco
높이를	높이/ncn+를/jco
이라	이/jp+라/ef
부릅시다	부르/pvg+ㅂ시다/ef
.	./sf
당황스러운가요	당황/ncps+스럽/xsm+ㄴ가/ef+요/jxf
?	?/sf
레이첼	레이첼/nq
:	:/sp
아니요	아니/paa+요/jxf
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
전혀	전혀/mag
?	?/sf
좋습니다	좋/paa+습니다/ef
.	./sf
그리고	그리고/maj
삼각형의	삼각형/ncn+의/jcm
밑변과	밑변/ncn+과/jcj
높이에	높이/ncn+에/jca
이름을	이름/ncn+을/jco
붙였습니다	붙이/pvg+었/ep+습니다/ef
.	./sf
밑변을	밑변/ncn+을/jco
높이를	높이/ncn+를/jco
이라	이르/pvg+아/ecs
부릅시다	부르/pvg+ㅂ시다/ef
.	./sf
당황스러운가요	당황/ncps+스럽/xsm+ㄴ가/ef+요/jxf
?	?/sf
레이첼	레이첼/nq
:	:/sp
아니요	아니/paa+요/jxf
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
그것은	그것/npd+은/jxc
강요인가요	강요/ncn+이/jp+ㄴ가/ef+요/jxf
,	,/sp
확신인가요	확신/ncn+이/jp+ㄴ가/ef+요/jxf
?	?/sf
한	한/nnc
학생	학생/ncn
:	:/sp
확신입니다	확신/ncn+이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
여기까지	여기/npd+까지/jxc
강요는	강요/ncn+는/jxc
없었나요	없/paa+었/ep+나/ef+요/jxf
?	?/sf
레이첼	레이첼/nq
:	:/sp
여기까지는	여기/npd+까지/jxc+는/jxc
잘	잘/mag
되었습니다	되/pvg+었/ep+습니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
여기까지는	여기/npd+까지/jxc+는/jxc
잘	잘/mag
되었군요	되/pvg+었/ep+군/ef+요/jxf
.(	./sf+(/sl
웃음	웃음/ncn
)	)/sr
그러면	그러면/maj
각	각/mma
삼각형의	삼각형/ncn+의/jcm
넓이는	넓이/ncn+는/jxc
?	?/sf
레이첼	레이첼/nq
:	:/sp
밑변	밑변/ncn
곱하기	곱하기/ncn
높이의	높이/ncn+의/jcm
반입니다	반/nnc+이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
밑변	밑변/ncn
곱하기	곱하기/ncn
높이의	높이/ncn+의/jcm
반이라고	반/nnc+이/jp+라/ef+고/jcr
스스로	스스로/mag
말했습니다	말/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
그러나	그러나/maj
그건	그것/npd+ㄴ/jxc
강요가	강요/ncn+가/jcc
아니지요	아니/paa+지/ef+요/jxf
.	./sf
레이첼	레이첼/nq
:	:/sp
그것은	그것/npd+은/jxc
확신입니다	확신/ncn+이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
그것이	그것/npd+이/jcs
확신이라니	확신/ncn+이/jp+라/ef+니/ecs
기쁘군요	기쁘/paa+군/ef+요/jxf
.(	./sf+(/sl
웃음	웃음/ncn
)	)/sr
좋습니다	좋/paa+습니다/ef
.	./sf
다각형	다각형/ncn
내부의	내부/ncn+의/jcm
넓이는	넓이/ncn+는/jxc
?	?/sf
내부에	내부/ncn+에/jca
얼마나	얼마나/mag
많은	많/paa+은/etm
삼각형이	삼각형/ncn+이/jcs
있습니까	있/paa+습니까/ef
?(	?/sf+(/sl
선생님이	선생/ncn+님/xsn+이/jcs
새로운	새롭/paa+ㄴ/etm
그림을	그림/ncn+을/jco
그린다	그리/pvg+ㄴ다/ef
.)	./sf+)/sr
레이첼	레이첼/nq
:(	:/sp+(/sl
세기	세/pvg+기/e수
시작한다	시작/ncpa+하/xsv+ㄴ다/ef
.)	./sf+)/sr
하나	하나/ncn
,	,/sp
둘	둘/nnc
,	,/sp
셋	셋/nnc
,	,/sp
일곱	일곱/nnc
,	,/sp
n	n/f
을	을/jco
뜻합니다	뜻/ncpa+하/xsv+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
n	n/f
개의	개/nbu+의/jcm
삼각형	삼각형/ncn
,	,/sp
맞습니다	맞/pvg+습니다/ef
.	./sf
각각의	각각/ncn+의/jcm
삼각형의	삼각형/ncn+의/jcm
넓이를	넓이/ncn+를/jco
알고	알/pvg+고/ecc
,	,/sp
같은	같/paa+은/etm
넓이를	넓이/ncn+를/jco
가진	가지/pvg+ㄴ/etm
n	n/f
개의	개/nbu+의/jcm
삼각형이	삼각형/ncn+이/jcs
있다고	있/paa+다/ef+고/jcr
하면	하/pvg+면/ecs
,	,/sp
다각형	다각형/ncn
안에	안/ncn+에/jca
있는	있/paa+는/etm
모든	모든/mag
넓이는	넓이/ncn+는/jxc
얼마입니까	얼마/ncn+이/jp+ㅂ니까/ef
?	?/sf
레이첼	레이첼/nq
:	:/sp
예	예/ii
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
확신입니까	확신/ncn+이/jp+ㅂ니까/ef
?	?/sf
레이첼	레이첼/nq
:	:/sp
예	예/ii
.(	./sf+(/sl
웃으면서	웃/pvg+으면서/ecs
)	)/sr
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
좋습니다	좋/paa+습니다/ef
.	./sf
그러면	그러면/maj
,	,/sp
다음	다음/mmd
단계는	단계/ncn+는/jxc
무엇입니까	무엇/npd+이/jp+ㅂ니까/ef
?	?/sf
은	은/jxc
이고	이/jp+고/ecc
,	,/sp
밑변의	밑변/ncn+의/jcm
n	n/f
배인	배/ncn+이/jp+ㄴ/etm
을	을/jco
따져봅시다	따지/pvg+어/ecx+보/px+ㅂ시다/ef
.	./sf
다각형의	다각형/ncn+의/jcm
둘레의	둘레/ncn+의/jcm
길이는	길이/ncn+는/jxc
얼마입니까	얼마/ncn+이/jp+ㅂ니까/ef
?	?/sf
다각형에는	다각형/ncn+에/jca+는/jxc
얼마나	얼마나/mag
많은	많/paa+은/etm
변이	변/ncn+이/jcs
있습니까	있/paa+습니까/ef
?	?/sf
레이첼	레이첼/nq
:	:/sp
일곱	일곱/nnc
아니	아니/mag
,	,/sp
n	n/f
개입니다	개/nbu+이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
아	아/ii
,	,/sp
괜찮습니다	괜찮/paa+습니다/ef
.	./sf
특정한	특정/ncps+하/xsm+ㄴ/etm
수	수/ncn
7	7/nnc
에서	에서/jca
시작했지만	시작/ncpa+하/xsv+었/ep+지만/ecs
,	,/sp
마음속에선	마음/ncn+속/ncn+에서/jca+ㄴ/jxc
일반적인	일반/ncn+적/xsn+이/jp+ㄴ/etm
n	n/f
의	의/jcm
경우에	경우/ncn+에/jca
대해	대하/pvg+어/ecs
생각하고	생각/ncpa+하/xsv+고/ecx
있고	있/px+고/ecc
,	,/sp
곧	곧/maj
n	n/f
이라고	이/jp+라/ef+고/jcr
말했으니	말/ncpa+하/xsv+었/ep+으니/ecs
,	,/sp
잘	잘/mag
이해하고	이해/ncpa+하/xsv+고/ecx
있다는	있/px+다/ef+는/etm
것을	것/nbn+을/jco
알겠습니다	알/pvg+겠/ep+습니다/ef
.	./sf
변이	변/ncn+이/jcs
n	n/f
개	개/nbu
있다고	있/paa+다/ef+고/jcr
말했습니다	말/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
레이첼	레이첼/nq
:	:/sp
예	예/ii
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
각	각/mma
변은	변/ncn+은/jxc
길이가	길이/ncn+가/jcs
입니다	이/jp+ㅂ니다/ef
.	./sf
그러면	그러면/maj
다각형	다각형/ncn
둘레의	둘레/ncn+의/jcm
길이는	길이/ncn+는/jxc
얼마입니까	얼마/ncn+이/jp+ㅂ니까/ef
?	?/sf
레이첼	레이첼/nq
:	:/sp
의	의/jcm
n	n/f
배입니다	배/ncn+이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
예	예/ii
,	,/sp
그럼	그럼/mag
여기서	여기/npd+서/jca
이	이/jcs
보입니까	보이/pvg+ㅂ니까/ef
?	?/sf
레이첼	레이첼/nq
:	:/sp
예	예/ii
