<tdmsfile>
<project>  </project>
2479    구체화하려는    구체화/mcm+하/xsv+려는/etm
2481    이론으로        이론/ncn+으로/jca
2482    ,        ,/sp
2483    HPSG  HPSG/f
2484    는      는/jxc
2485    형태소  형태소/ncn
2486    ,        ,/sp
2487    단어    단어/ncn
2488    ,        ,/sp
2489    구      구/ncn
2490    그리고  그리고/maj
2491    문장    문장/ncn
2492    등의    등/ncn+의/jcm
2493    모든    모든/mma
2494    언어단위들이    언어/ncn+단위/ncn+들/xsn+이/jcs
2495    지니고  지니/pvg+고/ecx
2496    있는    있/px+는/etm
2497    각기    각기/ncn
2498    고유한  고유/ncpa+하/xsv+ㄴ/etm
2499    음성    음성/ncn
2500    ,        ,/sp
2501    통사    통사/ncn
2502    ,        ,/sp
2503    의미정보를      의미/ncps+정보/ncn+를/jco
2504    명시적으로      명시/ncpa+적/xsn+으로/jca
2505    나타내고        나타내/pvg+고/ecc
2506    그      그/mmd
2507    작용을  작용/ncpa+을/jco
2508    설명하려고      설명/ncpa+하/xsv+려고/ecx
2509    한다    하/px+ㄴ다/ef
2510    .        ./sf
2511    이런    이런/mmd
2512    정보는  정보/ncn+는/jxc
2513    속성    속성/ncn
2514    (       (/sl
2515    attribute attribute/f
2516    )       )/sr
2517    과      과/jcj
2518    그      그/mmd
2519    값      값/ncn
2520    (       (/sl
2521    value   value/f
2522    )       )/sr
2523    의      의/jcm
2524    행렬    행렬/ncn
2525    (       (/sl
2526    matrix  matrix/f
2527    )       )/sr
2528    로      로/jca
2529    나타난다        나타나/pvg+ㄴ다/ef
2530    .{{      ./sf+{/sl+{/sl
2531    이      이/mmd
2532    정보는  정보/ncn+는/jxc
2533    모든    모든/mma
2534    기호의  기호/ncn+의/jcm
2535    속성값행렬      속성값행렬/ncn
2536    (       (/sl
2537    AVM   AVM/f
2538    )       )/sr
2539    로      로/jca
2540    나타나는데      나타나/pvg+는데/ecs
2541    한      한/nnc
2542    예로    예/ncn+로/jca
2543    영어    영어/ncn
2544    '       '/sl
2545    she     she/f
2546    '       '/sr
2547    의      의/jcm
2548    음성    음성/ncn
2549    ,        ,/sp
2550    통사    통사/ncn
2551    ,        ,/sp
2552    의미적인        의미/ncps+적/xsn+이/jp+ㄴ/etm
2553    정보는  정보/ncn+는/jxc
2555    다음과  다음/ncn+과/jct
2556    같은    같/paa+ㄴ/etm
2557    구조를  구조/ncpa+를/jco
2558    통해    통하/pvg+어/ecs
2559    나타난다        나타나/pvg+ㄴ다/ef
2560    .        ./sf
2561    +-      +/sy+-/sd
2562    --+     |/sy
2563    |       |/sy
2564    PHON  PHON/f
2565    <       </sl
2566    she     she/f
2567            >/sr
2568    |       |/sy
2569    |       |/sy
2570    +----  +----/sd
2571    +----  +----/sd
2572    ---+--+ ---+--+/sy
2573    |       |/sy
2574    |       |/sy
2575    |       |/sy
2576    |       |/sy
2577    +---   +---/sd
2578    ---+   ---+/sy
2579    |       |/sy
2580    |       |/sy
2581    |       |/sy
2582    |       |/sy
2583    |       |/sy
2584    |       |/sy
2585    CAT   CAT/f
2586    |       |/sy
2587    HEAD HEAD/f
2588    n       n/f
2589    [       [/sl
2590    CASE  CASE/f
2591    nom    nom/f
2592    ]       ]/sr
2593    |       |/sy
2594    |       |/sy
2595    |       |/sy
2596    |       |/sy
2597    |       |/sy
2598    |       |/sy
2599    |       |/sy
2600    |       |/sy
2601    SUBCAT       SUBCAT/f
2602    <       </sl
2603            >/sr
2604    |       |/sy
2605    |       |/sy
2606    |       |/sy
2607    |       |/sy
2608    |       |/sy
2609    |       |/sy
2610    |       |/sy
2611    cat     cat/f
2612    +---   +---/sd
2613    ---+   ---+/sy
2614    |       |/sy
2615    |       |/sy
2616    |       |/sy
2617    |       |/sy
2618    |       |/sy
2619    |       |/sy
2620    |       |/sy
2621    |       |/sy
2622    |       |/sy
2623    |       |/sy
2624    |       |/sy
2625    |       |/sy
2626    +--     +--/sd
2627    +---   +---/sd
2628    --+-+  --+-+/sy
2629    |       |/sy
2630    |       |/sy
2631    |       |/sy
2632    |       |/sy
2633    |       |/sy
2634    |       |/sy
2635    |       |/sy
2636    |       |/sy
2637    PER    PER/f
2638    3       3/nnc
2639    rd      rd/f
2640    |       |/sy
2641    |       |/sy
2642    |       |/sy
2643    |       |/sy
2644    |       |/sy
2645    |       |/sy
2646    |       |/sy
2647    |       |/sy
2648    |       |/sy
2649    IND    IND/f
2650    [       [/sl
2651    1       1/nnc
2652    ]       ]/sr
2653    |       |/sy
2654    NUM   NUM/f
2655    sing    sing/f
2656    |       |/sy
2657    |       |/sy
2658    |       |/sy
2659    |       |/sy
2660    |       |/sy
2661    |       |/sy
2662    SYNSEM       SYNSEM/f
2663    |       |/sy
2664    LOC    LOC/f
2665    |       |/sy
2666    CTT    CTT/f
2667    |       |/sy
2668    |       |/sy
2669    GEND  GEND/f
2670    fem     fem/f
2671    |       |/sy
2672    |       |/sy
2673    |       |/sy
2674    |       |/sy
2675    |       |/sy
2676    |       |/sy
2677    |       |/sy
2678    |       |/sy
2679    |       |/sy
2680    ref      ref/f
2681    +--     +--/sd
2682    -+      -/sd++/sy
2683    |       |/sy
2684    |       |/sy
2685    |       |/sy
2686    |       |/sy
2687    |       |/sy
2688    |       |/sy
2689    |       |/sy
2690    |       |/sy
2691    |       |/sy
2692    |       |/sy
2693    |       |/sy
2694    |       |/sy
2695    |       |/sy
2696    |       |/sy
2697    |       |/sy
2698    |       |/sy
2699    RESTR RESTR/f
2700    {       {/sl
2701    }       }/sr
2702    |       |/sy
2703    |       |/sy
2704    |       |/sy
2705    |       |/sy
2706    |       |/sy
2707    |       |/sy
2708    |       |/sy
2709    ppro    ppro/f
2710    +--     +--/sd
2711    --+     --+/sy
2712    |       |/sy
2713    |       |/sy
2714    |       |/sy
2715    |       |/sy
2716    |       |/sy
2717    |       |/sy
2718    +--     +--/sd
2719    +--     +--/sd
2720    ---+   ---+/sy
2721    --+     --+/sy
2722    |       |/sy
2723    |       |/sy
2724    |       |/sy
2725    |       |/sy
2726    |       |/sy
2727    |       |/sy
2728    |       |/sy
2729    BKG    BKG/f
2730    {       {/sl
2731    |       |/sy
2732    RELN  RELN/f
2733    female  female/f
2734    |}       |/sy+}/sr
2735    |       |/sy
2736    |       |/sy
2737    |       |/sy
2738    |       |/sy
2739    |       |/sy
2740    |       |/sy
2741    |       |/sy
2742    CXT    CXT/f
2743    |       |/sy
2744    |       |/sy
2745    INST   INST/f
2746    [       [/sl
2747    1       1/nnc
2748    ]       ]/sr
2749    |       |/sy
2750    |       |/sy
2751    |       |/sy
2752    |       |/sy
2753    |       |/sy
2754    |       |/sy
2755    |       |/sy
2756    |       |/sy
2757    |       |/sy
2758    psoa    psoa/f
2759    +--     +--/sd
2760    --+     --+/sy
2761    |       |/sy
2762    |       |/sy
2763    |       |/sy
2764    |       |/sy
2765    |       |/sy
2766    |       |/sy
2767    |       |/sy
2768    cxt     cxt/f
2769    +--     +--/sd
2770    --+     --+/sy
2771    |       |/sy
2772    |       |/sy
2773    |       |/sy
2774    +-      +/sy+-/sd
2775    +-      +/sy+-/sd
2776    +----  +----/sd
2777    --+     --+/sy
2778    -+      -/sd++/sy
2779    ---+   ---+/sy
2780    }}      }/sr+}/sr
2781    제약에  제약/ncpa+에/jca
2782    기반을  기반/ncn+을/jco
2783    둔      두/pvg+ㄴ/etm
2784    (       (/sl
2785    constraint       constraint/f
2786    -       -/sd
2787    based   based/f
2788    )       )/sr
2789    이론이란        이론/ncn+이/jp+란/etm
2790    것은    것/nbn+은/jxc
2791    언어단위가      언어/ncn+단위/ncn+가/jcs
2792    서로    서로/mag
2793    결합하여        결합/ncpa+하/xsv+어/ecs
2794    더      더/mag
2795    큰      크/paa+ㄴ/etm
2796    단위를  단위/ncn+를/jco
2797    이루어  이루/pvg+어/ecs
2798    나갈    나가/pvg+ㄹ/etm
2799    때      때/ncn
2800    필연적으로      필연/ncn+적/xsn+으로/jca
2801    나타나는        나타나/pvg+는/etm
2802    것으로  것/nbn+으로/jca
2803    한      한/nnc
2804    단위가  단위/ncn+가/jcs
2805    다른    다른/mma
2806    단위와  단위/ncn+와/jcj
2807    결합될  결합/ncpa+되/xsv+ㄹ/etm
2808    때는    때/ncn+는/jxc
2809    무조건  무조건/mag
2810    되는    되/pvg+는/etm
2811    것이    것/nbn+이/jcs
2812    아니라  아니/paa+라/ecs
2813    엄격한  엄격하/paa+ㄴ/etm
2814    제약을  제약/ncpa+을/jco
2815    기초로  기초/ncpa+로/jca
2816    이루어진다는    이루/pvg+어/ecx+지/px+ㄴ다는/etm
2817    것이다  것/nbn+이/jp+다/ef
2818    .        ./sf
2819    종래의  종래/ncn+의/jcm
2821    변형문법이      변형/ncpa+문법/ncn+이/jcs
2822    변형규칙의      변형/ncpa+규칙/ncn+의/jcm
2823    적용    적용/ncpa
2824    가능성에        가능성/ncn+에/jca
2825    대한    대하/pvg+ㄴ/etm
2826    제약을  제약/ncpa+을/jco
2827    설정한  설정/ncpa+하/xsv+ㄴ/etm
2828    반면    반면/ncn
2829    HPSG  HPSG/f
2830    에서의  에서/jca+의/jcm
2831    제약은  제약/ncpa+은/jxc
2833    자질들의        자질/ncn+들/xsn+의/jcm
2834    분포    분포/ncpa
2835    가능성에        가능성/ncn+에/jca
2836    대한    대하/pvg+ㄴ/etm
2837    제약이다        제약/ncpa+이/jp+다/ef
2838    .        ./sf
2839    즉      즉/maj
2840    이      이/mmd
2841    제약은  제약/ncpa+은/jxc
2842    단어나  단어/ncn+나/jcj
2843    구에    구/ncn+에/jca
2844    대한    대하/pvg+ㄴ/etm
2845    제약이  제약/ncpa+이/jcs
2846    아니라  아니/paa+라/ecs
2847    단어나  단어/ncn+나/jcj
2848    구의    구/ncn+의/jcm
2849    내부구조인      내부/ncn+구조/ncpa+이/jp+ㄴ/etm
2850    자질들에        자질/ncn+들/xsn+에/jca
2851    대한    대하/pvg+ㄴ/etm
2852    제약이  제약/ncpa+이/jcs
2853    된다    되/pvg+ㄴ다/ef
2854    .        ./sf
2855    HPSG  HPSG/f
2856    의      의/jcm
2857    또다른  또다른/mma
2858    특징으로        특징/ncpa+으로/jca
2859    통합기반적인    통합/ncpa+기반/ncn+적/xsn+이/jp+ㄴ/etm
2860    (       (/sl
2861    unification       unification/f
2862    -       -/sd
2863    based   based/f
2864    )       )/sr
2866    이론이라는      이론/ncn+이/jp+라는/etm
2867    점을    점/ncn+을/jco
2868    들      들/pvg+ㄹ/etm
2869    수      수/nbn
2870    있다    있/paa+다/ef
2871    .        ./sf
2872    통합    통합/ncpa
2873    (       (/sl
2874    unification       unification/f
2875    )       )/sr
2876    이라는  이/jp+라는/etm
2877    것은    것/nbn+은/jxc
2878    두      두/nnc
2879    자질구조를      자질/ncn+구조/ncpa+를/jco
2880    합하여  합하/pvg+어/ecs
2881    새로운  새롭/paa+ㄴ/etm
2882    제      제/xp
2883    3       3/nnc
2884    의      의/jcm
2885    자질구조를      자질/ncn+구조/ncpa+를/jco
2886    만드는  만들/pvg+는/etm
2887    것으로  것/nbn+으로/jca
2888    이때에는        이때/ncn+에/jca+는/jxc
2889    서로    서로/mag
2890    모순되는        모순/ncpa+되/xsv+는/etm
2891    정보를  정보/ncn+를/jco
2892    가지고  가지/pvg+고/ecx
2893    있지    있/px+지/ecx
2894    않아야  않/px+아야/ecx
2895    한다    하/px+ㄴ다/ef
2896    .        ./sf
2897    이      이/mmd
2898    통합의  통합/ncpa+의/jcm
2899    예      예/ncn
2900    를      를/jco
2901    들면    들/pvg+면/ecs
2902    다음과  다음/ncn+과/jct
2903    같다    같/paa+다/ef
2904    .        ./sf
2905    (       (/sl
2906    1       1/nnc
2907    )       )/sr
2908    a       a/f
2909    .        ./sf
2910    [       [/sl
2911    AGR    AGR/f
2912    [       [/sl
2913    PER    PER/f
2914    3       3/nnc
2915    rd      rd/f
2916    ]]       ]/sr+]/sr
2917    b       b/f
2918    .        ./sf
2919    [       [/sl
2920    AGR    AGR/f
2921    [       [/sl
2922    NUM   NUM/f
2923    sg      sg/f
2924    ]]       ]/sr+]/sr
2925    +--     +--/sd
2926    --+     --+/sy
2927    c       c/f
2928    .        ./sf
2929    AGR    AGR/f
2930    |       |/sy
2931    PER    PER/f
2932    3       3/nnc
2933    rd      rd/f
2934    |       |/sy
2935    |       |/sy
2936    NUM   NUM/f
2937    sg      sg/f
2938    |       |/sy
2939    +--     +--/sd
2940    --+     --+/sy
2941    이      이/mmd
2942    예에서  예/ncn+에서/jca
2943    두      두/nnc
2944    구조    구조/ncpa
2945    a       a/f
2946    와      와/jct
2947    b       b/f
2948    의      의/jcm
2949    통합으로        통합/ncpa+으로/jca
2950    새로운  새롭/paa+ㄴ/etm
2951    자질구조        자질/ncn+구조/ncpa
2952    c       c/f
2953    가      가/jcs
2954    형성됨을        형성/ncpa+되/xsv+ㅁ/etn+을/jco
2955    보여주고        보이/pvg+어/ecx+주/px+고/ecx
2956    있다    있/px+다/ef
2957    .        ./sf
2959    이러한  이러하/pad+ㄴ/etm
2960    통합연산은      통합/ncpa+연산/ncpa+은/jxc
2961    정보에  정보/ncn+에/jca
2962    기반을  기반/ncn+을/jco
2963    둔      두/pvg+ㄴ/etm
2964    이론에서는      이론/ncn+에서/jca+는/jxc
2965    그      그/mmd
2966    중요성이        중요성/ncn+이/jcs
2967    매우    매우/mag
2968    크기    크/paa+기/etn
2969    때문에  때문/nbn+에/jca
2970    통합에  통합/ncpa+에/jca
2971    기초한  기초/ncpa+하/xsv+ㄴ/etm
2972    (       (/sl
2973    unification       unification/f
2974    -       -/sd
2975    based   based/f
2976    )       )/sr
2977    이라는  이/jp+라는/etm
2978    용어를  용어/ncn+를/jco
2979    사용하고        사용/ncpa+하/xsv+고/ecc
2980    특히    특히/mag
2981    전산언어학과    전산/ncn+언어학/ncn+과/jcj
2982    관계된  관계/ncpa+되/xsv+ㄴ/etm
2983    문법형식에는    문법/ncn+형식/ncn+에/jca+는/jxc
2985    이      이/mmd
2986    통합에  통합/ncpa+에/jca
2987    기반을  기반/ncn+을/jco
2988    둔      두/pvg+ㄴ/etm
2989    이론이  이론/ncn+이/jcs
2990    필수적이다      필수/ncn+적/xsn+이/jp+다/ef
2991    .        ./sf
2992    다음의  다음/ncn+의/jcm
2993    특징으로는      특징/ncpa+으로/jca+는/jxc
2994    구조공유        구조/ncpa+공유/ncpa
2995    (       (/sl
2996    structure        structure/f
2997    sharing sharing/f
2998    )       )/sr
2999    를      를/jco
3000    들      들/pvg+ㄹ/etm
3001    수      수/nbn
3002    있다    있/paa+다/ef
3003    .        ./sf
3004    HPSG  HPSG/f
3005    에서는  에서/jca+는/jxc
3006    동일한  동일/ncpa+하/xsv+ㄴ/etm
3008    증표    증표/ncn
3009    (       (/sl
3010    tag     tag/f
3011    )       )/sr
3012    를      를/jco
3013    사용하여        사용/ncpa+하/xsv+어/ecs
3014    구조의  구조/ncpa+의/jcm
3015    동일성과        동일성/ncn+과/jcj
3016    그      그/mmd
3017    정보가  정보/ncn+가/jcs
3018    공유되고        공유/ncpa+되/xsv+고/ecx
3019    있는    있/px+는/etm
3020    관계를  관계/ncpa+를/jco
3021    체계화한다      체계화/ncpa+하/xsv+ㄴ다/ef
3022    .        ./sf
3023    (       (/sl
3024    2       2/nnc
3025    )       )/sr
3026    +---   +---/sd
3027    --+     --+/sy
3028    |       |/sy
3029    HEAD HEAD/f
3030    [       [/sl
3031    1       1/nnc
3032    ]       ]/sr
3033    |       |/sy
3034    SUBCAT       SUBCAT/f
3035    <       </sl+>/sr
3036    +--     +--/sd
3037    --+     --+/sy
3038    C       C/f
3039    H      H/f
3040    +---   +---/sd
3041    --+     --+/sy
3042    [       [/sl
3043    2       2/nnc
3044    ]       ]/sr
3045    |       |/sy
3046    HEAD HEAD/f
3047    [       [/sl
3048    1       1/nnc
3049    ]       ]/sr
3050    |       |/sy
3051    SUBCAT       SUBCAT/f
3052    <[      </sl+[/sl
3053    2       2/nnc
3054    ]       ]/sr+>/sr
3055    +--     +--/sd
3056    --+     --+/sy
3057    이      이/mmd
3058    도식은  도식/ncn+은/jxc
3059    HPSG  HPSG/f
3060    의      의/jcm
3061    성분구조        성분/ncn+구조/ncpa
3062    (       (/sl
3063    constituent      constituent/f
3064    structure        structure/f
3065    )       )/sr
3066    중의    중/ncn+의/jcm
3067    하나인  하나/nnc+이/jp+ㄴ/etm
