<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0417.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0417.txt </filename>
<title> 최부의 표류기 </title>
<author>최부 저 ; 박화목 역 </author>
<date>1993  </date>
<publisher>민문고  </publisher>
<kdc>981.2  </kdc>
<ddc>915.1  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
멀리	멀리/mag
남쪽으로	남쪽/ncn+으로/jca
떠	뜨/pvg+어/ecs
흘러왔기	흐르/pvg+어/ecs+오/pvg+았/ep+기/etn
때문이었습니다	때문/nbn+이/jp+었/ep+습니다/ef
.	./sf
정오를	정오/ncn+를/jco
지나자	지나/pvg+자/ecs
,	,/sp
바람은	바람/ncn+은/jxc
서북풍으로	서북풍/ncn+으로/jca
변해서	변하/pvg+어서/ecs
,	,/sp
배는	배/ncn+는/jxc
다시	다시/mag
뒤로	뒤/ncn+로/jca
돌아서	돌/pvg+아서/ecs
동남쪽을	동남쪽/ncn+을/jco
향해	향하/pvg+어/ecs
떠	뜨/pvg+어/ecs
갔습니다	가/pvg+았/ep+습니다/ef
.	./sf
그러니까	그러니까/maj
,	,/sp
이	이/mmd
배는	배/ncn+는/jxc
한동안은	한동안/ncn+은/jxc
바람에	바람/ncn+에/jca
밀려	밀리/pvg+어/ecs
서북쪽을	서북쪽/ncn+을/jco
향해	향하/pvg+어/ecs
흘러갔다가	흐르/pvg+어/ecs+가/pvg+았/ep+다/ecs+가/jxc
,	,/sp
바람이	바람/ncn+이/jcs
바뀌면	바뀌/pvg+면/ecs
도로	도로/mag
동남쪽으로	동남쪽/ncn+으로/jca
되돌아오곤	되돌/pvg+아/ecs+오/pvg+곤/ecx
하는	하/px+는/etm
것이었습니다	것/nbn+이/jp+었/ep+습니다/ef
.	./sf
바다	바다/ncn
한가운데서	한가운데/ncn+서/jca
제	제/npp
갈	가/pvg+ㄹ/etm
길을	길/ncn+을/jco
못	못/mag
찾고	찾/pvg+고/ecs
오락가락한셈이었습니다	오락가락/mag+하/xsv+셈/nbn+이/jp+었/ep+습니다/ef
.	./sf
최부는	최부/nq+는/jcs
키를	키/ncn+를/jco
잡고	잡/pvg+고/ecx
있는	있/px+는/etm
권산	권산/nq
등에게	등/nbn+에게/jca
말을	말/ncn+을/jco
건넸습니다	건네/pvg+었/ep+습니다/ef
.	./sf
기운을	기운/ncn+을/jco
북돋아	북돋/pvg+아/ecs
주기	주/pvg+기/etn
위함이었습니다	위하/pvg+ㅁ/etn+이/jp+었/ep+습니다/ef
.	./sf
"	"/sl
너희들은	너희/npp+들/xsn+은/jcs
키를	키/ncn+를/jco
잡고	잡/pvg+고/ecx
있으니	있/px+으니/ecs
,	,/sp
방향을	방향/ncn+을/jco
몰라서는	모르/pvg+아서/ecs+는/jxc
안	안/mag
된다	되/pvg+ㄴ다/ef
.	./sf
이	이/mmd
배는	배/ncn+는/jxc
바람이	바람/ncn+이/jcs
부는	불/pvg+는/etm
대로	대로/nbn
흘러가지만	흐르/pvg+어/ecs+가/pvg+지만/ecs
,	,/sp
그	그/mmd
방향을	방향/ncn+을/jco
바로	바로/mag
알고	알/pvg+고/ecx
있어야	있/px+어야/ecx
한다	하/px+ㄴ다/ef
."	./sf+"/sr
"	"/sl
방향이라구요	방향/ncn+이/jp+라구/ef+요/jxf
?"	?/sf+"/sl
권산	권산/nq
등이	등/nbn+이/jcs
최부에게	최부/nq+에게/jca
물었습니다	묻/pvg+었/ep+습니다/ef
.	./sf
"	"/sl
내가	내/npp+가/jcs
지도를	지도/ncn+를/jco
열람해	열람/ncpa+하/xsv+어/ecs
보니까	보/pvg+니/ecs+까/jxc
,	,/sp
우리	우리/npp
나라	나라/ncn
흑산도에서	흑산도/nq+에서/jca
바닷길로	바닷길/ncn+로/jca
동북쪽을	동북쪽/ncn+을/jco
향해	향하/pvg+어/ecs
가면	가/pvg+면/ecs
충청도와	충청도/nq+와/jcj
황해도의	황해도/nq+의/jcm
뭍에	뭍/ncn+에/jca
다다르게	다다르/pvg+게/ecs
되고	되/pvg+고/ecs
,	,/sp
곧바로	곧바로/mag
북쪽은	북쪽/ncn+은/jxc
평안도와	평안도/nq+와/jcj
중국의	중국/nq+의/jcm
요동	요동/nq
땅이	땅/ncn+이/jcc
된다	되/pvg+ㄴ다/ef
."	./sf+"/sr
"	"/sl
그럼	그럼/mag
,	,/sp
서북쪽은요	서북쪽/ncn+은/ef+요/jxf
?"	?/sf+"/sl
"	"/sl
서북방은	서북방/ncn+은/jcs
중국	중국/nq
땅의	땅/ncn+의/jcm
청주와	청주/nq+와/jcj
연주의	연주/nq+의/jcm
경계이며	경계/ncn+이/jp+며/ecs
,	,/sp
곧바로	곧바로/mag
서쪽은	서쪽/ncn+은/jcs
서주와	서주/nq+와/jcj
양주의	양주/nq+의/jcm
땅이다	땅/ncn+이/jp+다/ef
.	./sf
송나라와	송나라/nq+와/jcj
고려가	고려/nq+가/jcs
서로	서로/mag
오가고	오가/pvg+고/ecx
할	하/px+ㄹ/etm
때	때/ncn
,	,/sp
중국	중국/nq
사람들은	사람/ncn+들/xsn+은/jcs
명주에서	명주/nq+에서/jca
바다를	바다/ncn+를/jco
건너왔다고	건너/pvg+어/ecs+오/pvg+았/ep+다/ef+고/jcr
했는데	하/pvg+었/ep+는데/ecs
,	,/sp
곧	곧/maj
양자강	양자강/nq
이남의	이남/ncn+의/jcm
땅을	땅/ncn+을/jco
말함이다	말하/pvg+ㅁ/etn+이/jp+다/ef
."	./sf+"/sr
"	"/sl
이	이/mmd
바다에서	바다/ncn+에서/jca
서남쪽으로	서남쪽/ncn+으로/jca
자꾸	자꾸/mag
가면	가/pvg+면/ecs
어디가	어디/mad+가/jcc
될까요	되/pvg+f까/ef+요/jxf
,	,/sp
경차관님	경차관/ncn+님/xsn
?"	?/sf+"/sl
"	"/sl
이	이/mmd
바다의	바다/ncn+의/jcm
멀리	멀리/mag
서남쪽에는	서남쪽/ncn+에/jca+는/jxc
섬라	섬라/ncn
(	(/sl
오늘이	오늘/ncn+이/jcs
타일랜드	타일랜드/nq
)	)/sr
점성	점성/ncn
(	(/sl
인도지나	인도지/nq+나/jct
남동쪽에	남동쪽/ncn+에/jca
있던	있/paa+던/etm
참족이	참족/nq+이/jcs
나라	나라/ncn
),	)/sr+,/sp
그리고	그리고/maj
만라가	만라/nq+가/jcs
(	(/sl
말레이반도	말레이/nq+반도/ncn
서남쪽에	서남쪽/ncn+에/jca
있는	있/paa+는/etm
말라카	말라카/nq
)	)/sr
등의	등/nbn+의/jcm
땅에	땅/ncn+에/jca
닿게	닿/pvg+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
지금	지금/ncn
,	,/sp
이	이/mmd
배가	배/ncn+가/jcs
풍랑에	풍랑/ncn+에/jca
표류된	표류/ncpa+되/xsv+ㄴ/etm
지	지/nbn
엿새째로	엿새/ncn+째/xsn+로/jca
접어들지	접어들/pvg+ㄹ지/ecx
않았느냐	않/px+느냐/ef
?"	?/sf+"/sl
"	"/sl
그러하옵지요	그러하/pad+오/ep+ㅂ지/ef+요/jxf
."	./sf+"/sr
"	"/sl
처음	처음/ncn
여러	여러/mma
날은	날/ncn+은/jxc
서쪽을	서쪽/ncn+을/jco
향해	향하/pvg+어/ecx
흘러갔기	흐르/pvg+어/ecs+가/pvg+았/ep+기/etn
때문에	때문/nbn+에/jca
거의	거의/mag
중국	중국/nq
땅에	땅/ncn+에/jca
다왔으리라	다/mag+오/pvg+았/ep+으리라/ecs
여겼는데	여기/pvg+었/ep+는데/ecs
,	,/sp
불행하게도	불행/ncps+하/xsm+게/ecs+도/jxc
어젯밤부터	어젯밤/ncn+부터/jxc
서북풍이	서북풍/ncn+이/jcs
불어	불/pvg+어/ecs
배가	배/ncn+가/jcs
동남쪽으로	동남쪽/ncn+으로/jca
되돌아가고	되돌/pvg+아/ecs+가/pvg+고/ecx
있으니	있/px+으니/ecs
,	,/sp
이	이/mmd
배가	배/ncn+가/jcs
장차	장차/mag
어느	어느/mmd
뭍에	뭍/ncn+에/jca
다다를지	다다르/pvg+ㄹ지/ecs
종잡을	종잡/pvg+을/etm
수가	수/nbn+가/jcs
없구나	없/paa+구나/ef
."	./sf+"/sr
"	"/sl
그러는	그러/pad+는/etm
동안에	동안/ncn+에/jca
바람이	바람/ncn+이/jcs
부는	불/pvg+는/etm
쪽이	쪽/nbn+이/jcs
또	또/maj
달라질	다르/paa+아/ecx+지/px+ㄹ/etm
수	수/nbn
있잖습니까요	있/paa+잖습니까/ef+요/jxf
?"	?/sf+"/sl
"	"/sl
이제라도	이제/ncn+라도/jxc
풍세가	풍세/ncn+가/jcs
다시	다시/mag
동남풍으로	동남풍/ncn+으로/jca
바뀌면	바뀌/pvg+면/ecs
,	,/sp
하늘이	하늘/ncn+이/jcs
우리를	우리/npp+를/jco
저버림이	저버리/pvg+ㅁ/etn+이/jcc
아닐	아니/paa+ㄹ/etm
것이니	것/nbn+이/jp+니/ecs
,	,/sp
너희들은	너희/npp+들/xsn+은/jxc
내	내/npp
말을	말/ncn+을/jco
기억하고서	기억/ncpa+하/xsv+고/ecs+서/jxc
키를	키/ncn+를/jco
바로	바로/mag
잡고	잡/pvg+고/ecs
가야만	가/pvg+아야/ecx+만/jxc
한다	하/pvg+ㄴ다/ef
."	./sf+"/sr
"	"/sl
하오나	하오나/maj
,	,/sp
경차관님	경차관/ncn+님/xsn
?"	?/sf+"/sl
권산은	권산/nq+은/jxc
울먹이는	울먹이/pvg+는/etm
소리로	소리/ncn+로/jca
최부를	최부/nq+를/jco
불렀습니다	부르/pvg+었/ep+습니다/ef
.	./sf
"	"/sl
무엇이냐	무엇/npd+이/jp+냐/ef
?"	?/sf+"/sl
"	"/sl
지금	지금/ncn
구름과	구름/ncn+과/jcj
안개가	안개/ncn+가/jcs
잔뜩	잔뜩/mag
끼었는데	끼/pvg+었/ep+는데/ecs
,	,/sp
어떻게	어떻게/mag
사방을	사방/ncn+을/jco
분간할	분간/ncpa+하/xsv+ㄹ/etm
수가	수/nbn+가/jcs
있사옵니까	있/paa+사오/ep+ㅂ니까/ef
?	?/sf
바람이	바람/ncn+이/jcs
변해	변하/pvg+어/ecs
일어나는	일어나/pvg+는/etm
것으로만	것/nbn+으로/jca+만/jxc
,	,/sp
방향을	방향/ncn+을/jco
억측할	억측/ncpa+하/xsv+ㄹ/etm
뿐이옵니다	뿐/nbn+이/jp+오/ep+ㅂ니다/ef
."	./sf+"/sr
"	"/sl
하나	하나/maj
,	,/sp
떠	뜨/pvg+어/ecs
흘러가는	흐르/pvg+어/ecs+가/pvg+는/etm
중에라도	중/nbn+에/jca+라도/jxc
반드시	반드시/mag
방향을	방향/ncn+을/jco
찾을	찾/pvg+을/etm
수	수/nbn
있게	있/paa+게/ecs
될	되/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
낙심치	낙심/ncpa+하/xsv+지/ecx
말고	말/px+고/ecs
,	,/sp
키를	키/ncn+를/jco
단단히	단단히/mag
잡고	잡/pvg+고/ecx
있어라	있/px+어라/ef
!"	!/sf+"/sl
"	"/sl
알겠습니다	알/pvg+겠/ep+습니다/ef
!"	!/sf+"/sl
권산의	권산/nq+의/jcm
말소리는	말소리/ncn+는/jcs
울음을	울음/ncn+을/jco
삼키려는	삼키/pvg+려는/etm
듯	듯/nbn
목에	목/ncn+에/jca
메어	메/pvg+어/ecx
있었습니다	있/px+었/ep+습니다/ef
.	./sf
하룻밤이	하룻밤/ncn+이/jcs
또	또/maj
지나	지나/pvg+아/ecs
,	,/sp
그	그/mmd
다음날이	다음날/ncn+이/jcc
되었습니다	되/pvg+었/ep+습니다/ef
.	./sf
날이	날/ncn+이/jcs
밝자	밝/pvg+자/ecs
,	,/sp
여느	여느/mma
때와는	때/ncn+와/jct+는/jxc
달리	다르/paa+이/xsa
환한	환하/paa+ㄴ/etm
빛이	빛/ncn+이/jcs
배	배/ncn
안에	안/ncn+에/jca
쏟아져	쏟아지/pvg+어/ecs
비치는	비치/pvg+는/etm
것	것/nbn
같았습니다	같/paa+았/ep+습니다/ef
.	./sf
하늘을	하늘/ncn+을/jco
쳐다보니까	쳐다보/pvg+니까/ecs
그처럼	그/npd+처럼/jca
두꺼웠던	두껍/paa+었/ep+던/etm
구름이	구름/ncn+이/jcs
조각	조각/ncn
구름으로	구름/ncn+으로/jca
흩어져	흩어지/pvg+어/ecx
있고	있/px+고/ecs
,	,/sp
그	그/mmd
사이로	사이/ncn+로/jca
파란	파랗/paa+ㄴ/etm
하늘이	하늘/ncn+이/jcs
바라	바라/pvg+아/ecs
보였습니다	보이/pvg+었/ep+습니다/ef
.	./sf
"	"/sl
아	아/ii
,	,/sp
파란	파랗/paa+ㄴ/etm
하늘이다	하늘/ncn+이/jp+다/ef
!"	!/sf+"/sl
배	배/ncn
안의	안/ncn+의/jcm
사람들은	사람/ncn+들/xsn+은/jcs
저마다	저/npp+마다/jxc
소리를	소리/ncn+를/jco
질렀습니다	지르/pvg+었/ep+습니다/ef
.	./sf
얼마쯤	얼마/ncn+쯤/xsn
생기가	생기/ncn+가/jcs
다시	다시/mag
살아나는	살/pvg+아/ecs+나/pvg+는/etm
듯싶었습니다	듯/nbn+싶/px+었/ep+습니다/ef
.	./sf
풍랑도	풍랑/ncn+도/jxc
조금은	조금/mag+은/jxc
가라앉은	가라앉/pvg+은/etm
것	것/nbn
같았습니다	같/paa+았/ep+습니다/ef
.	./sf
배의	배/ncn+의/jcm
흔들림이	흔들림/ncn+이/jcs
훨씬	훨씬/mag
덜했습니다	덜하/paa+었/ep+습니다/ef
.	./sf
밤	밤/ncn
사이에	사이/ncn+에/jca
바람이	바람/ncn+이/jcs
어느	어느/mmd
쪽으로	쪽/nbn+으로/jca
바뀌었는지	바뀌/pvg+었/ep+는지/ecs
알	알/pvg+ㄹ/etm
수가	수/nbn+가/jcs
없었습니다	없/paa+었/ep+습니다/ef
.	./sf
그러니	그러니/maj
,	,/sp
이	이/mmd
배가	배/ncn+가/jcs
큰	크/paa+ㄴ/etm
바다의	바다/ncn+의/jcm
어느	어느/mmd
곳에	곳/ncn+에/jca
흘러왔는지	흐르/pvg+어/ecs+오/pvg+았/ep+는지/ecs
종잡을	종잡/pvg+을/etm
수가	수/nbn+가/jcs
없엇습니다	없/paa+었/ep+습니다/ef
.	./sf
다만	다만/mag
,	,/sp
바다의	바다/ncn+의/jcm
잔물결이	잔물결/ncn+이/jcs
가득	가득/mag
일어나서	일어나/pvg+서/ecs
바다	바다/ncn
빛깔이	빛깔/ncn+이/jcs
허옇게	허옇/paa+게/ecs
보일	보이/pvg+ㄹ/etm
따름이었습니다	따름/nbn+이/jp+었/ep+습니다/ef
.	./sf
엊그제	엊그제/ncn
보았던	보/pvg+았/ep+던/etm
그	그/mmd
바다	바다/ncn
빛깔이었습니다	빛깔/ncn+이/jp+었/ep+습니다/ef
.	./sf
그러고	그러/pad+고/ecs
보면	보/pvg+면/ecs
,	,/sp
바람의	바람/ncn+의/jcm
방향이	방향/ncn+이/jcs
또	또/maj
바뀌어	바뀌/pvg+어/ecs
,	,/sp
그	그/mmd
때의	때/ncn+의/jcm
그	그/mmd
흰	희/paa+ㄴ/etm
바다로	바다/ncn+로/jca
밤	밤/ncn
사이에	사이/ncn+에/jca
되돌아왔는지도	되돌/pvg+아/ecs+오/pvg+았/ep+는지/ecs+도/jxc
모를	모르/pvg+ㄹ/etm
일이었습니다	일/ncn+이/jp+었/ep+습니다/ef
.	./sf
'	'/sl
어쩌면	어쩌면/mag
이	이/mmd
배가	배/ncn+가/jcs
뭍	뭍/ncn
가까이	가깝/paa+이/xsa
왔는지도	오/pvg+았/ep+는/etm+지도/jxc
모를	모르/pvg+ㄹ/etm
일이다	일/ncn+이/jp+다/ef
!'	!/sf+'/sl
최부는	최부/nq+는/jcs
마음	마음/ncn
속으로	속/ncn+으로/jca
이렇게	이렇게/mag
생각했습니다	생각/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
그리고	그리고/maj
,	,/sp
'	'/sl
부디	부디/mag
뭍에	뭍/ncn+에/jca
가까이	가갑/paa+이/xsa
와	오/pvg+아/ecx
있기만	있/px+기/etn+만/jxc
하다면	하/pvg+다면/ecs
.'	./sf+'/sl
하고	하/pvg+고/jcr
,	,/sp
간절히	간절/ncn+히/xsa
바랄	바라/pvg+ㄹ/etm
뿐이었습니다	뿐/nbn+이/jp+었/ep+습니다/ef
.	./sf
그	그/mmd
때	때/ncn
,	,/sp
최부의	최부/nq+의/jcm
눈길이	눈길/ncn+이/jcs
뱃전에	뱃전/ncn+에/jca
쏠렸습니다	쏠리/pvg+었/ep+습니다/ef
.	./sf
배의	배/ncn+의/jcm
흔들림이	흔들림/ncn+이/jcs
무디어지자	무디/paa+어/ecx+지/px+자/ecs
,	,/sp
저도	저/npp+도/jxc
모르게	모르/pvg+게/ecs
배의	배/ncn+의/jcm
형편을	형편/ncn+을/jco
보살피게	보살피/pvg+게/ecs
된	되/pvg+ㄴ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
이	이/mmd
며칠	며칠/ncn
동안	동안/ncn
세찬	세차/paa+ㄴ/etm
파도에	파도/ncn+에/jca
부대끼면서	부대끼/pvg+면서/ecs
널빤지가	널빤지/ncn+가/jcs
떨어져	떨어지/pvg+어/ecs
나가거나	나가/pvg+거나/ecc
,	,/sp
또는	또는/maj
흔들려서	흔들리/pvg+어서/ecs
부러지려고	부러지/pvg+려고/ecx
하는데가	하/px+는데/ecs+가/jxc
있었습니다	있/paa+었/ep+습니다/ef
.	./sf
그냥	그냥/mag
내버려	내버리/pvg+어/ecx
두면	두/px+면/ecs
물이	물/ncn+이/jcs
또	또/maj
새어들어서	새/pvg+어/ecs+들/pvg+어서/ecs
저절로	저절로/mag
부서질지도	부서지/pvg+ㄹ지/ecs+도/jxc
모르는	모르/pvg+는/etm
일이었습니다	일/ncn+이/jp+었/ep+습니다/ef
.	./sf
이것을	이것/npd+을/jco
빨리	빠르/paa+이/xsa
수리해야겠다는	수리/ncpa+하/xsv+어야/ecs+겠/ep+다/ecs
생각이	생각/ncn+이/jcs
들었습니다	들/pvg+었/ep+습니다/ef
.	./sf
그래서	그래서/maj
,	,/sp
최부는	최부/nq+는/jxc
몇	몇/mma
사람을	사람/ncn+을/jco
시켜	시키/pvg+어/ecs
,	,/sp
우선	우선/mag
다급한	다급/ncps+하/xsm+ㄴ/etm
몇	몇/mma
군데를	군데/ncn+를/jco
수리하게	수리/ncpa+하/xsv+게/ecx
했습니다	하/px+었/ep+습니다/ef
.	./sf
우선	우선/mag
닻줄을	닻줄/ncn+을/jco
끊어	끊/pvg+어/ecs
배의	배/ncn+의/jcm
고물과	고물/ncn+과/jcj
이물을	이물/ncn+을/jco
얽어	얽/pvg+어/ecs
매고	매/pvg+고/ecs
,	,/sp
나무를	나무/ncn+를/jco
깎아	깎/pvg+아/ecs
덧대에	덧대/ncn+에/jca
단단히	단단히/mag
했습니다	하/pvg+었/ep+습니다/ef
.	./sf
수리를	수리/ncn+를/jco
마치고	마치/pvg+고/ecs
나서도	나/pvg+서/ecs+도/jxc
,	,/sp
배	배/ncn
안	안/ncn
사람들은	사람/ncn+들/xsn+은/jcs
서로	서로/mag
탄식해	탄식/ncpa+하/xsv+어/ecx
마지않았습니다	말/px+지/ecx+않/px+았/ep+습니다/ef
.	./sf
"	"/sl
배는	배/ncn+는/jxc
이렇게	이렇게/mag
단단하게	단단하/paa+게/ecs
손질해	손질/ncpa+하/xsv+어/ecx
놓아	놓/px+아/ecs
염려가	염려/ncn+가/jcs
없지마는	없/paa+지/ecx+말/px+는/etm
,	,/sp
장차	장차/mag
먹을	먹/pvg+을/etm
양식이며	양식/ncn+이며/jcj
물을	물/ncn+을/jco
어찌할	어찌하/pvg+ㄹ/etm
것이옵니까	것/nbn+이/jp+오/ep+ㅂ니까/ef
?"	?/sf+"/sr
하고	하고/jcr
말하는	말/ncpa+하/xsv+는/etm
사람도	사람/ncn+도/jxc
있었습니다	있/paa+었/ep+습니다/ef
.	./sf
또	또/maj
어떤	어떤/mmd
사람은	사람/ncn+은/jcs
,	,/sp
"	"/sl
우리가	우리/npp+가/jxc
물을	물/ncn+을/jco
제대로	제대로/mag
못	못/mag
마시고	마시/pvg+고/ecc
,	,/sp
또	또/maj
여러	여러/mma
날을	날/ncn+을/jco
굶주려	굶주리/pvg+어/ecs
,	,/sp
이제는	이제/ncn+는/jxc
손발마저	손발/ncn+마저/jxc
마비되어	마비/ncpa+되/xsv+어/ecs
제대로	제대로/mag
힘을	힘/ncn+을/jco
쓸	쓰/pvg+ㄹ/etm
수가	수/nbn+가/jcs
없으니	없/paa+으니/ecs
,	,/sp
이를	이/npd+를/jco
어찌하면	어찌하/pvg+면/ecs
좋습니까	좋/paa+습니까/ef
?"	?/sf+"/sl
하고	하/pvg+고/jcr
말하는	말/ncpa+하/xsv+는/etm
것이었습니다	것/nbn+이/jp+었/ep+습니다/ef
.	./sf
그	그/mmd
때	때/ncn
,	,/sp
갑자기	갑자기/mag
누군가가	누군가/npd+가/jcs
소리를	소리/ncn+를/jco
질렀습니다	지르/pvg+었/ep+습니다/ef
.	./sf
"	"/sl
아	아/ii
,	,/sp
저것을	저것/npd+을/jco
보십시오	보/pvg+시/ep+ㅂ시오/ef
!"	!/sf+"/sl
그리고	그리고/maj
손을	손/ncn+을/jco
들어	들/pvg+어/ecs
허공의	허공/ncn+의/jcm
한	한/nnc
곳을	곳/ncn+을/jco
가리키는	가리키/pvg+는/etm
것이었습니다	것/nbn+이/jp+었/ep+습니다/ef
.	./sf
배	배/ncn
안	안/ncn
사람들의	사람/ncn+들/xsn+의/jcm
눈길이	눈길/ncn+이/jcs
모두	모두/mag
그가	그/npp+가/jcs
가리키는	가리키/pvg+는/etm
쪽으로	쪽/nbn+으로/jca
쏠렸습니다	쏠리/pvg+었/ep+습니다/ef
.	./sf
그것은	그것/npd+은/jcs
갈매기였습니다	갈매기/ncn+였/ep+습니다/ef
.	./sf
여러	여러/mma
마리의	마리/nbu+의/jcm
갈매기가	갈매기/ncn+가/jcs
떼를	떼/ncn+를/jco
지어	짓/pvg+어/ecs
날아가는	날/pvg+아/ecs+가/pvg+는/etm
것이었습니다	것/nbn+이/jp+었/ep+습니다/ef
.	./sf
"	"/sl
저	저/mmd
새가	새/ncn+가/jcs
물새가	물새/ncn+가/jcc
아닙니까	아니/paa+ㅂ니까/ef
?"	?/sf+"/sl
"	"/sl
갈매기라는	갈매기/ncn+라/ef+는/etm
물새지요	물새/ncn+지/ef+요/jxf
!"	!/sf+"/sl
배	배/ncn
안에	안/ncn+에/jca
있던	있/paa+던/etm
사람들은	사람/ncn+들/xsn+은/jxc
모두	모두/mag
갈매기를	갈매기/ncn+를/jco
바라보고는	바라보/pvg+고/ecs+는/jxc
,	,/sp
얼굴에	얼굴/ncn+에/jca
환하게	환하/paa+게/ecs
기쁜	기쁘/paa+ㄴ/etm
표정들을	표정/ncn+들/xsn+을/jco
지었습니다	짓/pvg+었/ep+습니다/ef
.	./sf
"	"/sl
소인은	소인/ncn+은/jcs
일찍이	일찍이/mag
이런	이런/mmd
말을	말/ncn+을/jco
들었습니다	듣/pvg+었/ep+습니다/ef
.	./sf
물새는	물새/ncn+는/jxc
낮에는	낮/ncn+에/jca+는/jxc
바다	바다/ncn
위에서	위/ncn+에서/jca
놀다가	놀다/pvg+가/ecc
,	,/sp
밤에는	밤/ncn+에/jca+는/jxc
섬	섬/ncn
모래톱에서	모래톱/ncn+에서/jca
잔다고	자/pvg+ㄴ다/ef+고/jcr
말입니다	말/ncpa+이/jp+ㅂ니다/ef
.	./sf
저	저/mmd
물새를	물새/ncn+를/jco
보게	보/pvg+게/ecs
되었으니	되/pvg+었/ep+으니/ecs
,	,/sp
모래톱이	모래톱/ncn+이/jcs
반드시	반드시/mag
멀지	멀/paa+지/ecx
않을	않/px+을/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
."	./sf+"/sr
하고	하/pvg+고/jcr
누군가	누군가/npd
말했습니다	말/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
그	그/mmd
말을	말/ncn+을/jco
듣고	듣/pvg+고/ecs
,	,/sp
최부가	최부/nq+가/jcs
말했습니다	말/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
"	"/sl
갈매기는	갈매기/ncn+는/jcs
한	한/nnc
종류뿐이	종류/ncn+뿐/nbn+이/jcc
아니다	아니/paa+다/ef
.	./sf
모래톱에서	모래톱/ncn+에/jca+서/jxc
사는	살/pvg+는/etm
것도	것/nbn+도/jxc
있지만	있/paa+지만/ecs
,	,/sp
갈매기는	갈매기/ncn+는/jxc
바다	바다/ncn
가운데에서	가운데/ncn+에서/jca
떼지어있는	떼짓/pvg+어/ecx+있/px+는/etm
,	,/sp
조수를	조수/ncn+를/jco
따라	따르/pvg+아/ecs
날아다니다가	날/pvg+아/ecs+다니/pvg+다/ecs+가/jxc
,	,/sp
항상	항상/mag
3	3/nno
월에	월/nbu+에/jca
바람이	바람/ncn+이/jcs
불어야만	불/pvg+어야/ecx+말/px+ㄴ/etm
섬이나	섬/ncn+이나/jcj
뭍의	뭍/ncn+의/jcm
모래톱으로	모래톱/ncn+으로/jca
돌아가는	돌/pvg+아/ecs+가/pvg+는/etm
것도	것/nbn+도/jxc
있다	있/paa+다/ef
.	./sf
지금은	지금/ncn+은/jcs
정월이므로	정월/ncn+이/jp+므로/ecs
,	,/sp
갈매기가	갈매기/ncn+가/jcs
큰	크/paa+ㄴ/etm
바다가운데에서	바다/ncn+가운데/ncn+에/jca+서/jxc
떼지어	떼짓/pvg+어/ecs
날아다닐	날/pvg+아/ecs+다니/pvg+ㄹ/etm
시기이다	시기/ncn+이/jp+다/ef
."	./sf+"/sr
최부가	최부/nq+가/jcs
이렇게	이렇게/mag
말한	말/ncpa+하/xsv+ㄴ/etm
것은	것/nbn+은/jxc
섬이	섬/ncn+이/jcs
이내	이내/mag
보이지	보이/pvg+지/ecx
않았을	않/px+았/ep+을/etm
경우	경우/ncn
,	,/sp
배	배/ncn
안	안/ncn
사람들의	사람/ncn+들/xsn+의/jcm
실망이	실망/ncn+이/jcs
무척	무척/mag
클	크/paa+ㄹ/etm
것을	것/nbn+을/jco
미리	미리/mag
막기	막/pvg+기/etn
위함이었습니다	위하/pvg+ㅁ/etn+이/jp+었/ep+습니다/ef
.	./sf
그러자	그러자/maj
,	,/sp
말이	말/ncn+이/jcs
채	채/mag
끝나기도	끝/ncn+나/pvg+기/etn+도/jxc
전에	전/ncn+에/jca
,	,/sp
이번엔	이/mmd+번/nbn+에/jca+ㄴ/etm
가마우지두어	가마우지/ncn+두어/nnc
쌍이	쌍/nbu+이/jcs
날아가는	날/pvg+아/ecs+가/pvg+는/etm
것이	것/nbn+이/jcs
보였습니다	보이/pvg+었/ep+습니다/ef
.	./sf
최부도	최부/nq+도/jxc
마음	마음/ncn
속으로는	속/ncn+으로/jca+는/jxc
은근히	은근/ncn+히/xsa
,	,/sp
'	'/sl
혹시	혹시/mag
가까운	가깝/paa+은/etm
곳에	곳/ncn+에/jca
섬이	섬/ncn+이/jcs
있는	있/paa+는/etm
것이	것/nbn+이/jcc
아닐까	아니/paa+ㄹ까/ef
?'	?/sf+'/sl
하고	하/pvg+고/jcr
,	,/sp
바라는	바라/pvg+는/etm
마음이	마음/ncn+이/jcs
가득	가득/mag
차는	차/ncn+는/jxc
것이었습니다	것/nbn+이/jp+었/ep+습니다/ef
.	./sf
그래서	그래서/maj
,	,/sp
