<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0054.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0054.txt </filename>
<title>한국경제,  설 땅이 없다 : 일본, 동남아연합, 한국경제의 선택과 전략</title>
<author>이경규 [외]  </author>
<date>1993  </date>
<publisher>중앙일보사  </publisher>
<kdc>320.911  </kdc>
<ddc>330.9519  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
동남아서	동남아/nq+서/jca
기업이	기업/ncn+이/jcs
7	7/nnc
개로	개/nbu+로/jca
가장	가장/mag
많다	많/paa+다/ef
.	./sf
우리는	우리/npp+는/jxc
하나도	하나/ncn+도/jxc
없다	없/paa+다/ef
.	./sf
OHQ의	OHQ/f+의/jcm
역활과	역활/ncn+과/jcj
관련해	관련/ncpa+하/xsv+어/ecx
NEC의	NEC/f+의/jcm
이와사	nq[이와사/nq
도시하루	도시하루/nq]nq
OHQ	OHQ/f
담당자는	담당/ncn+자/xsn+는/jxc
"	"/sl
아시아권에	아시아/nq+권/xsn+에/jca
총	총/mma
8	8/nnc
개	개/nbu
공장	공장/ncn
,	,/sp
5	5/nnc
천명의	천/nnc+명/nbu+의/jcm
종업원을	종업/ncn+원/xsn+을/jco
총괄하고	총괄/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
"	"/sr
며	며/ecs
"	"/sl
91년에	91/nno+년/nbu+에/jca
설치해	설치/ncpa+하/xsv+어/ecx
아직	아직/mag
일천하지만	일천/ncps+하/xsm+지만/ecs
자재조달과	자재/ncn+조달/ncn+과/jcj
마키팅	마키팅/ncn
등에서	등/nbn+에서/jca
효과를	효과/ncn+를/jco
보고	보/pvg+고/ecx
있다	있/px+다/ef
"	"/sr
고	고/jcr
밝힌다	밝히/pvg+ㄴ다/ef
.	./sf
이를테면	이를테면/maj
도쿄의	도쿄/nq+의/jcm
본사기능을	본사/ncn+기능/ncn+을/jco
싱가포르에다	싱가포르/nq+에/jca+다/jxc
옮겨놓고	옮기/pvg+어/ecx+놓/px+고/ecx
있다는	있/px+다/ef+는/etm
이야기다	이야기/ncn+다/ef
.	./sf
IPO에	IPO/f+에/jca
있어서도	있/paa+어서/ecs+도/jxc
일본의	일본/nq+의/jcm
위치는	위치/ncn+는/jxc
압도적이다	압도/ncn+적/xsn+이/jp+다/ef
.	./sf
91년말	91/nno+년/nbu+말/ncn
현재	현재/ncn
총	총/mma
86	86/nnc
개	개/nbu
중	중/nbn
32%인	32/nnc+%/su+이/jp+ㄴ/etm
27	27/nnc
개가	개/nbu+가/jcs
일본계	일본/ncn+계/xsn
기업이다	기업/ncn+이/jp+다/ef
.	./sf
한국은	한국/nq+은/jxc
6	6/nnc
개	개/nbu
기업이	기업/ncn+이/jcc
IPO를	IPO/f+를/jco
갖고있는데	갖/pvg+고/ecx+있/px+는데/ecs
운영과	운영/ncn+과/jcj
규모	규모/ncn
면에서	면/ncn+에서/jca
일본과	일본/nq+과/jcj
게임이	게임/ncn+이/jcs
안된다	안/mag+되/pvg+ㄴ다/ef
.	./sf
OHQ는	OHQ/f+는/jxc
아예	아예/mag
없으니	없/paa+으니/ecs
비교도	비교/ncn+도/jxc
할	하/pvg+ㄹ/etm
수	수/nbn
없고	없/paa+고/ecc
IPO를	IPO/f+를/jco
비교하면	비교/ncpa+하/xsv+면/ecs
우리의	우리/npp+의/jcm
위치를	위치/ncn+를/jco
대강	대강/mag
짐작할	짐작/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
우리	우리/npp
업체	업체/ncn
중	중/nbn
그나마	그나마/mag
모습을	모습/ncn+을/jco
갖추고	갖추/pvg+고/ecx
있는	있/px+는/etm
것은	것/nbn+은/jxc
삼성전자	삼성전자/nq
싱가포르지사의	싱가포르/nq+지사/ncn+의/jcm
IPO다	IPO/f+다/ef
.	./sf
삼성	삼성/nq
IPO는	IPO/f+는/jxc
지난	지나/pvg+ㄴ/etm
90년에	90/nno+년/nbu+에/jca
설립	설립/ncn
,	,/sp
주재원과	주재/ncn+원/xsn+과/jcj
현지채용	현지/ncn+채용/ncn
직원	직원/ncn
각각	각각/mag
1	1/nnc
명	명/nbu
등	등/nbu
2	2/nnc
명으로	명/nbu+으로/jca
운영돼	운영/ncpa+되/xsv+어/ecx
오다가	오/pvg+다가/ecs
92년	92/nno+년/nbu
들어서야	들/pvg+어서/ecs+야/jxc
주재원을	주재/ncn+원/xsn+을/jco
3	3/nnc
명으로	명/nbu+으로/jca
늘렸다는	늘리/pvg+었/ep+다/ef+는/etm
게	거/nbn+이/jcs
담당자인	담당/ncn+자/xsn+이/jp+ㄴ/etm
현광석	현광석/nq
부장의	부장/ncn+의/jcm
설명이다	설명/ncn+이/jp+다/ef
.	./sf
90년	90/nno+년/nbu
매출액은	매출/ncn+액/xsn+은/jxc
2백	2백/nnc
90만	90만/nnc
달러	달러/nbu
.	./sf
이에	이/npd+에/jca
반해	반하/pvg+어/ecs
일본기업의	일본/nq+기업/ncn+의/jcm
그것은	그것/npd+은/jxc
엄청나다	엄청나/paa+다/ef
.	./sf
소니의	소니/nq+의/jcm
경우	경우/ncn
90년	90/nno+년/nbu
현재	현재/ncn
주재원	주재/ncn+원/xsn
11	11/nnc
명에	명/nbu+에/jca
현지인	현지/ncn+인/xsn
채용	채용/ncn
65	65/nnc
명으로	명/nbu+으로/jca
총원	총원/ncn
76	76/nnc
명이며	명/nbu+이/jp+며/ecc
매출액은	매출/ncn+액/xsn+은/jxc
3억	3억/nnc
9천만	9천만/nnc
달러를	달러/nbu+를/jco
기록했다	기록/ncpa+하/xsv+었/ep+다/ef
.	./sf
소니	소니/nq
IPO는	IPO/f+는/jxc
아시아권에	아시아/nq+권/xsn+에/jca
산재한	산재/ncpa+하/xsv+ㄴ/etm
19	19/nnc
개	개/nbu
공장에서	공장/ncn+에서/jca
생산된	생산/ncpa+되/xsv+ㄴ/etm
부품을	부품/ncn+을/jco
순환시키며	순환/ncpa+시키/xsv+며/ecs
,	,/sp
또	또/maj
필요한	필요/ncps+하/xsm+ㄴ/etm
타사	타사/ncn
제품을	제품/ncn+을/jco
이들에	이/npd+들/xsn+에/jca
공급하고	공급/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
마쓰시타는	마쓰시타/nq+는/jxc
주재원	주재/ncn+원/xsn
6	6/nnc
명에	명/nbu+에/jca
현지채용	현지/ncn+채용/ncn
22	22/nnc
명	명/nbu
총	총/mma
28	28/nnc
명이며	명/nbu+이/jp+며/ecs
90년	90/nno+년/nbu
매출액이	매출/ncn+액/xsn+이/jcs
2억	2억/nnc
2천만	2천만/nnc
달러였다	달러/nbu+이/jp+었/ep+다/ef
.	./sf
마쓰시타	마쓰시타/nq
IPO는	IPO/f+는/jxc
아시아권의	아시아/nq+권/xsn+의/jcm
54	54/nnc
개	개/nbu
계열회사에서	계열/ncn+회사/ncn+에서/jca
생산된	생산/ncpa+되/xsv+ㄴ/etm
부품을	부품/ncn+을/jco
현지의	현지/ncn+의/jcm
34	34/nnc
개	개/nbu
공장에	공장/ncn+에/jca
공급하고	공급/ncpa+하/xsv+고/ecx
있는데	있/px+는데/ecs
,	,/sp
특이한	특이/ncps+하/xsm+ㄴ/etm
것은	것/nbn+은/jxc
거의	거의/mag
자사	자사/ncn
제품의	제품/ncn+의/jcm
교환	교환/ncn
공급이고	공급/ncn+이/jp+고/ecc
타사	타사/ncn
제품은	제품/ncn+은/jxc
전체의	전체/ncn+의/jcm
15%에	15/nnc+%/su+에/jca
불과하다는	불과/ncps+하/xsm+다/ef+는/etm
점이다	점/ncn+이/jp+다/ef
.	./sf
제조업에	제조/ncn+업/xsn+에/jca
있어	있/paa+어/ecs
부품조달은	부품/ncn+조달/ncn+은/jxc
매우	매우/mag
중요하다	중요/ncps+하/xsm+다/ef
.	./sf
부품이	부품/ncn+이/jcs
원가의	원가/ncn+의/jcm
70%를	70/nnc+%/su+를/jco
차지하기	차지/ncpa+하/xsv+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
그래서	그래서/maj
담당자들은	담당/ncn+자/xsn+들/xsn+은/jxc
인건비	인건/ncn+비/xsn
몇푼	몇/mma+푼/nbu
싼	싸/paa+ㄴ/etm
것	것/nbn
보다	보다/jca
부품조달을	부품/ncn+조달/ncn+을/jco
제대로	제대로/mag
하는	하/pvg+는/etm
게	거/nbn+이/jcs
더	더/mag
이익이라고	이익/ncn+이/jp+라고/ecs
서슴없이	서슴/ncn+없/paa+이/xsa
말한다	말/ncpa+하/xsv+ㄴ다/ef
.	./sf
예를	예/ncn+를/jco
들어	들/pvg+어/ecx
IPO를	IPO/f+를/jco
통한	통하/pvg+ㄴ/etm
대량구매로	대량/ncn+구매/ncn+로/jca
부품을	부품/ncn+을/jco
5%	5/nnc+%/su
싸게	싸/pvg+게/ecs
사면	사/pvg+면/ecs
3.5%의	3.5/nnc+%/su+의/jcm
원가절감을	원가/ncn+절감/ncn+을/jco
가져온다	가지/pvg+어/ecs+오/pvg+ㄴ다/ef
.	./sf
일본기업은	일본/nq+기업/ncn+은/jxc
여기에	여기/npd+에/jca
한술	한술/ncn
더	더/mag
떠	뜨/pvg+어/ecs
IPO에	IPO/f+에/jca
물류개념을	물류/ncn+개념/ncn+을/jco
도입	도입/ncn
,	,/sp
이를	이/npd+를/jco
생산	생산/ncn
유통	유통/ncn
판매	판매/ncn
금융	금융/ncn
등에	등/nbn+에/jca
활용하고	활용/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
즉	즉/mag
단순한	단순/ncps+하/xsm+ㄴ/etm
부품조달뿐	부품/ncn+조달/ncn+뿐/nbn
아니라	아니/paa+라/ef
OHQ와	OHQ/f+와/jcj
연계해	연계/ncpa+하/xsv+어/ecx
생산관리까지	생산/ncn+관리/ncn+까지/jca
하고	하/pvg+고/ecc
,	,/sp
싱가포르의	싱가포르/nq+의/jcm
금리가	금리/ncn+가/jcs
낮고	낮/paa+고/ecc
외환	외환/ncn
유출입이	유출입/ncn+이/jcs
자유로운	자유/ncps+롭/xsm+ㄴ/etm
점을	점/ncn+을/jco
이용해	이용/ncpa+하/xsv+어/ecx
금융비용을	금융/ncn+비용/ncn+을/jco
줄이는	줄/nbn+이/jp+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
또	또/maj
싱가포르	싱가포르/nq
정부는	정부/ncn+는/jxc
이들에게	이/npd+들/xsn+에게/jca
법인세	법인/ncn+세/ncn
감면	감면/ncn
등의	등/nbn+의/jcm
혜택을	혜택/ncn+을/jco
주는	주/pvg+는/etm
대신	대신/ncn
돈을	돈/ncn+을/jco
이	이/mmd
곳으로	곳/ncn+으로/jca
흐르게	흐르/pvg+게/ecs
만들어	만들/pvg+어/ecs
싱가포르를	싱가포르/nq+를/jco
국제	국제/ncn
금융도시로	금융/ncn+도시/ncn+로/jca
만들고	만들/pvg+고/ecs
,	,/sp
또	또/maj
거기서	거기/npd+서/jca
나오는	나오/pvg+는/etm
이윤을	이윤/ncn+을/jco
따먹고	따/pvg+아/ecs+먹/pvg+고/ecx
있다	있/px+다/ef
.	./sf
그야말로	그야말로/mag
도랑치고	도랑/ncn+치/pvg+고/ecc
가재잡는	가재/ncn+잡/pvg+는/etm
격이다	격/nbn+이/jp+다/ef
.	./sf
싱가포르	싱가포르/nq
경제는	경제/ncn+는/jxc
80년대	80/nno+년대/nbu
중반	중반/ncn
고임금	고/xp+임금/ncn
정책으로	정책/ncn+으로/jca
한동안	한동안/ncn
활력을	활력/ncn+을/jco
잃기도	잃/pvg+기/etn+도/jxc
했다	하/pvg+었/ep+다/ef
.	./sf
그러나	그러나/maj
일본과의	일본/nq+과/jct+의/jcm
협력제제를	협력/ncn+제제/ncn+를/jco
강화하는데	강화/ncpa+하/xsv+는/etm+데/nbn
성공	성공/ncn
,	,/sp
오히려	오히려/mag
아시아	아시아/nq
경제권의	경제/ncn+권/xsn+의/jcm
중심부로	중심/ncn+부/xsn+로/jca
부상하고	부상/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
일본이	일본/nq+이/jcs
싱가포르를	싱가포르/nq+를/jco
유통의	유통/ncn+의/jcm
중심지로	중심/ncn+지/xsn+로/jca
보고	보/pvg+고/ecc
진출한	진출/ncpa+하/xsv+ㄴ/etm
것은	것/nbn+은/jxc
오래	오래/mag
전부터다	전/ncn+부터/jxc+다/ef
.	./sf
대표적으로	대표/ncn+적/xsn+으로/jca
미쓰이물산은	미쓰이물산/nq+은/jxc
지난	지나/pvg+ㄴ/etm
91년	91/nno+년/nbu
싱가포르	싱가포르/nq
지점	지점/ncn
설립	설립/ncn
1백	1백/nnc
주년을	주년/nbu+을/jco
맞았고	맞/pvg+았/ep+고/ecc
,	,/sp
동남아뿐	동남아/nq+뿐/nbn
아니라	아니/paa+라/ecs
세계에서	세계/ncn+에서/jca
가장	가장/mag
크다는	크/paa+다/ef+는/etm
이	이/npd
곳	곳/ncn
일본인	일본/nq+인/xsn
학교는	학교/ncn+는/jxc
1912년에	1912/nno+년/nbu+에/jca
설립되었다	설립/ncpa+되/xsv+었/ep+다/ef
.	./sf
또	또/maj
유통업의	유통/ncn+업/xsn+의/jcm
진출도	진출/ncn+도/jxc
빨라	빠르/paa+아/ecs
지난	지나/pvg+ㄴ/etm
7년	7/nnc+년/nbu
이세탄	nq[이세탄/nq
백화점이	백화/ncn+점/xsn]nq+이/jcs
이	이/npd
곳에	곳/ncn+에/jca
등장했다	등장/ncpa+하/xsv+었/ep+다/ef
.	./sf
싱가포르가	싱가포르/nq+가/jcs
일본기업에	일본/nq+기업/ncn+에/jca
있어	있/paa+어/ecs
아시아지역	아시아/nq+지역/ncn
총괄본부	총괄/ncn+본부/ncn
역활을	역활/ncn+을/jco
한다는	하/pvg+ㄴ다/ef+는/etm
것은	것/nbn+은/jxc
JETRO	JETRO/f
통계로도	통계/ncn+로/jca+도/jxc
쉽게	쉽/paa+게/ecs
알	알/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
종합상사	종합/ncn+상사/ncn
격인	격/nbn+이/jp+ㄴ/etm
무역과	무역/ncn+과/jcj
상업회사가	상업/ncn+회사/ncn+가/jcs
86년	86/nno+년/nbu
1백	1백/nnc
60개에서	60/nnc+개/nbu+에서/jca
90년	90/nno+년/nbu
5백	5백/nnc
68개로	68/nnc+개/nbu+로/jca
4	4/nnc
배	배/nbu
가까이	가깝/paa+이/xsa
급증했다	급증/ncpa+하/xsv+었/ep+다/ef
.	./sf
금융	금융/ncn
보험은	보험/ncn+은/jxc
75	75/nnc
개에서	개/nbu+에서/jca
1백	1백/nnc
28	28/nnc
개사로	개/nbu+사/xsn+로/jca
,	,/sp
백화점	백화/ncn+점/xsn
등	등/nbn
서비스업은	서비스/ncn+업/xsn+은/jxc
74	74/nnc
개사에서	개/nbu+사/xsn+에서/jca
2백	2백/nnc
39	39/nnc
개사로	개/nbu+사/xsn+로/jca
늘었다	늘/pvg+었/ep+다/ef
.	./sf
싱가포르는	싱가포르/nq+는/jxc
이제	이제/mag
아시안의	아시안/ncn+의/jcm
쇼룸이	쇼룸/ncn+이/jcc
됐다	되/pvg+었/ep+다/ef
.	./sf
각국	각국/ncn
회사들이	회사/ncn+들/xsn+이/jcs
이	이/npd
곳	곳/ncn
시장에	시장/ncn+에/jca
기업	기업/ncn
및	및/maj
제품	제품/ncn
이미지를	이미지/ncn+를/jco
심기	심/pvg+기/etn
위해	위하/pvg+어/ecx
안간힘을	안간힘/ncn+을/jco
쓰고	쓰/pvg+고/ecx
있다	있/px+다/ef
.	./sf
이	이/mmd
가운데	가운데/ncn
이곳의	이/npd+곳/ncn+의/jcm
쇼핑	쇼핑/ncn
중심가인	중심/ncn+가/xsn+이/jp+ㄴ/etm
오차드거리	오차드거리/nq
등에서	등/nbn+에서/jca
5	5/nnc
개의	개/nbu+의/jcm
일본계	일본/nq+계/xsn
백화점이	백화/ncn+점/xsn+이/jcs
일찍이	일찍이/mag
진출해	진출/ncpa+하/xsv+어/ecs
일본상품을	일본/nq+상품/ncn+을/jco
선전하면서	선전/ncpa+하/xsv+면서/ecs
상권을	상권/ncn+을/jco
쥐고	쥐/pvg+고/ecx
있다	있/px+다/ef
.	./sf
반면	반면/ncn
한국은	한국/nq+은/jxc
에스에스패션의	에스에스패션/nq+의/jcm
카운트다운이	카운트다운/nq+이/jcs
백화점	백화/ncn+점/xsn
한구석에	한구석/ncn+에/jca
매장을	매장/ncn+을/jco
하나	하나/nnc
마련했을	마련/ncpa+하/xsv+었/ep+을/etm
뿐이다	뿐/nbn+이/jp+다/ef
.	./sf
우리의	우리/npp+의/jcm
또	또/mag
다른	다르/paa+ㄴ/etm
현주소다	현주소/ncn+다/ef
.	./sf
일본인	일본/nq+인/xsn
인기는	인기/ncn+는/jxc
낮아도	낮/paa+아도/ecs
일제	일제/ncn
인기는	인기/ncn+는/jxc
'	'/sl
최고	최고/ncn
'	'/sl
동남아는	동남아/nq+는/jxc
일제상품의	일제/ncn+상품/ncn+의/jcm
천국이다	천국/ncn+이/jp+다/ef
.	./sf
가전제품하면	가전/ncn+제품/ncn+하/xsv+면/ecs
몽땅	몽땅/mag
일제고	일제/ncn+고/ecc
,	,/sp
거리는	거리/ncn+는/jxc
온통	온통/mag
일제차	일제/ncn+차/ncn
물결로	물결/ncn+로/jca
뒤덮여	뒤덮이/pvg+어/ecx
있다	있/px+다/ef
.	./sf
물론	물론/mag
일본	일본/nq
사람의	사람/ncn+의/jcm
인기는	인기/ncn+는/jxc
아직	아직/mag
최고라고	최고/ncn+라/ef+고/jcr
볼	보/pvg+ㄹ/etm
수는	수/nbn+는/jxc
없다	없/paa+다/ef
.	./sf
"	"/sr
내	내/npp
경험으로는	경험/ncn+으로/jca+는/jxc
일본인을	일본/nq+인/xsn+을/jco
혐오하지는	혐오/ncpa+하/xsv+지/ecx+는/jxc
않는다	않/px+는다/ef
.	./sf
그러나	그러나/maj
인간순위는	인간/ncn+순위/ncn+는/jxc
낮다	낮/paa+다/ef
.	./sf
영국	영국/nq
미국	미국/nq
호주인을	호주/nq+인/xsn+을/jco
더	더/mag
좋아하는	좋/paa+아/ecx+하/px+는/etm
것	것/nbn
같다	같/paa+다/ef
.	./sf
일본인은	일본/nq+인/xsn+은/jxc
싱가포르와	싱가포르/nq+와/jcj
대만에	대만/nq+에/jca
이어	잇/pvg+어/ecx
6	6/nnc
위	위/nbu
정도다	정도/ncn+다/ef
.	./sf
그렇다고	그렇/pad+다고/ecs
일본인을	일본/nq+인/xsn+을/jco
혐오하는	혐오/ncpa+하/xsv+는/etm
것은	것/nbn+은/jxc
아니다	아니/paa+다/ef
."	./sf+"/sl
8	8/nnc
년동안	년/nbu+동안/ncn
방콕에	방콕/nq+에/jca
근무한	근무/ncpa+하/xsv+ㄴ/etm
어느	어느/mmd
일본	일본/nq
상사맨의	상사맨/ncn+의/jcm
자국인에	자국/ncn+인/xsn+에/jca
대한	대하/pvg+ㄴ/etm
현지의	현지/ncn+의/jcm
인상평이다	인상/ncn+평/ncn+이/jp+다/ef
.	./sf
그러나	그러나/maj
상품명만큼은	상품/ncn+명/ncn+만큼/jca+은/jxc
누가	누/npp+가/jcs
뭐래도	뭐/npd+래/ef+도/jxc
일제가	일제/ncn+가/jcs
단연	단연/mag
1	1/nnc
위다	위/nbu+다/jca
.	./sf
동남아	동남아/nq
사람의	사람/ncn+의/jcm
하루는	하루/ncn+는/jxc
일제상품으로	일제/ncn+상품/ncn+으로/jca
시작해서	시작/ncpa+하/xsv+어서/ecs
일제상품으로	일제/ncn+상품/ncn+으로/jca
끝난다고	끝/ncn+나/pvg+ㄴ다/ef+고/ecs
해도	하/pvg+어도/ecs
결코	결코/mag
지나친	지나치/pvg+ㄴ/etm
말은	말/ncn+은/jxc
아니다	아니/paa+다/ef
.	./sf
일제상품이	일제/ncn+상품/ncn+이/jcs
없으면	없/paa+으면/ecs
생활이	생활/ncn+이/jcs
안될	안되/paa+ㄹ/etm
지경이다	지경/nbn+이/jp+다/ef
.	./sf
"	"/sl
아침에	아침/ncn+에/jca
일어나면	일어나/pvg+면/ecs
라이온	라이온/nq
치약을	치약/ncn+을/jco
쓰고	쓰/pvg+고/ecc
,	,/sp
일제	일제/ncn
커피포트에	커피/ncn+포트/ncn+에/jca
물끓여	물/ncn+끓이/pvg+어/ecx
커피를	커피/ncn+를/jco
마신	마시/pvg+ㄴ/etm
뒤	뒤/ncn
세이코	세이코/nq
시계를	시계/ncn+를/jco
차고	차/pvg+고/ecc
도요타	도요타/nq
차를	차/ncn+를/jco
타고	타/pvg+고/ecs
출근한다	출근/ncpa+하/xsv+ㄴ다/ef
."	./sf+"/sl
한	한/nnc
일본작가가	일본/ncn+작가/ncn+가/jcs
발표한	발표/ncpa+하/xsv+ㄴ/etm
어느	어느/mmd
시의	시/ncn+의/jcm
한	한/nnc
구절이다	구절/ncn+이/jp+다/ef
.	./sf
일본인의	일본/nq+인/xsn+의/jcm
이같은	이/npd+같/paa+은/jxc
이색적인	이색/ncn+적/xsn+이/jp+ㄴ/etm
시가	시/ncn+가/jcs
나온지	나오/pvg+ㄴ지/ecs
거의	거의/mag
20	20/nnc
년이	년/nbu+이/jcs
다	다/mag
되가지만	되/pvg+가/pvg+지만/ecs
2	2/nno
탄	탄/nbu
,	,/sp
3	3/nnc
탄은	탄/nbu+은/jxc
아직	아직/mag
눈에	눈/ncn+에/jca
띄지	띄/pvg+지/ecx
않는다	않/px+는다/ef
.	./sf
그도	그/npd+도/jxc
그럴	그렇/pad+ㄹ/etm
것이	것/nbn+이/jcs
동남아의	동남아/nq+의/jcm
일제선호는	일제/ncn+선호/ncn+는/jxc
더	더/mag
이상	이상/ncn
신기한	신기/ncps+하/xsm+ㄴ/etm
일이	일/ncn+이/jcc
아니니까	아니/paa+니까/ef
.	./sf
84	84/nno
년	년/nbu
당시	당시/ncn
태국에서	태국/nq+에서/jca
히트	히트/ncn
친	치/pvg+ㄴ/etm
노래가	노래/ncn+가/jcs
있었다	있/paa+었/ep+다/ef
.	./sf
록	록/ncn
밴드그룹이	밴드그룹/ncn+이/jcs
부른	부르/pvg+ㄴ/etm
'	'/sl
메이드	메이드/ncn
인	인/ncn
타일랜드	타일랜드/ncn
'	'/sr
란	라/ef+ㄴ/jxc
노래가	노래/ncn+가/jcs
그것이다	그것/npd+이/jp+다/ef
.	./sf
'	'/sl
스커트	스커트/ncn
바지에	바지/ncn+에/jca
일제상표가	일제/ncn+상표/ncn+가/jcs
붙으면	붙/pvg+으면/ecs
불티나게	불티/ncn+나/pvg+게/ecs
팔린다	팔리/pvg+ㄴ다/ef
'	'/sr
는	는/etm
게	거/nbn+이/jcs
기사내용이다	기사/ncn+내용/ncn+이/jp+다/ef
.	./sf
태국사람들의	태국/nq+사람/ncn+들/xsn+의/jcm
일제	일제/ncn
선호를	선호/ncn+를/jco
꼬집은	꼬집/pvg+은/etm
이	이/mmd
노래도	노래/ncn+도/jxc
일본상품의	일본/nq+상품/ncn+의/jcm
인기를	인기/ncn+를/jco
식히지는	식히/pvg+지는/ecx
못했다	못하/px+었/ep+다/ef
.	./sf
돈이	돈/ncn+이/jcs
없어	없/paa+어/ecx
그렇지	그렇/pad+지/ecx
,	,/sp
오히려	오히려/mag
저마다	저/npp+마다/jxc
일제를	일제/ncn+를/jco
못써서	못/mag+쓰/pvg+어서/ecs
안달이다	안달/ncn+이/jp+다/ef
.	./sf
일제상품은	일제/ncn+상품/ncn+은/jxc
빈곤층에겐	빈곤/ncn+층/xsn+에게/jca+ㄴ/etm
신분상승의	신분/ncn+상승/ncn+의/jcm
상징처럼	상징/ncn+처럼/jca
받아들여지고	받/pvg+아/ecx+들이/px+어/ecx+지/px+고/ecx
있다는	있/px+다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
거리의	거리/ncn+의/jcm
광고판만	광고/ncn+판/ncn+만/jxc
봐도	보/pvg+아도/ecs
일본	일본/nq
일색이다	일색/ncn+이/jp+다/ef
.	./sf
동남아	동남아/nq
각국의	각국/ncn+의/jcm
공항입구는	공항/ncn+입구/ncn+는/jxc
물론이고	물론/ncn+이/jp+고/ecc
,	,/sp
어지간한	어지간하/paa+ㄴ/etm
노른자위	노른자위/ncn
건물	건물/ncn
위도	위/ncn+도/jxc
모두	모두/mag
예외없이	예외/ncn+없/paa+이/xsa
일본	일본/nq
간판이	간판/ncn+이/jcs
자리를	자리/ncn+를/jco
독차지하고	독차지/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
상태다	상태/ncn+다/ef
.	./sf
이러다보니	이러/pvd+다/ecs+보/pvg+니/ecs
대부분의	대부분/ncn+의/jcm
이곳	이/npd+곳/ncn
소비자들은	소비/ncn+자/xsn+들/xsn+은/jxc
아예	아예/mag
일제를	일제/ncn+를/jco
자기나라	자기/npp+나라/ncn
상품으로	상품/ncn+으로/jca
알고	알/pvg+고/ecx
있을	있/px+을/etm
정도다	정도/ncn+다/ef
.	./sf
이를테면	이를테면/maj
일본의	일본/nq+의/jcm
나쇼날	나쇼날/ncn
브랜드를	브랜드/ncn+를/jco
자국	자국/ncn
브랜드로	브랜드/ncn+로/jca
알고	알/pvg+고/ecx
있는	있/px+는/etm
사람들이	사람/ncn+들/xsn+이/jcs
허다하다	허다하/paa+다/ef
.	./sf
실제로	실제/ncn+로/jca
태국에서	태국/nq+에서/jca
만난	만나/pvg+ㄴ/etm
40	40/nnc
대의	대/nbu+의/jcm
한	한/nnc
주부는	주부/ncn+는/jxc
일본	일본/nq
NEC	NEC/f
TV가	TV/f+가/jcs
일본제품인지조차	일본/nq+제품/ncn+이/jp+ㄴ지/ecs+조차/jxc
모르고	모르/pvg+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
그만큼	그/npp+만큼/jxc
동남아	동남아/nq
소비자들을	소비/ncn+자/xsn+들/xsn+을/jco
일제상품에	일제/ncn+상품/ncn+에/jca
대한	대하/pvg+ㄴ/etm
거리감을	거리/ncn+감/xsn+을/jco
못느끼고	못/mag+느끼/pvg+고/ecx
있다는	있/px+다/ef+는/etm
얘기다	얘기/ncn+다/ef
.	./sf
그	그/mmd
주부의	주부/ncn+의/jcm
말은	말/ncn+은/jxc
대뜸	대뜸/mag
이렇게	이렇/pad+게/ecs
이어진다	잇/pvg+어/ecx+지/px+ㄴ다/ef
.	./sf
"	"/sl
일본제품이	일본/nq+제품/ncn+이/jcs
유럽이나	유럽/nq+이나/jcj
미국제품보다	미국/nq+제품/ncn+보다/jca
좋은데	좋/paa+은데/ecs
어느	어느/mmd
누가	누/npp+가/jcs
안	안/mag
쓰겠습니까	쓰/pvg+겠/ep+습니까/ef
.	./sf
굳이	굳이/mag
일제라서	일제/ncn+라서/jxc
쓴다기보다는	쓰/pvg+ㄴ다/ef+기/etn+보다/jxc+는/etm
제품이	제품/ncn+이/jcs
좋아서	좋/paa+아서/ecs
사는	사/pvg+는/etm
것	것/nbn
뿐입니다	뿐/nbn+이/jp+ㅂ니다/ef
.	./sf
한때	한때/ncn
유럽제	유럽/nq+제/xsn
가전제품을	가전/ncn+제품/ncn+을/jco
썼습니다	쓰/pvg+었/ep+습니다/ef
.	./sf
그러나	그러나/maj
일본제품이	일본/nq+제품/ncn+이/jcs
성능	성능/ncn
좋고	좋/paa+고/ecc
,	,/sp
서비스	서비스/ncn
좋고	좋/paa+고/ecc
가격도	가격/ncn+도/jxc
쌉니다	싸/paa+ㅂ니다/ef
."	./sf+"/sl
현재	현재/ncn
대략	대략/ncn
