<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0058.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0058.txt </filename>
<title>(속)나무이야기  </title>
<author>권영한  </author>
<date>1993  </date>
<publisher>전원문화사  </publisher>
<kdc>480.4  </kdc>
<ddc>580  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
가을이	가을/ncn+이/jcc
감은	감/ncn+은/jxc
감씨를	감/ncn+씨/ncn+를/jco
심어도	심/pvg+어도/ecs
감이	감/ncn+이/jcs
되지	되/pvg+지/ecx
않고	않/px+고/ecc
고욤이	고욤/ncn+이/jcc
되면	되/pvg+면/ecs
꼭	꼭/mag
접을	접/ncn+을/jco
붙여야	붙이/pvg+어야/ecs
좋은	좋/paa+은/etm
감을	감/ncn+을/jco
얻을	얻/pvg+을/etm
수	수/nbn
있는	있/paa+는/etm
것과	것/nbn+과/jct
같이	같/paa+이/xsa
사람도	사람/ncn+도/jxc
아무리	아무리/mag
좋은	좋/paa+은/etm
재목이라도	재목/ncn+이/jp+라도/jxc
꼭	꼭/mag
좋은	좋/paa+은/etm
사람과	사람/ncn+과/jct
접목시켜	접목/ncpa+시키/xsv+어/ecs
교육을	교육/ncn+을/jco
시켜야	시키/pvg+어야/ecs
훌륭한	훌륭/ncps+하/xsm+ㄴ/etm
사람이	사람/ncn+이/jcc
된다는	되/pvg+ㄴ다/ef+는/etm
뜻에서	뜻/ncn+에서/jca
감을	감/ncn+을/jco
쓴다는	쓰/pvg+ㄴ다/ef+는/etm
겁니다.	거/nbn+ㅂ니다/ef+./sf
그러나	그러나/maj
겨우살이는	겨우살이/ncn+는/etm
튼튼한	튼튼/ncps+하/xsm+ㄴ/etm
뿌리를	뿌리/ncn+를/jco
갖지	갖/pvg+지/ecx
못하며	못하/px+며/ecs
든든한	든든/ncps+하/xsm+ㄴ/etm
곳에	곳/ncn+에/jca
뿌리를	뿌리/ncn+를/jco
내리고	내리/pvg+고/ecs
살지	살/pvg+지/ecx
못하기	못하/px+기/etn
때문에	때문/nbn+에/jca
그	그/mmd
생명이	생명/ncn+이/jcs
하루살이와	하루살이/ncn+와/jct
같다고	같/paa+다고/ecs
하겠습니다.	하/pvg+겠/ep+습니다/ef+./sf
앞에서	앞/ncn+에서/jca
말한	말/ncpa+하/xsv+ㄴ/etm
대로	대로/nbn
쌍자식물과에	쌍자/ncn+식물/ncn+과/ncn+에/jca
속하는	속하/pvg+는/etm
이	이/mmd
겨우살이는	겨우살이/ncn+는/etm
주로	주로/mag
참나무,	참나무/ncn+,/sp
물오리나무,	물오리나무/ncn+,/sp
버드나무,	버드나무/ncn+,/sp
팽나무	팽나무/ncn
등에	등/nbn+에/jca
뿌리를	뿌리/ncn+를/jco
내리고	내리/pvg+고/ecs
기생해서	기생/ncpa+하/xsv+어서/ecs
사는	살/pvg+는/etm
상록	상록/ncn
기생식물이며,	기생/ncn+식물/ncn+이/jp+며/ecs+,/sp
생김새는	생김새/ncn+는/jxc
마치	마치/mag
새둥주리처럼	새/ncn+둥주리/ncn+처럼/jca
둥글고	둥글/paa+고/ecc
큰	크/paa+ㄴ/etm
것은	것/nbn+은/jxc
지름이	지름/ncn+이/jcs
1m에	1/nnc+m/su+에/jca
이르는	이르/paa+는/etm
것도	것/nbn+도/jxc
있습니다.	있/paa+습니다/ef+./sf
다육질인	다육질/ncn+이/jp+ㄴ/etm
피침형	피침/ncn+형/xsn
잎은	잎/ncn+은/jxc
항상	항상/mag
2장이	2/nnc+장/nbu+이/jcs
마주나고	마주/mag+나/pvg+고/ecc
길이는	길이/ncn+는/etm
36cm	36/nnc+cm/su
정도이고	정도/ncn+이/jp+고/ecc
끝이	끝/ncn+이/jcs
둥글거나	둥글/paa+거나/ecc
무디며	무디/paa+며/ecc
잎자루는	잎자루/ncn+는/jxc
없습니다.	없/paa+습니다/ef+./sf
가지는	가지/ncn+는/etm
마디마다	마디/ncn+마다/jxc
두	두/nnc
갈래로	갈래/nbu+로/jca
갈라져	가르/pvg+아/ecx+지/px+어/ecs
나가면서	나가/pvg+면서/ecs
많은	많/paa+은/etm
잔가지를	잘/paa+ㄴ/etm+가지/ncn+를/jco
치고,	치/pvg+고/ecs+,/sp
줄기와	줄기/ncn+와/jcj
가지의	가지/ncn+의/jcm
빛깔은	빛깔/ncn+은/jxc
황록색이고	황록색/ncn+이/jp+고/ecc
미끈하며	미끈/ncps+하/paa+며/ecs
털이	털/ncn+이/jcs
없습니다.	없/paa+습니다/ef+./sf
이른봄에	이르/paa+ㄴ/etm+봄/ncn+에/jca
가지	가지/ncn
끝마다,	끝/ncn+마다/jxc+,/sp
가지에	가지/ncn+에/jca
밀착되어	밀착/ncpa+되/xsv+어/ecs
3mm	3/nnc+mm/su
정도	정도/ncn
되는	되/pvg+는/etm
두세	두/nnc+세/nnc
송이의	송이/ncn+의/jcm
작은	작/paa+은/etm
종모양인	종/ncn+모양/ncn+이/jp+ㄴ/etm
노란	노랗/paa+ㄴ/etm
꽃이	꽃/ncn+이/jcs
피는데,	피/pvg+는데/ecs+,/sp
꽃이	꽃/ncn+이/jcs
지고	지/pvg+고/ecx
나면	나/px+면/ecs
지름이	지름/ncn+이/jcs
6mm	6/nnc+mm/su
정도	정도/ncn
되는	되/pvg+는/etm
작은	작/paa+은/etm
열매가	열매/ncn+가/jcs
결실하고	결실/ncpa+하/xsv+고/ecc
익으면	익/pvg+으면/ecs
노란빛으로	노랗/paa+ㄴ/etm+빛/ncn+으로/jca
물듭니다.	물/ncn+들/pvg+ㅂ니다/ef+./sf
이	이/mmd
열매를	열매/ncn+를/jco
새가	새/ncn+가/jcs
쪼아먹고,	쪼/pvg+아/ecs+먹/pvg+고/ecc+,/sp
그	그/mmd
새가	새/ncn+가/jcs
다른	다르/paa+ㄴ/etm
나무	나무/ncn
가지	가지/ncn
위에	위/ncn+에/jca
똥을	똥/ncn+을/jco
누면	누/pvg+면/ecs
그	그/mmd
배설물	배설/ncn+물/xsn
속에서	속/ncn+에서/jca
발아하여	발아/ncpa+하/xsv+여/ecs
다른	다르/paa+ㄴ/etm
나무로	나무/ncn+로/jca
겨우살이가	겨우살이/ncn+가/jcs
번져	번지/pvg+어/ecs
나갑니다.	나가/pvg+ㅂ니다/ef+./sf
우리나라뿐만	우리/npp+나라/ncn+뿐만/jxc
아니라	아니/paa+라/ecs
일본,	일본/nq+,/sp
중국,	중국/nq+,/sp
만주,	만주/nq+,/sp
아프리카	아프리카/nq
등	등/nbn
여러	여러/mma
곳에	곳/ncn+에/jca
분포되어	분포/ncpa+되/xsv+어/ecx
있는	있/px+는/etm
이	이/mmd
겨우살이는	겨우살이/ncn+는/etm
나무를	나무/ncn+를/jco
말라	마르/pvg+아/ecs
죽게	죽/pvg+게/ecx
하고	하/px+고/ecc
생장에	생장/ncn+에/jca
해를	해/ncn+를/jco
주지만,	주/pvg+지만/ecs+,/sp
그	그/mmd
속에	속/ncn+에/jca
루페올,	루페올/ncn+,/sp
아세틸콜린,	아세틸콜린/ncn+,/sp
올레아놀릭산	올레아놀릭산/ncn
등의	등/nbn+의/jcm
약성분이	약/ncn+성분/ncn+이/jcs
들어있어서	들/pvg+어/ecx+있/px+어서/ecs
가지와	가지/ncn+와/jcj
잎	잎/ncn
전체를	전체/ncn+를/jco
약재로	약재/ncn+로/jca
쓰며	쓰/pvg+며/ecs
한방의	한방/ncn+의/jcm
약명으로는	약명/ncn+으로/jca+는/jxc
상기생(桑寄生),	상기생/ncn+(/sl+桑寄生/ncn+)/sr+,/sp
우목(寓木),	우목/ncn+(/sl+寓木/ncn+)/sr+,/sp
기동수(寄童樹),	기동수/ncn+(/sl+寄童樹/ncn+)/sr+,/sp
기생수(奇生樹)라고	기생수/ncn+(/sl+奇生樹/ncn+)/sr+라고/jcr+도/jxc
하며	하/pvg+며/ecs
강장,	강장/ncn+,/sp
진통,	진통/ncn+,/sp
안태(安胎)	안태/ncn+(/sl+安胎/ncn+)/sr
등에	등/nbn+에/jca
효과가	효과/ncn+가/jcs
있고	있/paa+고/ecc
혈압을	혈압/ncn+을/jco
낮추어	낮추/pvg+어/ecx
주기도	주/px+기/etn+도/jxc
하고	하/pvg+고/ecc
월경이	월경/ncn+이/jcs
멈추지	멈추/pvg+지/ecx
않는	않/px+는/etm
증세	증세/ncn
등에	등/nbn+에/jca
쓰인다고	쓰이/pvg+ㄴ다/ef+고/ecs
합니다.	하/pvg+ㅂ니다/ef+./sf
여러	여러/mma
가지	가지/nbu
겨우살이	겨우살이/ncn
중에서도	중/nbn+에서/jca+도/jxc
특히	특히/mag
삼짇날(음력	삼짇날/ncn+(/sl+음력/ncn
3월	3/nno+월/nbu
3일)에	3/nno+일/nbu+)/sr+에/jca
뽕나무에서	뽕나무/ncn+에서/jca
따낸	따/pvg+아/ecx+내/px+ㄴ/etm
겨우살이가	겨우살이/ncn+가/jcs
가장	가장/mag
약효가	약효/ncn+가/jcs
좋다고	좋/paa+다고/ecs
하여	하/pvg+어/ecx
진귀하게	진귀/ncps+하/xsm+게/ecs
생각하는데,	생각/ncpa+하/xsv+는데/ecs+,/sp
뽕나무에	뽕나무/ncn+에/jca
기생하는	기생/ncpa+하/xsv+는/etm
겨우살이가	겨우살이/ncn+가/jcs
매우	매우/mag
드물기	드물/paa+기/etn
때문일지도	때문/nbn+이/jp+ㄹ지/ecs+도/jxc
모릅니다.	모르/pvg+ㅂ니다/ef+./sf
옛날	옛날/ncn
갈리아	갈리아/nq
및	및/maj
브리튼	브리튼/nq
섬의	섬/ncn+의/jcm
선주	선주/ncn
민족인	민족/ncn+이/jp+ㄴ/etm
켈트인의	켈트/nq+인/xsn+의/jcm
고대	고대/ncn
종교에	종교/ncn+에/jca
드루이드(Druides)교라는	nq[드루이드/nq+(/sl+Druides/f+)/sr+교/xsn]nq+라/ef+는
드루이드(Druides)교라는	/etm
종교가	종교/ncn+가/jcs
있었습니다.	있/paa+었/ep+습니다/ef+./sf
BC	BC/f
11	11/nno
세기경까지	세기/nbu+경/xsn+까지/jxc
숲속에서	숲/ncn+속/ncn+에서/jca
산	살/pvg+ㄴ/etm
사람을	사람/ncn+을/jco
신에게	신/ncn+에게/jca
바치는	바치/pvg+는/etm
인신공희(人身供犧)를	인신공희/ncn+(/sl+人身供犧/ncn+)/sr+를/jco
하였던	하/pvg+었/ep+던/etm
신비로운	신비/ncps+롭/xsm+ㄴ/etm
종교의	종교/ncn+의/jcm
하나였습니다.	하나/ncn+이/jp+었/ep+습니다/ef+./sf
그들은	그/npd+들/xsn+은/jxc
타종교인	타/mma+종교/ncn+이/jp+ㄴ/etm
그리스도교	그리스도교/nq
포교에	포교/ncn+에/jca
저항하는	저항/ncpa+하/xsv+는/etm
정치적	정치/ncn+적/xsn
비밀결사	비밀/ncn+결사/ncn
역할까지도	역할/ncn+까지/jca+도/jxc
하였으므로,	하/pvg+었/ep+으므로/ecs+,/sp
그냥	그냥/mag
방치하면	방치/ncpa+하/xsv+면/ecs
그리스도교에게	그리스도교/nq+에게/jca
위험이	위험/ncn+이/jcs
있다고	있/paa+다고/ecs
해서	하/px+어서/ecs
로마	로마/nq
군인들로부터	군인/ncn+들/xsn+로/jca+부터/jxc
탄압을	탄압/ncn+을/jco
받아	받/pvg+아/ecx
6세기	6/nno+세기/nbu
말경에	말/ncn+경/xsn+에/jca
소멸되고	소멸/ncpa+되/xsv+고/ecx
만	말/px+ㄴ/etm
고대	고대/ncn
종고입니다.	종고/ncn+이/jp+ㅂ니다/ef+./sf
그들은	그/npp+들/xsn+은/jxc
그들의	그/npp+들/xsn+의/jcm
신이	신/ncn+이/jcs
참나무에	참나무/ncn+에/jca
깃들어	깃들/pvg+어/ecs
산다고	살/pvg+ㄴ다고/ecs
생각하고	생각/ncpa+하/xsv+고/ecc
참나무	참나무/ncn
숲이	숲/ncn+이/jcs
그들의	그/npp+들/xsn+의/jcm
신성한	신성/ncps+하/xsm+ㄴ/etm
기도장이었습니다.	기도/ncn+장/xsn+이/jp+었/ep+습니다/ef+./sf
그리고	그리고/maj
참나무	참나무/ncn
위에	위/ncn+에/jca
푸르게	푸르/paa+게/ecs
나	나/pvg+아/ecx
있는	있/px+는/etm
겨우살이는	겨우살이/ncn+는/jxc
신의	신/ncn+의/jcm
손으로	손/ncn+으로/jca
만들어진	만들/pvg+어/ecx+지/px+ㄴ/etm
대단히	대단/ncn+히/xsa
신성한	신성/ncps+하/xsm+ㄴ/etm
것이라고	것/nbn+이/jp+라고/ecs
생각하였습니다.	생각/ncpa+하/xsv+였/ep+습니다/ef+./sf
가을에	가을/ncn+에/jca
참나무	참나무/ncn
잎이	잎/ncn+이/jcs
모두	모두/mag
떨어져버리면	떨어지/pvg+어/ecx+버리/px+면/ecs
신은	신/ncn+은/jxc
겨우살이	겨우살이/ncn
속으로	속/ncn+으로/jca
들어가서	들/pvg+어/ecs+가/pvg+서/ecs
겨울을	겨울/ncn+을/jco
나고	나/pvg+고/ecs
봄이	봄/ncn+이/jcc
되면	되/pvg+면/ecs
다시	다시/mag
참나무로	참나무/ncn+로/jca
옮겨가서	옮기/pvg+어/ecs+가/pvg+서/ecs
산다고	살/pvg+ㄴ다고/ecs
믿었습니다.	믿/pvg+었/ep+습니다/ef+./sf
그러므로	그러므로/maj
매년	매/mma+년/ncn
섣달이	섣달/ncn+이/jcc
되면	되/pvg+면/ecs
드루이드교의	드루이드교/nq+의/jcm
제사장은	제사/ncn+장/xsn+은/jxc
이	이/mmd
신성한	신성/ncps+하/xsm+ㄴ/etm
겨우살이를	겨우살이/ncn+를/jco
채집하는	채집/ncpa+하/xsv+는/etm
큰	크/paa+ㄴ/etm
의식을	의식/ncn+을/jco
하게	하/pvg+게/ecs
되는데,	되/pvg+는데/ecs+,/sp
흰	희/paa+ㄴ/etm
옷을	옷/ncn+을/jco
입은	입/ncn+은/jxc
승려가	승려/ncn+가/jcs
황소	황소/ncn
두	두/nnc
마리를	마리/nbu+를/jco
매어둔	매/pvg+어/ecx+두/px+ㄴ/etm
참나무	참나무/ncn
위에	위/ncn+에/jca
올라가서	오르/pvg+아/ecs+가/pvg+서/ecs
황금으로	황금/ncn+으로/jca
만든	만들/pvg+ㄴ/etm
칼로	칼/ncn+로/jca
조심스럽게	조심/ncps+스럽/xsm+게/ecx
겨우살이를	겨우살이/ncn+를/jco
끊어냅니다.	끊/pvg+어/ecx+내/px+ㅂ니다/ef+./sf
그리고	그리고/maj
채집한	채집/ncpa+하/xsv+ㄴ/etm
겨우살이를	겨우살이/ncn+를/jco
제단	제단/ncn
위에	위/ncn+에/jca
올려	올리/pvg+어/ecx
놓고	놓/px+고/ecs
제사를	제사/ncn+를/jco
지내고	지내/pvg+고/ecs
기도를	기도/ncn+를/jco
하는데,	하/pvg+는데/ecs+,/sp
이때	이/mmd+때/ncn
겨우살이를	겨우살이/ncn+를/jco
담은	담/pvg+은/etm
항아리의	항아리/ncn+의/jcm
물은	물/ncn+은/jxc
모든	모든/mma
병을	병/ncn+을/jco
고칠	고치/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
영약이라고	영약/ncn+이/jp+라고/ecs
믿었습니다.	믿/pvg+었/ep+습니다/ef+./sf
그래서	그래서/maj
이	이/mmd
물의	물/ncn+의/jcm
이름을	이름/ncn+을/jco
모든	모든/mma
것을	것/nbn+을/jco
치료하고	치료/ncpa+하/xsv+고/ecc
고칠	고치/pvg+ㄹ/etm
수	수/nbn
있다는	있/paa+다/ef+는/etm
뜻으로	뜻/ncn+으로/jca
'옴니아	'/sl+옴니아/ncn
사난스(Omnia	사난스/ncn+(/sl+Omnia/f
Sanans)'라고	Sanans/f+)/sr+'/sr+라고/ecs
했는데	하/pvg+었/ep+는데/ecs
'옴니아'는	'/sl+옴니아/ncn+'/sr+는/jxc
모든	모든/mma
것,	것/nbn+,/sp
즉	즉/mag
전체라는	전체/ncn+라/ef+는/etm
뜻이고	뜻/ncn+이/jp+고/ecc
'사난스'라는	'/sl+사난스/ncn+'/sr+라/ef+는/etm
말은,	말/ncn+은/jxc+,/sp
'병을	'/sl+병/ncn+을/jco
고친다,	고치/pvg+ㄴ다/ef+,/sp
치료한다'라는	치료/ncpa+하/xsv+ㄴ다/ef+'/sr+라/ef+는/etm
뜻이랍니다.	뜻/ncn+이/jp+랍니다/ef+./sf
아무튼	아무튼/mag
겨우살이가	겨우살이/ncn+가/jcs
이상하고	이상/ncps+하/xsm+고/ecc
신비스럽게	신비/ncps+스럽/xsm+게/ecs
보이기	보이/pvg+기/etn
때문에	때문/nbn+에/jca
옛날	옛날/ncn
사람들은	사람/ncn+들/xsn+은/jxc
이상하게	이상/ncps+하/xsm+게/ecs
해석하였는지	해석/ncpa+하/xsv+었/ep+는지/ecs
모릅니다.	모르/pvg+ㅂ니다/ef+./sf
젖소로	젖소/ncn+로/jca
유명한	유명/ncps+하/xsm+ㄴ/etm
홀스타인	홀스타인/nq
지방에서는	지방/ncn+에서/jca+는/jxc
겨우살이를	겨우살이/ncn+를/jco
마귀의	마귀/ncn+의/jcm
지팡이라고	지팡이/ncn+라/ef+고/jcr
말하였으며	말/ncpa+하/xsv+었/ep+으며/ecc
겨우살이로	겨우살이/ncn+로/jca
된	되/pvg+ㄴ/etm
지팡이를	지팡이/ncn+를/jco
가지고	가지/pvg+고/ecc
밤길을	밤길/ncn+을/jco
걸으면,	걷/pvg+으면/ecs+,/sp
그	그/mmd
사람의	사람/ncn+의/jcm
눈에	눈/ncn+에/jca
유령이	유령/ncn+이/jcs
다니는	다니/pvg+는/etm
것도	것/nbn+도/jxc
훤히	훤히/mag
보인다고	보이/pvg+ㄴ다고/ecs
하였습니다.	하/pvg+였/ep+습니다/ef+./sf
계수나무	계수나무/ncn
나는	나/npp+는/jxc
어릴	어리/paa+ㄹ/etm
때	때/ncn
할머니께	할머니/ncn+께/jca
달	달/ncn
속에는	속/ncn+에/jca+는/jxc
커다란	커다랗/paa+ㄴ/etm
계수나무가	계수나무/ncn+가/jcs
있고,	있/paa+고/ecs+,/sp
그	그/mmd
계수나무	계수/ncn+나무/ncn
가지에	가지/ncn+에/jca
그네를	그네/ncn+를/jco
매어	매/pvg+어/ecx
선녀들이	선녀/ncn+들/xsn+이/jcs
그네를	그네/ncn+를/jco
타고	타/pvg+고/ecx
논다는	놀/pvg+ㄴ다/ef+는/etm
이야기를	이야기/ncn+를/jco
늘	늘/mag
들었습니다.	들/pvg+었/ep+습니다/ef+./sf
그래서	그래서/maj
보름달이	보름달/ncn+이/jcs
밝을	밝/paa+을/etm
때면	때/ncn+면/ecs
계수나무	계수나무/ncn
가지에	가지/ncn+에/jca
그네를	그네/ncn+를/jco
타고	타/pvg+고/ecs
노는	놀/pvg+는/etm
선녀를	선녀/ncn+를/jco
보려고	보/pvg+려고/ecs
달을	달/ncn+을/jco
쳐다보고,	쳐다보/pvg+고/ecs+,/sp
달의	달/ncn+의/jcm
어두운	어둡/paa+ㄴ/etm
부분이	부분/ncn+이/jcs
계수나무가	계수나무/ncn+가/jcs
아닌가	아니/paa+ㄴ가/ef
하고	하/pvg+고/ecs
여러	여러/mma
가지로	가지/nbu+로/jca
상상을	상상/ncn+을/jco
했었습니다.	하/pvg+었었/ep+습니다/ef+./sf
그런데	그런데/maj
그	그/mmd
달에	달/ncn+에/jca
극성스러운	극성/ncps+스럽/xsm+ㄴ/etm
사람들이	사람/ncn+들/xsn+이/jcs
거기까지	거기/npd+까지/jxc
달려가서	달리/pvg+어/ecs+가/pvg+서/ecs
달의	달/ncn+의/jcm
암석을	암석/ncn+을/jco
채취해	채취/ncpa+하/xsv+어/ecs
오고	오/pvg+고/ecc
달에는	달/ncn+에/jca+는/jxc
생명이	생명/ncn+이/jcs
없다는	없/paa+다/ef+는/etm
것을	것/nbn+을/jco
발표했을	발표/ncpa+하/xsv+었/ep+을/etm
때,	때/ncn+,/sp
과학적으로는	과학/ncn+적/xsn+으로/jca+는/jxc
위대한	위대/ncps+하/xsm+ㄴ/etm
업적을	업적/ncn+을/jco
이루었고	이루/pvg+었/ep+고/ecc
옳은	옳/paa+은/etm
일을	일/ncn+을/jco
하였지만,	하/pvg+었/ep+지만/ecs+,/sp
정서면에서는	정서/ncn+면/ncn+에서/jca+는/jxc
꿈과	꿈/ncn+과/jcj
동화를	동화/ncn+를/jco
모두	모두/mag
한꺼번에	한꺼번에/mag
깔아뭉갠	깔아뭉개/pvg+ㄴ/etm
듯한	듯하/px+ㄴ/etm
것	것/nbn
같아	같/paa+아/ecs
허탈감마저	허탈/ncn+감/xsn+마저/jxc
느꼈습니다.	느끼/pvg+었/ep+습니다/ef+./sf
신비로운	신비/ncps+롭/xsm+ㄴ/etm
것과	것/nbn+과/jcj
부풀은	부풀/pvg+은/etm
꿈을	꿈/ncn+을/jco
간직한다는	간직/ncpa+하/xsv+ㄴ다/ef+는/etm
것은,	것/nbn+은/jxc+,/sp
그것을	그것/npd+을/jco
간직한	간직/ncpa+하/xsv+ㄴ/etm
사람들의	사람/ncn+들/xsn+의/jcm
정서를	정서/ncn+를/jco
더	더/mag
풍요롭게	풍요/ncps+롭/xsm+게/ecs
하고	하/pvg+고/ecs
삶의	삶/ncn+의/jcm
기쁨을	기쁨/ncn+을/jco
배가해	배가/ncpa+하/xsv+어/ecx
주는	주/px+는/etm
것입니다.	것/nbn+이/jp+ㅂ니다/ef+./sf
지금도	지금/ncn+도/jxc
지구	지구/ncn
어느	어느/mma
한	한/nnc
구석에서는	구석/ncn+에서/jca+는/jxc
달을	달/ncn+을/jco
보고	보/pvg+고/ecs
이루고자	이루/pvg+고자/ecs
하는	하/pvg+는/etm
소원을	소원/ncn+을/jco
비는	빌/pvg+는/etm
사람들이	사람/ncn+들/xsn+이/jcs
있는데	있/paa+는데/ecs
그런	그런/mmd
사람들의	사람/ncn+들/xsn+의/jcm
행위를	행위/ncn+를/jco
한마디로	한마디/ncn+로/jca
미신으로만	미신/ncn+으로/jca+만/jxc
몰아붙일	몰/pvg+아/ecs+붙이/pvg+ㄹ/etm
것이	것/nbn+이/jcc
아니라고	아니/paa+라고/ecs
생각합니다.	생각/ncpa+하/xsv+ㅂ니다/ef+./sf
달에게	달/ncn+에게/jca
소망을	소망/ncn+을/jco
기원하면서	기원/ncpa+하/xsv+면서/ecs
그	그/mmd
소망이	소망/ncn+이/jcs
이루어지도록	이루/pvg+어/ecx+지/px+도록/ecs
성실하게	성실/ncps+하/xsm+게/ecs
노력하며	노력/ncpa+하/xsv+며/ecs
살아간다면,	살/pvg+아/ecx+가/px+ㄴ다면/ecs+,/sp
그	그/mmd
사람에게는	사람/ncn+에게/jca+는/jxc
달이	달/ncn+이/jcs
자기의	자기/npp+의/jcm
마음을	마음/ncn+을/jco
의지할	의지/ncpa+하/xsv+ㄹ/etm
위안처가	위안/ncn+처/xsn+가/jcc
되고,	되/pvg+고/ecs+,/sp
자기를	자기/npd+를/jco
도와주는	돕/pvg+아/ecx+주/px+는/etm
수호신이	수호/ncn+신/ncn+이/jcc
되기도	되/pvg+기/etn+도/jxc
하므로	하/pvg+므로/ecs
존경과	존경/ncn+과/jcj
믿음의	믿음/ncn+의/jcm
대상이	대상/ncn+이/jcc
되고도	되/pvg+고/ecs+도/jxc
남음이	남/pvg+음/etn+이/jcs
있을	있/paa+을/etm
겁니다.	거/nbn+ㅂ니다/ef+./sf
그리고	그리고/maj
정신적으로도	정신/ncn+적/xsn+으로도/jca
안정된	안정/ncps+되/xsm+ㄴ/etm
삶을	삶/ncn+을/jco
살	살/pvg+ㄹ/etm
수	수/nbn
있을	있/paa+을/etm
것입니다.	것/nbn+이/jp+ㅂ니다/ef+./sf
지나친	지나치/paa+ㄴ/etm
타산으로	타산/ncn+으로/jca
이치만	이치/ncn+만/jxc
따지는	따지/pvg+는/etm
경우보다,	경우/ncn+보다/jca+,/sp
더	더/mag
너그럽고	너그럽/paa+고/ecx
여유로우며	여유/ncps+롭/xsm+으며/ecs
인간미가	인간/ncn+미/xsn+가/jcs
넘쳐흐릅니다	넘치/pvg+어/ecs+흐르/pvg+ㅂ니다/ef
.	./sf
그러므로	그러므로/maj
우리	우리/npp
주변에	주변/ncn+에/jca
이상하고	이상/ncps+하/xsm+고/ecx
신비로운	신비/ncps+롭/xsm+ㄴ/etm
것이	것/nbn+이/jcs
더러	더러/mag
있어도,	있/paa+어도/ecs+,/sp
그런	그런/mmd
것을	것/nbn+을/jco
그대로	그대로/mag
소중하게	소중/ncps+하/xsm+게/ecs
간직할	간직/ncpa+하/xsv+ㄹ/etm
줄	줄/nbn
아는	알/pvg+는/etm
슬기도	슬기/ncn+도/jxc
또한	또한/maj
가져야	가지/pvg+어야/ecs
한다고	하/px+ㄴ다고/ecs
생각합니다.	생각/ncpa+하/xsv+ㅂ니다/ef+./sf
무엇이든지	무엇/npd+이/jp+든지/jxc
모두	모두/mag
파헤쳐	파헤치/pvg+어/ecx
보는	보/px+는/etm
것은	것/nbn+은/jxc
결과적으로	결과/ncn+적/xsn+으로/jca
마음의	마음/ncn+의/jcm
빈곤을	빈곤/ncn+을/jco
초래할	초래/ncpa+하/xsv+ㄹ/etm
뿐입니다.	뿐/nbn+이/jp+ㅂ니다/ef+./sf
히말라야산에	히말라야산/nq+에/jca
설인(雪人)이	설인/ncn+(/sl+雪人/ncn+)/sr+이/jcs
사는지	살/pvg+는지/ecs
안	안/mag
사는지,	살/pvg+는지/ecs+,/sp
영국	영국/nq
어느	어느/mma
호수	호수/ncn
속에	속/ncn+에/jca
넨시라는	넨시/nq+라/ef+는/etm
괴물이	괴물/ncn+이/jcs
사는지	살/pvg+는지/ecs
안	안/mag
사는지,	살/pvg+는지/ecs+,/sp
그것을	그것/npd+을/jco
꼭	꼭/mag
밝힘으로써	밝히/pvg+ㅁ/etn+으로써/jca
우리의	우리/npp+의/jcm
생활에	생활/ncn+에/jca
어떠한	어떠하/pad+ㄴ/etm
이득이	이득/ncn+이/jcs
있습니까?	있/paa+습니까/ef+?/sf
그와	그/npd+와/jct
같은	같/paa+은/etm
것은	것/nbn+은/jxc
확실히	확실/ncn+히/xsa
규명하는	규명/ncpa+하/xsv+는/etm
것보다	것/nbn+보다/jca
영원한	영원/ncps+하/xsm+ㄴ/etm
수수께끼를	수수께끼/ncn+를/jco
남겨두고	남기/pvg+어/ecx+두/px+고/ecs
사람들의	사람/ncn+들/xsn+의/jcm
상상에	상상/ncn+에/jca
맡기는	맡기/pvg+는/etm
것이	것/nbn+이/jcs
인간	인간/ncn
생활에는	생활/ncn+에/jca+는/jxc
더	더/mag
이로울	이롭/paa+ㄹ/etm
것이라고	것/nbn+이/jp+라고/ecs
생각합니다.	생각/ncpa+하/xsv+ㅂ니다/ef+./sf
그러므로	그러므로/maj
나는	나/npp+는/jxc
인공위성이	인공/ncn+위성/ncn+이/jcs
달에	달/ncn+에/jca
가거나	가/pvg+거나/ecc
말거나	말/pvg+거나/ecc
달을	달/ncn+을/jco
보고	보/pvg+고/ecs
달아	달/ncn+아/jcv
달아	달/ncn+아/jcv
밝은	밝/pvg+은/etm
달아	달/ncn+아/jcv
이태백이	이태백/nq+이/jcs
놀던	놀/pvg+던/etm
달아	달/ncn+아/jcv
저기	저기/npd
저기	저기/npd
저	저/npd
달	달/ncn
속에	속/ncn+에/jca
계수나무	계수나무/ncn
박혀	박히/pvg+어/ecx
섰네	서/pvg+었/ep+네/ef
금도끼로	금/ncn+도끼/ncn+로/jca
찍어내고	찍/pvg+어/ecx+내/px+고/ecc
옥도끼로	옥/ncn+도끼/ncn+로/jca
다듬어서	다듬/pvg+어서/ecs
