<tdmsfile>
<tdmsfile>
Chosun2. 2차 수정 hwp
새로운	새롭/paa+ㄴ/etm
원하는	원하/pvg+는/etm
학과를	학과/ncn+를/jco
적어넣는	적/pvg+어/ecx+넣/px+는/etm
빈	비/paa+ㄴ/etm
칸이	칸/ncn+이/jcs
있고	있/paa+고/ecc
음악회가	음악/ncn+회/xsn+가/jcs
끝나면	끝나/pvg+면/ecs
입시설명회도	입시/ncn+설명/ncn+회/xsn+도/jxc
가질	가지/pvg+ㄹ/etm
예정이다.	예정/ncn+이/jp+다/ef+./sf
건국대는	건국대/nq+는/jxc
'미리	'/sl+미리/mag
가본	가/pvg+아/ecx+보/pvg+ㄴ/etm
대학생활'이라는	대학/ncn+생활/ncn+'/sr+이/jp+라/ef+는/etm
행사를	행사/ncn+를/jco
개최,	개최/ncn+,/sp
다음달	다음/ncn+달/ncn
1일부터	1/nno+일/ncn+부터/jxc
고3생들을	고/ncn+3/nno+생/xsn+들/xsn+을/jco
초청해	초청/ncpa+하/xsv+어/ecs
학내	학내/ncn
보컬그룹인	보컬/ncn+그룹/ncn+이/jp+ㄴ/etm
'옥슨'과	'/sl+옥슨/nq+'/sr+과/jct
응원단	응원/ncn+단/xsn
공연을	공연/ncn+을/jco
보여준다.	보이/pvg+어/ecx+주/px+ㄴ다/ef+./sf
또	또/maj
기존의	기존/ncn+의/jcm
안내책자	안내/ncn+책자/ncn
방식을	방식/ncn+을/jco
탈피,	탈피/ncn+,/sp
성공한	성공/ncpa+하/xsv+ㄴ/etm
졸업생들의	졸업/ncn+생/ncn+들/xsn+의/jcm
인터뷰를	인터뷰/ncn+를/jco
담은	담/pvg+은/etm
20쪽	20/nnc+쪽/nbu
분량의	분량/ncn+의/jcm
홍보신문	홍보/ncn+신문/ncn
20만부를	20만/nnc+부/nbu+를/jco
발행할	발행/ncpa+하/xsv+ㄹ/etm
예정이다.	예정/ncn+이/jp+다/ef+./sf
동국대도	동국대/nq+도/jxc
교직원	교직/ncn+원/xsn
40명이	40/nnc+명/nbu+이/jcs
서울시내	서울/nq+시내/ncn
2백여	2백/nnc+여/xsn
개	개/nbu
고교를	고교/ncn+를/jco
일일이	일일이/mag
돌아다니며	돌/pvg+아/ecs+다니/pvg+며/ecc
학교마다	학교/ncn+마다/jxc
원서	원서/ncn
50부씩을	50/nnc+부/nbu+씩/xsn+을/jco
나눠줄	나누/pvg+어/ecs+주/pvg+ㄹ/etm
계획이라고	계획/ncn+이/jp+라/ef+고/jcr
밝혔다.	밝히/pvg+었/ep+다/ef+./sf
성균관대	성균관대/nq
김영규	김영규/nq
대외협력처장은	대외/ncn+협력/ncn+처장/ncn+은/jxc
"이제	"/sl+이제/mag
대학이	대학/ncn+이/jcs
앉아서	앉/pvg+아서/ecs
학생들을	학생/ncn+들/xsn+을/jco
기다리는	기다리/pvg+는/etm
시대는	시대/ncn+는/jxc
지났다"며	지나/pvg+았/ep+다/ef+"/sr+며/ecc
"장래	"/sl+장래/ncn
고객인	고객/ncn+이/jp+ㄴ/etm
고교생들을	고교/ncn+생/xsn+들/xsn+을/jco
만나	만나/pvg+아/ecs
학교의	학교/ncn+의/jcm
상품성을알리는	상품/ncn+성/xsn+을/jco+알리/pvg+는/etm
것은	것/nbn+은/jxc
필수"라고	필수/ncn+"/sr+라고/jcr
밝혔다.	밝히/pvg+었/ep+다/ef+./sf
삼성	nq[삼성/nq
썬더스가	썬더스/nq]nq+가/jcs
LG	nq[LG/f
세이커스를	세이커스/nq]nq+를/jco
꺾고	꺾/pvg+고/ecc
파죽의	파죽/ncn+의/jcm
5연승을	5/nnc+연승/ncn+을/jco
달렸다.	달리/pvg+었/ep+다/ef+./sf
그러나	그러나/maj
지난	지나/pvg+ㄴ/etm
시즌	시즌/ncn
우승팀	우승/ncn+팀/ncn
기아	nq[기아/nq
엔터프라이즈는	엔터프라이즈/nq]nq+는/jxc
나산	nq[나산/nq
플라망스에도	플라망스/nq]nq+에도/jca
덜미를	덜미/ncn+를/jco
잡혀	잡히/pvg+어/ecs
4연패의	4/nnc+연패/nbu+의/jcm
늪에	늪/ncn+에/jca
빠졌다.	빠지/pvg+었/ep+다/ef+./sf
김현준	김현준/nq
감독대행이	감독/ncn+대행/ncn+이/jcs
이끄는	이끌/pvg+는/etm
삼성은	삼성/nq+은/jxc
22일	22/nno+일/nbu
잠실체육관에서	잠실체육관/nq+에서/jca
벌어진	벌/pvg+어/ecx+지/px+ㄴ/etm
97-98	97/nnc+-/sd+98/nnc
프로농구	프로/ncn+농구/ncn
정규리그에서	정규/ncn+리그/ncn+에서/jca
막판	막판/ncn
숀	nq[숀/nq
이스트윅의	이스트윅/nq]nq+의/jcm
활약과	활약/ncn+과/jcj
효과적인	효과/ncn+적/xsn+이/jp+ㄴ/etm
반칙작전을	반칙/ncn+작전/ncn+을/jco
펼쳐	펼치/pvg+어/ecs
LG에	LG/f+에/jca
81-80으로	81/nnc+-/sd+80/nnc+으로/jca
역전승했다.	역전/ncn+승/ncpa+하/xsv+었/ep+다/ef+./sf
이로써	이/npd+로써/jca
삼성은	삼성/nq+은/jxc
개막후	개막/ncn+후/ncn
쾌조의	쾌조/ncn+의/jcm
5연승	5/nnc+연승/ncn
무패가도를	무패/ncn+가도/ncn+를/jco
질주하며	질주/ncpa+하/xsv+며/ecc
선두를	선두/ncn+를/jco
이어갔고	잇/pvg+어/ecx+가/px+았/ep+고/ecc
신생팀	신생/ncn+팀/ncn
돌풍의	돌풍/ncn+의/jcm
LG는	LG/f+는/jxc
3승2패로	3/nnc+승/nbu+2/nnc+패/nbu+로/jca
주춤했다.	주춤/ncpa+하/xsv+었/ep+다/ef+./sf
김현준,	김현준/nq+,/sp
이충희	이충희/nq
두	두/nnc
스타출신	스타/ncn+출신/ncn
감독이	감독/ncn+이/jcs
시즌	시즌/ncn
초반	초반/ncn
선두	선두/ncn
길목에서	길목/ncn+에서/jca
격돌한	격돌/ncpa+하/xsv+ㄴ/etm
이날	이/mmd+날/ncn
경기는	경기/ncn+는/jxc
전반	전반/ncn
LG의	LG/f+의/jcm
강력한	강력/ncps+하/xsm+ㄴ/etm
수비에	수비/ncn+에/jca
눌려	눌리/pvg+어/ecs
패색이	패색/ncn+이/jcs
짙던	짙/paa+던/etm
삼성이	삼성/nq+이/jcs
후반	후반/ncn
`호화	`/sl+호화/ncn
군단'의	군단/ncn+'/sr+의/jcm
공격력을	공격/ncn+력/xsn+을/jco
앞세워	앞/ncn+세우/pvg+어/ecs
역전극을	역전/ncn+극/ncn+을/jco
연출,	연출/ncn+,/sp
팬들을	팬/ncn+들/xsn+을/jco
열광시켰다.	열광/ncpa+시키/xsv+었/ep+다/ef+./sf
4쿼터	4/nno+쿼터/nbu
종료2분전	종료/ncn+2/nnc+분/nbu+전/ncn
이스트윅의	이스트윅/nq+의/jcm
3점포가	3/nnc+점/nbu+포/ncn+가/jcs
성공해	성공/ncpa+하/xsv+어/ecs
79-78로	79/nnc+-/sd+78/nnc+로/jca
앞선	앞/ncn+서/pvg+ㄴ/etm
삼성은	삼성/nq+은/jxc
문경은의	문경은/nq+의/jcm
3점슛이	3/nnc+점/nbu+슛/ncn+이/jcs
림을	림/ncn+을/jco
벗어난	벗/pvg+어/ecx+나/px+ㄴ/etm
뒤	뒤/ncn
LG	LG/f
로버트	nq[로버트/nq
보이킨스에게	보이킨스/nq]nq+에게/jca
골밑슛을	골밑/ncn+슛/ncn+을/jco
내줘	내/pvg+어/ecs+주/pvg+어/ecs
재역전을	재/xp+역전/ncn+을/jco
허용했다.	허용/ncpa+하/xsv+었/ep+다/ef+./sf
그러나	그러나/maj
삼성은	삼성/nq+은/jxc
이스트윅이	이스트윅/nq+이/jca
종료	종료/ncn
26초를	26/nnc+초/nbu+를/jco
남기고	남기/pvg+고/ecc
깨끗한	깨끗/ncps+하/xsm+ㄴ/etm
골밑	골/ncn+밑/ncn
레이업슛을	레이업슛/ncn+을/jco
성공,	성공/ncn+,/sp
다시	다시/mag
전세를	전세/ncn+를/jco
뒤집고	뒤집/pvg+고/ecc
파울작전으로	파울/ncn+작전/ncn+으로/jca
LG공격을	LG/f+공격/ncn+을/jco
끊어	끊/pvg+어/ecs
극적인	극적/ncn+이/jp+ㄴ/etm
승리를	승리/ncn+를/jco
이끌어냈다.	이끌/pvg+어/ecx+내/px+었/ep+다/ef+./sf
탄탄한	탄탄/ncps+하/xsm+ㄴ/etm
수비력으로	수비/ncn+력/xsn+으로/ncn
초반	초반/ncn
삼성의	삼성/nq+의/jcm
공격라인을	공격/ncn+라인/ncn+을/jco
봉쇄,	봉쇄/ncn+,/sp
전반을	전반/ncn+을/jco
49-38로	49/nnc+-/sd+38/nnc+로/jca
리드한	리드/ncpa+하/xsv+ㄴ/etm
LG는	LG/f+는/jxc
마지막	마지막/ncn
공격에서	공격/ncn+에서/jca
상대	상대/ncn
반칙작전에	반칙/ncn+작전/ncn+에/jca
허둥대다	허둥대/pvg+다/ecs
종료부저와	종료/ncn+부저/ncn+와/jct
동시에	동시/ncn+에/jca
버나드	nq[버나드/nq
블런트가	블런트/nq]nq+가/jcs
회심의	회심/ncn+의/jcm
외곽슛을	외곽/ncn+슛/ncn+을/jco
던졌으나	던지/pvg+었/ep+으나/ecs
링을	링/ncn+을/jco
외면,	외면/ncn+,/sp
역전에	역전/ncn+에/jca
실패했다.	실패/ncpa+하/xsv+었/ep+다/ef+./sf
광주	광주/nq
염주체육관에서는	염주체육관/nq+에서/jca+는/jxc
홈팀	홈/ncn+팀/ncn
나산이	나산/nq+이/jcs
아도니스	nq[아도니스/nq
조던(28점.	조던/nq]nq+(/sl+28/nnc+점/nbu+./sf
3점슛	3/nnc+점/nbu+슛/ncn
6개)과	6/nnc+개/nbu+)/sr+과/jcj
김상식(20점)의	김상식/nq+(/sl+20/nnc+점/nbu+)/sr+의/jcm
장거리포를	장거리/ncn+포/ncn+를/jco
앞세워	앞/ncn+세우/pvg+어/ecs
강동희가	강동희/nq+가/jcs
무득점에	무/xp+득점/ncn+에/jca
묶인	묶이/pvg+ㄴ/etm
기아를	기아/nq+를/jco
시종	시종/mag
리드하며	리드/ncpa+하/xsv+며/ecs
93-71로	93/nnc+-/sd+71/nnc+로/jca
승리했다.	승리/ncpa+하/xsv+었/ep+다/ef+./sf
나산은	나산/nq+은/jxc
2승3패로	2/nnc+승/nbu+3/nnc+패/nbu+로/jca
중위권에	중위/ncn+권/xsn+에/jca
진입했고	진입/ncpa+하/xsv+었/ep+고/ecc
기아는	기아/nq+는/jxc
첫	첫/mma
승후	승/ncn+후/ncn
4연패를	4/nnc+연패/nbu+를/jco
당했다.	당/ncpa+하/xsv+었/ep+다/ef+./sf
한편	한편/maj
원주	원주/nq
치악체육관에서는	치악체육관/nq+에서/jca+는/jxc
제이슨	nq[제이슨/nq
윌리포드(34점.	윌리포드/nq]nq+(/sl+34/nnc+점/nbu+./sf
11리바운드)가	11/nnc+리바운드/nbu+)/sr+가/jcs
분전한	분전/ncpa+하/xsv+ㄴ/etm
나래블루버드가	나래/nq+블루버드/nq+가/jcs
동양	nq[동양/nq
오리온스를	오리온스/nq]nq+를/jco
107-91로	107/nnc+-/sd+91/nnc+로/jca
제압,	제압/ncn+,/sp
정규리그	정규/ncn+리그/ncn
홈	홈/ncn
9연승을	9/nnc+연승/ncn+을/jco
기록했다.	기록/ncpa+하/xsv+었/ep+다/ef+./sf
나래와	나래/nq+와/jcj
동양은	동양/nq+은/jxc
각각	각각/mag
3승2패로	3/nnc+승/nbu+2/nnc+패/nbu+로/jca
동률.	동률/ncn+./sf
태평양경제협력체	태평양경제협력체/nq
정상회담	정상/ncn+회담/ncn
참석을	참석/ncn+을/jco
위해	위하/pvg+어/ecs
캐나다	캐나다/nq
밴쿠버에	밴쿠버/nq+에/jca
모인	모이/pvg+ㄴ/etm
역내	역내/ncn
고위관리들이	고위/ncn+관리/ncn+들/xsn+이/jcs
말했다.	말/ncpa+하/xsv+었/ep+다/ef+./sf
북한	북한/nq
주민이	주민/ncn+이/jcs
중국을	중국/nq+을/jco
거쳐	거치/pvg+어/ecs
베트남으로	베트남/nq+으로/jca
탈출한	탈출/ncpa+하/xsv+ㄴ/etm
사례가	사례/ncn+가/jcs
알려지기는	알리/pvg+어/ecx+지/px+기/etn+는/jxc
처음이며	처음/ncn+이/jp+며/ecc
이는	이/npd+는/jxc
홍콩의	홍콩/nq+의/jcm
중국반환으로	중국/nq+반환/ncn+으로/jca
중국-홍콩	중국/nq+-/sd+홍콩/nq
탈출로가	탈출/ncn+로/xsn+가/jcs
봉쇄된	봉쇄/ncpa+되/xsv+ㄴ/etm
데	데/nbn
따른	따르/pvg+ㄴ/etm
것으로	것/nbn+으로/jca
보인다.	보이/pvg+ㄴ다/ef+./sf
한나라당과	한나라당/nq+과/jcj
국민회의,	국민회의/nq+,/sp
자민련	자민련/nq
등	등/nbn
3당	3/nnc+당/ncn
총무는	총무/ncn+는/jxc
24일	24/nno+일/nbu
오전	오전/ncn
국회의장실에서	국회/ncn+의장/ncn+실/xsn+에서/jca
회담을	회담/ncn+을/jco
갖고	갖/pvg+고/ecc
13개	13/nnc+개/nbu
금융개혁법안에	금융/ncn+개혁/ncn+법안/ncn+에/jca
대한	대하/pvg+ㄴ/etm
이번	이번/ncn
정기국회	정기/ncn+국회/ncn
회기내	회기/ncn+내/nbn
처리	처리/ncn
방안을	방안/ncn+을/jco
논의한다.	논의/ncpa+하/xsv+ㄴ다/ef+./sf
이날	이/mmd+날/ncn
회담에서	회담/ncn+에서/jca
3당	3/nnc+당/ncn
총무는	총무/ncn+는/jxc
금융개혁법안중	금융/ncn+개혁/ncn+법안/ncn+중/nbn
각	각/mma
당간에	당/ncn+간/nbn+에/jca
의견이	의견/ncn+이/jcs
엇갈리고	엇갈리/pvg+고/ecx
있는	있/px+는/etm
금융감독기구	금융/ncn+감독/ncn+기구/ncn
설치법안과	설치/ncn+법안/ncn+과/jcj
한국은행법	한국/nq+은행/ncn+법/ncn
개정안	개정/ncn+안/ncn
등	등/nbn
쟁점	쟁점/ncn
법안에	법안/ncn+에/jca
대해	대하/pvg+어/ecs
절충을	절충/ncn+을/jco
벌일	벌이/pvg+ㄹ/etm
예정이며,	예정/ncn+이/jp+며/ecc+,/sp
타협점이	타협/ncn+점/ncn+이/jcs
모색되면	모색/ncpa+되/xsv+면/ecs
이날	이/mmd+날/ncn
오후나	오후/ncn+나/jcj
25일	25/nno+일/nbu
재경위	재경위/nq
전체회의를	전체/ncn+회의/ncn+를/jco
개최,	개최/ncn+,/sp
금융개혁법안을	금융/ncn+개혁/ncn+법안/ncn+을/jco
처리할	처리/ncpa+하/xsv+ㄹ/etm
방침이다.	방침/ncn+이/jp+다/ef+./sf
그러나	그러나/maj
한나라당은	한나라당/nq+은/jxc
13개	13/nnc+개/nbu
법안이	법안/ncn+이/jcs
서로	서로/mag
유기적으로	유기/ncn+적/xsn+으로/jca
연계돼있는데다,	연계/ncpa+되/xsv+어/ecx+있/px+는데다/ecs+,/sp
한국은행법	한국은행/nq+법/ncn
개정안	개정/ncn+안/ncn
등은	등/nbn+은/jxc
그	그/mmd
중에서도	중/nbn+에서/jca+도/jxc
가장	가장/mag
중심적인	중심/ncn+적/xsn+이/jp+ㄴ/etm
법안이므로	법안/ncn+이/jp+므로/ecs
이번	이번/ncn
정기국회	정기/ncn+국회/ncn
회기내에	회기/ncn+내/nbn+에/jca
일괄처리해야	일괄/ncn+처리/ncpa+하/xsv+어야/ecx
한다는	하/px+ㄴ다/ef+는/etm
입장인	입장/ncn+이/jp+ㄴ/etm
반면,	반면/maj+,/sp
국민회의와	국민회의/nq+와/jcj
자민련은	자민련/nq+은/jxc
각	각/mma
당간에	당/ncn+간/nbn+에/jca
이견이	이견/ncn+이/jcs
없는	없/paa+는/etm
11개	11/nnc+개/nbu
법안만	법안/ncn+만/jxc
우선	우선/mag
처리하고,	처리/ncpa+하/xsv+고/ecc+,/sp
한은법	한은/nq+법/ncn
개정안	개정/ncn+안/ncn
등	등/nbn
2개법안은	2/nnc+개/nbu+법안/ncn+은/jxc
내년	내년/ncn
1월	1/nno+월/nbu
임시국회나	임시/ncn+국회/ncn+나/jcj
차기	차기/ncn
정부로	정부/ncn+로/jca
넘기자고	넘기/pvg+자/ef+고/ecs
주장하고	주장/ncpa+하/xsv+고/ecx
있어	있/px+어/ecs
진통이	진통/ncn+이/jcs
예상된다.	예상/ncpa+되/xsv+ㄴ다/ef+./sf
재경위는	재경위/nq+는/jxc
지난	지나/pvg+ㄴ/etm
18일	18/nno+일/nbu
전체회의에서	전체/ncn+회의/ncn+에서/jca
13개	13/nnc+개/nbu
금융개혁법안	금융/ncn+개혁/ncn+법안/ncn
처리문제를	처리/ncn+문제/ncn+를/jco
논의했으나	논의/ncpa+하/xsv+었/ep+으나/ecs
금융감독기구	금융/ncn+감독/ncn+기구/ncn
통합	통합/ncn
등	등/nbn
쟁점내용	쟁점/ncn+내용/ncn
및	및/maj
법안	법안/ncn
표결처리에	표결/ncn+처리/ncn+에/jca
대한	대하/pvg+ㄴ/etm
정당간	정당/ncn+간/nbn
의견이	의견/ncn+이/jcs
맞서	맞서/pvg+어/ecs
법안	법안/ncn
처리를	처리/ncn+를/jco
내년	내년/ncn
1월	1/nno+월/nbu
임시국회로	임시/ncn+국회/ncn+로/jca
넘겼었다.	넘기/pvg+었었/ep+다/ef+./sf
재경원	재경원/nq
대책반은	대책/ncn+반/ncn+은/jxc
과장급을	과장/ncn+급/xsn+을/jco
팀장으로	팀/ncn+장/xsn+으로/jca
하여	하/pvg+어/ecs
거시팀,	거시/ncn+팀/ncn+,/sp
재정팀,	재정/ncn+팀/ncn+,/sp
외환팀,	외환/ncn+팀/ncn+,/sp
통화팀으로	통화/ncn+팀/ncn+으로/jca
구성,	구성/ncn+,/sp
관련부문	관련/ncn+부문/ncn
협상때마다	협상/ncn+때/ncn+마다/jxc
각	각/mma
팀이	팀/ncn+이/jcs
번갈아가면서	번/ncn+갈/pvg+아/ecx+가/px+면서/ecc
IMF측과	IMF/f+측/xsn+과/jcj
협의를	협의/ncn+를/jco
벌이기로	벌이/pvg+기/etn+로/jca
했다.	하/pvg+었/ep+다/ef+./sf
하지만	하지만/maj
IMF와	IMF/f+와/jcj
우리	우리/npp
정부간의	정부/ncn+간/nbn+의/jcm
시각차가	시각/ncn+차/ncn+가/jcs
상당히	상당/ncn+히/xsa
큰	크/paa+ㄴ/etm
것으로	것/nbn+으로/jca
알려짐에	알리/pvg+어/ecx+지/px+ㅁ/etn+에/jca
따라	따르/pvg+아/ecs
24일부터	24/nno+일/nbu+부터/jxc
본격적으로	본격/ncn+적/xsn+으로/jca
시작될	시작/ncpa+되/xsv+ㄹ/etm
협상과정에서	협상/ncn+과정/ncn+에서/jca
적지않은	적/pvg+지/ecx+않/px+은/etm
마찰이	마찰/ncn+이/jcs
예상	예상/ncn
된다.	되/pvg+ㄴ다/ef+./sf
임창열	임창열/nq
부총리는	부총리/ncn+는/jxc
"IMF가	"/sl+IMF/f+가/jcs
통상적으로	통상/ncn+적/xsn+으로/jca
자금지원에	자금/ncn+지원/ncn+에/jca
부과하는	부과/ncpa+하/xsv+는/etm
조건은	조건/ncn+은/jxc
이미	이미/mag
우리정부가	우리/npp+정부/ncn+가/jcs
상당부분	상당/ncn+부분/ncn
스스로	스스로/ncn
추진중이기	추진/ncn+중/nbn+이/jp+기/etn
때문에	때문/nbn+에/jca
특별히	특별/ncn+히/xsa
IMF의	IMF/f+의/jcm
정책권고를	정책/ncn+권고/ncn+를/jco
받기보다	받/pvg+기/etn+보다/jca
단순히	단순/ncn+히/xsa
자금만	자금/ncn+만/jxc
확보하면	확보/ncpa+하/xsv+면/ecs
되는	되/pvg+는/etm
상황"이라고	상황/ncn+"/sr+이/jp+라/ef+고/jcr
말했다.	말/ncpa+하/xsv+었/ep+다/ef+./sf
그러나	그러나/maj
IMF는	IMF/f+는/jxc
한국정부에	한국/nq+정부/ncn+에/jca
대해	대하/pvg+어/ecs
구제금융지원의	구제/ncn+금융/ncn+지원/ncn+의/jcm
대가로	대가/ncn+로/jca
부실	부실/ncn
금융	금융/ncn
기관의	기관/ncn+의/jcm
대폭적인	대폭/ncn+적/xsn+이/jp+ㄴ/etm
수술	수술/ncn
등	등/nbn
강도높은	강도/ncn+높/paa+은/etm
자구책을	자구/ncn+책/xsn+을/jco
요구할	요구/ncpa+하/xsv+ㄹ/etm
것이라고	것/nbn+이/jp+라/ef+고/jcr
IMF본부가	IMF/f+본부/ncn+가/jcs
위치한	위치/ncpa+하/xsv+ㄴ/etm
위싱턴	위싱턴/nq
소식통들이	소식/ncn+통/xsn+들/xsn+이/jcs
밝혔다.	밝히/pvg+었/ep+다/ef+./sf
소식통들은	소식/ncn+통/xsn+들/xsn+은/jxc
"한국은	"/sl+한국/nq+은/jxc
이제	이제/mag
타율적으로	타율/ncn+적/xsn+으로/jca
금융분야를	금융/ncn+분야/ncn+를/jco
수술해야	수술/ncpa+하/xsv+어야/ecx
하며,	하/px+며/ecc+,/sp
IMF	IMF/f
협상단은	협상/ncn+단/xsn+은/jxc
한국정부에	한국/nq+정부/ncn+에/jca
대해	대하/pvg+어/ecs
과감한	과감/ncps+하/xsm+ㄴ/etm
부실채권	부실/ncn+채권/ncn
정리와	정리/ncn+와/jcj
은행간	은행/ncn+간/nbn
인수합병을	인수/ncn+합병/ncn+을/jco
요구할것"이라며	요구/ncpa+하/xsv+ㄹ/etm+것/nbn+"/sr+이/jp+라/ef+며/ecc
"이	"/sr+이/mmd
경우	경우/ncn
부실	부실/ncn
종금사들과	종금/ncn+사/xsn+들/xsn+과/jcj
일부	일부/ncn
은행들의	은행/ncn+들/xsn+의/jcm
정리가	정리/ncn+가/jcs
불가피하다고	불/xp+가피/ncpa+하/xsv+다/ef++고/jcr
말했다	말/ncpa+하/xsv+었/ep+다/ef
IMF	IMF/f
당국자들은	당국/ncn+자/xsn+들/xsn+은/jxc
대표적인	대표/ncn+적/xsn+이/jp+ㄴ/etm
부실은행으로	부실/ncn+은행/ncn+으로/jca
제일은행과	제일은행/nq+과/jcj
서울은행등을	서울은행/nq+등/nbn+을/jco
꼽았다.	꼽/pvg+았/ep+다/ef+./sf
IMF	IMF/f
협상단은	협상/ncn+단/xsn+은/jxc
또	또/mag
거시정책면에서	거시/ncn+정책/ncn+면/ncn+에서/jca
경상수지	경상/ncn+수지/ncn
적자를	적자/ncn+를/jco
줄이기	줄이/pvg+기/etn
위해	위하/pvg+어/ecs
통화와	통화/ncn+와/jcj
재정의	재정/ncn+의/jcm
긴축을	긴축/ncn+을/jco
요구하고,	요구/ncpa+하/xsv+고/ecc+,/sp
산업정책면에서	산업/ncn+정책/ncn+면/ncn+에서/jca
자동차분야등	자동/ncn+차/ncn+분야/ncn+등/nbn
재벌들의	재벌/ncn+들/xsn+의/jcm
과잉중복	과잉/ncn+중복/ncn
투자의	투자/ncn+의/jcm
조정과	조정/ncn+과/jcj
기업	기업/ncn
투명성	투명/ncn+성/xsn
강화대책을	강화/ncn+대책/ncn+을/jco
요청할	요청/ncpa+하/xsv+ㄹ/etm
것으로	것/nbn+으로/jca
알려졌다.	알리/pvg+어/ecx+지/px+었/ep+다/ef+./sf
어려운	어렵/paa+ㄴ/etm
국가	국가/ncn
경제와	경제/ncn+와/jcj
외환위기를	외환/ncn+위기/ncn+를/jco
극복하기	극복/ncpa+하/xsv+기/etn
위해	위하/pvg+어/ecs
지방자치단체와	지방/ncn+자치/ncn+단체/ncn+와/jcj
시민단체들이	시민/ncn+단체/ncn+들/xsn+이/jcs
해외여행을	해외/ncn+여행/ncn+을/jco
자제하자는	자제/ncpa+하/xsv+자/ef+는/etm
국민운동을	국민/ncn+운동/ncn+을/jco
벌이고	벌이/pvg+고/ecx
있다.	있/px+다/ef+./sf
달러모으기	달러/ncn+모으/pvg+기/etn
또는	또는/maj
외국돈되팔기	외국/ncn+돈/ncn+되팔/pvg+기/etn
운동도	운동/ncn+도/jxc
전국으로	전국/ncn+으로/jca
확산되고	확산/ncpa+되/xsv+고/ecx
있다.	있/px+다/ef+./sf
올해	올해/ncn
전국체전에서	전국체전/nq+에서/jca
우승한	우승/ncpa+하/xsv+ㄴ/etm
경기도	경기도/nq
체육회는	체육/ncn+회/xsn+는/jxc
다음달	다음/ncn+달/ncn
간부	간부/ncn
60여명을	60/nnc+여/xsn+명/nbu+을/jco
포상을	포상/ncn+을/jco
겸해	겸하/pvg+어/ecs
유럽에	유럽/nq+에/jca
보내	보내/pvg+어/ecs
일주일간	일주일/ncn+간/xsn
체육시설을	체육/ncn+시설/ncn+을/jco
견학토록	견학/ncpa+하/xsv+도록/ecs
할	하/pvg+ㄹ/etm
예정이었으나	예정/ncn+이/jp+었/ep+으나/ecs
외화절약	외화/ncn+절약/ncn
차원에서	차원/ncn+에서/jca
이를	이/npd+를/jco
취소했다.	취소/ncpa+하/xsv+었/ep+다/ef+./sf
부산지역	부산/nq+지역/ncn
여성단체협의회도	여성단체협의회/nq+도/jxc
12월	12/nno+월/nbu
일본	일본/nq
후쿠오카에서	후쿠오카/nq+에서/jca
열기로	열/pvg+기/etn+로/jca
했던	하/pvg+었/ep+던/etm
한일여성단체회의를	한일여성단체회의/nq+를/jco
취소했다.	취소/ncpa+하/xsv+었/ep+다/ef+./sf
협의회는	협의/ncn+회/xsn+는/jxc
매년	매년/mag
연말	연말/ncn
개최하던	개최/ncpa+하/xsv+던/etm
송년회도	송년/ncn+회/xsn+도/jxc
올해는	올해/ncn+는/jxc
열지	열/pvg+지/ecx
않을	않/px+을/etm
방침이다.	방침/ncn+이/jp+다/ef+./sf
또	또/maj
울산시는	울산시/nq+는/jxc
이달과	이/mmd+달/ncn+과/jcj
다음달	다음/ncn+달/ncn
미주와	미주/nq+와/jcj
유럽으로	유럽/nq+으로/jca
가는	가/pvg+는/etm
공무원	공무/ncn+원/xsn
해외교육	해외/ncn+교육/ncn
및	및/maj
직무연수를	직무/ncn+연수/ncn+를/jco
모두	모두/mag
유보했다.	유보/ncpa+하/xsv+었/ep+다/ef+./sf
전북도도	전북도/nq+도/jxc
지난달부터	지나/pvg+ㄴ/etm+달/ncn+부터/jxc
본청	본청/nq
직원들의	직원/ncn+들/xsn+의/jcm
해외여행을	해외/ncn+여행/ncn+을/jco
동결하고	동결/ncpa+하/xsv+고/ecc
도내	도/ncn+내/nbn
시-군에	시/ncn+-/sd+군/ncn+에/jca
대해서도	대하/pvg+어서/ecs+도/jxc
자제를	자제/ncn+를/jco
요청했다.	요청/ncpa+하/xsv+었/ep+다/ef+./sf
충북도는	충북도/nq+는/jxc
자체	자체/ncn
예산은물론	예산/ncn+은/jxc+물론/mag
납품업체나	납품/ncn+업체/ncn+나/jcj
유관기관에서	유관/ncn+기관/ncn+에서/jca
