<tdmsfile>
<tdmsfile>
Han3.hwp
먼저	먼저/mag
탈당하며	탈당/ncpa+하/xsv+며/ecc
정계를	정계/ncn+를/jco
떠난	떠나/pvg+ㄴ/etm
그는	그/npp+는/jxc
김영삼	김영삼/nq
정부	정부/ncn
출범	출범/ncn
뒤	뒤/ncn
혹독한	혹독/ncps+하/xsm+ㄴ/etm
`앙갚음'	`/sl+앙갚음/ncn+'/sr
속에	속/ncn+에/jca
해외를	해외/ncn+를/jco
떠돌아야	뜨/pvg+어/ecs+돌/pvg+아야/ecs
했다.	하/pvg+었/ep+다/ef+./sf
그는	그/npp+는/jxc
지난	지나/pvg+ㄴ/etm
7월	7/nno+월/nbu
포항북구	포항/nq+북구/ncn
보궐선거에서	보궐/ncn+선거/ncn+에서/jca
이기택	이기택/nq
당시	당시/ncn
민주당	민주당/nq
총재를	총재/ncn+를/jco
누르고	누르/pvg+고/ecc
당선돼	당선/ncpa+되/xsv+어/ecs
4년여의	4/nno+년/nbu+여/xsn+의/jcm
`낭인생활'을	`/sl+낭인/ncn+생활/ncn+'/sl+을/jco
청산하고	청산/ncpa+하/xsv+고/ecc
정계복귀에	정계/ncn+복귀/ncn+에/jca
성공했다.	성공/ncpa+하/xsv+었/ep+다/ef+./sf
이제	이제/mag
자민련	자민련/nq
총재로	총재/ncn+로/jca
연말	연말/ncn
대선	대선/ncn
정국에	정국/ncn+에/jca
다시	다시/mag
뛰어들게	뛰/pvg+어/ecs+들/pvg+게/ecx
됨으로써	되/px+ㅁ/etn+으로써/jca
그는	그/npp+는/jxc
`두번째	`/sl+두/nno+번째/nbu
정치적	정치/ncn+적/xsn
고비'를	고비/ncn+'/sr+를/jco
맞게	맞/pvg+게/ecx
된	되/px+ㄴ/etm
셈이다.	셈/nbn+이/jp+다/ef+./sf
조순	조순/nq
민주당	민주당/nq
총재는	총재/ncn+는/jxc
4일	4/nno+일/nbu
정치특보에	정치/ncn+특보/ncn+에/jca
이봉모	이봉모/nq
전	전/ncn
의원,	의원/ncn+,/sp
법률특보에	법률/ncn+특보/ncn+에/jca
황상구	황상구/nq
전	전/ncn
대구고검장,	대구/nq+고검/ncn+장/xsn+,/sp
지방자치특보에.	지방/ncn+자치/ncn+특보/ncn+에/jca+./sf
이종주	이종주/nq
전	전/ncn
대구시장을	대구/nq+시장/ncn+을/jco
기용하는	기용/ncpa+하/xsv+는/etm
등	등/nbn
18명의	18/nnc+명/nbu+의/jcm
대통령후보	대통령/ncn+후보/ncn
특보를	특보/ncn+를/jco
임명했다.	임명/ncpa+하/xsv+었/ep+다/ef+./sf
단일후보	단일/ncn+후보/ncn
선대위에서	선대위/ncn+에서/jca
맡을	맡/pvg+을/etm
역할은.	역할/ncn+은/jxc+./sf
=김종필	=/sy+김종필/nq
총재와	총재/ncn+와/jcj
김대중	김대중/nq
국민회의	국민회의/nq
총재가	총재/ncn+가/jcs
대선	대선/ncn
승리를	승리/ncn+를/jco
위해	위하/pvg+어/ecs
필요하다고	필요/ncps+하/xsm+다/ef+고/jcr
결정하는	결정/ncpa+하/xsv+는/etm
대로	대로/nbn
할	하/pvg+ㄹ/etm
것이다.	것/nbn+이/jp+다/ef+./sf
=그	=그/mmd
당을	당/ncn+을/jco
떠난	떠나/pvg+ㄴ/etm
지	지/nbn
5년이	5/nno+년/nbu+이/jcs
지났고,	지나/pvg+았/ep+고/ecc+,/sp
그동안	그/mmd+동안/ncn
대부분	대부분/ncn
외국에	외국/ncn+에/jca
나가	나가/pvg+아/ecx
있어	있/px+어/ecs
그	그/mmd
사람들	사람/ncn+들/xsn
만날	만나/pvg+ㄹ/etm
기회가	기회/ncn+가/jcs
별로	별로/mag
없었다.	없/paa+었/ep+다/ef+./sf
그러나	그러나/maj
그	그/mmd
당에	당/ncn+에/jca
옛	옛/mma
친구들이	친구/ncn+들/xsn+이/jcs
많다.	많/paa+다/ef+./sf
이제부터	이제/mag+부터/jxc
디제이피	디제이피/ncn
구상을	구상/ncn+을/jco
이해하는	이해/ncpa+하/xsv+는/etm
사람들이	사람/ncn+들/xsn+이/jcs
얼마나	얼마나/mad
많은지	많/paa+은지/ecs
확인해	확인/ncpa+하/xsv+어/ecx
나가겠다.	나가/px+겠/ep+다/ef+./sf
=혼자	=/sy+혼자/ncn
왔다.	오/px+았/ep+다/ef+./sf
박준병	박준병/nq
의원이	의원/ncn+이/jcs
그동안	그/mmd+동안/ncn
당에	당/ncn+에/jca
잘	잘/mag
나오지	나오/pvg+지/ecx
않다가	않/px+다가/ecs
다시	다시/mag
왔고,	오/pvg+았/ep+고/ecc+,/sp
그밖에는	그/npp+밖에/jxc+는/jxc
아직	아직/mag
없다.	없/paa+다/ef+./sf
=지금은	=/sy+지금/ncn+은/jxc
중대한	중대/ncps+하/xsm+ㄴ/etm
국가운명이	국가/ncn+운명/ncn+이/jcs
걸린	걸리/pvg+ㄴ/etm
정권교체와	정권/ncn+교체/ncn+와/jcj
내각제	내각/ncn+제/xsn
실현을	실현/ncn+을/jco
위해	위하/pvg+어/ecs
대선	대선/ncn
필승에	필승/ncn+에/jca
총력을	총력/ncn+을/jco
기울일	기울이/pvg+ㄹ/etm
생각이다.	생각/ncn+이/jp+다/ef+./sf
그	그/mmd
뒤에는	뒤/ncn+에/jca+는/jxc
두	두/nnc
분	분/nbu
총재와	총재/ncn+와/jca
협의해	협의/ncpa+하/xsv+어/ecs
위치를	위치/ncn+를/jco
결정할	결정/ncpa+하/xsv+ㄹ/etm
것이다.	것/nbn+이/jp+다/ef+./sf
당	당/ncn
결속을	결속/ncn+을/jco
위한	위하/pvg+ㄴ/etm
대책은.	대책/ncn+은/jxc+./sf
=결론부터	=/sy+결론/ncn+부터/jxc
말해	말하/pvg+어/ecs
그런	그렇/pad+ㄴ/etm
일은	일/ncn+은/jxc
없을	없/paa+을/etm
것이다.	것/nbn+이/jp+다/ef+./sf
디제이피	디제이피/ncn
협상은	협상/ncn+은/jxc
그동안	그/mmd+동안/ncn
1년이	1/nnc+년/nbu+이/jcs
넘게	넘/pvg+게/ecs
진행돼	진행/ncpa+되/xsv+어/ecx
왔다.	오/px+았/ep+다/ef+./sf
모든	모든/mma
당원들이	당원/ncn+들/xsn+이/jcs
여러	여러/mma
면에서	면/ncn+에서/jca
지원해	지원/ncpa+하/xsv+어/ecx
왔다고	오/px+았/ep+다/ef+고/jcr
생각한다.	생각/ncpa+하/xsv+ㄴ다/ef+./sf
=지금	=/sy+지금/ncn
여론조사를	여론/ncn+조사/ncn+를/jco
통해	통하/pvg+어/ecs
대세라는	대세/ncn+라는/jcm
얘기도	얘기/ncn+도/jxc
나오지만	나오/pvg+지만/ecs
큰	크/paa+ㄴ/etm
변화가	변화/ncn+가/jcs
일어날	일어나/pvg+ㄹ/etm
것이다.	것/nbn+이/jp+다/ef+./sf
승리를	승리/ncn+를/jco
의심해본	의심/ncpa+하/xsv+어/ecx+보/px+ㄴ/etm
적이	적/nbn+이/jcs
없다.	없/paa+다/ef+./sf
=어제도	=/sy+어제/ncn+도/jxc
김	김/nq
대통령이	대통령/ncn+이/jcs
신한국당을	신한국당/nq+을/jco
탈당하지	탈당/ncpa+하/xsv+지/ecx
않겠다는	않/px+겠/ep+다/ef+는/etm
의사를	의사/ncn+를/jco
밝힌	밝히/pvg+ㄴ/etm
것으로	것/nbn+으로/jca
알고	알/pvg+고/ecx
있다.	있/px+다/ef+./sf
=선거를	=/sy+선거/ncn+를/jco
수학으로	수학/ncn+으로/jca
풀고	풀/pvg+고/ecx
싶은	싶/px+은/etm
생각은	생각/ncn+은/jxc
없다.	없/paa+다/ef+./sf
=시간과	=/sy+시간/ncn+과/jct
싸우고	싸우/pvg+고/ecx
있다.	있/px+다/ef+./sf
지금은	지금/ncn+은/jxc
완전한	완전/ncps+하/xsm+ㄴ/etm
정당을	정당/ncn+을/jco
만들기	만들/pvg+기/etn
위한	위하/pvg+ㄴ/etm
과도기다.	과도/ncn+기/xsn+이/jp+다/ecs+./sf
당원들이	당원/ncn+들/xsn+이/jcs
어느	어느/mmd
정도	정도/ncn
권리와	권리/ncn+와/jcj
의무를	의무/ncn+를/jco
행사할	행사/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
체제를	체제/ncn+를/jco
갖추게	갖추/pvg+게/ecx
될	되/px+ㄹ/etm
것이다.	것/nbn+이/jp+다/ef+./sf
=연대든	=/sy+연대/ncn+든/ecs
협력이든	협력/ncn+이/jp+든/ecs
그것은	그것/npd+은/jxc
김대중	김대중/nq
총재를	총재/ncn+를/jco
꺾기	꺾/pvg+기/etn
위해	위하/pvg+어/ecs
하는	하/pvg+는/etm
것이다.	것/nbn+이/jp+다/ef+./sf
그	그/mmd
목표도	목표/ncn+도/jxc
좋긴	좋/paa+기/etn+ㄴ/jxc
하지만	하/pvg+지만/ecs
논의	논의/ncn
자체가	자체/ncn+가/jcs
의미있는	의미/ncn+있/paa+는/etm
것은	것/nbn+은/jxc
아니다.	아니/paa+다/ef+./sf
=돈	=/sy+돈/ncn
안드는	안/mag+들/pvg+는/etm
선거를	선거/ncn+를/jco
한다는	하/pvg+ㄴ다/etm+는/etm
얘기는	얘기/ncn+는/jxc
안했다.	안/mag+하/pvg+었/ep+다/ef+./sf
돈	돈/ncn
적게	적/paa+게/ecs
드는	들/pvg+는/etm
선거를	선거/ncn+를/jco
치러	치르/pvg+어/ecx
나가겠다.	나가/px+겠/ep+다/ef+./sf
(장을병	(/sl+장을병/nq
최고위원이	최고/ncn+위원/ncn+이/jcs
답변)	답변/ncn+)/sr
.	./sp
=앞으로	=/sy+앞/ncn+으로/jca
얼마나	얼마나/mag
합류할지는	합류/ncpa+하/xsv+ㄹ지/ecs+는/jxc
하느님만이	하느님/nq+만/jxc+이/jcs
안다.	알/pvg+ㄴ다/ef+./sf
한국의	한국/nq+의/jcm
정치지도는	정치/ncn+지도/ncn+는/jxc
다시	다시/mag
그려지고	그리/pvg+어/ecx+지/px+고/ecx
있다.	있/px+다/ef+./sf
국민신당은	국민신당/nq+은/jxc
4일	4/nno+일/nbu
서울	nq[서울/nq
올림픽	+올림픽/ncn
펜싱경기장에서	+펜싱/ncn+경기/ncn+장/xsn]nq+에서/jca
창당대회	창당/ncn+대회/ncn
겸	겸/nbn
제1차	제/xp+1/nno+차/nbu
전당대회를	전당/ncn+대회/ncn+를/jco
열어	열/pvg+어/ecs
이인제	이인제/nq
전	전/ncn
경기지사를	경기/ncn+지사/ncn+를/jco
당의	당/ncn+의/jcm
대통령후보로,	대통령/ncn+후보/ncn+로/jca+,/sp
이만섭	이만섭/nq
전	전/ncn
국회의장과	국회/ncn+의장/ncn+과/jcj
장을병	장을병/nq
의원을	의원/ncn+을/jco
각각	각각/mag
총재와	총재/ncn+와/jcj
최고위원으로	최고/ncn+위원/ncn+으로/jca
추대했다.	추대/ncpa+하/xsv+었/ep+다/ef+./sf
95년	95/nno+년/nbu
우리나라	우리/npp+나라/ncn
전체	전체/ncn
국민의료비는	국민/ncn+의료/ncn+비/xsn+는/jxc
16조4827억원으로	16조/nnc+4827억/nnc+원/nbu+으로/jca
전년도와	전/mma+년도/nbu+와/jct
견주어	견주/pvg+어/ecs
17.2%	17.2/nnc+%/su
늘어난	늘/pvg+어/ecx+나/px+ㄴ/etm
것으로	것/nbn+으로/jca
추계됐다.	추계/ncpa+되/xsv+었/ep+다/ef+./sf
4일	4/nno+일/nbu
한국보건사회연구원에	한국보건사회연구원/nq+에/jca
따르면	따르/pvg+면/ecs
95년	95/nno+년/nbu
전체	전체/ncn
국민의료비는	국민/ncn+의료/ncn+비/xsn+는/jxc
16조4827억원으로	16조/nnc+4827억/nnc+원/nbu+으로/jca
국내총생산의	국내/ncn+총/xp+생산/ncn+의/jcm
4.7%를	4.7/nnc+%/su+를/jco
차지했으며	차지/ncpa+하/xsv+었/ep+으며/ecc
1인당	1/nnc+인/nbu+당/xsn
국민의료비는	국민/ncn+의료/ncn+비/xsn+는/jxc
36만5526원으로	36만/nnc+5526/nnc+원/nbu+으로/jca
분석됐다.	분석/ncpa+되/xsv+었/ep+다/ef+./sf
94년의	94/nno+년/nbu+의/jcm
전체	전체/ncn
국민의료비는	국민/ncn+의료/ncn+비/xsn+는/jxc
14조638억원으로	14조/nnc+638억/nnc+원/nbu+으로/jca
국내총생산의	국내/ncn+총/xp+생산/ncn+의/jcm
4.6%를	4.6/nnc+%/su+를/jco
차지했으며	차지/ncpa+하/xsv+었/ep+으며/ecc
1인당	1/nnc+인/nbu+당/xsn
국민의료비는	국민/ncn+의료/ncn+비/xsn+는/jxc
31만6374원으로	31만/nnc+6374/nnc+원/nbu+으로/jca
추계됐었다.	추계/ncpa+되/xsv+었었/데+다/ef+./sf
공정거래위원회가	공정거래위원회/nq+가/jcs
한국암웨이에	한국암웨이/nq+에/jca
비교적	비교/ncn+적/xsn
무거운	무겁/paa+ㄴ/etm
제재를	제재/ncn+를/jco
내림에	내리/pvg+ㅁ/etn+에/jca
따라,	따르/pvg+아/ecs+,/sp
지난	지나/pvg+ㄴ/etm
3월말	3/nno+월/nbu+말/ncn
시민단체들이	시민/ncn+단체/ncn+들/xsn+이/jcs
암웨이	암웨이/nq
제품과	제품/ncn+과/jcj
상술에	상술/ncn+에/jca
문제제기를	문제/ncn+제기/ncn+를/jco
하면서	하/pvg+면서/ecc
시작됐던	시작/ncpa+되/xsv+었/ep+던/etm
일명	일명/mag
`암웨이	`암웨이/nq
세제공방'은	세제/ncn+공방/ncn+'/sr+은/jxc
한국암웨이쪽의	한국암웨이/nq+쪽/nbn+의/jcm
판정패로	판정/ncn+패/ncn+로/jca
일단락됐다.	일단락/ncpa+되/xsv+었/ep+다/ef+./sf
특히	특히/mag
암웨이는	암웨이/nq+는/jxc
자사	자사/ncn
세제제품의	세제/ncn+제품/ncn+의/jcm
환경성을	환경/ncn+성/xsn+을/jco
내세우기	내/pvg+어/ecs+세우/pvg+기/etn
위해	위하/pvg+어/ecs
유엔	유엔/nq
환경행사에	환경/ncn+행사/ncn+에/jca
후원금을	후원/ncn+금/xsn+을/jco
내고	내/pvg+고/ecc
받은	받/pvg+은/etm
감사패	감사/ncn+패/ncn
성격의	성격/ncn+의/jcm
`공로상'을	`/sl+공로/ncn+상/ncn+'/sr+을/jco
유엔이	유엔/nq+이/jcs
환경	환경/ncn
보호를	보호/ncn+를/jco
위해	위하/pvg+어/ecs
힘써온	힘/ncn+쓰/pvg+어/ecx+오/px+ㄴ/etm
개인과	개인/ncn+과/jcj
단체에	단체/ncn+에/jca
수상하는	수상/ncpa+하/xsv+는/etm
`글로벌	`/sl+nq[글로벌/ncn
500상'을	+500/nnc+상/ncn]nq+'/sr+을/jco
받은	받/pvg+은/etm
것처럼	것/nbn+처럼/jca
허위로	허위/ncn+로/jca
광고한	광고/ncpa+하/xsv+ㄴ/etm
점이	점/ncn+이/jcs
인정됨에	인정/ncpa+되/xsv+ㅁ/etn+에/jca
따라	따르/pvg+아/ecs
기업이미지에	기업/ncn+이미지/ncn+에/jca
큰	크/paa+ㄴ/etm
손상을	손상/ncn+을/jco
입게	입/pvg+게/ecx
됐다.	되/px+었/ep+다/ef+./sf
소비자단체들은	소비/ncn+자/xsn+단체/ncn+들/xsn+은/jxc
공정위의	공정위/ncn+의/jcm
판정	판정/ncn
결과에	결과/ncn+에/jca
대체로	대체로/mag
만족해하고	만족/ncps+하/xsm+어/ecx+하/px+고/ecx
있다.	있/px+다/ef+./sf
하지만	하지만/maj
공정위가	공정위/ncn+가/jcs
하위	하위/ncn
판매원들이	판매/ncn+원/xsn+들/xsn+이/jcs
교육자료와	교육/ncn+자료/ncn+와/jcj
실험기구까지	실험/ncn+기구/ncn+까지/jxc
동원해	동원/ncpa+하/xsv+어/ecs
제품을	제품/ncn+을/jco
판매한	판매/ncpa+하/xsv+ㄴ/etm
사실을	사실/ncn+을/jco
인정하면서도	인정/ncpa+하/xsv+면서/ecc+도/jxc
암웨이쪽에서	암웨이/nq+쪽/nbn+에서/jca
이	이/mmd
부분에	부분/ncn+에/jca
적극적으로	적극/ncn+적/xsn+으로/jca
개입한	개입/ncpa+하/xsv+ㄴ/etm
흔적을	흔적/ncn+을/jco
찾아낼	찾/pvg+아/ecx+내/px+ㄹ/etm
수	수/nbn
없었다며	없/paa+었/ep+다며/ecs
제제의	제제/ncn+의/jcm
수위를	수위/ncn+를/jco
낮춘	낮추/pvg+ㄴ/etm
점은	점/nbn+은/jxc
공정위의	공정위/ncn+의/jcm
한계를	한계/ncn+를/jco
드러낸	드러내/pvg+ㄴ/etm
것	것/nbn
아니냐는	아니/paa+냐/ef+는/etm
지적을	지적/ncn+을/jco
하고	하/pvg+고/ecx
있다.	있/px+다/ef+./sf
또	또/maj
다단계판매방식은	다단계/ncn+판매/ncn+방식/ncn+은/jxc
판매원과	판매/ncn+원/xsn+과/jcj
소비자와	소비/ncn+자/xsn+와/jcj
1대	1/nnc+대/nbn
1로	1/nnc+로/jca
만나는	만나/pvg+는/etm
판매방식을	판매/ncn+방식/ncn+을/jco
쓰고	쓰/pvg+고/ecx
있기	있/px+기/etn
때문에	때문/nbn+에/jca
불공정	불/xp+공정/ncn
행위가	행위/ncn+가/jcs
언제든	언제/mad+든/jxc
다시	다시/mag
나타날	나타나/pvg+ㄹ/etm
수	수/nbn
밖에	밖에/jxc
없다고	없/paa+다/ef+고/ecs
보고	보/pvg+고/ecc
다단계판매	다단계/ncn+판매/ncn
관련	관련/ncn
법률의	법률/ncn+의/jcm
개폐문제를	개폐/ncn+문제/ncn+를/jco
들고	들/pvg+고/ecc
나올	나오/pvg+ㄹ/etm
태세여서	태세/ncn+이/jp+어서/ecs
불씨는	불씨/ncn+는/jxc
여전히	여전/ncn+히/xsa
남아있다고	남/pvg+아/ecx+있/px+다/ef+고/jcr
할	하/pvg+ㄹ/etm
수	수/nbn
있다.	있/paa+다/ef+./sf
현대의	현대/nq+의/jcm
고로제철소는	고로/ncn+제철/ncn+소/xsn+는/jxc
과연	과연/mag
경쟁력이	경쟁/ncn+력/xsn+이/jcs
있을까?	있/paa+을까/ef+?/sf
하지만	하지만/maj
고로제철소의	고로/ncn+제철/ncn+소/xsn+의/jcm
경쟁력	경쟁/ncn+력/xsn
여부는	여부/ncn+는/jxc
다른	다르/paa+ㄴ/etm
어떤	어떻/pad+ㄴ/etm
쟁점보다	쟁점/ncn+보다/jca
의견이	의견/ncn+이/jcs
크게	크/paa+게/ecs
엇갈리는	엇갈리/pvg+는/etm
부분이다.	부분/ncn+이/jp+다/ef+./sf
정부와	정부/ncn+와/jcj
기존	기존/ncn
철강업계는	철강/ncn+업계/ncn+는/jxc
새	새/mma
고로제철소는	고로/ncn+제철/ncn+소/xsn+는/jxc
환경규제와	환경/ncn+규제/ncn+와/jct
높은	높/paa+은/etm
건설비	건설/ncn+비/xsn
부담	부담/ncn
때문에	때문/nbn+에/jca
경쟁력을	경쟁/ncn+력/xsn+을/jco
확보하기	확보/ncpa+하/xsv+기/etn
어렵다고	어렵/paa+다/ef+고/jcr
밝히고	밝히/pvg+고/ecx
있다.	있/px+다/ef+./sf
특히	특히/mag
막대한	막대/ncps+하/xsm+ㄴ/etm
양의	양/ncn+의/jcm
석탄을	석탄/ncn+을/jco
연료로	연료/ncn+로/jca
쓰는	쓰/pvg+는/etm
고로제철소는	고로/ncn+제철/ncn+소/xsn+는/jxc
환경비용	환경/ncn+비용/ncn
부담이	부담/ncn+이/jcs
폭증할	폭증/ncpa+하/xsv+ㄹ/etm
수	수/nbn
밖에	밖에/jxc
없다는	없/paa+다/ef+는/etm
것이다.	것/nbn+이/jp+다/ef+./sf
정부와	정부/ncn+와/jcj
포철은	포철/nq+은/jxc
현대제철소의	현대제철소/nq+의/jcm
경우	경우/ncn
생산능력	생산/ncn+능력/ncn
1t당	1/nnc+t/su+당/xsn
1500달러의	1500/nnc+달러/nbu+의/jcm
건설비는	건설/ncn+비/xsn+는/jxc
들	들/pvg+ㄹ/etm
것이라고	것/nbn+이/jp+라/ef+고/jcr
주장하지만,	주장/ncpa+하/xsv+지만/ecs+,/sp
이는	이/npd+는/jxc
지난	지나/pvg+ㄴ/etm
71년	71/nno+년/nbu
이래	이래/ncn
130여건의	130/nnc+여/xsn+건/nbu+의/jcm
제철소	제철/ncn+소/xsn
관련	관련/ncn
프로젝트를	프로젝트/ncn+를/jco
수행한	수행/ncpa+하/xsv+ㄴ/etm
현대의	현대/nq+의/jcm
건설기술력을	건설/ncn+기술/ncn+력/xsn+을/jco
모르고	모르/pvg+고/ecx
하는	하/px+는/etm
얘기라는	얘기/ncn+라는/etm
것이다.	것/nbn+이/jp+다/ef+./sf
현대는	현대/nq+는/jxc
또	또/mag
고로제철소는	고로/ncn+제철/ncn+소/xsn+는/jxc
설비투자	설비/ncn+투자/ncn
규모가	규모/ncn+가/jcs
큰	크/paa+ㄴ/etm
만큼	만큼/nbn
부가가치도	부가/ncn+가치/ncn+도/jxc
높다는	높/paa+다/ef+는/etm
사실을	사실/ncn+을/jco
정부가	정부/ncn+가/jcs
외면하고	외면/ncpa+하/xsv+고/ecx
있다고	있/px+다/ef+고/jcr
주장한다.	주장/ncpa+하/xsv+ㄴ다/ef+./sf
철강업계	철강/ncn+업계/ncn
관계자들도	관계/ncn+자/xsn+들/xsn+도/jxc
현대의	현대/nq+의/jcm
주장을	주장/ncn+을/jco
전적으로	전적/ncn+으로/jca
부정하지는	부정/ncpa+하/xsv+지/ecx+는/jxc
않는다.	않/px+는다/ef+./sf
투자효율성과	투자/ncn+효율/ncn+성/xsn+과/jcj
기업의	기업/ncn+의/jcm
경쟁력은	경쟁/ncn+력/xsn+은/jxc
여건이나	여건/ncn+이나/jcj
환경에	환경/ncn+에/jca
따라	따르/pvg+아/ecs
달라지지만	다르/paa+아/ecx+지/px+지만/ecs
해당기업의	해당/ncn+기업/ncn+의/jcm
`의지'와	`/sl+의지/ncn+'/sr+와/jcj
`경영방식'에도	`/sl+경영/ncn+방식/ncn+'/sr+에/jca+도/jxc
큰	크/paa+ㄴ/etm
영향을	영향/ncn+을/jco
받는다.	받/pvg+는다/ef+./sf
돌관작업으로	돌관/ncn+작업/ncn+으로/jca
표현되는	표현/ncpa+되/xsv+는/etm
현대	현대/nq
특유의	특유/ncn+의/jcm
스타일에	스타일/ncn+에/jca
비추어	비추/pvg+어/ecs
밖에서	밖/ncn+에서/jca
보는	보/pvg+는/etm
것	것/nbn
이상으로	이상/ncn+으로/jca
경제성이	경제/ncn+성/xsn+이/jcs
있을	있/paa+을/etm
수	수/nbn
있다는	있/paa+다/ef+는/etm
것이다.	것/nbn+이/jp+다/ef+./sf
그러나	그러나/maj
대부분	대부분/ncn
전문가들은	전문/ncn+가/xsn+들/xsn+은/jxc
경제성을	경제/ncn+성/xsn+을/jco
둘러싼	두르/pvg+어/ecs+싸/pvg+ㄴ/etm
논란이	논란/ncn+이/jcs
첨예하고	첨예/ncps+하/xsm+고/ecs
5조원	5조/nnc+원/nbu
이상	이상/ncn
대규모	대/xp+규모/ncn
투자가	투자/ncn+가/jcs
필요한	필요/ncps+하/xsm+ㄴ/etm
사업이기	사업/ncn+이/jp+기/etn
때문에	때문/nbn+에/jca
돌다리도	돌/ncn+다리/ncn+도/jxc
보고	두드리/pvg+어/ecx+보/px+고/ecs
가는	가/pvg+는/etm
식의	식/nbn+의/jcm
차분한	차분/ncps+하/xsm+ㄴ/etm
검토가	검토/ncn+가/jcs
이뤄져야	이루/pvg+어/ecx+지/px+어야/ecx
한다고	하/px+ㄴ다/ef+고/jcr
입을	입/ncn+을/jco
모으고	모으/pvg+고/ecx
있다.	있/px+다/ef+./sf
특히	특히/mag
그룹	그룹/ncn
고위층이	고위/ncn+층/xsn+이/jcs
경영주도권을	경영/ncn+주도/ncn+권/xsn+을/jco
굳히기	굳히/pvg+기/etn
위해	위하/pvg+어/ecs
제철업을	제철/ncn+업/xsn+을/jco
강력히	강력/ncn+히/xsa
추진하고	추진/ncpa+하/xsv+고/ecx
있다는	있/px+다/ef+는/etm
세간의	세간/ncn+의/jcm
말들이	말/ncn+들/xsn+이/jcs
사실이라면,	사실/ncn+이/jp+라면/ecs+,/sp
더욱	더욱/mag
냉정한	냉정/ncps+하/xsm+ㄴ/etm
판단이	판단/ncn+이/jcs
요구된다고	요구/ncpa+되/xsv+ㄴ다/ef+고/jcr
재계	재계/ncn
관계자들은	관계/ncn+자/xsn+들/xsn+은/jxc
말한다.	말/ncn+하/pvg+ㄴ다/ef+./sf
현대가	현대/nq+가/jcs
고로제철소를	고로/ncn+제철/ncn+소/xsn+를/jco
돕기	돕/pvg+기/etn
위해	위하/pvg+어/ecs
건설	건설/ncn
자동차	자동/ncn+차/ncn
등	등/nbn
계열사들에게	계열/ncn+사/xsn+들/xsn+에게/jca
헐값	헐값/ncn
수주와	수주/ncn+와/jct
봐주기식	보/pvg+아/ecx+주/px+기/etn+식/xsn
구매에	구매/ncn+에/jca
나서게	나서/pvg+게/ecx
할	하/px+ㄹ/etm
경우,	경우/ncn+,/sp
제철소의	제철/ncn+소/xsn+의/jcm
비효율이	비/xp+효율/ncn+이/jcs
그룹	그룹/ncn
전반으로	전반/ncn+으로/jca
확산될	확산/ncpa+되/xsv+ㄹ/etm
가능성도	가능/ncn+성/xsn+도/jxc
있다.	있/paa+다/ef+./sf
현대가	현대/nq+가/jcs
제철소에	제철/ncn+소/xsn+에/jca
투자할	투자/ncpa+하/xsv+ㄹ/etm
돈이	돈/ncn+이/jcs
있다면	있/paa+다면/ecs
차라리	차라리/mag
자동차	자동/ncn+차/ncn
전자	전자/ncn
조선	조선/ncn
등	등/nbn
주요	주요/ncn
부문의	부문/ncn+의/jcm
첨단기술력과	첨단/ncn+기술/ncn+력/xsn+과/jcj
생산성을	생산/ncn+성/xsn+을/jco
높이는데	높이/pvg+는데/ecs
들여,	들이/pvg+어/ecs+,/sp
국제경쟁력을	국제/ncn+경쟁/ncn+력/xsn+을/jco
키우는	키우/pvg+는/etm
게	거/nbn+이/jcs
바람직하지	바람직/ncps+하/xsm+지/ecx
않겠냐는	않/px+겠/ep+냐/ef+는/etm
것이	것/nbn+이/jcs
재계의	재계/ncn+의/jcm
