<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0098.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0098.txt </filename>
<title> 교실 밖 국사여행 </title>
<author>역사학연구소   </author>
<date> 1993 </date>
<publisher>사계절출판사  </publisher>
<kdc>911  </kdc>
<ddc>951.9  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
도구를	도구/ncn+를/jco
고구려인들이	고구려/nq+인/xsn+들/xsn+이/jcs
직접	직접/ncn
남긴	남기/pvg+ㄴ/etm
생생한	생생하/paa+ㄴ/etm
자료로서	자료/ncn+로서/jca
,	,/sp
우리는	우리/npp+는/jxc
이를	이/npd+를/jco
통하여	통하/pvg+어/ecs
융성했던	융성/ncpa+하/xsv+었/ep+던/etm
고구려	고구려/nq
역사를	역사/ncn+를/jco
마주	마주/mag
대할	대하/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
이차돈의	이차돈/nq+의/jcm
순교	순교/ncn
불교의	불교/nq+의/jcm
공인과	공인/ncn+과/jcj
신라의	신라/nq+의/jcm
발전	발전/ncn
신라	신라/nq
법흥왕에게는	법흥왕/nq+에게는/jca
불교를	불교/nq+를/jco
널리	널리/mag
펴고자	펴/pvg+고자/ecx
하는	하/px+는/etm
뜻이	뜻/ncn+이/jcs
있었다	있/paa+었/ep+다/ef
.	./sf
그러나	그러나/maj
조정의	조정/ncn+의/jcm
신하들은	신하/ncn+들/xsn+은/jxc
그	그/mmd
뜻을	뜻/ncn+을/jco
헤아리지	헤아리/pvg+지/ecx
못하였다	못하/px+었/ep+다/ef
.	./sf
그러던	그렇/npd+던/etm
어느	어느/mmd
날	날/ncn
,	,/sp
왕이	왕/ncn+이/jcs
탄식하며	탄식/ncpa+하/xsv+며/ecc
말하였다	말/ncpa+하/xsv+었/ep+다/ef
.	./sf
"	"/sl
아	아/ncn
!	!/sf
내가	내/npp+가/jcs
덕이	덕/ncn+이/jcs
없는	없/paa+는/etm
몸으로	몸/ncn+으로/jca
대업을	대업/ncn+을/jco
이어	잇/pvg+어/ecs
왕위에	왕위/ncn+에/jca
올랐으나	오르/pvg+았/ep+으나/ecs
,	,/sp
자연	자연/ncn
환경과	환경/ncn+과/jcj
기후가	기후/ncn+가/jcs
순조롭지	순조롭/paa+지/ecx
못하고	못하/px+고/ecc
,	,/sp
뭇	뭇/mma
백성들의	백성/ncn+들/xsn+의/jcm
삶도	삶/ncn+도/jxc
편안하지	편안/ncps+하/xsm+지/ecx
못하다	못하/px+다/ef
.	./sf
불교를	불교/nq+를/jco
널리	널리/mag
믿으면	믿/pvg+으면/ecs
좋을	좋/paa+을/etm
터인데	터/nbn+이/jp+ㄴ데/ecs
,	,/sp
신하들이	신하/ncn+들/xsn+이/jcs
반대하니	반대/ncpa+하/xsv+니/ecs
누구와	누구/npp+와/jct
더불어	더불/pvg+어/ecs
이	이/mmd
일을	일/ncn+을/jco
할까	하/pvg+ㄹ까/ef
?"	?/sf+"/sr
그	그/mmd
자리에	자리/ncn+에/jca
젊은	젊/paa+은/etm
신하가	신하/ncn+가/jcs
이차돈이	이차돈/nq+이/jcs
있었다	있/paa+었/ep+다/ef
.	./sf
그는	그/npp+는/jxc
송죽	송죽/mag
같은	같/paa+은/etm
곧은	곧/paa+은/etm
성품과	성품/ncn+과/jcj
거울처럼	거울/ncn+처럼/jca
맑은	맑/paa+은/etm
마음을	마음/ncn+을/jco
가지고	가지/pvg+고/ecc
왕에게	왕/ncn+에게/jca
충성을	충성/ncn+을/jco
다하고자	다하/pvg+고자/ecx
하였다	하/px+었/ep+다/ef
.	./sf
그는	그/npp+는/jxc
가까이서	가깝/paa+이/xsa+서/jca
왕을	왕/ncn+을/jco
모시는	모시/pvg+는/etm
사인	사인/ncn
벼슬에	벼슬/ncn+에/jca
있었는데	있/paa+었/ep+는데/ecs
,	,/sp
왕의	왕/ncn+의/jcm
생각을	생각/ncn+을/jco
살피고	살피/pvg+고/ecs
아뢰었다	아뢰/pvg+었/ep+다/ef
.	./sf
"	"/sl
신이	신/ncn+이/jcs
들으니	들/pvg+으니/ecs
옛	옛/mma
사람은	사람/ncn+은/jxc
천한	천하/paa+ㄴ/etm
나무꾼에게도	나무/ncn+꾼/xsn+에게/jca+도/jxc
계책을	계책/ncn+을/jco
물었다	묻/pvg+었/ep+다/ecs
합니다	하/pvg+ㅂ니다/ef
.	./sf
죄송함을	죄송/ncps+하/xsm+ㅁ/etn+을/jco
무릅쓰고	무릅쓰/pvg+고/ecs
여쭙고자	여쭙/pvg+고자/ecs
하옵니다	하/pvg+오/ep+ㅂ니다/ef
."	./sf+"/sr
"	"/sl
네가	네/npp+가/jcs
나설	나서/pvg+ㄹ/etm
바가	바/nbn+가/jcc
아니다	아니/paa+다/ef
."	./sf+"/sr
왕이	왕/ncn+이/jcs
이렇게	이렇/pad+게/ecs
말하였으나	말/ncpa+하/xsv+었/ep+으나/ecs
,	,/sp
이차돈이	이차돈/nq+이/jcs
다시	다시/mag
말하였다	말/ncpa+하/xsv+었/ep+다/ef
.	./sf
"	"/sl
나라를	나라/ncn+를/jco
위하여	위하/pvg+어/ecs
죽는	죽/pvg+는/etm
것은	것/nbn+은/jxc
신하의	신하/ncn+의/jcm
큰	크/paa+ㄴ/etm
절개요	절개/ncn+요/jxf
,	,/sp
임금을	임금/ncn+을/jco
위하여	위하/pvg+어/ecs
목숨을	목숨/ncn+을/jco
바치는	바치/pvg+는/etm
것은	것/nbn+은/jxc
백성의	백성/ncn+의/jcm
곧은	곧/paa+은/etm
의리입니다	의리/ncn+이/jp+ㅂ니다/ef
.	./sf
거짓으로	거짓/ncn+으로/jca
왕명을	왕명/ncn+을/jco
전한	전하/pvg+ㄴ/etm
죄로	죄/ncn+로/jca
머리를	머리/ncn+를/jco
베이시면	베이/pvg+시/ep+면/ecs
,	,/sp
모두	모두/mag
굴복하여	굴복/ncpa+하/xsv+어/ecs
감히	감히/mag
왕의	왕/ncn+의/jcm
뜻을	뜻/ncn+을/jco
어기지	어기/pvg+지/ecx
못할	못하/px+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
."	./sf+"/sr
왕은	왕/ncn+은/jxc
갸륵하게	갸륵하/paa+게/ecs
여기면서도	여기/pvg+면서/ecs+도/jxc
그의	그/npp+의/jcm
말을	말/ncn+을/jco
받아들이지	받/pvg+아/ecs+들이/pvg+지/ecx
않았다	않/px+았/ep+다/ef
.	./sf
"	"/sl
내	내/npp
몸을	몸/ncn+을/jco
상하고	상하/pvg+고/ecc
목숨을	목숨/ncn+을/jco
버리더라도	버리/pvg+더라도/ecs
,	,/sp
새	새/ncn
한	한/nnc
마리를	마리/nbu+를/jco
살리고	살리/pvg+고/ecc
짐승을	짐승/ncn+을/jco
불쌍히	불쌍하/paa+이/xsa
여기는	여기/pvg+는/etm
것이	것/nbn+이/jcs
부처님의	부처/nq+님/xsn+의/jcm
가르침이다	가르치/pvg+ㅁ/etn+이/jp+다/ef
.	./sf
어찌	어찌/mag
죄	죄/ncn
없는	없/paa+는/etm
사람을	사람/ncn+을/jco
죽이랴	죽이/pvg+랴/ef
!	!/sf
그	그/mmd
일은	일/ncn+은/jxc
피하는	피하/pvg+는/etm
것이	것/nbn+이/jcs
좋겠다	좋/paa+겠/ep+다/ef
."	./sf+"/sr
"	"/sl
가장	가장/mag
버리기	버리/pvg+기/etn
어려운	어렵/paa+ㄴ/etm
것이	것/nbn+이/jcs
목숨이나	목숨/ncn+이/jp+나/ecs
,	,/sp
신이	신/ncn+이/jcs
저녁에	저녁/ncn+에/jca
죽어	죽/pvg+어/ecs
그	그/mmd
이튿날로	이튿날/ncn+로/jca
불교가	불교/nq+가/jcs
행하여지면	행하/pvg+어/ecx+지/px+면/ecs
부처님의	부처/nq+님/xsn+의/jcm
빛이	빛/ncn+이/jcs
하늘	하늘/ncn
가운데	가운데/ncn
있고	있/paa+고/ecc
,	,/sp
대왕께서	대왕/ncn+께서/jcs
길이	길이/mag
평안하실	평안/ncps+하/xsm+시/ep+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
."	./sf+"/sr
"	"/sl
봉황의	봉황/ncn+의/jcm
새끼는	새끼/ncn+는/jxc
어려서부터	어리/paa+어서/ecs+부터/jxc
높은	높/paa+은/etm
하늘을	하늘/ncn+을/jco
솟을	솟/pvg+을/etm
마음을	마음/ncn+을/jco
가지고	가지/pvg+고/ecc
,	,/sp
고니	고니/ncn
새끼는	새끼/ncn+는/jxc
나면서부터	낳/pvg+면서/ecs+부터/jxc
바다를	바다/ncn+를/jco
헤쳐	헤치/pvg+어/ecx
갈	가/px+ㄹ/etm
기세를	기세/ncn+를/jco
품는다더니	품/pvg+ㄴ다더니/ecs
,	,/sp
너야말로	너/npp+야말로/jxc
그렇구나	그렇/pad+구나/ef
."	./sf+"/sr
이차돈은	이차돈/nq+은/jxc
왕명이라고	왕명/ncn+이/jp+라/ef+고/jcr
하면서	하/pvg+면서/ecc
절을	절/ncn+을/jco
짓는	짓/pvg+는/etm
공사를	공사/ncn+를/jco
크게	크/paa+게/ecs
벌였다	벌이/pvg+었/ep+다/ef
.	./sf
그러자	그러자/mag
여러	여러/mma
신하들은	신하/ncn+들/xsn+은/jxc
왕에게	왕/ncn+에게/jca
가서	가/pvg+서/ecs
절을	절/ncn+을/jco
짓는	짓/pvg+는/etm
일을	일/ncn+을/jco
그만두라고	그만두/pvg+라/ef+고/jcr
간하였다	간하/pvg+었/ep+다/ef
.	./sf
왕은	왕/ncn+은/jxc
위풍을	위풍/ncn+을/jco
당당하게	당당하/paa+게/ecs
갖추고	갖추/pvg+고/ecc
,	,/sp
사방으로	사방/ncn+으로/jca
서릿발	서릿발/ncn
같은	같/paa+은/etm
형틀을	형틀/ncn+을/jco
벌려	벌/pvg+려/ecx
놓고	놓/px+고/ecc
신하들을	신하/ncn+들/xsn+을/jco
불러	불/pvg+러/ecs
물었다	묻/pvg+었/ep+다/ef
.	./sf
"	"/sr
그대들은	그대/npp+들/xsn+은/jxc
내가	내/npp+가/jcs
절을	절/ncn+을/jco
지으려고	짓/pvg+으려고/ecs
한다	하/pvg+ㄴ다/ef
하여	하/pvg+어/ecs
나를	나/npp+를/jco
비난하는가	비난/ncpa+하/xsv+는가/ef
?"	?/sf+"/sr
그러자	그러자/mag
여러	여러/mma
신하들이	신하/ncn+들/xsn+이/jcs
벌벌	벌벌/mag
떨면서	떨/pvg+면서/ecc
두려워하였다	두렵/paa+어/ecx+하/px+었/ep+다/ef
.	./sf
왕이	왕/ncn+이/jcs
이차돈을	이차돈/nq+을/jco
불러	불/pvg+러/ecs
문책하였으나	문책/ncpa+하/xsv+었/ep+으나/ecs
,	,/sp
이차돈은	이차돈/nq+은/jxc
얼굴색이	얼굴/ncn+색/ncn+이/jcs
변하여	변하/pvg+어/ecs
아무	아무/npd
말도	말/ncn+도/jxc
못하였다	못하/px+었/ep+다/ef
.	./sf
이에	이/npd+에/jca
분노한	분노/ncpa+하/xsv+ㄴ/etm
왕이	왕/ncn+이/jcs
그의	그/npp+의/jcm
목을	목/ncn+을/jco
베라고	베/pvg+라/ef+고/jcr
명하니	명하/pvg+니/ecs
,	,/sp
관리들이	관리/ncn+들/xsn+이/jcs
그를	그/npp+를/jco
묶어	묶/pvg+어/ecx
왔다	오/px+았/ep+다/ef
.	./sf
이차돈은	이차돈/nq+은/jxc
마음	마음/ncn
속으로	속/ncn+으로/jca
"	"/sl
대왕께서	대왕/ncn+께서/jcs
불교를	불교/nq+를/jco
일으키려	일으키/pvg+려/ecx
하므로	하/px+므로/ecs
제	제/npp
목숨을	목숨/ncn+을/jco
버리오니	버리/pvg+오니/ecs
,	,/sp
하늘은	하늘/ncn+은/jxc
좋은	좋/paa+은/etm
일을	일/ncn+을/jco
내려	내리/pvg+어/ecs
사람들에게	사람/ncn+들/xsn+에게/jca
두루	두루/mag
보여주소서	보이/pvg+어/ecx+주/px+소서/ef
."	./sf+"/sr
라고	라고/jcr
기원하고	기원/ncpa+하/xsv+고/ecc
형틀	형틀/ncn
앞에	앞/ncn+에/jca
나아갔다	나아가/pvg+았/ep+다/ef
.	./sf
드디어	드디어/mag
옥사정이	옥사정/ncn+이/jcs
이차돈의	이차돈/nq+의/jcm
목을	목/ncn+을/jco
베니	베/pvg+니/ecs
,	,/sp
흰	희/paa+ㄴ/etm
젖	젖/ncn
같은	같/paa+은/etm
피가	피/ncn+가/jcs
한	한/nnc
길이나	길/nbu+이나/jxc
솟구쳤다	솟구치/pvg+었/ep+다/ef
.	./sf
갑자기	갑자기/mag
하늘이	하늘/ncn+이/jcs
침침해지며	침침하/paa+어/ecx+지/px+며/ecc
어두워지니	어둡/paa+어/ecx+지/px+니/ecs
땅이	땅/ncn+이/jcs
흔들리면서	흔들리/pvg+면서/ecc
하늘에서	하늘/ncn+에서/jca
꽃비가	꽃/ncn+비/ncn+가/jcs
내렸다	내리/pvg+었/ep+다/ef
.	./sf
왕이	왕/ncn+이/jcs
슬퍼하여	슬퍼하/paa+어/ecs
눈물이	눈물/ncn+이/jcs
곤룡포를	곤룡포/ncn+를/jco
적셨고	적/pvg+시/ep+었/ep+고/ecc
,	,/sp
여러	여러/mma
신하들은	신하/ncn+들/xsn+은/jxc
놀라고	놀라/pvg+고/ecc
두려워하였다	두렵/paa+어/ecx+하/px+였/ep+다/ef
.	./sf
우물이	우물/ncn+이/jcs
갑자기	갑자기/mag
말라	마르/pvg+아/ecs
우물	우물/ncn
속의	속/ncn+의/jcm
물고기들이	물고기/ncn+들/xsn+이/jcs
뛰어오르고	뛰/pvg+어/ecs+오르/paa+고/ecc
,	,/sp
곧게	곧/paa+게/ecs
서	서/pvg+어/ecx
있는	있/px+는/etm
나무가	나무/ncn+가/jcs
꺾어지니	꺾/pvg+어/ecx+지/px+니/ecs
,	,/sp
나무에	나무/ncn+에/jca
있던	있/paa+던/etm
원숭이들이	원숭이/ncn+들/xsn+이/jcs
떼지어	떼/pvg+어/ecx+지/px+어/ecs
울었다	울/pvg+었/ep+다/ef
.	./sf
어려서부터	어리/pvg+어서/ecs+부터/jxc
말	말/ncn
고삐를	고삐/ncn+를/jco
나란히	나란하/paa+이/xsa
하고	하/pvg+고/ecc
함께	함께/mag
놀던	놀/pvg+던/etm
동무들은	동무/ncn+들/xsn+은/jxc
모두	모두/mag
슬퍼하며	슬퍼하/pvg+며/ecc
크게	크/paa+게/ecs
소리	소리치/pvg+어/ecs
울었다	울/pvg+었/ep+다/ef
.	./sf
사람들이	사람/ncn+들/xsn+이/jcs
모두	모두/mag
이차돈을	이차돈/nq+을/jco
성인이라	성인/ncn+이/jp+라/ef
하고	하/pvg+고/ecc
,	,/sp
금강산	금강산/nq
서쪽	서/ncn+쪽/ncn
고개에	고개/ncn+에/jca
터를	터/ncn+를/jco
잡아	잡/pvg+아/ecs
장사	장사/ncn
지내	지내/pvg+어/ecx
주었다	주/px+었/ep+다/ef
.	./sf
이로부터	이/npd+로/jca+부터/jxc
신라에서도	신라/nq+에서/jca+도/jxc
널리	널리/mag
불교를	불교/nq+를/jco
믿게	믿/pvg+게/ecx
되었고	되/px+었/ep+고/ecc
,	,/sp
이차돈이	이차돈/nq+이/jcs
공사를	공사/ncn+를/jco
일으켰던	일으키/pvg+었/ep+던/etm
자리에	자리/ncn+에/jca
훌륭한	훌륭하/paa+ㄴ/etm
절을	절/ncn+을/jco
지어	짓/pvg+어/ecs
흥륜사라고	흥륜사/nq+라/ef+고/jcr
하였다	하/pvg+었/ep+다/ef
.	./sf
위는	위/ncn+는/jxc
신라가	신라/nq+가/jcs
국가적으로	국가/ncn+적/xsn+으로/jca
불교를	불교/nq+를/jco
공인하게	공인/ncpa+하/xsv+게/ecx
된	되/px+ㄴ/etm
사실을	사실/ncn+을/jco
전하는	전하/pvg+는/etm
역사	역사/ncn
기록이다	기록/ncn+이/jp+다/ef
.	./sf
즉	즉/mag
,	,/sp
법흥왕과	법흥왕/nq+과/jcj
뜻을	뜻/ncn+을/jco
같이하는	같/paa+이/xsa+하/pvg+는/etm
신하	신하/ncn
이차돈의	이차돈/nq+의/jcm
순교로	순교/ncn+로/jca
겨우	겨우/mag
신하들의	신하/ncn+들/xsn+의/jcm
반대를	반대/ncn+를/jco
누르고	누르/pvg+고/ecc
신라는	신라/nq+는/jxc
불교를	불교/nq+를/jco
공인하게	공인/ncpa+하/xsv+게/ecx
되었다	되/px+었/ep+다/ef
.	./sf
중국과	중국/nq+과/jcj
고구려에서	고구려/nq+에서/jca
처음으로	처음/ncn+으로/jca
불교가	불교/nq+가/jcs
들어왔을	들/pvg+어/ecx+오/px+았/ep+ㄹ/etm
때	때/ncn
,	,/sp
신라에서는	신라/nq+에서/jca+는/jxc
귀족들의	귀족/ncn+들/xsn+의/jcm
반대가	반대/ncn+가/jcs
매우	매우/mag
컸다	크/paa+었/ep+다/ef
.	./sf
그러면	그러면/maj
귀족들은	귀족/ncn+들/xsn+은/jxc
왜	왜/mag
불교의	불교/nq+의/jcm
공인을	공인/ncn+을/jco
반대했을까	반대/ncpa+하/xsv+었/ep+ㄹ까/ef
?	?/sf
법흥왕은	법흥왕/nq+은/jxc
왜	왜/mag
반대를	반대/ncn+를/jco
무릅쓰고	무릅쓰/pvg+고/ecc
불교를	불교/nq+를/jco
받아들이려	받/pvg+아/ecs+들이/pvg+려/ecx
했을까	하/px+었/ep+ㄹ까/ef
?	?/sf
신라는	신라/nq+는/jxc
보수적인	보수/ncn+적/xsn+이/jp+ㄴ/etm
토착	토착/ncn
귀족의	귀족/ncn+의/jcm
세력이	세력/ncn+이/jcs
강하였고	강하/paa+었/ep+고/ecc
,	,/sp
삼국	삼국/ncn
가운데	가운데/ncn
가장	가장/mag
발전이	발전/ncn+이/jcs
늦어	늦/paa+어/ecs
국가	국가/ncn
체제와	체제/ncn+와/jcj
왕권이	왕권/ncn+이/jcs
확립되지	확립/ncpa+되/xsv+지/ecx
못하고	못하/px+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
진한	진한/nq
12개	12/nnc+개/nbu
소국	소국/ncn
가운데	가운데/ncn
하나인	하나/ncn+이/jp+ㄴ/etm
사로국에서	사로국/nq+에서/jca
시작한	시작/ncpa+하/xsv+ㄴ/etm
신라는	신라/nq+는/jxc
주변	주변/ncn
소국들을	소국/ncn+들/xsn+을/jco
연합하거나	연합/ncpa+하/xsv+거나/ecc
정복하면서	정복/ncpa+하/xsv+면서/ecc
발전하였다	발전/ncpa+하/xsv+었/ep+다/ef
.	./sf
삼성의	삼성/nq+의/jcm
시조	시조/ncn
설화에서	설화/ncn+에서/jca
보듯	보/pvg+듯/ecs
,	,/sp
여러	여러/mma
집단이	집단/ncn+이/jcs
연합하여	연합/ncpa+하/xsv+어/ecs
이룩된	이룩되/pvg+ㄴ/etm
신라는	신라/nq+는/jxc
독특한	독특/ncps+하/xsm+ㄴ/etm
신분	신분/ncn
제도인	제도/ncn+이/jp+ㄴ/etm
골품	골품/ncn
제도를	제도/ncn+를/jco
두어	두/pvg+어/ecs
지배층의	지배/ncn+층/xsn+의/jcm
권위를	권위/ncn+를/jco
보장하였고	보장/ncpa+하/xsv+었/ep+고/ecc
,	,/sp
국가의	국가/ncn+의/jcm
중대사는	중대/ncn+사/xsn+는/jxc
귀족	귀족/ncn
회의인	회의/ncn+이/jp+ㄴ/etm
화백에서	화백/nq+에서/jca
결정하였다	결정/ncpa+하/xsv+었/ep+다/ef
.	./sf
또한	또한/maj
귀족들은	귀족/ncn+들/xsn+은/jxc
하늘신을	하늘/ncn+신/ncn+을/jco
내세워	내/pvg+어/ecs+세우/pvg+어/ecs
하늘신의	하늘/ncn+신/ncn+의/jcm
자손	자손/ncn
또는	또는/mag
하늘에서	하늘/ncn+에서/jca
내려온	내리/pvg+어/ecx+오/px+ㄴ/etm
무리하는	무리/ncpa+하/xsv+는/etm
것으로	것/nbn+으로/jca
자신들의	자신/ncn+들/xsn+의/jcm
지배를	지배/ncn+를/jco
합리화하였다	합리/ncn+화/xsn+하/xsv+었/ep+다/ef
.	./sf
최고	최고/ncn
지배자인	지배/ncn+자/xsn+이/jp+ㄴ/etm
왕도	왕/ncn+도/jxc
또한	또한/maj
하늘	하늘/ncn
신의	신/ncn+의/jcm
자손이었다	자손/ncn+이/jp+었/ep+다/ef
.	./sf
그런데	그런데/maj
신라는	신라/nq+는/jxc
서기	서기/ncn
500년	500/nnc+년/nbu
무렵부터	무렵/nbn+부터/jxc
이전의	이전/ncn+의/jcm
모습과	모습/ncn+과/jct
크게	크/paa+게/ecs
달라지고	달라/pvg+아/ecx+지/px+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
지증왕	지증왕/nq
,	,/sp
법흥왕	법흥왕/nq
때	때/ncn
우산국	우산국/nq
(	(/sl
울릉도	울릉도/nq
)	)/sr
과	과/jcj
금관가야를	금관가야/nq+를/jco
정복하는	정복/ncpa+하/xsv+는/etm
등	등/nbn
활발한	활발/ncps+하/xsm+ㄴ/etm
정복	정복/ncn
사업으로	사업/ncn+으로/jca
영토를	영토/ncn+를/jco
확장하고	확장/ncpa+하/xsv+고/ecc
,	,/sp
국가의	국가/ncn+의/jcm
기본	기본/ncn
법령인	법령/ncn+이/jp+ㄴ/etm
율령을	율령/ncn+을/jco
반포하고	반포/ncpa+하/xsv+고/ecc
,	,/sp
지방	지방/ncn
제도와	제도/ncn+와/jcj
백관의	백관/ncn+의/jcm
공복을	공복/ncn+을/jco
재정했다	재정/ncpa+하/xsv+었/ep+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
일련의	일련/ncn+의/jcm
과정은	과정/ncn+은/jxc
,	,/sp
이제까지	이제/ncn+까지/jxc
독자적인	독자/ncn+적/xsn+이/jp+ㄴ/etm
기반을	기반/ncn+을/jco
가지고	가지/pvg+고/ecx
있던	있/px+던/etm
귀족들의	귀족/ncn+들/xsn+의/jcm
세력을	세력/ncn+을/jco
억누르고	억누르/pvg+고/ecc
.	./sf
이들을	이/npd+들/xsn+을/jco
중앙과	중앙/ncn+과/jcj
관료조직에	관료/ncn+조직/ncn+에/jca
편입시키면서	편입/ncpa+시키/xsv+면서/ecc
강력해진	강력/ncps+하/xsm+어/ecx+지/px+ㄴ/etm
왕의	왕/ncn+의/jcm
권의에	권의/ncn+에/jca
의해	의하/pvg+어/ecs
이루어졌다	이루/pvg+어/ecx+지/px+었/ep+다/ef
.	./sf
또	또/maj
,	,/sp
왕을	왕/ncn+을/jco
중심으로	중심/ncn+으로/jca
집권적	집권/ncn+적/xsn
왕조	왕조/ncn
국가	국가/ncn
체제를	체제/ncn+를/jco
확립하는	확립/ncpa+하/xsv+는/etm
과정에서	과정/ncn+에서/jca
왕에	왕/ncn+에/jca
대한	대하/pvg+ㄴ/etm
충성이	충성/ncn+이/jcs
강조되었다	강조/ncpa+되/xsv+었/ep+다/ef
.	./sf
이때	이때/npd
들어온	들/pvg+어/ecx+오/px+ㄴ/etm
새로운	새롭/paa+ㄴ/etm
종교가	종교/ncn+가/jcs
불교였다	불교/nq+이/jp+었/ep+다/ef
.	./sf
불교는	불교/nq+는/jxc
원래	원래/ncn
인도에서	인도/nq+에서/jca
왕자로	왕자/ncn+로/jca
태어난	태어나/pvg+ㄴ/etm
석가모니에	석가모니/nq+에/jca
의해	의하/pvg+어/ecs
성립된	성립/ncpa+되/xsv+ㄴ/etm
종교	종교/ncn
사상으로	사상/ncn+으로/jca
,	,/sp
모든	모든/mma
현상은	현상/ncn+은/jxc
원인과	원인/ncn+과/jcj
조건이	조건/ncn+이/jcs
합쳐져	합치/pvg+어/ecx+지/px+어/ecx
그러한	그러하/pad+ㄴ/etm
결과가	결과/ncn+가/jcs
나왔다는	나오/pvg+았/ep+다는/etm
인과설	인과설/ncn
(	(/sl
因果說	因果說/ncn
)	)/sr
로	로/jca
설명해	설명/ncpa+하/xsv+어/ecx
내었다	내/px+었/ep+다/ef
.	./sf
하늘과	하늘/ncn+과/jcj
땅에	땅/ncn+에/jca
있는	있/paa+는/etm
자연신을	자연/ncn+신/ncn+을/jco
믿고	믿/pvg+고/ecc
격식에	격식/ncn+에/jca
맞추어	맞추/pvg+어/ecs
제사를	제사/ncn+를/jco
잘	잘/mag
지내야	지내/pvg+야/jxc
한다는	하/pvg+ㄴ다는/etm
이전의	이전/ncn+의/jcm
신앙보다	신앙/ncn+보다/jxc
합리적이고	합리/ncn+적/xsn+이/jp+고/ecc
차원이	차원/ncn+이/jcs
높은	높/paa+은/etm
사상이었다	사상/ncn+이/jp+었/ep+다/ef
.	./sf
또한	또한/maj
불교	불교/nq
교설에는	교설/ncn+에/jca+는/jxc
왕을	왕/ncn+을/jco
중심으로	중심/ncn+으로/jca
국가	국가/ncn
체제를	체제/ncn+를/jco
갖추며	갖추/pvg+며/ecc
발전하는	발전/ncpa+하/xsv+는/etm
시기에	시기/ncn+에/jca
그것을	그것/npd+을/jco
뒷받침해	뒷받침/ncpa+하/xsv+어/ecx
주는	주/px+는/etm
내용도	내용/ncn+도/jxc
있다	있/paa+다/ef
.	./sf
불교의	불교/nq+의/jcm
이상적	이상/ncn+적/xsn
군주인	군주/ncn+이/jp+ㄴ/etm
전륜성왕	전륜성왕/nq
(	(/sl
轉輪聲王	轉輪聲王/nq
)	)/sr
은	은/jxc
온	온/mma
세상을	세상/ncn+을/jco
통일하고	통일/ncpa+하/xsv+고/ecc
,	,/sp
정법으로	정법/ncn+으로/jca
다스리며	다스리/pvg+며/ecc
,	,/sp
사문의	사문/ncn+의/jcm
자문을	자문/ncn+을/jco
받아	받/pvg+아/ecs
정사를	정사/ncn+를/jco
보살피고	보살피/pvg+고/ecc
,	,/sp
말년에는	말년/ncn+에/jca+는/jxc
출가하여	출가/ncpa+하/xsv+어/ecs
수도	수도/ncn
생활을	생활/ncn+을/jco
한다고	하/pvg+ㄴ다고/ecs
한다	하/pvg+ㄴ다/ef
.	./sf
법흥왕이	법흥왕/nq+이/jcs
활발한	활발/ncps+하/xsm+ㄴ/etm
정복	정복/ncn
사업을	사업/ncn+을/jco
벌이고	벌이/pvg+고/ecc
,	,/sp
율령을	율령/ncn+을/jco
반포하고	반포/ncpa+하/xsv+고/ecc
,	,/sp
제도를	제도/ncn+를/jco
갖추고	갖추/pvg+고/ecc
,	,/sp
말년에	말년/ncn+에/jca
왕과	왕/ncn+과/jcj
왕비가	왕비/ncn+가/jcs
출가하여	출가/ncpa+하/xsv+어/ecs
중이	중/ncn+이/jcc
된	되/pvg+ㄴ/etm
사실들은	사실/ncn+들/xsn+은/jxc
전륜성왕을	전륜성왕/nq+을/jco
본받은	본받/pvg+은/etm
왕의	왕/ncn+의/jcm
모습이라	모습/ncn+이라/jca
할	하/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
따라서	따라서/maj
,	,/sp
불교는	불교/nq+는/jxc
하늘신의	하늘/ncn+신/ncn+의/jcm
자손임을	자손/ncn+이/jp+ㅁ/etn+을/jco
내세우는	내세우/pvg+는/etm
지배	지배/ncpa
귀족들의	귀족/ncn+들/xsn+의/jcm
입장에는	입장/ncn+에/jca+는/jxc
어긋나는	어긋나/pvg+는/etm
사상이었다	사상/ncn+이/jp+었/ep+다/ef
.	./sf
그러나	그러나/maj
국가	국가/ncn
체제를	체제/ncn+를/jco
갖추는	갖추/pvg+는/etm
과정에서	과정/ncn+에서/jca
이차돈과	이차돈/nq+과/jct
같이	같이/mag
새로	새로/mag
등장한	등장/ncpa+하/xsv+ㄴ/etm
관료들은	관료/ncn+들/xsn+은/jxc
