아들은	아들/ncn+은/jxc
A	A/f
형이나	형/xsn+이나/jcj
B	B/f
형으로	형/xsn+으로/jca
국한된다	국한/ncpa+되/xsv+ㄴ다/ef
.	./sf
만일	만일/mag
엄마	엄마/ncn
아빠가	아빠/ncn+가/jcs
가지고	가지/pvg+고/ecx
있는	있/px+는/etm
유전자를	유전/ncn+자/xsn+를/jco
남기지	남기/pvg+지/ecx
않고	않/px+고/ecs
전부	전부/mag
자식에게	자식/ncn+에게/jca
전한다면	전하/pvg+ㄴ다/ef+면/ecs
자식은	자식/ncn+은/jxc
엄마	엄마/ncn
아빠로부터	아빠/ncn+로/jca+부터/jxc
유전자를	유전/ncn+자/xsn+를/jco
받아	받/pvg+아/ecs
유전자의	유전/ncn+자/xsn+의/jcm
분량이	분량/ncn+이/jcs
부모의	부모/ncn+의/jcm
2	2/nnc
배가	배/nbu+가/jcc
되며	되/pvg+며/ecc
손자는	손자/ncn+는/jxc
4	4/nnc
배	배/nbu
,	,/sp
증손은	증손/ncn+은/jxc
8	8/nnc
배로	배/nbu+로/jca
무한정하게	무/xp+한정/ncps+하/xsm+게/ecs
늘어났을	늘/pvg+어/ecx+나/px+ㅆ/ep+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이상과	이상/ncn+과/jct
같이	같/paa+이/xsa
혈액형	혈액/ncn+형/xsn
한	한/nnc
가지를	가지/nbu+를/jco
보아도	보/pvg+아도/ecs
형제이면서	형제/ncn+이/jp+면서/ecs
약간의	약간/ncn+의/jcm
차이가	차이/ncn+가/jcs
생기게	생기/pvg+게/ecx
된다	되/px+ㄴ다/ef
.	./sf
어느	어느/mmd
한	한/nnc
쌍에	쌍/nbu+에/jca
대해서도	대하/pvg+어서/ecs+도/jxc
혈액형의	혈액/ncn+형/xsn+의/jcm
경우처럼	경우/ncn+처럼/jca
제비를	제비/ncn+를/jco
뽑듯이	뽑/pvg+듯이/ecs
자식에게	자식/ncn+에게/jca
유전자가	유전/ncn+자/xsn+가/jcs
전해지므로	전하/pvg+어/ecx+지/px+므로/ecs
부모	부모/ncn
자식간이나	자식/ncn+간/nbn+이나/jcj
형제간의	형제/ncn+간/nbn+의/jcm
1	1/nnc
만	만/nnc
쌍의	쌍/nbu+의/jcm
유전자가	유전/ncn+자/xsn+가/jcs
완전히	완전/ncn+히/xsa
일치하거나	일치/ncpa+하/xsv+거나/ecc
또는	또는/maj
한	한/nnc
쌍도	쌍/nbu+도/jxc
공통된	공통/ncpa+되/xsv+ㄴ/etm
것이	것/nbn+이/jcs
없다는	없/paa+다/ef+는/etm
것은	것/nbn+은/jxc
있을	있/paa+을/etm
수	수/nbn
없는	없/paa+는/etm
일이다	일/ncn+이/jp+다/ef
.	./sf
형제가	형제/ncn+가/jcs
완전히	완전/ncn+히/xsa
닮을	닮/pvg+을/etm
수도	수/nbn+도/jxc
없지만	없/paa+지만/ecs
반드시	반드시/mag
어느	어느/mmd
부분인가는	부분/ncn+이/jp+ㄴ가/ef+는/jxc
닮은	닮/pvg+은/etm
곳이	곳/ncn+이/jcs
있다는	있/paa+다/ef+는/etm
이유를	이유/ncn+를/jco
이것으로	이것/npd+으로/jca
알	알/pvg+ㄹ/etm
수	수/nbn
있을	있/paa+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
물론	물론/mag
유전자의	유전/ncn+자/xsn+의/jcm
분배가	분배/ncn+가/jcs
제비뽑기와	제비/ncn+뽑기/ncn+와/jct
같아	같/paa+아/ecs
공통의	공통/ncn+의/jcm
유전자가	유전/ncn+자/xsn+가/jcs
비교적	비교/ncn+적/xsn
많은	많/paa+은etm
사람도	사람/ncn+도/jxc
있으며	있/paa+으며/ecs
공통의	공통/ncn+의/jcm
유전자가	유전/ncn+자/xsn+가/jcs
적은	적/paa+은/tm
형제도	형제/ncn+도/jxc
있을	있/paa+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
여성은	여성/ncn+은/jxc
아빠를	아빠/ncn+를/jco
닮는가	닮/pvg+는가/ef
흔히	흔히/mag
듣는	듣/pvg+는/etm
말인데	말/ncn+이/jp+ㄴ데/ecs
여성은	여성/ncn+은/jxc
아빠를	아빠/ncn+를/jco
닮고	닮/pvg+고/ecc
남성은	남성/ncn+은/jxc
엄마를	엄마/ncn+를/jco
주로	주로/mag
닮는다고	닮/pvg+는다/ef+고/jcr
한다	하/pvg+ㄴ다/ef
.	./sf
예를	예/ncn+를/jco
들면	들/pvg+면/ecs
엄마가	엄마/ncn+가/jcs
색맹이고	색맹/ncn+이/jp+고/ecc
아빠가	아빠/ncn+가/jcs
정상이라면	정상/ncn+이/jp+라면/ecs
남자	남자/ncn
아기는	아기/ncn+는/jxc
전부	전부/mag
색맹이	색맹/ncn+이/jcc
되지만	되/pvg+지만/ecs
여자	여자/ncn
아기는	아기/ncn+는/jxc
한	한/nnc
사람도	사람/ncn+도/jxc
색맹이	색맹/ncn+이/jcs
나오지	나오/pvg+지/ecx
않는다	않/px+는다/ef
.	./sf
즉	즉/mag
아빠가	아빠/ncn+가/jcs
색맹이고	색맹/ncn+이/jp+고/ecc
엄마가	엄마/ncn+가/jcs
정상일	정상/ncn+이/jp+ㄹ/etm
때에는	때/ncn+에/jca+는/jxc
자식들은	자식/ncn+들/xsn+은/jxc
남녀	남녀/ncn
모두	모두/mag
정상이며	정상/ncn+이/jp+며/ecs
간혹	간혹/mag
색맹의	색맹/ncn+의/jcm
자식이	자식/ncn+이/jcs
태어날	태어나/pvg+ㄹ/etm
때는	때/ncn+는/jxc
남녀가	남녀/ncn+가/jcs
같은	같/paa+은/etm
비율로	비율/ncn+로/jca
색맹이	색맹/ncn+이/jcs
나타난다	나타나/pvg+ㄴ다/ef
.	./sf
또한	또한/maj
Xg	Xg/f
혈액형이라는게	혈액/ncn+형/xsn+이/jp+라/ef+는/etm+거/nbn+이/jcs
있어	있/paa+어/ecs
아빠가	아빠/ncn+가/jcc
Xg	Xg/f
플러스	플러스/ncn
(+)	(/sl+/sy+)/sr
형	형/xsn
,	,/sp
엄마가	엄마/ncn+가/jcs
마이너스	마이너스/ncn
(-)	(/sl+-/sy+)/sr
형일	형/xsn+이/jp+ㄹ/etm
때는	때/ncn+는/jxc
남자	남자/ncn
아기가	아기/ncn+가/jcs
전부	전부/mag
마이너스형이고	마이너스/ncn+형/xsn+이/jp+고/ecs
여자	여자/ncn
아기는	아기/ncn+는/jxc
전부	전부/ncn
플러스형이	플러스/ncn+형/xsn+이/jcc
되므로	되/pvg+므로/ecs
깨끗한	깨끗/ncps+하/xsm+ㄴ/etm
열십자형	열십자/ncn+형/xsn
유전	유전/ncn
상태를	상태/ncn+를/jco
볼	보/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
열십자	열십자/ncn
유전처럼	유전/ncn+처럼/jca
보일	보이/pvg+ㄹ/etm
경우가	경우/ncn+가/jcs
있어도	있/paa+어도/ecs
많은	많/paa+은/etm
가계	가계/ncn
(	(/sl
家系	家系/ncn
)	)/sr
를	를/jco
모아서	모으/pvg+아서/ecs
보면	보/pvg+면/ecs
그	그/mmd
반대의	반대/ncn+의/jcm
예도	예/ncn+도/jxc
같은	같/paa+은/etm
정도로	정도/ncn+로/jca
많다는	많/paa+다/ef+는/etm
것을	것/nbn+을/jco
알	알/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
닮음은	닮/pvg+음/etn+은/jxc
나이와	나이/ncn+와/jct
함께	함께/mag
변한다	변하/pvg+ㄴ다/ef
친척	친척/ncn
어린이의	어린이/ncn+의/jcm
아기	아기/ncn
때	때/ncn
사진을	사진/ncn+을/jco
보면	보/pvg+면/ecs
얼굴형이나	얼굴/ncn+형/xsn+이나/jcj
턱	턱/ncn
부분이	부분/ncn+이/jcs
엄마측	엄마/ncn+측/nbn
할아버지와	할아버지/ncn+와/jct
꼭같은	꼭/mag+같/paa+은/etm
경우가	경우/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
그러나	그러나/maj
이	이/mmd
아이는	아이/ncn+는/jxc
국민학교	국민/ncn+학교/ncn
때부터	때/ncn+부터/jxc
차츰	차츰/mag
얼굴	얼굴/ncn
모양이	모양/ncn+이/jcs
어렸을	어리/paa+었/ep+을/etm
때와는	때/ncn+와/jct+는/jxc
달라져서	다르/paa+아/ecx+지/px+어서/ecs
오히려	오히려/mag
아빠의	아빠/ncn+의/jcm
혈통을	혈통/ncn+을/jco
닮고	닮/pvg+고/ecs
아빠	아빠/ncn
측	측/nbn
할아버지를	할아버지/ncn+를/jco
더	더/mag
닯게	닯/pvg+게/ecx
되는	되/px+는/etm
예가	예/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
어느	어느/mmd
손님을	손님/ncn+을/jco
보면	보/pvg+면/ecs
부부가	부부/ncn+가/jcs
쌍꺼풀인데	쌍꺼풀/ncn+이/jp+ㄴ데/ecs
태어난	태어나/pvg+아/ecs+ㄴ/etm
아기는	아기/ncn+는/jxc
외꺼풀이었으므로	외꺼풀/ncn+이/jp+었/ep+으므로/ecs
그	그/mmd
아빠가	아빠/ncn+가/jcs
진짜	진짜/mag
자기	자기/npp
자식인가	자식/ncn+이/jp+ㄴ가/ef
하고	하/pvg+고/ecs
고민을	고민/ncn+을/jco
하는	하/pvg+는/etm
내용이	내용/ncn+이/jcs
있다	있/paa+다/ef
.	./sf
갓난아기를	갓난아기/ncn+를/jco
조사해	조사/ncpa+하/xsv+어/ecx
보면	보/px+면/ecs
90	90/nnc
%	%/su
정도가	정도/ncn+가/jcs
외꺼풀인데	외꺼풀/ncn+이/jp+ㄴ데/ecs
나이가	나이/ncn+가/jcs
들면서	들/pvg+면서/ecc
대부분	대부분/ncn
쌍꺼풀로	쌍꺼풀/ncn+로/jca
변하는	변하/pvg+는/etm
수가	수/nbn+가/jcs
많다	많/paa+다/ef
.	./sf
그러므로	그러므로/maj
엄마	엄마/ncn
아빠의	아빠/ncn+의/jcm
눈이	눈/ncn+이/jcs
어떻든	어떻/pad+든/ecs
간에	간/nbn+에/jca
아기는	아기/ncn+는/jxc
외꺼풀인	외꺼풀/ncn+이/jp+ㄴ/etm
경우가	경우/ncn+가/jcs
많으니	많/paa+으니/ecs
설혹	설혹/mag
부모와	부모/ncn+와/jcj
아기가	아기/ncn+가/jcs
닮지	닮/pvg+지/ecx
않았다	않/px+았/ep+다/ef
하더라도	하/pvg+더라도/ecs
걱정할	걱정/ncpa+하/xsv+ㄹ/etm
필요가	필요/ncn+가/jcs
없다	없/paa+다/ef
.	./sf
한	한/nnc
쪽	쪽/nbu
부모	부모/ncn
또는	또는/maj
둘	둘/nnc
다	다/mag
쌍꺼풀일	쌍꺼풀/ncn+이/jp+ㄹ/etm
경우	경우/ncn
아기는	아기/ncn+는/jxc
외꺼풀일	외꺼풀/ncn+이/jp+ㄹ/etm
수도	수/nbn+도/jxc
있고	있/paa+고/ecc
또	또/maj
쌍꺼풀일	쌍꺼풀/ncn+이/jp+ㄹ/etm
수도	수/nbn+도/jxc
있다	있/paa+다/ef
.	./sf
아기의	아기/ncn+의/jcm
머리칼은	머리칼/ncn+은/jxc
대개	대개/mag
연하고	연하/paa+고/ecc
가벼우며	가볍/paa+으며/ecs
색깔도	색깔/ncn+도/jxc
연한데	연하/paa+ㄴ데/ecs
성장함에	성장/ncpa+하/xsv+ㅁ/etn+에/jca
따라	따르/pvg+아/ecs
차츰	차츰/mag
머리칼도	머리칼/ncn+도/jxc
굵어지고	굵/paa+어/ecx+지/px+고/ecc
색깔도	색깔/ncn+도/jxc
진하게	진하/pvg+게/ecx
변한다	변하/pvg+ㄴ다/ef
.	./sf
태어나서	태어나/pvg+서/ecs
얼굴의	얼굴/ncn+의/jcm
상반부보다	상반부/ncn+보다/jca
하반부가	하반부/ncn+가/jcs
발육이	발육/ncn+이/jcs
빠르므로	빠르/paa+므로/ecs
얼굴이	얼굴/ncn+이/jcs
길어지는	길/paa+어/ecx+지/px+는/etm
경향이	경향/ncn+이/jcs
있다	있/paa+다/ef
.	./sf
혹시	혹시/mag
아빠가	아빠/ncn+가/jcs
얼굴이	얼굴/ncn+이/jcs
길고	길/paa+고/ecc
엄마가	엄마/ncn+가/jcs
둥글다면	둥글/paa+다/ef+면/ecs
,	,/sp
갓난아기	갓난아기/ncn
때는	때/ncn+는/jxc
엄마를	엄마/ncn+를/jco
닮게	닮/pvg+게/ecx
되고	되/px+고/ecs
나이	나이/ncn
들면	들/pvg+면/ecs
아빠를	아빠/ncn+를/jco
닮게	닮/pvg+게/ecx
되는	되/px+는/etm
모양이다	모양/ncn+이/jp+다/ef
.	./sf
어렸을	어리/paa+었/ep+을/etm
때는	때/ncn+는/jxc
온순하던	온순/ncps+하/xsm+던/etm
아이가	아이/ncn+가/jcs
커가면서	크/paa+어/ecx+가/px+면서/ecc
점점	점점/mag
난폭한	난폭/ncps+하/xsm+ㄴ/etm
성격으로	성격/ncn+으로/jca
변하는	변하/pvg+는/etm
예가	예/ncn+가/jcs
바로	바로/mag
그것이다	그것/npd+이/jp+다/ef
.	./sf
자식은	자식/ncn+은/jxc
엄마	엄마/ncn
아빠의	아빠/ncn+의/jcm
평균이	평균/ncn+이/jcc
아니다	아니/paa+다/ef
앞에서	앞/ncn+에서/jca
설명한	설명/ncpa+하/xsv+ㄴ/etm
혈액형처럼	혈액/ncn+형/xsn+처럼/jca
자식의	자식/ncn+의/jcm
성질은	성질/ncn+은/jxc
반드시	반드시/mag
엄마	엄마/ncn
아빠의	아빠/ncn+의/jcm
성질을	성질/ncn+을/jco
보태서	보태/pvg+서/ecs
둘로	둘/nnc+로/jca
나누어	나누/pvg+어/ecx
놓은	놓/px+은/etm
것처럼은	것/nbn+처럼/jca+은/jxc
되지	되/pvg+지/ecx
않는다	않/px+는다/ef
.	./sf
엄마나	엄마/ncn+나/jcj
아빠	아빠/ncn
중	중/nbn
어느	어느/mmd
한	한/nnc
쪽의	쪽/nbu+의/jcm
성질만이	성질/ncn+만/jxc+이/jcs
표면에	표면/ncn+에/jca
나타나며	나타나/pvg+며/ecc
다른	다르/paa+ㄴ/etm
한	한/nnc
쪽	쪽/nbu
부모의	부모/ncn+의/jcm
유전이	유전/ncn+이/jcs
숨어	숨/pvg+어/ecx
버리고	버리/px+고/ecc
나타나지	나타나/pvg+지/ecx
않는	않/px+는/etm
경우도	경우/ncn+도/jxc
있다	있/paa+다/ef
.	./sf
닮지	닮/pvg+지/ecx
않았다고	않/px+았/ep+다/ef+고/jcr
해서	하/pvg+어서/ecs
부모와	부모/ncn+와/jcj
자식간을	자식/ncn+간/nbn+을/jco
의심하는	의심/ncpa+하/xsv+는/etm
것은	것/nbn+은/jxc
경솔한	경솔/ncps+하/xsm+ㄴ/etm
짓이다	짓/nbn+이/jp+다/ef
.	./sf
해질	해/ncn+지/pvg+ㄹ/etm
무렵	무렵/nbn
급하게	급하/paa+게/ecs
찾아와	찾/pvg+아/ecㄴ+오/pvg+아/ecs
상담을	상담/ncn+을/jco
'	'/sr
부탁한	부탁/ncpa+하/xsv+ㄴ/etm
청년은	청년/ncn+은/jxc
이상과	이상/ncn+과/jct
같은	같/paa+은/etm
설명을	설명/ncn+을/jco
듣고는	듣/pvg+고/ecs+는/jxc
'	'/sl
잘	잘/mag
알았습니다	알/pvg+았/ep+습니다/ef
.	./sf
5	5/nno
유전의	유전/ncn+의/jcm
기대와	기대/ncn+와/jct
스릴	스릴/ncn
8	8/nno
월의	월/nbu+의/jcm
어느날	어느/mma+날/ncn
오후	오후/ncn
,	,/sp
약	약/mma
50	50/nno
세	세/nbu
가량의	가량/ncn+의/jcm
부인이	부인/ncn+이/jcs
찾아와서	찾/pvg+아/ecs+오/pvg+아서/ecs
상담을	상담/ncn+을/jco
원했다	원하/pvg+었/ep+다/ef
.	./sf
이	이/mmd
병은	병/ncn+은/jxc
양쪽	양쪽/ncn
신장	신장/ncn
(	(/sl
콩팥	콩팥/ncn
)	)/sr
에	에/jca
좁쌀	좁쌀/ncn
같은게	같/paa+은/etm+거/nbn+이/jcs
많이	많/paa+이/xsa
생겨	생기/pvg+어/ecs
차츰	차츰/mag
커지면서	크/paa+어/ecx+지/px+면서/ecs
신장의	신장/ncn+의/jcm
조직이	조직/ncn+이/jcs
압박을	압박/ncn+을/jco
받게	받/pvg+게/ecx
되고	되/px+고/ecc
결국은	결국/ncn+은/jxc
요독증	요독/ncn+증/xsn
(	(/sl
尿毒症	尿毒症/ncn
)	)/sr
으로	으로/jca
절명하게	절명/ncpa+하/xsv+게/ecx
된다	되/px+ㄴ다/ef
.	./sf
원인은	원인/ncn+은/jxc
잘	잘/mag
모르겠지만	모르/pvg+겠/ep+지만/ecs
유전을	유전/ncn+을/jco
하는	하/pvg+는/etm
경우도	경우/ncn+도/jxc
있어	있/paa+어/ecs
증세는	증세/ncn+는/jxc
부모에서	부모/ncn+에서/jca
자식으로	자식/ncn+으로/jca
계속해서	계속/ncpa+하/xsv+어서/ecs
나타난다	나타나/pvg+ㄴ다/ef
.	./sf
양포신	양포신/ncn
(	(/sl
襄胞腎	襄胞腎/ncn
)	)/sr
의	의/jcm
유전	유전/ncn
R	R/f
부인은	부인/ncn+은/jxc
숱한	숱하/paa+ㄴ/etm
고생을	고생/ncn+을/jco
감수하면서	감수/ncpa+하/xsv+면서/ecc
두	두/nnc
명의	명/nbu+의/jcm
자식을	자식/ncn+을/jco
길러	기르/pvg+어/ecx
왔는데	오/px+았/ep+는데/ecs
장남은	장남/ncn+은/jxc
벌써	벌써/mag
대학을	대학/ncn+을/jco
졸업했다는	졸업/ncpa+하/xsv+었/ep+다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그런데	그런데/maj
그	그/mmd
장남이	장남/ncn+이/jcs
2	2/nnc
년	년/nbu
전부터	전/ncn+부터/jxc
양포신	양포신/ncn
(	(/sl
襄胞腎	襄胞腎/ncn
)	)/sr
의	의/jcm
증상이	증상/ncn+이/jcs
나타나	나타나/pvg+아/ecs
절망적이라고	절망/ncn+적/xsn+이/jp+라/ef+고/jcr
한다	하/pvg+ㄴ다/ef
.	./sf
뿐만	뿐/nbn+만/jxc
아니라	아니/paa+라/ecs
성격이	성격/ncn+이/jcs
활발하고	활발/ncps+하/xsm+고/ecc
스포츠도	스포츠/ncn+도/jxc
즐기는데	즐기/pvg+는데/ecs
혹시	혹시/mag
이	이/mmd
아들에게도	아들/ncn+에게/jca+도/jxc
무슨	무슨/mmd
일이	일/ncn+이/jcs
생기지	생기/pvg+지/ecx
않나하는	않/px+나/ef+하/px+는/etm
걱정	걱정/ncn
때문에	때문/nbn+에/jca
이	이/mmd
상담실을	상담/ncn+실/xsn+을/jco
찾게	찾/pvg+게/ecx
되었다고	되/px+었/ep+다/ef+고/jcr
한다	하/pvg+ㄴ다/ef
.	./sf

이러한	이러하/pad+ㄴ/etm
경우에는	경우/ncn+에/jca+는/jxc
병의	병/ncn+의/jcm
유전자가	유전/ncn+자/xsn+가/jcs
힘이	힘/ncn+이/jcs
강하므로	강하/paa+므로/ecs
정상적인	정상/ncn+적/xsn+이/jp+ㄴ/etm
유전자를	유전/ncn+자/xsn+를/jco
누르고	누르/pvg+고/ecs
병의	병/ncn+의/jcm
증상을	증상/ncn+을/jco
나타낸다	나타내/pvg+ㄴ다/ef
.	./sf
그래서	그래서/maj
양포신은	양포신/ncn+은/jxc
우성	우성/ncn
(	(/sl
優性	優性/ncn
)	)/sr
이라고	이/jp+라/ef+고/jcr
하며	하/pvg+며/ecs
정상인	정상/ncn+이/jp+ㄴ/etm
유전자를	유전/ncn+자/xsn+를/jco
열성	열성/ncn
(	(/sl
劣性	劣性/ncn
)	)/sr
이라고	이/jp+라/ef+고/jcr
한다	하/pvg+ㄴ다/ef
.	./sf
따라서	따라서/maj
병의	병/ncn+의/jcm
유전자를	유전/ncn+자/xsn+를/jco
가진	가지/pvg+ㄴ/etm
정자에	정자/ncn+에/jca
의하여	의하/pvg+어/ecs
수정	수정/ncn
(	(/sl
受精	受精/ncn
)	)/sr
이	이/jcc
되면	되/pvg+면/ecs
자식은	자식/ncn+은/jxc
병든	병/ncn+들/pvg+ㄴ/etm
유전자를	유전/ncn+자/xsn+를/jco
받게	받/pvg+게/ecx
되므로	되/px+므로/ecs
장래에	장래/ncn+에/jca
발병하게	발병/ncpa+하/xsv+게/ecx
된다	되/px+ㄴ다/ef
.	./sf
반대로	반대/ncn+로/jca
정상	정상/ncn
유전자를	유전/ncn+자/xsn+를/jco
가진	가지/pvg+ㄴ/etm
정자가	정자/ncn+가/jcs
수정되었다면	수정/ncpa+되/xsv+었/ep+다/ef+면/ecs
그	그/mmd
자식은	자식/ncn+은/jxc
양표신의	양표신/ncn+의/jcm
염려로부터	염려/ncn+로/jca+부터/jxc
벗어날	벗어나/pvg+ㄹ/etm
수가	수/nbn+가/jcs
있다	있/paa+다/ef
.	./sf
발병이	발병/ncn+이/jcs
늦어진다	늦/paa+어/ecx+지/px+ㄴ다/ef
하더라도	하/pvg+더라도/ecs
일단	일단/mag
병의	병/ncn+의/jcm
유전자를	유전/ncn+자/xsn+를/jco
가지고	가지/pvg+고/ecx
있다면	있/px+다/ef+면/ecs
결혼	결혼/ncn
후나	후/ncn+나/jxc
아니면	아니/paa+면/ecs
다음	다음/ncn
세대	세대/ncn
(	(/sl
R	R/f
부인의	부인/ncn+의/jcm
손자	손자/ncn
)	)/sr
에	에/jca
유전할	유전/ncpa+하/xsv+ㄹ/etm
위험도	위험/ncn+도/jxc
있다	있/paa+다/ef
.	./sf
그러나	그러나/maj
혈액형이라면	혈액/ncn+형/xsn+이/jp+라면/ecs
부모의	부모/ncn+의/jcm
유전자	유전/ncn+자/xsn
중	중/nbn
어느	어느/mmd
쪽을	쪽/nbn+을/jco
받아도	받/pvg+아도/ecs
큰	크/paa+ㄴ/etm
차이는	차이/ncn+는/jxc
없다	없/paa+다/ef
.	./sf
하지만	하지만/maj
야포신의	야포신/ncn+의/jcm
경우처럼	경우/ncn+처럼/jca
부모의	부모/ncn+의/jcm
두	두/nnc
가지의	가지/nbu+의/jcm
유전자	유전/ncn+자/xsn
중	중/nbn
한	한/nnc
쪽이	쪽/nbu+이/jcs
정상이고	정상/ncn+이/jp+고/ecs
다른	다르/paa+ㄴ/etm
한	한/nnc
쪽이	쪽/nbu+이/jcs
악질	악질/ncn
유전자라면	유전/ncn+자/xsn+라/ef+면/ecs
어떤	어떤/mma
쪽을	쪽/nbn+을/jco
받느냐에	받/pvg+느냐/ef+에/jca
자식의	자식/ncn+의/jcm
행복과	행복/ncn+과/jcj
불행은	불행/ncn+은/jxc
결정되는	결정/ncpa+되/xsv+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이로	이/npd+로/jca
인하여	인하/pvg+어/ecs
본인의	본인/ncn+의/jcm
운명은	운명/ncn+은/jxc
뒤바뀔	뒤바뀌/pvg+ㄹ/etm
수도	수/nbn+도/jxc
있으며	있/paa+으며/ecs
그것은	그것/npd+은/jxc
한	한/nnc
가족의	가족/ncn+의/jcm
운명의	운명/ncn+의/jcm
분기점이	분기/ncn+점/ncn+이/jcc
될	되/pvg+ㄹ/etm
수도	수/nbn+도/jxc
있다	있/paa+다/ef
.	./sf
아직	아직/mag
인간의	인간/ncn+의/jcm
형체	형체/ncn
조차	조차/jxc
만들어지지	만들/pvg+어/ecx+지/px+지/ecx
않은	않/px+은/etm
처음	처음/ncn
출발점인	출발/ncn+점/ncn+이/jp+ㄴ/etm
수정	수정/ncn
(	(/sl
受精	受精/ncn
)	)/sr
의	의/jcm
순간에	순간/ncn+에/jca
이미	이미/mag
엄마	엄마/ncn
아빠는	아빠/ncn+는/jxc
태어날	태어나/pvg+ㄹ/etm
아기의	아기/ncn+의/jcm
인생을	인생/ncn+을/jco
건	걸/pvg+ㄴ/etm
생애	생애/ncn
최대의	최대/ncn+의/jcm
노름을	노름/ncn+을/jco
하고	하/pvg+고/ecx
있는	있/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이럴	이렇/pad+ㄹ/etm
경우엔	경우/ncn+에/jca+ㄴ/jxc
자식의	자식/ncn+의/jcm
운명이	운명/ncn+이/jcs
명암	명암/ncn
(	(/sl
明暗	明暗/ncn
)	)/sr
의	의/jcm
어느	어느/mmd
쪽인지	쪽/nbn+이/jp+ㄴ지/ecs
아직	아직/mag
알	알/pvg+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
수태	수태/ncn
(	(/sl
受胎	受胎/ncn
)	)/sr
에서	에서/jca
출산까지의	출산/ncn+까지/jxc+의/jcm
10	10/nnc
개월을	개월/nbu+을/jco
기다려야	기다리/pvg+어야/ecs
하는	하/pvg+는/etm
부모의	부모/ncn+의/jcm
입장은	입장/ncn+은/jxc
가장	가장/mag
불안한	불안/ncps+하/xsm+ㄴ/etm
시간을	시간/ncn+을/jco
가지게	가지/pvg+게/ecx
된다	되/px+ㄴ다/ef
.	./sf
거기다가	거기/npd+다가/jxc
출산후	출산/ncn+후/ncn
어느	어느/mmd
정도	정도/ncn
기간이	기간/ncn+이/jcs
지나서	지나/pvg+서/ecs
발병하는	발병/ncpa+하/xsv+는/etm
유전병의	유전/ncn+병/ncn+의/jcm
경우	경우/ncn
부모의	부모/ncn+의/jcm
심정은	심정/ncn+은/jxc
마치	마치/mag
시한	시한/ncn
(	(/sl
時限	時限/ncn
)	)/sr
폭탄을	폭탄/ncn+을/jco
안고	안/pvg+고/ecs
살아가는	살/pvg+아/ecx+가/px+는/etm
것과	것/nbn+과/jct
같아서	같/paa+아서/ecs
정신적으로	정신/ncn+적/xsn+으로/jca
불안한	불안/ncps+하/xsm+ㄴ/etm
나날을	나날/ncn+을/jco
보낼	보내/pvg+ㄹ/etm
수	수/nbn
밖에	밖에/jxc
없을	없/paa+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이미	이미/mag
선조로부터	선조/ncn+로/jca+부터/jxc
물려	물리/pvg+어/ecx
받은	받/px+은/etm
유전병은	유전/ncn+병/ncn+은/jxc
자기의	자기/npp+의/jcm
능력으로는	능력/ncn+으로/jca+는/jxc
어찌할	어찌/ncpa+하/xsv+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
운명이다	운명/ncn+이/jp+다/ef
.	./sf
신중을	신중/ncn+을/jco
기해	기하/pvg+어/ecs
배우자를	배우/ncn+자/xsn+를/jco
선택하고	선택/ncpa+하/xsv+고/ecs
또	또/maj
상대의	상대/ncn+의/jcm
혈통에	혈통/ncn+에/jca
지대한	지대/ncps+하/xsm+ㄴ/etm
관심을	관심/ncn+을/jco
갖는	갖/pvg+는/etm
일만이	일/ncn+만/jxc+이/jcs
당신의	당신/npp+의/jcm
행복을	행복/ncn+을/jco
보증하는	보증/ncpa+하/xsv+는/etm
수표가	수표/ncn+가/jcc
될	되/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
양포신의	양포신/ncn+의/jcm
경우에는	경우/ncn+에/jca+는/jxc
병과	병/ncn+과/jcj
정상의	정상/ncn+의/jcm
두	두/nnc
가지	가지/nbu
뿐이지만	뿐/nbn+이/jp+지만/ecs
,	,/sp
지능	지능/ncn
(	(/sl
知能	知能/ncn
)	)/sr
과	과/jcj
신장	신장/ncn
(	(/sl
身長	身長/ncn
)	)/sr
처럼	처럼/jca
수량	수량/ncn
(	(/sl
數量	數量/ncn
)	)/sr
이나	이나/jcj
정도를	정도/ncn+를/jco
나타내는	나타내/pvg+는/etm
성질이면	성질/ncn+이/jp+면/ecs
이야기는	이야기/ncn+는/jxc
달라진다	다르/paa+아/ecx+지/px+ㄴ다/ef
