<tdmsfile>
sbs.hwp
외환당국	외환/ncn+당국/ncn
부산을	부산/nq+을/jco
시작으로	시작/ncn+으로/jca
전국	전국/ncn
여덟개	여덟/nnc+개/nbu
지역에서	지역/ncn+에서/jca
열려던	열/pvg+려/ecs+던/etm
필승결의대회를	필승/ncn+결의/ncn+대회/ncn+를/jco
취소한다고	취소/ncpa+하/xsv+ㄴ다/ef+고/jcr
발표했습니다.	발표/ncpa+하/xsv+었/ep+습니다/ef+./sf
이	이/nq
후보는	후보/ncn+는/jxc
경제위기	경제/ncn+위기/ncn
상황에서	상황/ncn+에서/jca
엄청난	엄청나/paa+ㄴ/etm
돈을	돈/ncn+을/jco
들여	들이/pvg+어/ecs
대규모	대/xp+규모/ncn
행사를	행사/ncn+를/jco
치르는게	치르/pvg+는/etm+거/nbn+이/jcs
국가와	국가/ncn+와/jcj
국민에	국민/ncn+에/jca
대한	대하/pvg+ㄴ/etm
도리가	도리/ncn+가/jcs
아니라고	아니/paa+라/ef+고/jcr
생각해	생각/ncpa+하/xsv+어/ecs
이렇게	이렇/pad+게/ecs
결정했다고	결정/ncpa+하/xsv+었/ep+다/ef+고/jcr
밝히고	밝히/pvg+고/ecs
다른	다르/paa+ㄴ/etm
후보들도	후보/ncn+들/xsn+도/jxc
동참하라고	동참/ncpa+하/xsv+라/ef+고/jcr
제안했습니다.	제안/ncpa+하/xsv+었/ep+습니다/ef+./sf
국민신당은	국민신당/nq+은/jxc
이에따라	이/npd+에/jca+따르/pvg+아/ecs
대규모	대/xp+규모/ncn
집회	집회/ncn
보다는	보다/jca+는/etm
국민속으로	국민/ncn+속/ncn+으로/jca
파고드는	파/pvg+고/ecx+들/px+는/etm
쪽으로	쪽/nbn+으로/jca
대선전략을	대선/ncn+전략/ncn+을/jco
바꿨습니다.	바꾸/pvg+었/ep+습니다/ef+./sf
세	세/nnc
대결이	대결/ncn+이/jcs
결코	결코/mag
유리하지	유리/ncps+하/xsm+지/ecx
않은	않/px+은/etm
상황에서	상황/ncn+에서/jca
실리도	실리/ncn+도/jxc
얻고	얻/pvg+고/ecs
명분도	명분/ncn+도/jxc
살리는	살리/pvg+는/etm
전략을	전략/ncn+을/jco
택한	택/ncpa+하/xsv+ㄴ/etm
셈입니다.	셈/nbn+이/jp+ㅂ니다/ef+./sf
당	당/ncn
정책위도	정책위/ncn+도/jxc
오늘	오늘/ncn
매년	매년/mag
50만호의	50만/nnc+호/nbu+의/jcm
주택을	주택/ncn+을/jco
건설하고	건설/ncpa+하/xsv+고/ecs
영세민	영세/ncn+민/xsn
전세자금	전세/ncn+자금/ncn
지원을	지원/ncn+을/jco
확대하겠다는	확대/ncpa+하/xsv+겠/ep+다/ef+는/etm
공약을	공약/ncn+을/jco
제시하며	제시/ncpa+하/xsv+며/ecs
서민층	서민/ncn+층/nbn
끌어안기에	끌/pvg+어/ecs+안/pvg+기/etn+에/jca
나섰습니다.	나서/pvg+었/ep+습니다/ef+./sf
이인제	이인제/nq
후보는	후보/ncn+는/jxc
대한	[대한/nq
노인회	노인/ncn+회/xsn]nq
회장단을	회장/ncn+단/xsn+을/jco
만나	만나/pvg+아/ecs
경로복권	경로/ncn+복권/ncn
발행	발행/ncn
등을	등/nbn+을/jco
통해	통하/pvg+어/ecs
노인들을	노인/ncn+들/xsn+을/jco
지원하겠다고	지원/ncpa+하/xsv+겠/ep+다/ef+고/jcr
약속했고,	약속/ncpa+하/xsv+었/ep+고/ecs+,/sp
큰딸	크/paa+ㄴ/etm+딸/ncn
명주양이	명주/nq+양/xsn+이/jcs
수학능력	수학/ncn+능력/ncn
시험을	시험/ncn+을/jco
치른	치르/pvg+ㄴ/etm
시험장에	시험/ncn+장/xsn+에/jca
나와	나오/pvg+아/ecs
수험생과	수험/ncn+생/xsn+과/jcj
학부모들을	학부모/ncn+들/xsn+을/jco
만났습니다.	만나/pvg+았/ep+습니다/ef+./sf
이	이/nq
후보는	후보/ncn+는/jxc
내일	내일/ncn
아침에는	아침/ncn+에/jca+는/jxc
지하철역으로	지하철/ncn+역/ncn+으로/jca
나가	나가/pvg+아/ecs
출근길	출근/ncn+길/ncn
직장인들을	직장/ncn+인/xsn+들/xsn+을/jco
상대로	상대/ncn+로/jca
경제살리기	경제/ncn+살리/pvg+기/etn
캠페인을	캠페인/ncn+을/jco
벌이기로	벌이/pvg+기/etn+로/jca
했습니다.	하/pvg+었/ep+습니다/ef+./sf
SBS	SBS/f
이성철입니다.	이성철/nq+이/jp+ㅂ니다/ef+./sf
10년만에	10/nnc+년/nbu+만/nbn+에/jca
최저치	최저/ncn+치/xsn
주가	주가/ncn
하락	하락/ncn
오늘	오늘/ncn
주식시장은	주식/ncn+시장/ncn+은/jxc
주가가	주가/ncn+가/jcs
걷잡을	걷잡/pvg+을/etm
수	수/nbn
없이	없/paa+이/ecs
폭락하면서	폭락/ncpa+하/xsv+면서/ecs
10년전	10/nno+년/nbu+전/ncn
수준으로	수준/ncn+으로/jca
떨어졌습니다.	떨어지/pvg+었/ep+습니다/ef+./sf
환율에서	환율/ncn+에서/jca
정책집행시기를	정책/ncn+집행/ncn+시기/ncn+를/jco
놓쳐	놓치/pvg+어/ecs
결국	결국/mag
IMF에	IMF/f+에/jca
손을	손/ncn+을/jco
벌리게	벌리/pvg+게/ecs
된	되/pvg+ㄴ/etm
점을	점/ncn+을/jco
생각하면	생각/ncpa+하/xsv+면/ecs
주가만큼은	주가/ncn+만큼/jca+은/jxc
정부가	정부/ncn+가/jcs
늦지않게	늦/paa+지/ecx+않/px+게/ecs
제때	제/mma+때/ncn
나서서	나서/pvg+어서/ecs
공황상태에	공황/ncn+상태/ncn+에/jca
빠진	빠지/pvg+ㄴ/etm
투자심리를	투자/ncn+심리/ncn+를/jco
다독거려야	다독거리/pvg+어야/ecx
할	하/px+ㄹ/etm
것입니다.	것/nbn+이/jp+ㅂ니다/ef+./sf
보도에	보도/ncn+에/jca
임광기기잡니다.	임광기/nq+기자/ncn+이/jp+ㅂ니다/ef+./sf
오늘	오늘/ncn
주가는	주가/ncn+는/jxc
450.64포인트로	450.64/nnc+포인트/nbu+로/jca
마감했습니다.	마감/ncpa+하/xsv+었/ep+습니다/ef+./sf
지난	지나/pvg+ㄴ/etm
주말보다	주말/ncn+보다/jca
무려	무려/mag
34.79포인트가	34.79/nnc+포인트/nbu+가/jcs
폭락했습니다.	폭락/ncpa+하/xsv+었/ep+습니다/ef+./sf
하락률이	하락/ncn+률/xsn+이/jcs
제한폭인	제한/ncn+폭/ncn+이/jp+ㄴ/etm
8%에	8/nnc+%/su+에/jca
가까운	가깝/paa+ㄴ/etm
7.17%로,	7.17/nnc+%/su+로/jca+,/sp
증권시장이	증권/ncn+시장/xsn+이/jcs
문을	문/ncn+을/jco
연	열/pvg+ㄴ/etm
이후	이후/ncn
사상	사상/ncn
최대의	최대/ncn+의/jcm
폭락사태를	폭락/ncn+사태/ncn+를/jco
기록했습니다.	기록/ncpa+하/xsv+었/ep+습니다/ef+./sf
오늘	오늘/ncn
종가는	종가/ncn+는/jxc
지난	지나/pvg+ㄴ/etm
87년	87/nno+년/nbu
7월9일	7/nno+월/nbu+9/nno+일/nbu
이후	이후/ncn
10년	10/nnc+년/nbu
4개월만에	4/nnc+개월/nbu+만/nbn+에/jca
가장	가장/mag
낮은	낮/paa+은/etm
수준이며,	수준/ncn+이/jp+며/ecs+,/sp
사상최고치를	사상/ncn+최고/ncn+치/xsn+를/jco
기록했던	기록/ncpa+하/xsv+었/ep+던/etm
지난94년	지나/pvg+ㄴ/etm+94/nno+년/nbu
11월9일에	11/nno+월/nbu+9/nno+일/nbu+에/jca
비해서는	비하/pvg+어서/ecs+는/jxc
3년만에	3/nno+년/nbu+만/nbn+에/jca
695포인트가	695/nnc+포인트/nbu+가/jcs
떨어졌습니다.	떨어지/pvg+었/ep+습니다/ef+./sf
825개	825/nnc+개/nbu
종목이	종목/ncn+이/jcs
하한가를	하한/ncn+가/xsn+를/jco
기록했고,	기록/ncpa+하/xsv+었/ep+고/ecs+,/sp
6개종목만을	6/nnc+개/nbu+종목/ncn+만/jxc+을/jco
빼고는	빼/pvg+고/ecs+는/jxc
전	전/mma
종목이	종목/ncn+이/jcs
떨어져	떨어지/pvg+어/ecs
하한가	하한/ncn+가/xsn
종목	종목/ncn
숫자로는	숫자/ncn+로/jca+는/jxc
지난	지나/pvg+ㄴ/etm
93년	93/nno+년/nbu
8월13일	8/nno+월/nbu+13/nno+일/nbu
금융실명제	금융/ncn+실명/ncn+제/xsn
발표때	발표/ncn+때/ncn
이후	이후/ncn
가장	가장/mag
많은	많/paa+은/etm
기록입니다.	기록/ncn+이/jp+ㅂ니다/ef+./sf
"IMF	"/sl+IMF/f
긴급자금지원요청에	긴급/ncn+자금/ncn+지원/ncpa+요청/ncn+에/jca
따라	따르/pvg+아/ecs
투자심리위축"	투자/ncn+심리/ncn+위축/ncn+"/sr
이와	이/npd+와/jct
함께	함께/mag
IMF에	IMF/f+에/jca
긴급자금을	긴급/ncn+자금/ncn+을/jco
요청한	요청/ncpa+하/xsv+ㄴ/etm
이후에도	이후/ncn+에/jca+도/jxc
금리급등세가	금리/ncn+급등/ncn+세/xsn+가/jcs
꺽이지	꺽이/pvg+지/ecx
않으면서	않/px+으면서/ecs
회사채	회사채/ncn
유통수익률이	유통/ncn+수익/ncn+률/xsn+이/jcs
16.05%로	16.05/nnc+%/su+로/jca
5년2개월만에	5/nnc+년/nbu+2/nnc+개월/nbu+만/nbn+에/jca
16%를	16/nnc+%/su+를/jco
넘어선	넘/pvg+어/ecs+서/pvg+ㄴ/etm
것도	것/nbn+도/jxc
투자심리를	투자/ncn+심리/ncn+를/jco
위축시켰습니다.	위축/ncpa+시키/xsv+었/ep+습니다/ef+./sf
증권전문가들은	증권/ncn+전문/ncn+가/xsn+들/xsn+은/jxc
투자심리가	투자/ncpa+심리/ncn+가/jcs
공황상태라고	공황/ncn+상태/ncn+라/ef+고/jcr
할	하/pvg+ㄹ/etm
만큼	만큼/nbn
극도로	극도/ncn+로/jca
위축돼	위축/ncpa+되/xsv+어/ecx
있어	있/px+어/ecs
정부가	정부/ncn+가/jcs
나서지	나서/pvg+지/ecx
않는한	않/px+는/etm+한/nbn
추가하락은	추가/ncn+하락/ncn+은/jxc
불가피할	불/xp+가피/ncps+하/xsm+ㄹ/etm
것으로	것/nbn+으로/jca
예상했습니다	예상/ncpa+하/xsv+었/ep+습니다/ef
한편	한편/ncn
오늘	오늘/ncn
환율은	환율/ncn+은/jxc
외환시장에서	외환/ncn+시장/ncn+에서/jca
다시	다시/mag
오름세로	오름/ncn+세/xsn+로/jca
돌아서	돌/pvg+아/ecs+서/pvg+어/ecs
천백원대로	천/nnc+백/nnc+원/nbu+대/xsn로/jca
올라섰지만,	오르/pvg+아/ecs+서/pvg+었/ep+지만/ecs+,/sp
외환시장의	외환/ncn+시장/ncn+의/jcm
불안심리가	불안/ncn+심리/ncn+가/jcs
가라앉고	가라앉/pvg+고/ecx
있어	있/px+어/ecs
이	이/mmd
수준에서	수준/ncn+에서/jca
안정을	안정/ncn+을/jco
찾을	찾/pvg+을/etm
것으로	것/nbn+으로/jca
전망됐습니다	전망/ncpa+되/pvg+었/ep+습니다/ef
SBS	SBS/f
임광깁니다.	임광기/nq+이/jp+ㅂ니다/ef
낭비성	낭비/ncn+성/xsn
여행규제	여행/ncn+규제/ncn
올해도	올해/ncn+도/jxc
경상수지	경상/ncn+수지/ncn
적자폭이	적자/ncn+폭/ncn+이/jcs
클	크/paa+ㄹ/etm
것으로	것/nbn+으로/jca
전망되고	전망/ncpa+되/xsv+고/ecx
있습니다.	있/px+습니다/ef+./sf
무역수지	무역/ncn+수지/ncn
적자는	적자/ncn+는/jxc
수출이	수출/ncn+이/jcs
호조를	호조/ncn+를/jco
보이면서	보이/pvg+면서/ecs
많이	많이/mag
줄어들도	줄/pvg+어/ecx+들/px+도/ecs
있지만	있/paa+지만/ecs
여행수지	여행/ncpa+수지/ncn
같은	같/paa+은/etm
무역외	무역/ncn+외/nbn
수지면에서	수지/ncn+면/xsn+에서/jca
적자가	적자/ncn+가/jcs
눈덩이	눈덩이/ncn
처럼	처럼/jca
늘어났기	늘/pvg+어/ecx+나/px+았/ep+기/etn
때문입니다.	때문/nbn+이/jp+ㅂ니다/ef+./sf
이에	이/npd+에/jca
따라	따르/pvg+아/ecs
정부가	정부/ncn+가/jcs
외국에	외국/ncn+에/jca
나가서	나가/pvg+아서/ecs
달러를	달러/ncn+를/jco
과도하게	과도/ncps+하/xsm+게/ecs
쓰는	쓰/pvg+는/etm
사람들을	사람/ncn+들/xsn+을/jco
추적해	추적/ncpa+하/xsv+어/ecs
처벌하기로	처벌/ncpa+하/xsv+기/etn+로/jca
했습니다	하/pvg+었/ep+습니다/ef
달러를	달러/ncn+를/jco
수혈받아야	수혈/ncpa+받/xsv+아야/ecx
할	하/px+ㄹ/etm
정도로	정도/nbn+로/jca
외환사정이	외환/ncn+사정/ncn+이/jcs
위기	위기/ncn
상태에	상태/ncn+에/jca
처했지만	처하/pvg+었/ep+지만/ecs
공항은	공항/ncn+은/jxc
여전히	여전/ncn+히/xsa
여행객으로	여행/ncn+객/xsn+으로/jca
붐비고	붐비/pvg+고/ecx
있습니다.	있/px+습니다/ef+./sf
그런데	그런데/maj
여행객들	여행/ncn+객/xsn+들/xsn
가운데	가운데/ncn
외국에	외국/ncn+에/jca
나가	나가/pvg+아/ecs
사용할	사용/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
신용카드의	신용/ncn+카드/ncn+의/jcm
한도액이	한도/ncn+액/xsn+이/jcs
5천달러인지	5천/nnc+달러/nbu+이/jp+ㄴ지/ecs
정확히	정확/ncn+히/xsa
아는	알/pvg+는/etm
사람은	사람/ncn+은/jxc
찾아보기	찾/pvg+아/ecs+보/pvg+기/etn
어렵습니다.	어렵/paa+습니다/ef+./sf
대부분의	대부분/ncn+의/jcm
여행객들이	여행/ncn+객/xsn+들/xsn+이/jcs
해외에서의	해외/ncn+에서/jca+의/jcm
씀씀이에	씀씀이/ncn+에/jca
대해	대하/pvg+어/ecs
그	그/mmd
만큼	만큼/nbn
둔감하다는	둔감/ncps+하/xsm+다/ef+는/etm
것을	것/nbn+을/jco
말해주고	말/ncpa+하/xsv+어/ecx+주/px+고/ecx
있습니다.	있/px+습니다/ef+./sf
실제로	실제로/mag
올	올/mma
3/4분기	3/nno+//sp+4/nnc+분기/nbu
1인당여행경비의	1/nnc+인/nbu+당/xsn+여행/ncn+경비/ncn+의/jcm
경우	경우/ncn
외국인들이	외국/ncn+인/xsn+들/xsn+이/jcs
국내에	국내/ncn+에/jca
들어와	들/pvg+어/ecs+오/pvg+아/ecs
쓴	쓰/pvg+ㄴ/etm
돈은	돈/ncn+은/jxc
973달러에	973/nnc+달러/nbu+에/jca
불과하지만	불과/ncps+하/xsm+지만/ecs
우리	우리/npp
여행객들이	여행/ncn+객/xsn+들/xsn+이/jcs
해외에	해외/ncn+에/jca
나가	나가/pvg+아/ecs
쓴	쓰/pvg+ㄴ/etm
돈은	돈/ncn+은/jxc
두	두/nnc
배	배/nbu
가량인	가량/nbn+이/jp+ㄴ/etm
1825달러에	1825/nnc+달러/nbu+에/jca
달합니다.	달하/pvg+ㅂ니다/ef+./sf
이에따라	이/npd+에/jca+따르/pvg+아/ecs
지난	지나/pvg+ㄴ/etm
9월까지	9/nno+월/nbu+까지/jxc
여행수지	여행/ncpa+수지/ncn
적자는	적자/ncn+는/jxc
지난해	지나/pvg+ㄴ/etm+해/ncn
같은	같/paa+은/etm
기간보다	기간/ncn+보다/jca
26.4%늘어나	26.4/nnc+%/su+늘/pvg+어/ecx+나/px
24억	24억/nnc
6천만	6천만/nnc
달러를	달러/nbu+를/jco
기록했습니다	기록/ncpa+하/xsv+었/ep+습니다/ef
금융당국은	금융/ncn+당국/ncn+은/jxc
이에따라	이/npd+에/jca+따르/pvg+아/ecs
해외에서	해외/ncn+에서/jca
신용카드로	신용/ncn+카드/ncn+로/jca
5천	5천/nnc
달러	달러/nbu
이상	이상/nbn
사용한	사용/ncpa+하/xsv+ㄴ/etm
사람들은	사람/ncn+들/xsn+은/jxc
사용내역을	사용/ncn+내역/ncn+을/jco
실사해	실사/ncpa+하/xsv+어/ecs
제재를	제재/ncn+를/jco
가하기로	가하/pvg+기/etn+로/jca
했고	하/pvg+었/ep+고/ecs
사용한도를	사용/ncn+한도/ncn+를/jco
만	만/nnc
달러	달러/nbu
이상	이상/nbn
초과한	초과/ncpa+하/xsv+ㄴ/etm
사람은	사람/ncn+은/jxc
검찰에	검찰/ncn+에/jca
통보해	통보/ncpa+하/xsv+어/ecs
형사처벌하는	형사/ncn+처벌/ncpa+하/xsv+는/etm
방안을	방안/ncn+을/jco
검토하기로	검토/ncpa+하/xsv+기/etn+로/jca
했습니다.	하/pvg+었/ep+습니다/ef+./sf
또	또/maj
낭비성	낭비/ncn+성/xsn
해외연수를	해외/ncn+연수/ncn+를/jco
자제하도록	자제/ncpa+하/xsv+도록/ecs
하고	하/pvg+고/ecs
시중은행의	시중/ncn+은행/ncn+의/jcm
창구를	창구/ncn+를/jco
통해	통하/pvg+어/ecs
여행	여행/ncn
목적과	목적/ncn+과/jcj
일정	일정/ncn
등을	등/nbn+을/jco
살펴	살피/pvg+어/ecs
환전규모를	환전/ncn+규모/ncn+를/jco
적절히	적절/ncn+히/xsa
조정하도록	조정/ncpa+하/xsv+도록/ecs
지시하기로	지시/ncpa+하/xsv+기/etn+로/jca
했습니다	하/pvg+었/ep+습니다/ef
에스비에스	에스비에스/nq
강선웁니다.	강선우/nq+이/jp+ㅂ니다/ef+./sf
야마이치,	야마이치/nq+,/sf
연쇄	연쇄/ncn
도산	도산/ncn
일본	일본/nq
대형	대형/ncn
금융기관의	금융/ncn+기관/ncn+의/jcm
연쇄도산으로	연쇄/ncn+도산/ncn+으로/jca
일본	일본/nq
경제의	경제/ncn+의/jcm
불안감이	불안/ncn+감/xsn+이/jcs
높아지고	높/paa+아/ecx+지/px+고/ecx
있습니다.	있/px+습니다/ef+./sf
일본의	일본/nq+의/jcm
대형	대형/ncn
증권회사인	증권/ncn+회사/ncn+이/jp+ㄴ/etm
야마이치	[야마이치/nq
증권이	증권/ncn]nq+이/jcs
경영난을	경영/ncn+난/xsn+을/jco
견디지	견디/pvg+지/ecx
못하고,	못하/px+고/ecs+,/sp
파산을	파산/ncn+을/jco
선언하자,	선언/ncpa+하/xsv+자/ecs+,/sp
일본	일본/nq
국민들은	국민/ncn+들/xsn+은/jxc
충격을	충격/ncn+을/jco
감추지	감추/pvg+지/ecx
못하고	못하/px+고/ecx
있습니다.	있/px+습니다/ef+./sf
도쿄에서	도쿄/nq+에서/jca
김성우	김성우/nq
특파원이	특파/ncpa+원/xsn+이/jcs
보도합니다	보도/ncpa+하/xsv+ㅂ니다/ef
일본	일본/nq
4대	4/nnc+대/nbu
증권회사의	증권/ncn+회사/ncn+의/jcm
하나인	하나/nnc+이/jp+ㄴ/etm
야마이치증권이	야마이치증권/nq+이/jcs
오늘	오늘/ncn
아침	아침/ncn
자진폐업을	자진/ncn+폐업/ncn+을/jco
공식으로	공식/ncn+으로/jca
결정했습니다.	결정/ncpa+하/xsv+었/ep+습니다/ef+./sf
담보로	담보/ncn+로/jca
잡았던	잡/pvg+았/ep+던/etm
부동산이	부동산/ncn+이/jcs
폭락하면서	폭락/ncpa+하/xsv+면서/ecs
3조엔이라는	3조/nnc+엔/nbu+이/jp+라/ef+는/etm
거액의	거액/ncn+의/jcm
불량채권이	불량/ncn+채권/ncn+이/jcs
발생한데다	발생/ncpa+하/xsv+ㄴ데다/ecs
최근	최근/ncn
증권시장이	증권/ncn+시장/ncn+이/jcs
침체에	침체/ncn+에/jca
빠지고	빠지/pvg+고/ecs
게다가	게다가/mag
총회꾼에	총회/ncn+꾼/xsn+에/jca
대한	대하/pvg+ㄴ/etm
이권제공	이권/ncn+제공/ncn
사건이	사건/ncn+이/jcs
겹치면서	겹치/pvg+면서/ecs
고객들의	고객/ncn+들/xsn+의/jcm
자금이	자금/ncn+이/jcs
빠져나간	빠지/pvg+어/ecs+나가/pvg+ㄴ/etm
것이	것/nbn+이/jcs
도산의	도산/nq+의/jcm
직접적인	직접/ncn+적/xsn+이/jp+ㄴ/etm
원인입니다.	원인/ncn+이/jp+ㅂ니다/ef+./sf
지난	지나/pvg+ㄴ/etm
4월	4/nno+월/nbu
닛산생명보험이	닛산생명보험/nq+이/jcs
도산된	도산/ncpa+되/xsv+ㄴ/etm
뒤	뒤/ncn
이달	이/mmd+달/ncn
들어	들/pvg+어/ecs
상장	상장/ncn
증권사로서는	증권/ncn+사/xsn+로서/jca+는/jxc
처음으로	처음/ncn+으로/jca
산요증권이	산요증권/nq+이/jcs
넘어졌고	넘/pvg+어/ecx+지/px+었/ep+고/ecs
시중은행으로서는	시중/ncn+은행/ncn+으로서/jca+는/jxc
처음으로	처음/ncn+으로/jca
홋카이도	홋카이도/nq
타쿠쇼쿠은행이	타쿠쇼쿠은행/nq+이/jcs
쓰러진데이어	쓰러지/pvg+ㄴ데/ecs+잇/pvg+어/ecs
전후최대의	전후/ncn+최대/ncn+의/jcm
도산사태인	도산/ncpa+사태/ncn+이/jp+ㄴ/etm
야마이치증권의	야마이치증권/nq+의/jcm
도산을	도산/ncn+을/jco
맞게	맞/pvg+게/ecs
된	되/pvg+ㄴ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
그러나	그러나/maj
일본의	일본/nq+의/jcm
금융전문가들은	금융/ncn+전문/ncn+가/xsn+들/xsn+은/jxc
야마이치	야마이치/nq
사태를	사태/ncn+를/jco
일본	일본/nq
금융	금융/ncn
도미노사태의	도미노/ncn+사태/ncn+의/jcm
끝이	끝/ncn+이/jcs
아니라	아니/paa+라/ecs
시작으로	시작/ncn+으로/jca
보고	보/pvg+고/ecx
있습니다.	있/px+습니다/ef+./sf
수십조엔에	수십조/nnc+엔/nbu+에/jca
달하는	달하/pvg+는/etm
심각한	심각/ncps+하/xsm+ㄴ/etm
불량채권	불량/ncn+채권/ncn
누적과	누적/ncn+과/jcj
증시	증시/ncn
침체	침체/ncn
속에서	속/ncn+에서/jca
일본	일본/nq
금융업계	금융/ncn+업계/ncn
주식의	주식/ncn+의/jcm
60%가	60/nnc+%/su+가/jcs
시가	시가/ncn
2백엔도	2백/nnc+엔/nbu+도/jxc
안되는	안/mag+되/pvg+는/etm
수준에	수준/ncn+에/jca
거래되고	거래/ncpa+되/xsv+고/ecx
있고	있/px+고/ecs
일본의	일본/nq+의/jcm
경기도	경기/ncn+도/jxc
호전될	호전/ncpa+되/xsv+ㄹ/etm
기미를	기미/ncn+를/jco
보이지	보이/pvg+지/ecx
않고	않/px+고/ecx
있기	있/px+기/etn
때문입니다	때문/nbn+이/jp+ㅂ니다/ef
도쿄에서	도쿄/nq+에서/jca
에스비에스	에스비에스/nq
김성웁니다.	김성우/nq+ㅂ니다/ef+./sf
서랍속의	서랍/ncn+속/ncn+의/jcm
1달러라도	1/nnc+달러/nbu+라도/jxc
위기에	위기/ncn+에/jca
몰린	몰리/pvg+ㄴ/etm
나라	나라/ncn
경제를	경제/ncn+를/jco
온	오/pvg+ㄴ/etm
국민이	국민/ncn+이/jcs
힘을	힘/ncn+을/jco
합쳐	합치/pvg+어/ecs
되살리자는	되살리/pvg+자/ef+는/etm
운동이	운동/ncn+이/jcs
시민단체들을	시민/ncn+단체/ncn+들/xsn+을/jco
중심으로	중심/ncn+으로/jca
확산되고	확산/ncpa+되/xsv+고/ecx
있습니다.	있/px+습니다/ef+./sf
홍지영	홍지영/nq
기자가	기자/ncn+가/jcs
취재했습니다.	취재/ncpa+하/xsv+었/ep+습니다/ef+./sf
집안	집안/ncn
살림을	살림/ncn+을/jco
책임지고	책임/ncpa+지/xsv+고/ecx
있는	있/px+는/etm
주부들이	주부/ncn+들/xsn+이/jcs
나라	나라/ncn
살림	살림/ncn
살리기에	살리/pvg+기/etn+에/jca
나섰습니다.	나서/pvg+었/ep+습니다/ef+./sf
여성	여성/ncn
단체인	단체/ncn+이/jp+ㄴ/etm
대한	[대한/nq
YWCA	YWCA/f
연합회와	연합/ncn+회/xsn]nq+와/jcj
한국부인회	한국부인회/nq
총본부는	총/xp+본부/ncn+는/jxc
오늘	오늘/ncn
각	각/mma
가정에서	가정/ncn+에서/jca
갖고	갖/pvg+고/ecx
있는	있/px+는/etm
달러들을	달러/ncn+들/xsn+을/jco
모아	모으/pvg+아/ecs
은행에	은행/ncn+에/jca
저축하기	저축/ncpa+하/xsv+기/etn
캠페인을	캠페인/ncn+을/jco
벌였습니다.	벌이/pvg+었/ep+습니다/ef+./sf
또	또/maj
서랍속에	서랍/ncn+속/ncn+에/jca
잠자고	잠/ncn+자/pvg+고/ecx
있는	있/px+는/etm
한푼의	한/nnc+푼/nbu+의/jcm
동전까지	동전/ncn+까지/jxc
모금함에	모금/ncn+함/xsn+에/jca
모으고	모으/pvg+고/ecs
해외	해외/ncn
여행을	여행/ncn+을/jco
자제하는	자제/ncpa+하/xsv+는/etm
등	등/nbn
각	각/mma
가정에서	가정/ncn+에서/jca
할	하/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
절약운동을	절약/ncn+운동/ncn+을/jco
촉구했습니다.	촉구/ncpa+하/xsv+었/ep+습니다/ef+./sf
PC통신	PC/f+통신/ncn
업체인	업체/ncn+이/jp+ㄴ/etm
하이텔도	하이텔/nq+도/jxc
<달러                          </sl+달러/ncn+
모으기>	모으기/ncn+>/sr
포럼을	포럼/ncn+을/jco
개설하고	개설/ncpa+하/xsv+고/ecs
은행과	은행/ncn+과/jcj
공동으로	공동/ncn+으로/jca
외환	외환/ncn
통장	통장/ncn
한개씩	한/nnc+개/nbu+씩/xsn
갖기	갖/pvg+기/etn
운동을	운동/ncn+을/jco
벌이기로	벌이/pvg+기/etn+로/jca
했습니다.	하/pvg+었/ep+습니다/ef+./sf
