<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0024.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0024.txt </filename>
<title>문학비평론  </title>
<author>홍문표  </author>
<date>1993  </date>
<publisher>양문각  </publisher>
<kdc>809  </kdc>
<ddc>801.95  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
1.	1/nno+./sf
독자에게	독자/ncn+에게/jca
어떤	어떤/mmd
효과	효과/ncn
(	(/sl
이를테면	이를테면/mag
,	,/sp
미적	미적/ncn
쾌감	쾌감/ncn
교훈	교훈/ncn
혹은	혹은/maj
감동같은	감동/ncn+같/paa+은/etm
효과들	효과/ncn+들/xsn
)를	)/sr+를/jco
주기	주/pvg+기/etn
위해	위하/pvg+어/ecs
구축된	구축/ncpa+되/xsv+ㄴ/etm
것으로	것/nbn+으로/jca
보며	보/pvg+며/ecc
,	,/sp
작품의	작품/ncn+의/jcm
가치를	가치/ncn+를/jco
그런	그런/mmd
목적의	목적/ncn+의/jcm
성취도에	성취/ncn+도/xsn+에/jca
따라	따르/pvg+아/ecs
판단하려고	판단/ncpa+하/xsv+려고/ecs
한다.	하/px+ㄴ다/ef+./sf
이러한	이러하/pad+ㄴ/etm
접근은	접근/ncn+은/jxc
로마시대부터	로마/nq+시대/ncn+부터/jxc
18세기까지의	18/nno+세기/nbu+까지/jxc+의/jcm
문학	문학/ncn
논의를	논의/ncn+를/jco
지배하였고	지배/ncpa+하/xsv+었/ep+고/ecc
,	,/sp
최근에는	최근/ncn+에/jca+는/jxc
작품	작품/ncn
속에	속/ncn+에/jca
제시된	제시/ncpa+되/xsv+ㄴ/etm
것들에	것/nbn+들/xsn+에/jca
대한	대하/pvg+ㄴ/etm
독자들의	독자/ncn+들/xsn+의/jcm
반응을	반응/ncn+을/jco
이끌고	이끌/pvg+고/ecc
또한	또한/maj
그것에	그것/npd+에/jca
영향을	영향/ncn+을/jco
미치기	미치/pvg+기/etn
위한	위하/pvg+ㄴ/etm
수단으로	수단/ncn+으로/jca
작가들이	작가/ncn+들/xsn+이/jcs
사용하는	사용/ncpa+하/xsv+는/etm
예술적	예술/ncn+적/xsn
전략을	전략/ncn+을/jco
강조하는	강조/ncpa+하/xsv+는/etm
수사학적	수사/ncn+학/xsn+적/xsn
비평	비평/ncn
속에서	속/ncn+에서/jca
,	,/sp
혹은	혹은/maj
독자들의	독자/ncn+들/xsn+의/jcm
해석적	해석/ncn+적/xsn
반응에	반응/ncn+에/jca
영향을	영향/ncn+을/jco
주는	주/pvg+는/etm
약호들의	약호/ncn+들/xsn+의/jcm
조직적인	조직/ncn+적/xsn+이/jp+ㄴ/etm
활동으로	활동/ncn+으로/jca
문학작품을	문학/ncn+작품/ncn+을/jco
분석하는	분석/ncpa+하/xsv+는/etm
바르트와	바르트/nq+와/jct
같은	같/paa+은/etm
구조주의자들에	구조/ncn+주의/ncn+자/xsn+들/xsn+에/jca
의해서	의하/pvg+어서/ecs
다시	다시/mag
나타나고	나타나/pvg+고/ecx
있다.	있/px+다/ef+./sf
표현론적	표현/ncn+론/xsn+적/xsn
비평	비평/ncn
(expressive	(/sl+expressive/f
criticism	criticism/f
)은	)/sr+은/jxc
문학작품을	문학/ncn+작품/ncn+을/jco
기본적으로	기본/ncn+적/xsn+으로/jca
작가와의	작가/ncn+와/jct+의/jcm
관계	관계/ncn
속에서	속/ncn+에서/jca
취급한다.	취급/ncpa+하/xsv+ㄴ다/ef+./sf
이것은	이것/npd+은/jxc
시를	시/ncn+를/jco
감정의	감정/ncn+의/jcm
표출	표출/ncn
분출	분출/ncn
발화로	발화/ncn+로/jca
,	,/sp
혹은	혹은/maj
자신의	자신/ncn+의/jcm
지각	지각/ncn
사고	사고/ncn
감정에	감정/ncn+에/jca
작용하는	작용/ncpa+하/xsv+는/etm
시인의	시인/ncn+의/jcm
상상력이	상상/ncn+력/xsn+이/jcs
만들어낸	만들/pvg+어/ecx+내/px+ㄴ/etm
산물로	산물/ncn+로/jca
정의한다.	정의/ncpa+하/xsv+ㄴ다/ef+./sf
그래서	그래서/maj
이것은	이것/npd+은/jxc
시인의	시인/ncn+의/jcm
개인적	개인/ncn+적/xsn
전망이나	전망/ncn+이나/jcj
마음	마음/ncn
상태가	상태/ncn+가/jcs
얼마나	얼마나/mag
진지하게	진지/ncps+하/xsm+게/ecs
,	,/sp
또는	또는/maj
순수하고	순수/ncps+하/xsm+고/ecc
,	,/sp
적절하게	적절/ncps+하/xsm+게/ecs
표현되었는가에	표현/ncpa+되/xsv+었/ep+는가/ef+에/jca
따라	따르/pvg+아/ecs
그	그/mmd
작품을	작품/ncn+을/jco
판단하려고	판단/ncpa+하/xsv+려고/ecs
한다.	하/px+ㄴ다/ef+./sf
그리고	그리고/maj
흔히	흔히/mag
작품	작품/ncn
속에	속/ncn+에/jca
의식적이거나	의식/ncn+적/xsn+이/jp+거나/ecc
무의식적으로	무/xp+의식/ncn+적/xsn+으로/jca
자신을	자신/ncn+을/jco
드러내	드러내/pvg+어/ecx
놓은	놓/px+은/etm
작가들의	작가/ncn+들/xsn+의/jcm
특별한	특별/ncps+하/xsm+ㄴ/etm
기질과	기질/ncn+과/jcj
경험들에	경험/ncn+들/xsn+에/jca
대한	대하/pvg+ㄴ/etm
증거를	증거/ncn+를/jco
그	그/mmd
속에서	속/ncn+에서/jca
찾는다.	찾/pvg+는다/ef+./sf
이런	이런/mmd
관점은	관점/ncn+은/jxc
주로	주로/mag
낭만주의	낭만/ncn+주의/ncn
비평가들에	비평/ncn+가/xsn+들/xsn+에/jca
의해	의하/pvg+어/ecs
발전되었으며	발전/ncpa+되/xsv+었/ep+으며/ecs
,	,/sp
우리들	우리/npp+들/xsn
시대에도	시대/ncn+에/jca+도/jxc
여전히	여전/ncn+히/xsa
통용되고	통용/ncpa+되/xsv+고/ecx
있는데	있/px+는데/ecs
,	,/sp
특히	특히/mag
정신분석학적	정신/ncn+분석/ncn+학/xsn+적/xsn
비평가들의	비평/ncn+가/xsn+들/xsn+의/jcm
저작물과	저작/ncn+물/xsn+과/jcj
,	,/sp
뿔레	뿔레/nq
(G.Poulet	(/sl+G/f+./sf+Poulet/f
)나	)/sr+나/jcj
제네바학파	제네바/nq+학파/ncn
등과	등/ncn+과/jct
같은	같/paa+은/etm
의식비평가들에게서	의식/ncn+비평/ncn+가/xsn+들/xsn+에게서/jca
이를	이/npd+를/jco
볼	보/pvg+ㄹ/etm
수	수/nbn
있다.	있/paa+다/ef+./sf
객관론적	객관/ncn+론/xsn+적/xsn
비평	비평/ncn
(objective	(/sl+objective/f
criticism	criticism/f
)은	)/sr+은/jxc
작품을	작품/ncn+을/jco
시인	시인/ncn
독자	독자/ncn
주위세계	주위/ncn+세계/ncn
등으로부터	등/ncn+으로/jca+부터/jxc
자유롭게	자유/ncps+롭/xsm+게/ecs
떨어져	떨어지/pvg+어/ecs
존재하는	존재/ncpa+하/xsv+는/etm
어떤	어떤/mmd
것으로	것/nbn+으로/jca
파악한다.	파악/ncpa+하/xsv+ㄴ다/ef+./sf
이것은	이것/npd+은/jxc
문학작품을	문학/ncn+작품/ncn+을/jco
자기	자기/ncn
완결적인	완결/ncn+적/xsn+이/jp+ㄴ/etm
대상으로	대상/ncn+으로/jca
,	,/sp
그렇지	그렇/pad+지/ecx
않으면	않/px+으면/ecs
그	그/mmd
자체가	자체/ncn+가/jcs
하나의	하나/ncn+의/jcm
세계라고	세계/ncn+라/ef+고/jcr
기술하고	기술/ncpa+하/xsv+고/ecc
,	,/sp
따라서	따라서/maj
작품은	작품/ncn+은/jxc
복잡성	복잡/ncn+성/xsn
일관성	일관/ncn+성/xsn
균형	균형/ncn
총체성	총체/ncn+성/xsn
및	및/maj
구성요소들의	구성/ncn+요소/ncn+들/xsn+의/jcm
상호관계	상호/ncn+관계/ncn
등과	등/nbn+과/jct
같은	같/paa+은/etm
'내재적	'/sl+내재/ncn+적/xsn
'	'/sl
기준에	기준/ncn+에/jca
의해	의하/pvg+어/ecs
분석되고	분석/ncpa+되/xsv+고/ecc
판단되어야	판단/ncpa+되/xsv+어야/ecs
한다고	하/px+ㄴ다/ef+고/ecx
본다.	보/px+ㄴ다/ef+./sf
이것은	이것/npd+은/jxc
1920년대	1920/nno+년대/nbu
이후	이후/ncn
많은	많/paa+은/etm
중요한	중요/ncps+하/xsm+ㄴ/etm
비평가들의	비평/ncn+가/xsn+들/xsn+의/jcm
접근	접근/ncn
방법이며	방법/ncn+이/jp+며/ecc
,	,/sp
신비평가	신비평/ncn+가/xsn
,	,/sp
시카고학파	시카고/nq+학파/ncn
,	,/sp
유럽	유럽/nq
형식주의의	형식/ncn+주의/ncn+의/jcm
지지자들	지지/ncn+자/xsn+들/xsn
,	,/sp
그리고	그리고/maj
많은	많/paa+은/etm
프랑스	프랑스/nq
구조주의자들이	구조/ncn+주의/ncn+자/xsn+들/xsn+이/jcs
이런	이런/mmd
노선을	노선/ncn+을/jco
취하고	취하/pvg+고/ecx
있다.	있/px+다/ef+./sf
그런데	그런데/maj
이러한	이러하/pad+ㄴ/etm
비평	비평/ncn
유형들은	유형/ncn+들/xsn+은/jxc
그것들이	그것/npd+들/xsn+이/jcs
순수하게	순수/ncps+하/xsm+게/ecs
따로따로	따로따로/mag
구별되어	구별/ncpa+되/xsv+어/ecs
작품의	작품/ncn+의/jcm
분석에	분석/ncn+에/jca
적용되지는	적용/ncpa+되/xsv+지/ecx+는/jxc
않는다.	않/px+는다/ef+./sf
많은	많/paa+은/etm
경우에	경우/ncn+에/jca
있어서	있/paa+어서/ecs
모방론	모방/ncn+론/xsn
계열의	계열/ncn+의/jcm
사실주의	사실/ncn+주의/ncn
비평은	비평/ncn+은/jxc
문학의	문학/ncn+의/jcm
원천으로서의	원천/ncn+으로서/jca+의/jcm
사회를	사회/ncn+를/jco
논할	논/ncpa+하/xsv+ㄹ/etm
뿐	뿐/nbn
아니라	아니/paa+라/ecs
문학의	문학/ncn+의/jcm
사회적	사회/ncn+적/xsn
효용에	효용/ncn+에/jca
관해서도	관하/pvg+어서/ecs+도/jxc
말한다.	말/ncpa+하/xsv+ㄴ다/ef+./sf
존재론	존재/ncn+론/xsn
역시	역시/mag
작품의	작품/ncn+의/jcm
독특한	독특/ncps+하/xsm+ㄴ/etm
원리를	원리/ncn+를/jco
밝히는	밝히/pvg+는/etm
작업이	작업/ncn+이/jcs
궁극적으로는	궁극/ncn+적/xsn+으로/jca+는/jxc
인간	인간/ncn
체험	체험/ncn
,	,/sp
곧	곧/maj
인생의	인생/ncn+의/jcm
질서와	질서/ncn+와/jcj
조화의	조화/ncn+의/jcm
이념에	이념/ncn+에/jca
공헌하는	공헌/ncpa+하/xsv+는/etm
것으로	것/nbn+으로/jca
주장할	주장/ncpa+하/xsv+ㄹ/etm
수도	수/nbn+도/jxc
있다.	있/paa+다/ef+./sf
문학이론가	문학/ncn+이론/ncn+가/xsn
월렉은	월렉/nq+은/jxc
비평을	비평/ncn+을/jco
외재적	외재/ncn+적/xsn
(extrinsic	(/sl+extrinsic/f
)	)/sr
비평과	비평/ncn+과/jcj
내재적	내재/ncn+적/xsn
(intrinsic	(/sl+intrinsic/f
)	)/sr
비평으로	비평/ncn+으로/jca
구분하고	구분/ncpa+하/xsv+고/ecc
,	,/sp
모방론	모방/ncn+론/xsn
효용론	효용/ncn+론/xsn
표현론은	표현/ncn+론/xsn+은/jxc
전자에	전자/ncn+에/jca
,	,/sp
존재론은	존재/ncn+론/xsn+은/jxc
후자에	후자/ncn+에/jca
소속시킨다.	소속/ncpa+시키/xsv+ㄴ다/ef+./sf
인간의	인간/ncn+의/jcm
생활이나	생활/ncn+이나/jcj
우주	우주/ncn
만상	만상/ncn
,	,/sp
독자에의	독자/ncn+에/jca+의/jcm
영향	영향/ncn
,	,/sp
작가의	작가/ncn+의/jcm
정신	정신/ncn
등은	등/nbn+은/jxc
모두	모두/mag
문학작품의	문학/ncn+작품/ncn+의/jcm
외부에	외부/ncn+에/jca
존재하는	존재/ncpa+하/xsv+는/etm
것으로	것/nbn+으로/jca
보고	보/pvg+고/ecc
,	,/sp
의미있는	의미ncn+있/paa+는/etm
구조는	구조/ncn+는/jxc
문학작품에	문학/ncn+작품/ncn+에/jca
내재하는	내재/ncpa+하/xsv+는/etm
것이라고	것/nbn+이/jp+라/ef+고/jcr
보는	보/pvg+는/etm
것이다.	것/nbn+이/jp+다/ef+./sf
아마도	아마/mag+도/jxc
비평의	비평/ncn+의/jcm
가장	가장/mag
중요한	중요/ncn+하/xsm+ㄴ/etm
과제는	과제/ncn+는/jxc
그러한	그러하/pad+ㄴ/etm
외재적	외재/ncn+적/xsn
요소와	요소/ncn+와/jcj
내재적	내재/ncn+적/xsn
구조사이의	구조/ncn+사이/ncn+의/jcm
끊을	끊/pvg+을/jco
수	수/nbn
없는	없/paa+는/etm
관련성을	관련/ncn+성/xsn+을/jco
문학작품을	문학/ncn+작품/ncn+을/jco
손상함이	손상/ncpa+하/xsv+ㅁ/etn+이/jcs
없이	없/paa+이/xsa
어떻게	어떻/pad+게/ecs
규정하고	규정/ncpa+하/xsv+고/ecc
서술하고	서술/ncpa+하/xsv+고/ecc
평가하느냐일	평가/ncpa+하/xsv+느냐/ef+이/jp+ㄹ/etm
것이다.	것/nbn+이/jp+다/ef+./sf
또	또/maj
한	한/nnc
가지	가지/nbn
부인할	부인/ncpa+하/xsv+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
사실은	사실/ncn+은/jxc
문학작품	문학/ncn+작품/ncn
자체에	자체/ncn+에/jca
대한	대하/pvg+ㄴ/etm
면밀하고도	면밀/ncps+하/xsm+고/ecc+도/jxc
편견	편견/ncn
없는	없/paa+는/etm
관찰이	관찰/ncn+이/jcs
어떤	어떤/mmd
종류의	종류/ncn+의/jcm
비평에서나	비평/ncn+에서/jca+나/jxc
피할	피하/pvg+ㄹ/etm
수	수/nbn
없다는	없/paa+다/ef+는/etm
것이다.	것/nbn+이/jp+다/ef+./sf
3.	3/nno+./sf
근대비평의	근대/ncn+비평/ncn+의/jcm
형성	형성/ncn
(1	(/sl+1/nno
)	)/sr
고전주의	고전/ncn+주의/ncn
비평	비평/ncn
고전주의가	고전/ncn+주의/ncn+가/jcs
완성된	완성/ncpa+되/xsv+ㄴ/etm
것은	것/nbn+은/jxc
17세기말	17/nnc+세기/nbu+말/ncn
프랑스에서였다.	프랑스/nq+에서/jca+이/jp+었/ep+다/ef+./sf
그	그/mmd
대표자로서	대표/ncn+자/xsn+로서/jca
보왈로	보왈로/nq
(Boileau	(/sl+Boileau/f
)가	)/sr+가/jcs
있다.	있/paa+다/ef+./sf
그는	그/npp+는/jxc
그리이스	그리이스/nq
로마의	로마/nq+의/jcm
위대성을	위대/ncn+성/xsn+을/jco
주장하고	주장/ncpa+하/xsv+고/ecc
마침내	마침내/mag
프랑스	프랑스/nq
문단의	문단/ncn+의/jcm
독재자가	독재/ncn+자/xsn+가/jcc
되었다.	되/pvg+었/ep+다/ef+./sf
그는	그/npp+는/jxc
호레이스의	호레이스/nq+의/jcm
[시법	[/sl+시법/nq
]을	]/sr+을/jco
모방하여	모방/ncpa+하/xsv+어/ecs
자기도	자기/npp+도/jxc
[시법	[/sl+시법/nq
]을	]/sr+을/jco
저술함으로써	저술/ncpa+하/xsv+ㅁ/etn+으로써/jca
문학의	문학/ncn+의/jcm
뚜렷한	뚜렷/ncps+하/xsm+ㄴ/etm
표준을	표준/ncn+을/jco
제시하였다.	제시/ncpa+하/xsv+었/ep+다/ef+./sf
그것은	그것/npd+은/jxc
고전주의의	고전/ncn+주의/ncn+의/jcm
교과서라고도	교과/ncn+서/xsn+라/ef+고/jcr+도/jxc
할	하/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
것이다.	것/nbn+이/jp+다/ef+./sf
그	그/mmd
표준에	표준/ncn+에/jca
맞지	맞/pvg+지/ecx
않는	않/px+는/etm
문학은	문학/ncn+은/jxc
문학이	문학/ncn+이/jcc
아니라고	아니/paa+라/ef+고/jcr
생각하였다.	생각/ncpa+하/xsv+었/ep+다/ef+./sf
당시	당시/ncn
프랑스는	프랑스/nq+는/jxc
고전주의적	고전/ncn+주의/ncn+적/xsn
문학의	문학/ncn+의/jcm
보고라고도	보고/ncn+라고/jcr+도/jxc
할	하/pvg+ㄹ/etm
수	수/nbn
있다.	있/paa+다/ef+./sf
라시느	라시느/nq
(Racine	(/sl+Racine/f
)를	)/sr+를/jco
비롯하여	비롯/ncps+하/xsm+어/ecs
꼬르네이유	꼬르네이유/nq
(Corneille	(/sl+Corneille/f
),	)/sr+,/sp
모리에르	모리에르/nq
(Molieve	(/sl+Moliere/f
)	)/sr
등은	등/nbn+은/jxc
각각	각각/mag
다른	다르/paa+ㄴ/etm
특색을	특색/ncn+을/jco
가지고	가지/pvg+고/ecx
있지만	있/px+지만/ecs
고전주의의	고전/ncn+주의/ncn+의/jcm
특성을	특성/ncn+을/jco
대표하는	대표/ncpa+하/xsv+는/etm
점에서는	점/ncn+에서/jca+는/jxc
같다.	같/paa+다/ef+./sf
이	이/mmd
고전주의의	고전/ncn+주의/ncn+의/jcm
경향은	경향/ncn+은/jxc
이미	이미/mag
르네상스에서	르네상스/ncn+에서/jca
터를	터/ncn+를/jco
닦고	닦/pvg+고/ecx
있었고	있/px+었/ep+고/ecc
프랑스의	프랑스/nq+의/jcm
영향을	영향/ncn+을/jco
받아	받/pvg+아/ecs
영국에서도	영국/nq+에서/jca+도/jxc
17세기부터	17/nno+세기/nbu+부터/jxc
18세기까지는	18/nno+세기/nbu+까지는/jxc
문단	문단/ncn
전체에	전체/ncn+에/jca
큰	크/paa+ㄴ/etm
세력으로	세력/ncn+으로/jca
풍미하였다.	풍미/ncpa+하/xsv+었/ep+다/ef+./sf
포우프	포우프/nq
(Pope	(/sl+Pope/f
)는	)/sr+는/jxc
완전히	완전/ncn+히/xsa
보왈로의	보왈로/nq+의/jcm
영향에	영향/ncn+에/jca
지배되어	지배/ncpa+되/xsv+어/ecx
있었고	있/px+었/ep+고/ecc
,	,/sp
애디슨이나	애디슨/nq+이나/jcj
존슨	존슨/nq
(Johnson	(/sl+Johnson/f
)의	)/sr+의/jcm
비평	비평/ncn
경향	경향/ncn
역시	역시/mag
같았다.	같/paa+았/ep+다/ef+./sf
특히	특히/nq
애디슨이	애디슨/ncn+이/jcs
밀튼의	밀튼/nq+의/jcm
[실락원	[/sl+실락원/nq
]을	]/sr+을/jco
상세히	상세/ncn+히/xsa
비평한	비평/ncpa+하/xsv+ㄴ/etm
것으로	것/nbn+으로/jca
그	그/npp
법칙에	법칙/ncn+에/jca
맞는	맞/pvg+는/etm
것은	것/nbn+은/jxc
좋고	좋/paa+고/ecx
안	안/mag
맞는	맞/pvg+는/etm
것은	것/nbn+은/jxc
불가하다는	불가/ncps+하/xsm+다/ef+는/etm
식으로	식/ncn+으로/jca
마치	마치/mag
자로	자/ncn+로/jca
재는	재/pvg+는/etm
듯한	듯/nbn+하/pvg+ㄴ/etm
비평을	비평/ncn+을/jco
하고	하/pvg+고/ecx
있는데	있/px+는데/ecs
,	,/sp
거기에는	거기/npd+에/jca+는/jxc
평자	평자/ncn
자신의	자신/ncn+의/jcm
취미나	취미/ncn+나/jcj
주관은	주관/ncn+은/jxc
전혀	전혀/mag
나타나	나타나/pvg+아/ecx
있지	있/px+지/ecx
않았다.	않/px+았/ep+다/ef+./sf
고전주의	고전/ncn+주의/ncn
비평은	비평/ncn+은/jxc
문학의	문학/ncn+의/jcm
내용보다도	내용/ncn+보다/jca+도/jxc
형식에	형식/ncn+에/jca
치중한	치중/ncpa+하/xsv+ㄴ/etm
경향이	경향/ncn+이/jcs
있다.	있/paa+다/ef+./sf
그런	그런/mmd
뜻에서	뜻/ncn+에서/jca
형식비평이라고도	형식/ncn+비평/ncn+이/jp+라/ef+고/jcr+도/jxc
할	하/pvg+ㄹ/etm
수	수/nbn
있다.	있/paa+다/ef+./sf
고전적	고전/ncn+적/xsn
척도	척도/ncn
표준을	표준/ncn+을/jco
가지고	가지/pvg+고/ecc
작품의	작품/ncn+의/jcm
우열을	우열/ncn+을/jco
정하는	정하/pvg+는/etm
뜻에서	뜻/ncn+에서/jca
재단비평	재단/ncn+비평/ncn
,	,/sp
평가비평이라고도	평가/ncn+비평/ncn+이/jp+라/ef+고/jcr+도/jxc
할	하/pvg+ㄹ/etm
수	수/nbn
있다.	있/paa+다/ef+./sf
결국	결국/mag
고전비평의	고전/ncn+비평/ncn+의/jcm
특징은	특징/ncn+은/jxc
형식적	형식/ncn+적/xsn
재단적	재단/ncn+적/xsn
내지	내지/maj
평가적	평가/ncn+적/xsn
성질에	성질/ncn+에/jca
그치는	그치/pvg+는/etm
것이다.	것/nbn+이/jp+다/ef+./sf
봉건적	봉건/ncn+적/xsn
사상의	사상/ncn+의/jcm
지배하에서	지배/ncn+하/ncn+에서/jca
감정의	감정/ncn+의/jcm
억압을	억압/ncn+을/jco
도덕의	도덕/ncn+의/jcm
원칙으로	원칙/ncn+으로/jca
생각하고	생각/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
시기라면	시기/ncn+라면/ecs
몰라도	모르/pvg+아도/ecs
개성의	개성/ncn+의/jcm
자유를	자유/ncn+를/jco
성취한	성취/ncpa+하/xsv+ㄴ/etm
근대인으로서는	근대/ncn+인/xsn+으로서/jca+는/jxc
도저히	도저히/mag
견디어	견디/pvg+어/ecx
낼	내/px+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
것은	것/nbn+은/jxc
명백한	명백/ncps+하/xsm+ㄴ/etm
일이다.	일/ncn+이/jp+다/ef+./sf
(2	(/sl+2/nno
)	)/sr
재단비평	재단/ncn+비평/ncn
고전비평은	고전/ncn+비평/ncn+은/jxc
미리	미리/mag
설정한	설정/ncpa+하/xsv+ㄴ/etm
기준을	기준/ncn+을/jco
중요시하는	중요/ncn+시/xsn+하/xsv+는/etm
점에서는	점/ncn+에서/jca+는/jxc
재단비평이라고	재단/ncn+비평/ncn+이/jp+라/ef+고/jcr
할	하/pvg+ㄹ/etm
수	수/nbn
있다.	있/paa+다/ef+./sf
이	이/mmd
재단비평은	재단/ncn+비평/ncn+은/jxc
비평에	비평/ncn+에/jca
과학적인	과학/ncn+적/xsn+이/jp+ㄴ/etm
방법을	방법/ncn+을/jco
적용한	적용/ncpa+하/xsv+ㄴ/etm
것으로	것/nbn+으로/jca
객관적	객관/ncn+적/xsn
비평	비평/ncn
(objective	(/sl+objective/f
criticism	criticism/f
)이라고도	)/sr+이/jp+라/ef+고/jcr+도/jxc
한다.	하/pvg+ㄴ다/ef+./sf
이들	이/npd+들/xsn
비평의	비평/ncn+의/jcm
공통점은	공통/ncn+점/ncn+은/jxc
,	,/sp
첫째	첫째/nno
문학작품은	문학/ncn+작품/ncn+은/jxc
하나의	하나/nnc+의/jcm
우연적인	우연/ncn+적/xsn+이/jp+ㄴ/etm
사실이고	사실/ncn+이고/jcj
역사적	역사/ncn+적/xsn
,	,/sp
심리적	심리/ncn+적/xsn
,	,/sp
사회적인	사회/ncn+적/xsn+이/jp+ㄴ/etm
인간의	인간/ncn+의/jcm
소산이다.	소산/ncn+이/jp+다/ef+./sf
둘째	둘째/nno
이	이/mmd
사실은	사실/ncn+은/jxc
비평에	비평/ncn+에/jca
의해서	의하/pvg+어서/ecs
해석하지	해석/ncpa+하/xsv+지/ecx
않으면	않/px+으면/ecs
안된다.	안되/pvg+ㄴ다/ef+./sf
셋째	셋째/nno
비평가의	비평/ncn+가/xsn+의/jcm
판단은	판단/ncn+은/jxc
객관적인	객관/ncn+적/xsn+이/jp+ㄴ/etm
판단이어야	판단/ncn+이/jp+어야/ecs
하며	하/px+며/ecc
,	,/sp
판단의	판단/ncn+의/jcm
기준은	기준/ncn+은/jxc
해석	해석/ncn
그	그/mmd
속에서	속/ncn+에서/jca
나오지	나오/pvg+지/ecx
않으면	않/px+으면/ecs
안된다는	안되/pvg+ㄴ다/ef+는/etm
것이다.	것/nbn+이/jp+다/ef+./sf
그래서	그래서/maj
그들은	그/npp+들/xsn+은/jxc
비평에	비평/ncn+에/jca
있어서의	있/paa+어서/ecs+의/jcm
기준을	기준/ncn+을/jco
내세워	내/pvg+어/ecs+세우/pvg+어/ecs
그것을	그것/npd+을/jco
비평기준으로	비평/ncn+기준/ncn+으로/jca
한다.	하/pvg+ㄴ다/ef+./sf
떼느는	떼느/nq+는/jxc
이	이/mmd
자연과학적	자연/ncn+과학/ncn+적/xsn
기능에	기능/ncn+에/jca
의해	의하/pvg+어/ecs
비평의	비평/ncn+의/jcm
기준으로	기준/ncn+으로/jca
종족	종족/ncn
(race	(/sl+race/f
),	)/sr+,/sp
환경	환경/ncn
(milieu	(/sl+milieu/f
),	)/sr+,/sp
시대	시대/ncn
(moment	(/sl+moment/f
)를	)/sr+를/jco
세웠다.	세우/pvg+었/ep+다/ef+./sf
떼느가	떼느/nq+가/jcs
말하는	말/ncpa+하/xsv+는/etm
주요기능이란	주요/ncn+기능/ncn+이/jp+란/jxc
심리적	심리/ncn+적/xsn
범주에	범주/ncn+에/jca
있어서의	있/paa+어서/ecs+의/jcm
본질을	본질/ncn+을/jco
말하는	말/ncpa+하/xsv+는/etm
것으로	것/nbn+으로/jca
이것은	이것/npd+은/jxc
정신의	정신/ncn+의/jcm
근원적인	근원/ncn+적/xsn+이/jp+ㄴ/etm
형식이며	형식/ncn+이/jp+며/ecc
인간의	인간/ncn+의/jcm
작품의	작품/ncn+의/jcm
주요기능이란	주요/ncn+기능/ncn+이/jp+란/jxc
심리적	심리/ncn+적/xsn
범주에	범주/ncn+에/jca
있어서의	있/paa+어서/ecs+의/jcm
본질을	본질/ncn+을/jco
말하는	말/ncpa+하/xsv+는/etm
것으로	것/nbn+으로/jca
이것은	이것/npd+은/jxc
정신의	정신/ncn+의/jcm
근원적인	근원/ncn+적/xsn+이/jp+ㄴ/etm
형식이다.	형식/ncn+이/jp+다/ef+./sf
그리고	그리고/maj
인간의	인간/ncn+의/jcm
작품의	작품/ncn+의/jcm
주요기능은	주요/ncn+기능/ncn+은/jxc
모두	모두/mag
여기에서	여기/npd+에서/jca
연역된다는	연역/ncpa+되/xsv+ㄴ다/ef+는/etm
것이다.	것/nbn+이/jp+다/ef+./sf
또한	또한/maj
민족은	민족/ncn+은/jxc
선천적	선천/ncn+적/xsn
유전적으로	유전/ncn+적/xsn+으로/jca
가지고	가지/pvg+고/ecx
있는	있/px+는/etm
심리적	심리/ncn+적/xsn
소질의	소질/ncn+의/jcm
본체를	본체/ncn+를/jco
말하는	말/ncpa+하/xsv+는/etm
점이요	점/ncn+이/jp+요/ef
,	,/sp
환경이란	환경/ncn+이/jp+란/jxc
민족이	민족/ncn+이/jcs
그	그/mmd
바탕에	바탕/ncn+에/jca
있는	있/paa+는/etm
여러	여러/mma
가지	가지/nbu
상황의	상황/ncn+의/jcm
총체	총체/ncn
,	,/sp
시대란	시대/ncn+란/jxc
민족	민족/ncn
정신이	정신/ncn+이/jcs
그	그/mmd
발전	발전/ncn
도상에서	도상/ncn+에서/jca
