<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0451.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0451.txt </filename>
<title>재미있는 물리실험이야기  </title>
<author>L. J. 가리펠시타인 저 ; 장경룡 역</author>
<date>1993  </date>
<publisher>팬더북 </publisher>
<kdc>420  </kdc>
<ddc>530 </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
제	제/xp
들어	들/pvg+어/ecx
있는	있/px+는/etm
쪽의	쪽/nbn+의/jcm
상자	상자/ncn
끝은	끝/ncn+은/jxc
테이블	테이블/ncn
위에	위/ncn+에/jca
버티고	버티/pvg+고/ecx
있습니다	있/px+습니다/ef
.	./sf
이	이/mmd
실험은	실험/ncn+은/jxc
국자나	국자/ncn+나/jcj
접시를	접시/ncn+를/jco
사용한	사용/ncpa+하/xsv+ㄴ/etm
실험	실험/ncn
같은	같/paa+은/etm
진기한	진기/ncps+하/xsm+ㄴ/etm
맛은	맛/ncn+은/jxc
없습니다만	없/paa+습니다/ef+만/jxc
,	,/sp
하나의	하나/nnc+의/jcm
중요한	중요/ncps+하/xsm+ㄴ/etm
성질을	성질/ncn+을/jco
나타내고	나타내/pvg+고/ecx
있습니다	있/px+습니다/ef
.	./sf
이	이/mmd
실험에서는	실험/ncn+에서/jca+는/jxc
성냥갑	성냥/ncn+갑/ncn
전체의	전체/ncn+의/jcm
무게가	무게/ncn+가/jcs
받침점보다	받침/ncn+점/ncn+보다/jca
위에	위/ncn+에/jca
있습니다만	있/paa+습니다/ef+만/jxc
,	,/sp
갑은	갑/ncn+은/jxc
떨어지지	떨어지/pvg+지/ecx
않습니다	않/px+습니다/ef
.	./sf
왜	왜/mag
그럴까요	그렇/pad+ㄹ까요/ef
?	?/sf
여러분은	여러분/npp+은/jxc
이미	이미/mag
짐작을	짐작/ncn+을/jco
하고	하/pvg+고/ecx
있을지도	있/px+ㄹ지/ecs+도/jxc
모르겠군요	모르/pvg+겠/ep+군요/ef
.	./sf
사실은	사실/ncn+은/jxc
성냥갑이	성냥/ncn+갑/ncn+이/jcs
테이블가에서	테이블/ncn+가/ncn+에서/jca
떨어지려고	떨어지/pvg+려고/ecx
하면	하/px+면/ecs
추가	추/ncn+가/jcs
쳐들린다는	쳐들리/pvg+ㄴ다는/etm
것이	것/nbn+이/jcs
중요한	중요/ncps+하/xsm+ㄴ/etm
점입니다	점/ncn+이/jp+ㅂ니다/ef
.	./sf
다시	다시/mag
말하면	말/ncpa+하/xsv+면/ecs
균형	균형/ncn
상태가	상태/ncn+가/jcs
깨지면	깨/pvg+지면/ecs
중심이	중심/ncn+이/jcs
쳐들린다는	쳐들리/pvg+ㄴ다는/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
그래서	그래서/maj
균형	균형/ncn
상태로	상태/ncn+로/jca
되돌아가려고	되돌/pvg+아/ecx+가/px+려고/ecx
하는	하/px+는/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
재미있는	재미/ncn+있/paa+는/etm
것은	것/nbn+은/jxc
테이블	테이블/ncn
,	,/sp
베드	베드/ncn
,	,/sp
버스	버스/ncn
,	,/sp
전차	전차/ncn
등과	등/nbn+과/jct
같은	같/paa+은/etm
수많은	수많/paa+은/etm
사물이	사물/ncn+이/jcs
이	이/mmd
안정된	안정/ncpa+되/xsv+ㄴ/etm
균형	균형/ncn
상태에	상태/ncn+에/jca
있습니다	있/paa+습니다/ef
.	./sf
그리고	그리고/maj
그것들이	그것/npd+들/xsn+이/jcs
넘어지지	넘/pvg+어/ecx+지/px+지/ecx
않는	않/px+는/etm
것은	것/nbn+은/jxc
그와	그/npd+와/jct
같은	같/paa+은/etm
이유에서입니다	이유/ncn+에서/jca+이/jp+ㅂ니다/ef
.	./sf
균형	균형/ncn
상태가	상태/ncn+가/jcs
깨지면	깨/pvg+지면/ecs
중심은	중심/ncn+은/jxc
쳐들린다	쳐들리/pvg+ㄴ다/ef
.	./sf
이것이	이것/npd+이/jcs
여기서	여기/npd+서/jca
알게	알/pvg+게/ecx
된	되/pvg+ㄴ/etm
중요한	중요/ncps+하/xsm+ㄴ/etm
성질입니다	성질/ncn+이/jp+ㅂ니다/ef
.	./sf
3	3/nno
.	./sf
고분고분한	고분고분/ncps+하/xsm+ㄴ/etm
달걀과	달걀/ncn+과/jcj
말을	말/ncn+을/jco
안	안/mag
듣는	듣/pvg+는/etm
달걀	달걀/ncn
달걀에	달걀/ncn+에/jca
성냥골만한	성냥골/ncn+만하/px+ㄴ/etm
구멍	구멍/ncn
2개를	2/nno+개/nbu+를/jco
뚫고	뚫/pvg+고/ecc
속에	속/ncn+에/jca
들어	들/pvg+어/ecx
있는	있/px+는/etm
것을	것/nbn+을/jco
전부	전부/mag
빼냅니다	빼/pvg+어/ecx+내/px+ㅂ니다/ef
.	./sf
그리하여	그리하여/maj
달걀의	달걀/ncn+의/jcm
내부를	내부/ncn+를/jco
물로	물/ncn+로/jca
몇	몇/mma
번	번/nbu
씻어	씻/pvg+어/ecx
냅니다	내/px+ㅂ니다/ef
.	./sf
내무를	내무/ncn+를/jco
잘	잘/mag
말리기	말리/pvg+기/etn
위해서	위하/pvg+어서/ecs
하루	하루/ncn
이틀쯤	이틀/ncn+쯤/xsn
양지쪽에서	양지/ncn+쪽/nbn+에서/jca
말립니다	말리/pvg+ㅂ니다/ef
.	./sf
그런	그렇/pad+ㄴ/etm
다음에	다음/ncn+에/jca
접착제나	접착/ncn+제/xsn+나/jxc
밥풀	밥풀/mag
같은	같/paa+은/etm
것으로	것/nbn+으로/jca
한쪽	한쪽/ncn
구멍을	구멍/ncn+을/jco
막고	막/pvg+고/ecc
겉면을	겉면/ncn+을/jco
깨끗이	깨끗이/mag
닦은	닦/pvg+은/etm
후	후/ncn
흰	희/paa+ㄴ/etm
칠을	칠/pvg+을/jco
해서	하/pvg+어서/ecs
구멍자국을	구멍/ncn+자국/ncn+을/jco
알아	알/pvg+아/ecx
볼	보/px+ㄹ/etm
수	수/nbn
없게	없/paa+게/ecs
해	하/pvg+어/ecx
놓습니다	놓/px+습니다/ef
.	./sf
달걀	달걀/ncn
속에	속/ncn+에/jca
깨끗한	깨끗/ncps+하/xsm+ㄴ/etm
마른	마르/pvg+ㄴ/etm
모래를	모래/ncn+를/jco
4분의	4/nno+분/nbu+의/jcm
1쯤	1/nno+쯤/xsn
넣습니다	넣/pvg+습니다/ef
.	./sf
그리고	그리고/maj
나서	나/px+서/ecs
나머지	나머지/ncn
구멍을	구멍/ncn+을/jco
막고	막/pvg+고/ecc
마찬가지로	마찬가지/ncn+로/jca
흰	희/paa+ㄴ/etm
칠을	칠/ncn+을/jco
하여	하/pvg+어/ecx
둡니다	두/px+ㅂ니다/ef
.	./sf
이렇게	이렇/pad+게/ecx
해서	하/px+어서/ecs
고분고분한	고분고분/ncps+하/xsm+ㄴ/etm
달걀이	달걀/ncn+이/jcs
완성되었습니다	완성/ncpa+되/xsv+었/ep+습니다/ef
!	!/sf
여러분은	여러분/npp+은/jxc
여러분이	여러분/npp+이/jcs
마음먹은	마음/ncn+먹/pvg+은/etm
그대로의	그대로/mag+의/jcm
자세로	자세/ncn+로/jca
이	이/mmd
달걀을	달걀/ncn+을/jco
세울	세우/pvg+ㄹ/etm
수	수/nbn
있게	있/paa+게/ecx
된	되/pvg+ㄴ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
그렇게	그렇/pad+게/ecx
하기	하/px+기/etn
위해서는	위하/pvg+어서/ecs+는/etm
달걀을	달걀/ncn+을/jco
자기가	자기/npp+가/jcs
원하는	원하/pvg+는/etm
자세로	자세/ncn+로/jca
가볍게	가볍/paa+게/ecs
흔들어	흔들/pvg+어/ecx
주기만	주/px+기/etn+만/jxc
하면	하/pvg+면/ecs
되는	되/pvg+는/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
그렇게	그렇/pad+게/ecx
하면	하/px+면/ecs
속에	속/ncn+에/jca
들어	들/pvg+어/ecx
있는	있/px+는/etm
모래가	모래/ncn+가/jcs
이동하여	이동/ncpa+하/xsv+어/ecs
달걀은	달걀/ncn+은/jxc
안정된	안정/ncpa+되/xsv+ㄴ/etm
균형잡힌	균형/ncn+잡히/pvg+ㄴ/etm
상태가	상태/ncn+가/jcs
됩니다	되/pvg+ㅂ니다/ef
.	./sf
다음에는	다음/ncn+에/jca+는/jxc
말을	말/ncn+을/jco
안	안/mag
듣는	듣/pvg+는/etm
달걀을	달걀/ncn+을/jco
만들기로	만들/pvg+기/etn+로/jca
합시다	하/pvg+ㅂ시다/ef
.	./sf
그러기	그러기/mad
위해서는	위하/pvg+어서/ecs+는/etm
모래와	모래/ncn+와/jcj
똑같은	똑같/paa+은/etm
정도의	정도/ncn+의/jcm
가는	가늘/paa+ㄴ/etm
금속	금속/ncn
부스러기가	부스러기/ncn+가/jcs
좋습니다	좋/paa+습니다/ef
.	./sf
그	그/mmd
부스러기를	부스러기/ncn+를/jco
모래를	모래/ncn+를/jco
넣어	넣/pvg+어/ecx
만든	만들/px+ㄴ/etm
고분고분한	고분고분/ncps+하/xsm+ㄴ/etm
달걀	달걀/ncn
정도의	정도/ncn+의/jcm
무게가	무게/ncn+가/jcs
될	되/pvg+ㄹ/etm
때까지	때/ncn+까지/jxc
달걀	달걀/ncn
속에	속/ncn+에/jca
밀어	밀/pvg+어/ecs
넣습니다	넣/pvg+습니다/ef
.	./sf
그리고	그리고/maj
양초를	양초/ncn+를/jco
가늘게	가늘/paa+게/ecs
쪼개어	쪼개/pvg+어/ecs
마찬가지로	마찬가지/ncn+로/jca
달걀	달걀/ncn
속에	속/ncn+에/jca
넣고	넣/pvg+고/ecc
바깥에서	바깥/ncn+에서/jca
따뜻하게	따뜻하/paa+게/ecx
하여	하/px+어/ecs
그	그/mmd
초를	초/ncn+를/jco
녹입니다	녹이/pvg+ㅂ니다/ef
.	./sf
달걀을	달걀/ncn+을/jco
식혀	식히/pvg+어/ecs
초를	초/ncn+를/jcs
굳히면	굳히/pvg+면/ecs
그	그/mmd
초가	초가/ncn
쇠부스러기	쇠부스러기/ncn
사이나	사이/ncn+나/jcj
달걀	달걀/ncn
껍데기에	껍데기/ncn+에/jca
들러붙어	들러붙/pvg+어/ecs
접착제	접착/ncn+제/xsn
구실을	구실/ncn+을/jco
합니다	하/px+ㅂ니다/ef
.	./sf
마지막으로	마지막/ncn+으로/jca
달걀에	달걀/ncn+에/jca
뚫려	뚫리/pvg+어/ecx
있는	있/px+는/etm
구멍을	구멍/ncn+을/jco
막아	막/pvg+아/ecx
버리면	버리/px+면/ecs
완성됩니다	완성/ncpa+되/xsv+ㅂ니다/ef
.	./sf
말을	말/ncn+을/jco
안	안/mag
듣는	듣/pvg+는/etm
달걀은	달걀/ncn+은/jxc
뉘어	뉘/pvg+어/ecx
놓으려고	놓/px+으려고/ecs
해도	하/pvg+어/ecs+도/jxc
금새	금새/ncn
일어나고	일/pvg+어/ecx+나/px+고/ecx
맙니다	말/px+ㅂ니다/ef
.	./sf
하지만	하지만/maj
그	그/mmd
자세대로라면	자세/ncn+대로/ncn+라면/jca
테이블	테이블/ncn
위는	위/ncn+는/jxc
물론이요	물론/ncn+이/jp+요/ef
,	,/sp
병의	병/ncn+의/jcm
주둥이	주둥이/ncn
언저리나	언저리/ncn+나/jcj
나이프	나이프/ncn
자루	자루/ncn
위에도	위/ncn+에/jca+도/jxc
얹어	얹/pvg+어/ecx
놓을	놓/px+을/etm
수	수/nbn
있습니다	있/paa+습니다/ef
.	./sf
그렇지만	그렇지만/maj
이와	이/npd+와/jct
같은	같/paa+은/etm
장난감을	장난/ncn+감/xsn+을/jco
여러분은	여러분/npp+은/jxc
이미	이미/mag
알고	알/pvg+고/ecx
있겠지요	있/px+겠/ep+지요/ef
.	./sf
사실은	사실/ncn+은/jxc
이것은	이것/npd+은/jxc
오뚝이	오뚝이/ncn
입니다	이/pvg+ㅂ니다/ef
.	./sf
오뚝이를	오뚝이/ncn+를/jco
한자어로는	한자/nq+어/xsn+로/jca+는/jxc
부도옹	부도옹/ncn
(	(/sl
不倒翁	不倒翁/ncn
)	)/sr
이라고도	이/jp+라고/jcr+도/jxc
합니다	하/px+ㅂ니다/ef
.	./sf
이	이/npd
같은	같/paa+은/etm
방법으로	방법/ncn+으로/jca
만들면	만들/pvg+면/ecs
비슷비슷한	비슷비슷/ncps+하/xsm+ㄴ/etm
장난감을	장난/ncn+감/xsn+을/jco
많이	많/paa+이/xsa
만들	만들/pvg+ㄹ/etm
수	수/nbn
있을	있/paa+을/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
달걀의	달걀/ncn+의/jcm
동글동글한	동글동글/ncps+하/xsm+ㄴ/etm
쪽의	쪽/nbn+의/jcm
아래쪽에	아래/ncn+쪽/nbn+에/jca
추를	추/ncn+를/jco
붙이고	붙이/pvg+고/ecc
,	,/sp
껍데기에는	껍데기/ncn+에/jca+는/jxc
그림을	그림/ncn+을/jco
그려	그리/pvg+어/ecs
넣어	넣/pvg+어/ecs
색을	색/ncn+을/jco
칠해	칠하/pvg+어/ecx
봅시다	보/px+ㅂ시다/ef
.	./sf
종이를	종이/ncn+를/jco
오려내어	오/pvg+려/ecx+내/px+어/ecs
손을	손/ncn+을/jco
만든다든지	만들/pvg+ㄴ다/ef+든지/jxc
옷이나	옷/ncn+이나/jcj
모자를	모자/ncn+를/jco
만드는	만들/pvg+는/etm
것도	것/nbn+도/jxc
좋겠지요	좋/paa+겠/ep+지요/ef
.	./sf
그리하여	그리하여/maj
여러분의	여러분/npp+의/jcm
책상	책상/ncn
위에	위/ncn+에/jca
장식해	장식/ncpa+하/xsv+어/ecx
보십시오	보/px+십시오/ef
!	!/sf
4	4/nno
.	./sf
비탈길을	비탈/ncn+길/ncn+을/jco
오르는	오르/pvg+는/etm
얼굴	얼굴/ncn
우리는	우리/npp+는/jxc
실생활	실생활/ncn
속에서	속/ncn+에서/jca
어떤	어떤/mmd
물건의	물건/ncn+의/jcm
중심	중심/ncn
(	(/sl
重心)이든지	重心/f+)/sr+이/jp+든지/ecc
찾아	찾/pvg+아/ecx
낼	내/px+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
능력을	능력/ncn+을/jco
자신도	자신/ncn+도/jxc
모르는	모르/pvg+는/etm
사이에	사이/ncn+에/jca
갖추어	갖추/pvg+어/ecx
가고	가/px+고/ecx
있습니다	있/px+습니다/ef
.	./sf
우리는	우리/npp+는/jxc
그	그/mmd
물건을	물건/ncn+을/jco
넘어지지	넘/pvg+어/ecx+지/px+지/ecx
않도록	않/px+도록/ecx
놓거나	놓/px+거나/ecc
세우거나	세우/pvg+거나/ecc
하려면	하/pvg+려면/ecs
어떻게	어떻/pad+게/ecx
해야	하/px+어야/ecx
하는지를	하/px+는지/ecs+를/jxc
눈깜짝할	눈깜짝/ncpa+하/xsv+ㄹ/etm
사이에	사이/ncn+에/jca
머릿속으로	머릿속/ncn+으로/jca
생각해	생각/ncpa+하/xsv+어/ecx
버립니다	버리/px+ㅂ니다/ef
.	./sf
그렇지만	그렇지만/maj
오뚝이는	오뚝이/ncn+는/jxc
우리들의	우리/npp+들/xsn+의/jcm
직감을	직감/ncn+을/jco
틀려버리게	틀리/pvg+어/ecx+버리/px+게/ecx
하는	하/px+는/etm
요술을	요술/ncn+을/jco
보여	보이/pvg+어/ecx
줍니다	주/px+ㅂ니다/ef
.	./sf
그	그/mmd
중심은	중심/ncn+은/jxc
우리가	우리/npp+가/jcs
생각하고	생각/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
곳에는	곳/ncn+에/jca+는/jxc
없습니다	없/paa+습니다/ef
.	./sf
그러니까	그러니까/maj
오뚝이는	오뚝이/ncn+는/jxc
부자연스럽게	부/xp+자연/ncps+스럽/xsm+게/ecs
보이는	보이/pvg+는/etm
자세를	자세/ncn+를/jco
계속	계속/mag
취할	취하/pvg+ㄹ/etm
수	수/nbn
있습니다	있/paa+습니다/ef
.	./sf
그러면	그러면/maj
,	,/sp
또다시	또다시/mag
실험	실험/ncn
한	한/nnc
가지를	가지/nbu+를/jco
해	하/pvg+어/ecx
봅시다	보/px+ㅂ시다/ef
.	./sf
언뜻	언뜻/mag
보면	보/pvg+면/ecs
균형의	균형/ncn+의/jcm
법칙에	법칙/ncn+에/jca
어긋난	어긋나/pvg+ㄴ/etm
실험처럼	실험/ncn+처럼/jca
보일지도	보이/pvg+ㄹ지도/ecs
모릅니다	모르/pvg+ㅂ니다/ef
.	./sf
우선	우선/mag
빳빳한	빳빳/ncps+하/xsm+ㄴ/etm
종이나	종이/ncn+나/jcj
판지로	판지/ncn+로/jca
바퀴를	바퀴/ncn+를/jco
만들어	만들/pvg+어/ecs
풀로	풀/ncn+로/jca
맞붙입니다	맞붙이/pvg+ㅂ니다/ef
.	./sf
그리고	그리고/maj
그	그/mmd
바퀴의	바퀴/ncn+의/jcm
안쪽에	안/ncn+쪽/nbn+에/jca
한	한/nnc
군데에만	군데/nbn+에/jca+만/jxc
추를	추/ncn+를/jco
붙여	붙이/pvg+어/ecx
둡니다	두/px+ㅂ니다/ef
.	./sf
그	그/mmd
바퀴보다도	바퀴/ncn+보다/jca+도/jxc
작고	작/paa+고/ecc
무거운	무겁/paa+ㄴ/etm
것이면	것/nbn+이/jp+면/ecs
무엇이든지	무엇/npd+이/jp+든지/ecc
추	추/ncn
노릇을	노릇/ncn+을/jco
할	하/pvg+ㄹ/etm
수	수/nbn
있습니다	있/paa+습니다/ef
.	./sf
예를	예/ncn+를/jco
들면	들/pvg+면/ecs
나뭇조각이나	나뭇/ncn+조각/ncn+이나/jcj
돌멩이가	돌멩이/ncn+가/jcs
있으면	있/paa+으면/ecs
그것으로	그것/npd+으로/jca
충분합니다	충분/ncps+하/xsm+ㅂ니다/ef
.	./sf
추를	추/ncn+를/jco
붙인	붙이/pvg+ㄴ/etm
다음에는	다음/ncn+에/jca+는/jxc
그것이	그것/npd+이/jcs
보이지	보이/pvg+지/ecx
않도록	않/px+도록/ecs
양쪽에	양쪽/ncn+에/jca
종이를	종이/ncn+를/jco
대어	대/pvg+어/ecs
뚜껑을	뚜껑/ncn+을/jco
만들어	만들/pvg+어/ecx
놓습니다	놓/px+습니다/ef
.	./sf
그	그/mmd
종이	종이/ncn
위에	위/ncn+에/jca
이를테면	이를테면/mag
얼굴	얼굴/ncn
등과	등/nbn+과/jct
같은	같/paa+은/etm
그림을	그림/ncn+을/jco
그려	그리/pvg+어/ecx
보십시오	보/px+십시오/ef
.	./sf
만일	만일/mag
추가	추/ncn+가/jcs
붙어	붙/pvg+어/ecx
있는	있/px+는/etm
쪽에	쪽/nbn+에/jca
턱을	턱/ncn+을/jco
그려	그리/pvg+어/ecx
놓으면	놓/px+으면/ecs
얼굴은	얼굴/ncn+은/jxc
거꾸로	거꾸로/mag
서서	서/pvg+서/ecs
멈춰서는	멈추/pvg+어서/ecs+는/etm
일은	일/ncn+은/jxc
없습니다	없/paa+습니다/ef
.	./sf
다	다/mag
그려진	그리/pvg+어/ecx+지/px+ㄴ/etm
얼굴은	얼굴/ncn+은/jxc
비탈길을	비탈/ncn+길/ncn+을/jco
올라갈	오르/pvg+아/ecs+가/pvg+ㄹ/etm
수도	수/nbn+도/jxc
있는	있/paa+는/etm
바퀴로	바퀴/ncn+로/jca
갑자기	갑자기/mag
변해	변하/pvg+어/ecx
버립니다	버리/px+ㅂ니다/ef
.	./sf
그림을	그림/ncn+을/jco
보십시오	보/pvg+십시오/ef
.	./sf
자의	자/ncn+의/jcm
한쪽	한쪽/ncn
끝을	끝/ncn+을/jco
책	책/ncn
위에	위/ncn+에/jca
올려놓아	올리/pvg+어/ecx+놓/px+아/ecs
비탈길을	비탈/ncn+길/xsn+을/jco
만들어	만들/pvg+어/ecx
놓습니다	놓/px+습니다/ef
.	./sf
보통의	보통/ncn+의/jcm
바퀴	바퀴/ncn
같으면	같/paa+으면/ecs
,	,/sp
비탈길을	비탈/ncn+길/xsn+을/jco
아래쪽으로	아래/ncn+쪽/nbn+으로/jca
굴러갈	구르/pvg+어/ecx+가/px+ㄹ/etm
것입니다만	것/nbn+이/jp+ㅂ니다/ef+만/jxc
,	,/sp
이	이/mmd
얼굴은	얼굴/ncn+은/jxc
반대의	반대/ncn+의/jcm
행동을	행동/ncn+을/jco
하려고	하/pvg+려고/ecx
합니다	하/px+ㅂ니다/ef
.	./sf
얼굴이	얼굴/ncn+이/jcs
그려진	그리/pvg+어/ecx+지/px+ㄴ/etm
바퀴를	바퀴/ncn+를/jco
자의	자/ncn+의/jcm
오른쪽	오른쪽/ncn
끝의	끝/ncn+의/jcm
낮은	낮/paa+은/etm
곳에	곳/ncn+에/jca
놓고	놓/pvg+고/ecc
,	,/sp
추를	추/ncn+를/jco
붙인	붙이/pvg+ㄴ/etm
턱	턱/ncn
부분을	부분/ncn+을/jco
바로	바로/mag
위에서	위/ncn+에서/jca
왼쪽으로	왼쪽/ncn+으로/jca
약간	약간/mag
밀었다가	밀/pvg+었/ep+다/ef+가/ecs
손을	손/ncn+을/jco
뗍니다	떼/pvg+ㅂ니다/ef
.	./sf
그러면	그러면/maj
얼굴은	얼굴/ncn+은/jxc
비탈길을	비탈/ncn+길/ncn+을/jco
위쪽으로	위/ncn+쪽/nbn+으로/jca
올라가려고	오르/pvg+아/ecx+가/px+려고/ecx
하지	하/px+지/ecx
않겠습니까	않/px+겠/ep+습니까/ef
!	!/sf
물론	물론/mag
턱이	턱/ncn+이/jcs
자에	자/ncn+에/jca
닿는	닿/pvg+는/etm
위치까지	위치/ncn+까지/jxc
굴러가면	구르/pvg+어/ecx+가/px+면/ecs
얼굴은	얼굴/ncn+은/jxc
정지하려고	정지/ncpa+하/xsv+려고/ecx
합니다	하/px+ㅂ니다/ef
.	./sf
사실은	사실/ncn+은/jxc
이때	이때/npd
중심이	중심/ncn+이/jcs
가장	가장/mag
낮은	낮/paa+은/etm
위치에	위치/ncn+에/jca
와	오/pvg+아/ecx
있기	있/px+기/etn
때문입니다	때문/nbn+이/jp+ㅂ니다/ef
.	./sf
5	5/nno
.	./sf
외바퀴	외바퀴/ncn
차에	차/ncn+에/jca
올라타는	오르/pvg+아/ecs+타/pvg+는/etm
피에로	피에로/ncn
만일	만일/mag
빈	비/paa+ㄴ/etm
깡통이나	깡통/ncn+이나/jcj
플라스틱	플라스틱/ncn
뚜껑	뚜껑/ncn
(	(/sl
인스턴트	인스턴트/ncn
커피	커피/ncn
병	병/ncn
등의	등/nbn+의/jcm
뚜껑	뚜껑/ncn
)	)/sr
이	이/jcs
있으면	있/paa+으면/ecs
균형의	균형/ncn+의/jcm
법칙을	법칙/ncn+을/jco
이용한	이용/ncpa+하/xsv+ㄴ/etm
재미있는	재미/ncps+있/xsm+는/etm
장난감을	장난/ncn+감/xsn+을/jco
만들	만들/pvg+ㄹ/etm
수	수/nbn
있습니다	있/paa+습니다/ef
.	./sf
그	그/mmd
장난감의	장난/ncn+감/xsn+의/jcm
얼개는	얼개/ncn+는/jxc
그림에	그림/ncn+에/jca
나타난	나타나/pvg+ㄴ/etm
바와	바/nbn+와/jct
같습니다	같/paa+습니다/ef
.	./sf
그러면	그러면/maj
빈	비/paa+ㄴ/etm
깡통을	깡통/ncn+을/jco
이용하여	이용/ncpa+하/xsv+어/ecs
그림과	그림/ncn+과/jct
같은	같/paa+은/etm
장난감을	장난/ncn+감/xsn+을/jco
만들기로	만들/pvg+기/etn+로/jca
합시다	하/pvg+ㅂ시다/ef
.	./sf
깡통	깡통/ncn
밑바닥과	밑바닥/ncn+과/jcj
뚜껑이	뚜껑/ncn+이/jcs
될	되/pvg+ㄹ/etm
부분의	부분/ncn+의/jcm
한	한/nnc
가운데에	가운데/ncn+에/jca
굵은	굵/paa+은/etm
철사가	철사/ncn+가/jcs
지나갈	지나/pvg+아/ecx+가/px+ㄹ/etm
만한	만하/px+ㄴ/etm
구멍을	구멍/ncn+을/jco
뚫습니다	뚫/pvg+습니다/ef
.	./sf
그런	그렇/pad+ㄴ/etm
다음	다음/ncn
,	,/sp
굵은	굵/paa+은/etm
철사로	철사/ncn+로/jca
굴대를	굴대/ncn+를/jco
만듭니다만	만들/pvg+ㅂ니다/ef+만/jxc
,	,/sp
그	그/mmd
철사의	철사/ncn+의/jcm
한가운데를	한/xp+가운데/ncn+를/jco
그림에서처럼	그림/ncn+에서/jca+처럼/jca
꼬부려서	꼬부리/pvg+어서/ecs
납처럼	납/ncn+처럼/jca
무거운	무겁/paa+ㄴ/etm
추를	추/ncn+를/jco
매답니다	매/pvg+답니다/ef
.	./sf
깡통	깡통/ncn
밑바닥과	밑바닥/ncn+과/jcj
뚜껑에	뚜껑/ncn+에/jca
뚫어	뚫/pvg+어/ecx
놓은	놓/px+은/etm
구멍이	구멍/ncn+이/jcs
이	이/mmd
철사로	철사/ncn+로/jca
만든	만들/pvg+ㄴ/etm
굴대를	굴대/ncn+를/jco
질러	지르/pvg+어/ecx
놓아	놓/px+아/ecs
,	,/sp
뚜껑이	뚜껑/ncn+이/jcs
떨어지지	떨/pvg+어/ecx+지/px+지/ecx
않도록	않/px+도록/ecs
닫습니다	닫/pvg+습니다/ef
.	./sf
다음에는	다음/ncn+에/jca+는/jxc
피에로의	피에로/ncn+의/jcm
그림을	그림/ncn+을/jco
종이에	종이/ncn+에/jca
그려	그리/pvg+어/ecs
판지에	판지/ncn+에/jca
붙인	붙이/pvg+ㄴ/etm
후에	후/ncn+에/jca
그걸	그것/npd+ㄹ/etm
오려	오/pvg+려/ecx
냅니다	내/px+ㅂ니다/ef
.	./sf
마지막으로	마지막/ncn+으로/jca
깡통의	깡통/ncn+의/jcm
양쪽으로	양쪽/ncn+으로/jca
나와	나오/pvg+아/ecx
있는	있/px+는/etm
철사로	철사/ncn+로/jca
된	되/pvg+ㄴ/etm
굴대	굴대/ncn
위에	위/ncn+에/jca
피에로의	피에로/ncn+의/jcm
발을	발/ncn+을/jco
딱	딱/mag
고정시키면	고정/ncpa+시키/xsv+면/ecs
되는	되/pvg+는/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
그러면	그러면/maj
이젠	이제/ncn+ㄴ/etm
깡통을	깡통/ncn+을/jco
밀어서	밀/pvg+어서/ecs
굴려	굴/pvg+려/ecx
봅시다	보/px+ㅂ시다/ef
.	./sf
피에로는	피에로/ncn+는/jxc
외바퀴	외바퀴/ncn
차를	차/ncn+를/jco
타고서	타/pvg+고/ecx+서/jxc
유쾌하게	유쾌/ncps+하/xsm+게/ecs
고개를	고개/ncn+를/jco
꾸벅거리면서	꾸벅거리/pvg+면서/ecs
빙빙	빙빙/mag
돌아	돌/pvg+아/ecx
가겠지요	가/px+겠/ep+지요/ef
.	./sf
제	제/xp
3	3/nno
장	장/nbu
하마와	하마/ncn+와/jct
작은	작/paa+은/etm
새	새/ncn
1	1/nno
.	./sf
작은	작/paa+은/etm
새가	새/ncn+가/jcs
하마를	하마/ncn+를/jco
들어올렸다	들/pvg+어/ecs+올리/pvg+었/ep+다/ef
!	!/sf
갑자기	갑자기/mag
여러분은	여러분/npp+은/jxc
무거운	무겁/paa+ㄴ/etm
양복장을	양복/ncn+장/xsn+을/jco
들어	들/pvg+어/ecs
올리라는	올리/pvg+라/jca+는/etm
말을	말/ncn+을/jco
들었다고	들/pvg+었/ep+다/ef+고/ecx
합시다	하/px+ㅂ시다/ef
.	./sf
그렇게	그렇/pad+게/ecx
기운이	기운/ncn+이/jcs
센	세/paa+ㄴ/etm
장사는	장사/ncn+는/jxc
