<tdmsfile>
<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0009.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0009.txt </filename>
<title>임상의학의 탄생  </title>
<author>미셸 푸꼬 저 ; 홍성민 역  </author>
<date>1993  </date>
<publisher>인간사랑  </publisher>
<kdc>166.8  </kdc>
<ddc>194  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
제목	제목/ncn
설명할	설명/ncpa+하/xsv+ㄹ/etm
수	수/nbn
없기	없/paa+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
그러기에	그러하/pad+기/etn+에/jca
인과	인과/ncn
관계가	관계/ncn+가/jcs
필요한	필요/ncps+하/xsm+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
인과관계는	인과/ncn+관계/ncn+는/jxc
잠시나마	잠시/ncn+나마/jxc
펴	피/pvg+어/ecs
안에	안/ncn+에/jca
갇혀	갇히/pvg+어/ecx
있는	있/px+는/etm
분류하기의	분류/ncpa+하/xsv+기/etn+의/jcm
고정된	고정/ncpa+되/xsv+ㄴ/etm
지식을	지식/ncn+을/jco
필요로	필요/ncn+로/jca
하지	하/pvg+지/ecx
않는다	않/px+는다/ef
.	./sf
그리하여	그리하여/maj
때로는	때/ncn+로/jca+는/jxc
미치광이의	미치광이/ncn+의/jcm
발작이	발작/ncn+이/jcs
가장	가장/mag
중요한	중요/ncps+하/xsm+ㄴ/etm
증상이	증상/ncn+이/jcc
되는가	되/pvg+는가/ef
하면	하/pvg+면/ecs
,	,/sp
신체적	신체/ncn+적/xsn
마비가	마비/ncn+가/jco
더욱	더욱/mag
중요해질	중요/ncps+하/xsm+어/ecx+지/px+ㄹ/etm
때도	때/ncn+도/jxc
있다	있/paa+다/ef
.	./sf
신체적	신체/ncn+적/xsn
마비는	마비/ncn+는/jxc
우리가	우리/npd+가/jcs
생각하는	생각/ncpa+하/xsv+는/etm
것보다	것/nbn+보다/jca
훨씬	훨씬/mag
중요한	중요/ncps+하/xsm+ㄴ/etm
광기의	광기/ncn+의/jcm
증상이며	증상/ncn+이/jp+며/ecc
,	,/sp
역으로	역/ncn+으로/jca
그것은	그것/npd+은/jxc
광기의	광기/ncn+의/jcm
가장	가장/mag
중요한	중요/ncps+하/xsm+ㄴ/etm
결과이기도	결과/ncn+이/jp+기/etn+도/jxc
하다	하/px+다/ef
.	./sf
어떠한	어떠하/pad+ㄴ/etm
해석도	해석/ncn+도/jxc
확고함이	확고/ncps+하/xsm+ㅁ/etn+이/jcs
본질을	본질/ncn+을/jco
벗어나려	벗어나/pvg+려/ecs
하는	하/px+는/etm
질병의	질병/ncn+의/jcm
모습을	모습/ncn+을/jco
만들어	만들/px+어/ecx
낼	내/px+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
것도	것/nbn+도/jcc
아니다	아니/paa+다/ef
.	./sf
그저	그저/mag
질병과	질병/ncn+과/jcj
질병	질병/ncn
사이에	사이/ncn+에/jca
널려	널리/pvg+어/ecx
있는	있/px+는/etm
인과	인과/ncn
관계가	관계/ncn+가/jcs
있을	있/paa+을/etm
뿐이고	뿐/nbn+이/jp+고/ecc
,	,/sp
그것은	그것/npd+은/jxc
증상과는	증상/ncn+과/jct+는/jxc
반대되는	반대/ncpa+되/xsv+는/etm
역할을	역할/ncn+을/jco
한다	하/pvg+ㄴ다/ef
.	./sf
증상이	증상/ncn+이/jcs
인간의	인간/ncn+의/jcm
몸을	몸/ncn+을/jco
이리저리	이리저리/mag
헤집고	헤집/pvg+고/ecs
돌아다니면서	돌/pvg+아/ecs+다니/pvg+면서/ecs
가장	가장/mag
원초적인	원초/ncn+적/xsn+이/jp+ㄴ/etm
형태로서	형태/ncn+로서/jca
질병의	질병/ncn+의/jcm
모습을	모습/ncn+을/jco
찾으려	찾/pvg+으려/ecs
한다면	하/px+ㄴ다/ef+면/ecs
,	,/sp
인과관계는	인과/ncn+관계/ncn+는/jxc
우연하게	우연/ncps+하/xsm+게/ecs
드러나	드러나/pvg+아/ecs
복잡하게	복잡/ncps+하/xsm+게/ecs
얽혀	얽히/pvg+어/ecx
있는	있/px+는/etm
그대로의	그대로/mag+의/jcm
모습만을	모습/ncn+만/jxc+을/jco
찾으려	찾/pvg+으려/ecs
하는	하/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이와	이/npd+와/jct
같은	같/paa+은/etm
병리학에서	병리/ncn+학/xsn+에서/jca
시간이란	시간/ncn+이/jp+란/jxc
그리	그리/mag
중요하지	중요/ncps+하/xsm+지/ecx
않다	않/px+다/ef
.	./sf
물론	물론/mag
시간의	시간/ncn+의/jcm
흐름에	흐르/pvg+ㅁ/etn+에/jca
따라	따르/pvg+아/ecs
질병의	질병/ncn+의/jcm
모습이	모습/ncn+이/jcs
조금씩	조금/ncn+씩/xsn
변화해	변화/ncpa+하/xsv+어/ecx
가는	가/px+는/etm
것을	것/nbn+을/jco
인정하지	인정/ncpa+하/xsv+지/ecx
않을수	않/px+을/etm+수/nbn
없다	없/paa+다/ef
.	./sf
히포크라테스	히포크라테스/nq
이래로	이래/ncn+로/jca
의사들은	의사/ncn+들/xsn+은/jxc
시간의	시간/ncn+의/jcm
흐름을	흐르/pvg+ㅁ/etn+을/jco
예의	예의/ncn
주시해	주시/ncpa+하/xsv+어/ecx
왔고	오/px+았/ep+고/ecc
,	,/sp
동맥의	동맥/ncn+의/jcm
박동수가	박동/ncn+수/ncn+가/jcs
바뀌는	바뀌/pvg+는/etm
것이	것/nbn+이/jcs
어떤	어떤/mmd
의미를	의미/ncn+를/jco
갖는지	갖/pvg+는지/ecs
찾으려	찾/pvg+으려/ecs
했다	하/px+었/ep+다/ef
.	./sf
30	30/nno
번째	번째/nbu
박동	박동/ncn
때마다	때/ncn+마다/jxc
갑작스럽게	갑작/ncps+스럽/xsm+게/ecs
맥박이	맥박/ncn+이/jcs
빨라진다면	빠르/paa+아/ecx+지/px+ㄴ다/ef+면/ecs
4	4/nnc
일	일/nbu
후에는	후/ncn+에/jca+는/jxc
뇌출혈이	뇌출혈/ncn+이/jcs
생기는	생기/pvg+는/etm
것이	것/nbn+이/jcs
보통이며	보통/ncn+이/jp+며/ecc
,	,/sp
16	16/nno
번째	번째/nbu
맥박이	맥박/ncn+이/jcs
이	이/mmd
때	때/ncn
박동이	박동/ncn+이/jcs
갑자기	갑자기/mag
세진다면	세/paa+어/ecx+지/px+ㄴ다/ef+면/ecs
3	3/nnc
일	일/nbu
후에는	후/ncn+에/jca+는/jxc
뇌출혈이	뇌출혈/ncn+이/jcs
생긴다	생기/pvg+ㄴ다/ef
.	./sf
따라서	따라서/maj
네	네/nno
번째나	번째/nbu+나/jcj
세	세/nno
번째	번째/nbu
혹은	혹은/maj
두	두/nno
번째	번째/nbu
백박이	백박/ncn+이/jcs
있을	있/paa+을/etm
때	때/ncn
,	,/sp
혹은	혹은/maj
그런	그런/mmd
식으로	식/ncn+으로/jca
맥박이	맥박/ncn+이/jcs
계속될	계속/ncpa+되/xsv+ㄹ/etm
때는	때/ncn+는/etm
24	24/nnc
시간	시간/nbu
안에	안/ncn+에/jca
뇌출혈이	뇌출혈/ncn+이/jcs
있을	있/paa+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
폐결핵이	폐결핵/ncn+이/jcs
한동안	한동안/ncn
지속되면	지속/ncpa+되/xsv+면/ecs
카타르성	카타르성/ncn
염증이	염증/ncn+이/jcc
되듯이	되/pvg+듯이/ecs
,	,/sp
시간의	시간/ncn+의/jcm
흐름이	흐르/pvg+ㅁ/etn+이/jcs
질병의	질병/ncn+의/jcm
구조를	구조/ncn+를/jco
결정하는	결정/ncpa+하/xsv+는/etm
중요한	중요/ncps+하/xsm+ㄴ/etm
요인이	요인/ncn+이/jcc
되기도	되/pvg+기/etn+도/jxc
한다	하/px+ㄴ다/ef
.	./sf
그러나	그러나/maj
시간이	시간/ncn+이/jcs
흐른다고	흐르/pvg+ㄴ다고/ecs
질병에	질병/ncn+에/jca
새로운	새롭/paa+ㄴ/etm
모습이	모습/ncn+이/jcs
생기는	생기/paa+는/etm
것은	것/nbn+은/jxc
아니다	아니/paa+다/ef
.	./sf
시간이란	시간/ncn+이/jp+란/jxc
병리학에서	병리/ncn+학/xsn+에서/jca
고정된	고정/ncpa+되/xsv+ㄴ/etm
요인일	요인/ncn+이/jp+ㄹ/etm
뿐	뿐/nbn
,	,/sp
유기체에	유기/ncn+체/xsn+에/jca
새로운	새롭/paa+ㄴ/etm
요인을	요인/ncn+을/jco
도입하는	도입/ncpa+하/xsv+는/etm
변수는	변수/ncn+는/jxc
아니라는	아니/paa+라/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
다시말해	다시/mag+말/ncpa+하/xsv+어/ecs
시간의	시간/ncn+의/jcm
변화가	변화/ncn+가/jcs
질병의	질병/ncn+의/jcm
본질을	본질/ncn+을/jco
변화시키지는	변화/ncpa+시키/xsv+지/ecx+는/jxc
못한다	못하/px+ㄴ다/ef
.	./sf
그러므로	그러므로/maj
병에	병/ncn+에/jca
걸린	걸리/pvg+ㄴ/etm
육체와	육체/ncn+와/jcj
질병의	질병/ncn+의/jcm
본질이	본질/ncn+이/jcs
어떠한	어떠하/pad+ㄴ/etm
관계를	관계/ncn+를/jco
갖는지	갖/pvg+는지/ecs
파악할	파악/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
중요한	중요/ncps+하/xsm+ㄴ/etm
요인은	요인/ncn+은/jxc
병이	병/ncn+이/jcs
생기는	생기/pvg+는/etm
장소나	장소/ncn+나/jcj
시간이	시간/ncn+이/jcc
아니라	아니/paa+라/ecs
질병의	질병/ncn+의/jcm
성격이다	성격/ncn+이/jp+다/ef
.	./sf
1964	1964/nno
년	년/nbu
프러시아에서	프러시아/nq+에서/jca
있었던	있/paa+었/ep+던/etm
왕립의학회의	왕립의학회/nq+의/jcm
한	한/nnc
발표에서	발표/ncn+에서/jcj
멕켈은	멕켈/nq+은/jxc
여러가지	여러/mma+가지/nbu
질병에서	질병/ncn+에서/jca
뇌구조가	뇌/ncn+구조/ncn+가/jcs
어떻게	어떻/pad+게/ecs
관찰되는지	관찰/ncpa+되/xsv+는지/ecs
설명한	설명/ncpa+하/xsv+ㄴ/etm
일이	일/ncn+이/jcs
있다	있/paa+다/ef
.	./sf
그는	그/npp+는/jxc
뇌를	뇌/ncn+를/jco
해부하면서	해부/ncpa+하/xsv+면서/ecs
뇌의	뇌/ncn+의/jcm
각	각/mma
부위에서	부위/ncn+에서/jca
주름이	주름/ncn+이/jcs
6	6/nnc
개씩	개/nbu+씩/xsn
잡힌	잡히/pvg+ㄴ/etm
뇌세포를	뇌/ncn+세포/ncn+를/jco
떼어	떼/pvg+어/ecs
각각을비교했다	각각/ncn+을/jco+비교/ncpa+하/xsv+었/ep+다/ef
.	./sf
여기서	여기/npd+서/jca
그가	그/npp+가/jcs
비교의	비교/ncn+의/jcm
척도로	척도/ncn+로/jca
사용했던	사용/ncpa+하/xsv+었/ep+던/etm
것은	것/nbn+은/jxc
무게였다	무게/ncn+이/jp+었/ep+다/ef
.	./sf
즉	즉/maj
,	,/sp
폐결핵의	폐결핵/ncn+의/jcm
경우에	경우/ncn+에/jca
뇌의	뇌/ncn+의/jcm
무게는	무게/ncn+는/jxc
뇌졸증이나	뇌졸증/ncn+이나/jcj
설사를	설사/ncn+를/jco
앓고	앓/pvg+고/ecx
있는	있/px+는/etm
경우의	경우/ncn+의/jcm
뇌보다	뇌/ncn+보다/jca
훨씬	훨씬/mag
가벼웠던	가볍/paa+었/ep+던/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
한편	한편/maj
정상적인	정상/ncn+적/xsn+이/jp+ㄴ/etm
사람이나	사람/ncn+이나/jcj
자연사한	자연/ncn+사/xsn+하/xsv+ㄴ/etm
사람의	사람/ncn+의/jcm
뇌무게는	뇌/ncn+무게/ncn+는/jxc
1	1/nnc
dr	dr/su
5	5/nnc
gr	gr/su
이다	이/jp+다/ef
.	./sf
물론	물론/mag
뇌세포의	뇌/ncn+세포/ncn+의/jcm
어느	어느/mmd
부위를	부위/ncn+를/jco
추출하느냐에	추출/ncpa+하/xsv+느냐/ef+에/jca
따라	따르/pvg+아/ecs
무게는	무게/ncn+는/jxc
달라진다	다르/paa+아/ecx+지/px+ㄴ다/ef
.	./sf
결핵	결핵/ncn
환자의	환자/ncn+의/jcm
소뇌를	소뇌/ncn+를/jco
떼어내는	떼/pvg+어/ecx+내/px+는/etm
경우는	경우/ncn+는/jxc
다른	다르/paa+ㄴ/etm
것에	것/nbn+에/jca
비하여	비하/paa+여/ecs
가볍고	가볍/paa+고/ecc
,	,/sp
뇌졸증의	뇌졸증/ncn+의/jcm
;	;/sy
경우	경우/ncn
중앙에	중앙/ncn+에/jca
있는	있/paa+는/etm
뇌의	뇌/ncn+의/jcm
무게는	무게/ncn+는/jxc
훨씬	훨씬/mag
무겁기	무겁/paa+기/etn
마련이다	마련/ncn+이/jp+다/ef
.	./sf
그러므로	그러므로/maj
질병과	질병/ncn+과/jcj
유기체	유기/ncn+체/xsn
사이에는	사이/ncn+에/jca+는/jxc
병이	병/ncn+이/jcs
생기는	생기/pvg+는/etm
장소에	장소/ncn+에/jca
따라	따르/pvg+아/ecs
일정한	일정/ncps+하/xsm+ㄴ/etm
관계를	관계/ncn+를/jco
찾을	찾/pvg+을/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
그러나	그러나/maj
그	그/mmd
장소라는	장소/ncn+라/ef+는/etm
것이	것/nbn+이/jcs
질병이	질병/ncn+이/jcs
자신의	자신/ncn+의/jcm
특수한	특수/ncps+하/xsm+ㄴ/etm
성격을	성격/ncn+을/jco
드러낼	드러내/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
자리이어야만	자리/ncn+이/jp+어야/ecs+만/jxc
한다	하/px+ㄴ다/ef
.	./sf
미치광이의	미치광이/ncn+의/jcm
뇌세포는	뇌/ncn+세포/ncn+는/jxc
가볍고	가볍/paa+고/ecc
건조하며	건조/ncps+하/xsm+며/ecc
부서지기	부서지/pvg+기/etn
쉬운데	쉽/paa+은데/ecs
,	,/sp
이는	이/npd+는/jxc
광기라는	광기/ncn+라/ef+는/etm
질병	질병/ncn
자체가	자체/ncn+가/jcs
생생하고	생생/ncps+하/xsm+고/ecc
활기에	활기/ncn+에/jca
넘치며	넘치/pvg+며/ecc
폭발적인	폭발/ncn+적/xsn+이/jp+ㄴ/etm
성격을	성격/ncn+을/jco
갖기	갖/pvg+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
폐결핵의	폐결핵/ncn+의/jcm
경우에는	경우/ncn+에/jca+는/jxc
뇌는	뇌/ncn+는/jxc
거의	거의/mag
소진되고	소진/ncpa+되/xsv+고/ecc
무기력하며	무/xp+기력/ncn+하/xsm+며/ecc
생기가	생기/ncn+가/jcs
없는	없/paa+는/etm
것이	것/nbn+이/jcs
대부분으로	대부분/ncn+으로/jca
,	,/sp
폐결핵은	폐결핵/ncn+은/jxc
기본적으로	기본/ncn+적/xsn+으로/jca
출혈성질환으로	출혈/ncn+성/xsn+질환/ncn+으로/jca
분류되기	분류/ncpa+되/xsv+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
이와	이/npd+와/jct
같이	같/paa+이/xsa
질병의	질병/ncn+의/jcm
성격을	성격/ncn+을/jco
특징짓는	특징/ncn+짓/pvg+는/etm
요인은	요인/ncn+은/jxc
인간의	인간/ncn+의/jcm
육체	육체/ncn
위에서	위/ncn+에서/jca
드러나기	드러나/pvg+기/etn
마련인데	마련/ncn+이/jp+ㄴ데/ecs
,	,/sp
이러한	이러하/pad+ㄴ/etm
특성을	특성/ncn+을/jco
통해	통하/pvg+어/ecs
의사들은	의사/ncn+들/xsn+은/jxc
질병의	질병/ncn+의/jcm
증상을	증상/ncn+을/jco
찾을	찾/pvg+을/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
공간적	공간/ncn+적/xsn
요인이	요인/ncn+이/jcc
아닌	아니/paa+ㄴ/etm
질병의	질병/ncn+의/jcm
질적인	질적/ncn+이/jp+ㄴ/etm
요인을	요인/ncn+을/jco
통해서만	통하/pvg+어서/ecs+만/jxc
질병과	질병/ncn+과/jcj
육체는	육체/ncn+는/jxc
서로	서로/mag
관계를	관계/ncn+를/jco
맺을	맺/pvg+을/etm
수	수/nbn
있는	있/paa+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
사실을	사실/ncn+을/jco
통해서	통하/pvg+어서/ecs
소바즈가	소바즈/nq+가/jcs
계량적	계량/ncpa+적/xsn
지식의	지식/ncn+의/jcm
형태로	형태/ncn+로/jca
질병을	질병/ncn+을/jco
관찰하려	관찰/ncpa+하/xsv+려/ecs
했던	하/px+었/ep+던/etm
방식과는	방식/ncn+과/jct+는/jxc
전혀	전혀/mag
다른	다르/paa+ㄴ/etm
양상으로	양상/ncn+으로/jca
질병이	질병/ncn+이/jcs
변화해	변화/ncpa+하/xsv+어/ecx
갈	갈/px+ㄹ/etm
수밖에	수/nbn+밖에/jxc
없었던	없/paa+었/ep+던/etm
사실을	사실/ncn+을/jco
이해할	이해/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
이제	이제/ncn
의사들은	의사/ncn+들/xsn+은/jxc
질병의	질병/ncn+의/jcm
성격을	성격/ncn+을/jco
이해하고	이해/ncpa+하/xsv+고/ecc
그것을	그것/npd+을/jco
측정하려	측정/ncpa+하/xsv+려/ecs
했다면	하/px+었/ep+다면/ecs
,	,/sp
그가	그/npp+가/jcs
알고자	알/pvg+고자/ecs
했던	하/px+었/ep+던/etm
것은	것/nbn+은/jxc
질병에	질병/ncn+에/jca
대한	대하/pvg+ㄴ/etm
계량적인	계량/ncn+적/xsn+이/jp+ㄴ/etm
정보가	정보/ncn+가/jcc
아니라	아니/paa+라/ecs
,	,/sp
질병이	질병/ncn+이/jcs
어떻게	어떠하/pad+게/ecs
구성되는가라는	구성/ncpa+되/xsv+는가/ef+라/ef+는/etm
병리학적	병리/ncn+학/xsn+적/xsn
특성에	특성/ncn+에/ncn
관한	관하/pvg+ㄴ/etm
것이었다	것/nbn+이/jp+었/ep+다/ef
.	./sf
인간의	인간/ncn+의/jcm
육체를	육체/ncn+를/jco
수치로	수치/ncn+로/jca
계량화할	계량/ncn+화/xsn+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
어떠한	어떠하/pad+ㄴ/etm
가능성도	가능/ncn+성/xsn+도/jxc
병리학적	병리/ncn+학/xsn+적/xsn
현상을	현상/ncn+을/jco
설명할	설명/ncpa+하/xsv+ㄹ/etm
수는	수/nbn+는/jxc
없다	없/paa+다/ef
.	./sf
물론	물론/mag
발작이	발작/ncn+이/jcs
있다는	있/paa+다/ef+는/etm
사실을	사실/ncn+을/jcs
신경세포가	신경/ncn+세포/ncn+가/jcs
건조되고	건조/ncps+되/xsm+고/ecc
갑작스럽게	갑작/ncps+스럽/xsm+게/ecs
쪼그라들었기	쪼그라들/px+었/ep+기/etn
때문이라고	때문/nbn+이/jp+라/ef+고/jcr
설명할	설명/ncpa+하/xsv+ㄹ/etm
수도	수/nbn+도/jxc
있을	있/paa+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그러나	그러나/maj
이것은	이것/npd+은/jxc
어디까지나	어디/npd+까지/jxc+나/jxc
기계적인	기계/ncn+적/xsn+이/jp+ㄴ/etm
현상일	현상/ncn+이/jp+ㄹ/etm
뿐	뿐/nbn
,	,/sp
이를	이/npd+를/jco
통해서	통하/pvg+어서/ecs
질병의	질병/ncn+의/jcm
성격을	성격/ncn+을/jco
파악할	파악/ncpa+하/xsv+ㄹ/etm
수는	수/nbn+는/jxc
없다는	없/paa+다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
의사들은	의사/ncn+들/xsn+은/jxc
투입한	투입/ncpa+하/xsv+ㄴ/etm
약물과	약물/ncn+과/jcj
질병의	질병/ncn+의/jcm
상호관계를	상호/ncn+관계/ncn+를/jco
파악해야	파악/ncpa+하/xsv+어야/ecs
하며	하/px+며/ecc
,	,/sp
질병의	질병/ncn+의/jcm
법칙을	법칙/ncn+을/jco
찾는	찾/pvg+는/etm
데	데/nbn
세심한	세심/ncps+하/xsm+ㄴ/etm
주의를	주의/ncn+를/jco
기울여야	기울이/pvg+어야/ecs
한다	하/px+ㄴ다/ef
.	./sf
또한	또한/maj
질병의	질병/ncn+의/jcm
물리적인	물리/ncn+적/xsn+이/jp+ㄴ/etm
원인을	원인/ncn+을/jco
찾는데	찾/pvg+는데/ecs
결코	결코/mag
짜증을	짜증/ncn+을/jco
내서는	내/pvg+서/ecs+는/jxc
안된다	안/mag+되/pvg+ㄴ다/ef
.	./sf
따라서	따라서/maj
의사의	의사/ncn+의/jcm
시선은	시선/ncn+은/jxc
수량화된	수량/ncn+화/xsn+되/xsv+ㄴ/etm
것이	것/nbn+이/jcc
아니라	아니/paa+라/ecs
질적인	질적/ncn+이/jp+ㄴ/etm
것이라거	것/nbn+이/jp+라/ef+고/jcr
말할	말/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있겠다	있/paa+겠/ep+다/ef
.	./sf
질병의	질병/ncn+의/jcm
본질을	본질/ncn+을/jco
찾기	찾/pvg+기/etn
위해서는	위하/pvg+어서/ecs+는/jxc
탈수	탈수/ncn
,	,/sp
수축	수축/ncn
흥분	흥분/ncn
따위에	따위/nbn+에/jca
주의를	주의/ncn+를/jco
쏟아야	쏟/pvg+아야/ecs
하며	하/px+며/ecc
습기	습기/ncn
,	,/sp
충혈	충혈/ncn
그리고	그리고/maj
쇠약	쇠약/ncn
따위가	따위/nbn+가/jcs
중요해진다	중요/ncps+하/xsm+어/ecx+지/px+ㄴ다/ef
.	./sf
허파가	허파/ncn+가/jcs
얼마나	얼마나/mag
건조되었으며	건조/ncps+되/xsm+었/ep+으며/ecs
장액이	장액/ncn+이/jcs
얼마나	얼마나/mag
분비되었는가를	분비/ncpa+되/xsv+었/ep+는가/ef+를/jco
관찰하지	관찰/ncpa+하/xsv+지/ecx
않고서	않/px+고서/ecs
똑같은	똑같/paa+은/etm
늑막염이나	늑막/ncn+염/xsn+이나/jcj
결핵	결핵/ncn
또는	또는/maj
기침이나	기침/ncn+이나/jcj
탈진	탈진/ncn
상태가	상태/ncn+가/jcs
어떻게	어떠하/pad+게/ecs
다른가를	다르/paa+ㄴ가/ef+를/jco
구분할	구분/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있겠는가	있/paa+겠/ep+는가/ef
?	?/sf
발작을	발작/ncn+을/jco
일으키고	일으키/pvg+고/ecx
있는	있/px+는/etm
질병의	질병/ncn+의/jcm
근본적인	근본/ncn+적/xsn+이/jp+ㄴ/etm
성격을	성격/ncn+을/jco
파악하지	파악/ncpa+하/xsv+지/ecx
않은	않/px+은/etm
채	채/nbn
,	,/sp
대뇌의	대뇌/ncn+의/jcm
염증으로	염증/ncn+으로/jca
고통받고	고통/ncn+받/pvg+고/ecx
있는	있/px+는/etm
간질병의	간질/ncn+병/ncn+의/jcm
발작과	발작/ncn+과/jcj
내장의	내장/ncn+의/jcm
충혈에서	충혈/ncn+에서/jca
비롯된	비롯/ncpa+되/xsv+ㄴ/etm
우울증의	우울/ncn+증/xsn+의/jcm
발작증세가	발작/ncn+증세/ncn+가/jco
어떠한	어떠하/pad+ㄴ/etm
차이를	차이/ncn+를/jco
갖는지	갖/pvg+는지/ecs
알	알/pvg+ㄹ/etm
수	수/nbn
있겠는가	있/paa+겠/ep+는가/ef
?	?/sf
그러기에	그러하/pad+기/etn+에/jca
필요한	필요/ncps+하/xsm+ㄴ/etm
것은	것/nbn+은/jxc
질병의	질병/ncn+의/jcm
성격에	성격/ncn+에/jca
관한	관하/pvg+ㄴ/etm
예리한	예리/ncps+하/xsm+ㄴ/etm
관찰이며	관찰/ncn+이/jp+며/ecc
,	,/sp
한	한/nnc
환자가	환자/ncn+가/jcs
다른	다르/paa+ㄴ/etm
환자와	환자/ncn+와/jct
어떠한	어떠하/pad+ㄴ/etm
차이를	차이/ncn+를/jco
나타내는지를	나타내/pvg+는지/ecs+를/jco
포착할	포착/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
예리한	예리/ncps+하/xsm+ㄴ/etm
시선이고	시선/ncn+이/jp+고/ecc
,	,/sp
아주	아주/mag
미소한	미소/ncps+하/xsm+ㄴ/etm
차이마저	차이/ncn+마저/jxc
놓치지	놓치/pvg+지/ecx
않을	않/px+을/etm
수	수/nbn
있는	있/paa+는/etm
섬세한	섬세/ncps+하/xsm+ㄴ/etm
주의력이다	주의/ncn+력/xsn+이/jp+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
의사의	의사/ncn+의/jcm
시선은	시선/ncn+은/jxc
기본적으로	기본/ncn+적/xsn+으로/jca
그들의	그/npp+들/xsn+의/jcm
자의적인	자의/ncn+적/xsn+이/jp+ㄴ/etm
경험에	경험/ncn+에/jca
근거하여	근거/ncpa+하/xsv+여/ecs
시작되기	시작/ncpa+되/xsv+기/etn
마련이지만	마련/ncn+이/jp+지만/ecs
,	,/sp
질병의	질병/ncn+의/jcm
변화와	변화/ncn+와/jcj
균형	균형/ncn
,	,/sp
과잉과	과잉/ncn+과/jcj
부족을	부족/ncn+을/jco
측정하는	측정/ncpa+하/xsv+는/etm
것이	것/nbn+이/jcs
중요하다	중요/ncps+하/xsm+다/ef
.	./sf
인간의	인간/ncn+의/jcm
몸은	몸/ncn+은/jxc
미세한	미세/ncps+하/xsm+ㄴ/etm
혈관과	혈관/ncn+과/jcj
혈액으로	혈액/ncn+으로/jca
이루어져	이루/pvg+어/ecx+지/px+어/ecx
있다	있/px+다/ef
.	./sf
혈관과	혈관/ncn+과/jcj
섬유조직이	섬유/ncn+조직/ncn+이/jcs
적당한	적당/ncps+하/xsm+ㄴ/etm
활력을	활력/ncn+을/jco
갖고	갖/pvg+고/ecc
혈액이	혈액/ncn+이/jcs
적당한	적당/ncps+하/xsm+ㄴ/etm
비율을	비율/ncn+을/jco
유지하며	유지/ncpa+하/xsv+며/ecs
적당히	적당/ncn+히/xsa
움직이고	움직이/pvg+고/ecx
있을때	있/px+을/etm+때/ncn
,	,/sp
인간의	인간/ncn+의/jcm
몸은	몸/ncn+은/jxc
건강한	건강/ncps+하/xsm+ㄴ/etm
상태를	상태/ncn+를/jco
유지하고	유지/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그러나	그러나/maj
만일	만일/mag
움직임이	움직이/pvg+ㅁ/etn+이/jcs
지나치게	지나치/paa+게/ecs
활성화되고	활성/ncn+화/xsn+되/xsv+고/ecc
근육조직이	근육/ncn+조직/ncn+이/jcs
굳어지고	굳/pvg+어/ecx+지/px+고/ecc
혈액의	혈액/ncn+의/jcm
움직임이	움직이/pvg+ㅁ/etn+이/jcs
둔해지며	둔하/paa+어/ecs+지/px+며/ecc
섬두세포의	섬두/ncn+세포/ncn+의/jcm
기능이	기능/ncn+이/jcs
떨어지면	떨/pvg+어/ecx+지/px+면/ecs
,	,/sp
피돌기가	피/ncn+돌기/ncn+가/jcs
원활하게	원활/ncps+하/xsm+게/ecs
이루어지지	이루/pvg+어/ecx+지/px+지/ecx
못하는	못하/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그러므로	그러므로/maj
질병의	질병/ncn+의/jcm
